Arabic Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
سريع,0,0,0,0,0,0,1,0,0,0
بسرعة,0,0,0,0,0,0,0,0,0,0
جرعة كبيرة,0,0,1,0,0,1,0,0,0,0
السباحة,0,1,0,1,1,0,1,0,0,0
سباحة,0,0,0,0,0,0,0,0,0,0
انثي خنزير,0,0,1,0,0,1,0,0,0,0
تأرجح,0,0,0,0,0,0,0,0,0,0
يتأرجح,0,0,0,0,0,0,0,0,0,0
حفيف,0,0,0,0,0,0,0,0,0,0
تحول,0,0,0,0,0,0,0,0,0,0
يدور على محور,0,0,0,0,0,0,0,0,0,0
منتفخة,0,0,0,0,0,1,0,0,0,0
إغماء,0,0,0,0,0,0,0,0,0,0
انقضاض,0,0,0,0,0,0,0,0,0,0
سيف,0,0,0,0,0,0,0,0,0,0
مقطع لفظي,0,0,0,0,0,0,0,0,0,0
المنهج,0,0,0,0,0,0,0,0,0,0
رمز,0,0,0,0,0,0,0,0,0,0
رمزي,0,0,0,0,0,0,1,0,0,0
رمزيًا,0,0,0,0,0,0,0,0,0,0
رمزية,0,0,0,0,0,0,0,0,0,0
يرمز,0,0,0,0,0,0,0,0,0,0
متماثل,0,0,0,0,0,0,0,0,0,0
متماثل,0,0,0,0,0,0,1,0,0,0
تناظر,0,0,0,0,1,0,1,0,0,1
ودي,0,0,0,1,1,0,1,1,0,1
تتعاطف,0,0,0,0,0,0,0,1,0,0
تعاطف,0,0,0,0,0,0,1,1,0,0
سمفونية,0,1,0,0,1,0,1,0,0,0
علامة مرض,0,0,0,0,0,1,0,0,0,0
مصحوب بأعراض,0,0,0,0,0,0,0,0,0,0
كنيس أو مجمع يهودي,0,0,0,0,0,0,0,0,0,0
تزامن,0,1,0,0,1,0,1,0,1,1
متزامن,0,0,0,0,0,0,0,0,0,0
إغماء,0,0,0,1,0,1,0,1,1,0
نقابة,0,0,0,0,0,0,0,0,0,0
تآزري,0,0,0,0,0,0,1,0,0,1
التعاضد,0,0,0,0,0,0,0,0,0,0
السينودس,0,0,0,0,0,0,1,0,0,1
مرادف,0,0,0,0,0,0,0,0,0,0
مرادف,0,0,0,1,0,1,1,0,0,1
ملخص,0,0,0,0,0,0,0,0,0,0
سينوبتيك,0,0,0,0,0,0,0,0,0,0
بناء الجملة,0,0,0,0,0,0,0,0,0,0
تركيب,0,0,0,0,0,0,0,0,0,0
اصطناعي,0,0,0,0,0,0,0,0,0,0
حقنة,0,0,0,1,0,0,0,0,0,0
شراب مركز,0,0,0,0,0,0,0,0,0,0
النظام,0,0,0,0,0,0,0,0,0,1
منهجي,0,0,0,0,0,0,0,0,0,0
بشكل منهجي,0,0,0,0,0,0,0,0,0,0
مبرقع,0,0,0,0,0,0,0,0,0,0
المسكن,0,0,0,0,0,0,0,0,0,0
الطاولة,0,0,0,0,0,0,0,0,0,0
تابلوه,0,0,0,0,0,0,0,0,0,0
ملعقة طعام,0,0,0,0,0,0,0,0,0,0
لوح,0,0,0,0,0,0,0,0,0,0
أدوات المائدة,0,0,0,0,0,0,0,0,0,0
محرم,0,0,1,1,0,1,0,0,0,0
مجدول,0,0,0,0,0,0,0,0,0,0
جدولة,0,1,0,0,0,0,0,0,0,0
جدولة,0,0,0,0,0,0,0,0,0,0
مقياس سرعة الدوران,0,0,0,0,0,0,0,0,0,0
ضمني,0,0,0,0,0,0,0,0,0,0
تك,0,0,0,0,0,0,0,0,0,0
يعالج,1,0,0,0,0,0,0,0,1,0
معالجة,0,0,0,0,0,0,0,0,0,0
رديئ,0,0,0,0,0,0,0,0,0,0
براعة,0,0,0,0,0,0,1,0,0,0
تكتيكات,0,0,0,1,0,0,0,0,0,1
اللمس,0,0,0,0,0,0,0,0,0,0
التفتا,0,0,0,0,0,0,0,0,0,0
حلوى,0,0,0,0,0,0,0,0,0,0
بطاقة شعار,0,0,0,0,0,0,0,0,0,0
ذيل,0,0,0,0,0,0,0,0,0,0
ذيول,0,0,0,0,0,0,0,0,0,0
المخلفات,0,0,0,0,0,0,0,0,0,0
خياط,0,0,0,0,0,0,0,0,0,0
الخياطة,0,0,0,0,0,0,0,0,0,0
تلوث,0,0,0,0,0,1,0,1,0,0
آخذ,0,0,0,0,0,0,0,0,0,0
حكاية,0,0,0,0,0,0,1,0,0,0
موهبة,0,0,0,0,0,0,1,0,0,0
موهوب,0,0,0,0,0,0,0,0,0,0
تعويذة,0,0,0,0,0,0,1,0,0,0
حديث,0,0,0,0,0,0,1,0,0,0
كثير الكلام,0,0,0,0,0,0,0,0,0,0
المتكلم,0,0,0,0,0,0,0,0,0,0
طويل,0,0,0,0,0,0,0,0,0,0
الأعداد,0,0,0,0,0,0,0,0,0,0
الشحم,0,0,0,0,0,0,0,0,0,0
حصيلة,0,0,0,0,0,0,0,0,0,0
مخالب,1,0,0,1,0,1,0,0,0,0
دف صغير,0,0,0,0,0,0,0,0,0,0
ترويض,0,0,0,0,0,0,0,0,0,0
تان,0,0,0,0,0,0,0,0,0,0
بالتزامن,0,0,0,0,0,0,0,0,0,1
تانغ,0,0,0,0,0,0,0,0,0,0
ظل,0,0,0,0,0,0,0,0,0,0
تشابك,0,0,0,0,0,0,0,0,0,0
متشابكة,0,0,0,0,0,1,0,0,0,0
خزان,0,0,0,0,0,0,0,0,0,0
عملية تسمير البشرة,0,0,0,0,0,0,1,0,0,0
محيرة,0,1,0,0,1,1,1,0,1,0
يساوي,0,0,0,0,0,0,0,0,0,1
صنبور,0,0,0,0,0,0,0,0,0,0
شريط,0,0,0,0,0,0,0,0,0,0
تفتق,0,0,0,0,0,0,0,0,0,0
التناقص,0,0,0,0,0,0,0,0,0,0
نسيج,0,0,0,0,0,0,0,0,0,0
قطران,0,0,0,0,0,0,0,0,0,0
تأخر,0,0,0,0,0,1,0,0,0,0
تأخر,0,0,0,0,0,1,0,0,0,0
استهداف,0,0,0,0,0,0,0,0,0,0
التعريفة,1,0,1,0,0,1,0,0,0,0
تشويه,0,0,1,0,0,1,0,1,0,0
تلكأ,0,0,0,0,0,1,0,0,0,0
لاذع,0,0,0,0,0,0,0,0,0,0
الترتان,0,0,0,0,0,0,0,0,0,0
الجير,0,0,0,0,0,0,0,0,0,0
مهمة,0,0,0,0,0,0,1,0,0,0
شرابة,0,0,0,0,0,0,0,0,0,0
المذاق,0,0,0,0,0,0,0,0,0,0
لذيذ,0,0,0,0,0,0,1,0,0,0
لا طعم له,0,0,1,0,0,1,0,0,0,0
تذوق,0,0,0,0,0,0,0,0,0,0
طيب المذاق,0,0,0,0,0,0,1,0,0,0
تات,0,0,0,0,0,0,0,0,0,0
وشم,0,0,0,0,0,0,0,0,0,0
يعلم,0,0,0,0,0,0,0,0,0,1
تهكم,1,0,0,1,0,1,0,1,0,0
مشدود,0,0,0,0,0,0,0,0,0,0
حانة,0,0,0,0,0,0,0,0,0,0
أسمر,0,0,1,0,0,0,0,0,0,0
ضريبة,0,0,0,0,0,1,0,1,0,0
سيارة اجرة,0,0,0,0,0,0,0,0,0,0
التصنيف,0,0,0,0,0,0,0,0,0,0
شاي,0,0,0,0,0,0,0,0,0,0
يعلم,0,0,0,0,1,0,1,0,1,1
معلم,0,0,0,0,0,0,1,0,0,1
تعليم,0,0,0,0,0,0,0,0,0,0
فريق,0,0,0,0,0,0,0,0,0,1
دامعة,0,0,1,1,0,0,0,1,0,0
يضايق,1,1,0,0,0,1,0,1,0,0
الإعلان التشويقي,0,0,0,0,0,0,0,0,0,0
إغاظة,1,0,0,1,0,1,0,0,0,0
حلمة,0,0,0,0,0,0,0,0,0,0
تقني,0,0,0,0,0,0,0,0,0,0
تقنية,0,0,0,0,0,0,0,0,0,0
فني,0,0,0,0,0,0,0,0,0,0
تكنولوجيا,0,0,0,0,0,0,1,0,0,0
تيد,0,0,0,0,0,0,0,0,0,0
مضجر,0,0,0,0,0,1,0,0,0,0
الملل,0,0,0,0,0,1,0,0,0,0
تعج,0,0,1,0,0,0,0,0,0,0
مراهقون,0,0,0,0,0,1,1,0,0,0
أسنان,0,0,0,0,0,0,0,0,0,0
تفلون,0,0,0,0,0,0,0,0,0,0
برقية,0,0,0,0,0,0,0,0,0,0
تلغراف,0,0,0,0,0,0,0,0,0,0
هاتف,0,0,0,0,0,0,0,0,0,0
تلسكوب,0,0,0,0,0,0,0,0,0,0
تلسكوبي,0,0,0,0,0,0,0,0,0,0
التلفاز,0,0,0,0,0,0,0,0,0,0
راوي,0,0,0,0,0,0,0,0,0,0
يقول,0,0,0,0,0,0,0,0,0,0
منبهة,0,0,0,0,0,0,0,0,0,0
حِدّة,0,0,0,0,0,0,0,0,0,0
تمبرا,0,0,0,0,0,0,0,0,0,0
طبع,0,0,0,0,0,0,0,0,0,0
اعتدال,0,0,0,0,0,0,1,0,0,0
معتدل,0,0,0,0,0,0,0,0,0,1
درجة الحرارة,0,0,0,0,0,0,0,0,0,0
مزاج,0,0,0,0,0,0,1,0,0,0
عاصفة,1,1,0,1,0,1,0,1,1,0
معبد,0,0,0,0,0,0,0,0,0,0
زمني,0,0,0,0,0,0,0,0,0,0
مؤقتا,0,0,0,0,0,0,0,0,0,0
مؤقت,0,0,0,0,0,0,0,0,0,0
جذب,0,0,0,0,0,0,0,0,0,0
إغواء,0,0,0,0,0,1,0,0,0,0
مغري,0,0,0,0,0,0,0,0,0,0
عشرة,0,0,0,0,0,0,0,0,0,0
يمكن الدفاع عنه,0,0,0,0,0,0,1,0,0,0
عنيد,0,0,0,0,0,0,1,0,0,0
عناد,0,0,0,0,0,0,1,0,0,0
الإيجار,0,0,0,0,0,0,1,0,0,0
مستأجر,0,0,0,0,0,0,1,0,0,0
ميل,0,0,0,0,0,0,0,0,0,0
مناقصة,0,0,0,0,1,0,1,0,0,1
الرقة والحنان,0,0,0,0,1,0,1,0,0,0
يميل,0,0,0,0,0,0,0,0,0,0
وتر,0,0,0,0,0,0,0,0,0,0
مبنى سكني,0,0,0,0,0,1,0,0,0,0
عقيدة,0,0,0,0,0,0,0,0,0,0
المبادئ,0,0,0,0,0,0,0,0,0,0
عشرة أضعاف,0,0,0,0,0,0,0,0,0,0
تنس,0,0,0,0,0,0,0,0,0,0
توتر,0,0,0,0,0,0,0,0,0,0
الشد,0,0,0,0,0,0,0,0,0,0
توتر,1,0,0,0,0,0,0,0,0,0
خيمة,0,0,0,0,0,0,0,0,0,0
مجس نبات,0,0,0,0,0,0,0,0,0,0
مُتَردِّد,0,0,0,0,0,0,0,0,0,0
العاشر,0,0,0,0,0,0,0,0,0,0
أعشار,0,0,0,0,0,0,0,0,0,0
ضعيف,0,0,0,0,0,0,0,0,0,0
فترة,0,0,0,0,0,0,0,0,0,0
فاتر,0,0,0,0,0,0,0,0,0,0
مصطلح,0,0,0,0,0,0,0,0,0,0
الطرفي,0,0,0,1,0,1,0,1,0,0
إنهاء,0,0,0,0,0,0,0,1,0,0
نهاية,0,0,0,0,0,1,0,1,0,0
نهاية,0,0,0,0,0,0,0,0,0,0
النمل الأبيض,0,0,1,0,0,1,0,0,0,0
مصلحات,0,0,0,0,0,0,0,0,0,0
الخرشنة طائر مائي,0,0,0,0,0,0,0,0,0,0
ثلاثي,0,0,0,0,0,0,0,0,0,0
مصطبة,0,0,0,0,0,0,0,0,0,0
ساكن الأرض,0,0,0,0,0,0,0,0,0,0
كريه,1,0,1,1,0,1,0,1,0,0
بشكل رهيب,0,0,0,0,0,0,0,1,0,0
جحر,0,0,0,0,0,0,0,0,0,0
رائع,0,0,0,0,0,0,0,1,0,0
الإقليمية,0,0,0,0,0,0,0,0,0,0
إِقلِيم,0,0,0,0,0,0,0,0,0,0
الرعب,0,0,0,1,0,1,0,0,0,0
الإرهاب,1,0,1,1,0,1,0,1,0,0
إرهابي,1,0,1,1,0,1,0,1,1,0
أرعب,1,0,0,1,0,1,0,1,0,0
مقتضب,0,0,0,0,0,0,0,0,0,0
بعد الثانوي,0,0,0,0,0,0,0,0,0,0
اختبار,0,0,0,0,0,0,0,0,0,0
وصية,0,1,0,0,0,0,0,0,0,1
يشهد,0,0,0,0,0,0,0,0,0,0
شهادة,0,0,0,0,0,0,0,0,0,0
شهادة,0,0,0,0,0,0,0,0,0,1
كُزاز,0,0,1,0,0,1,0,0,0,0
حبل,0,0,0,0,0,1,0,0,0,0
مربوط,0,0,0,0,0,0,0,0,0,0
رباعي السطوح,0,0,0,0,0,0,0,0,0,0
نص,0,0,0,0,0,0,0,0,0,0
كتاب مدرسي,0,0,0,0,0,0,0,0,0,0
الغزل والنسيج,0,0,0,0,0,0,0,0,0,0
تركيبي,0,0,0,0,0,0,0,0,0,0
نَسِيج,0,0,0,0,0,0,0,0,0,0
شاكرين,0,0,0,0,1,0,1,0,0,0
عيد الشكر,0,0,0,0,1,0,1,0,0,0
القش,0,0,0,0,0,0,0,0,0,0
ذوبان,0,0,0,0,0,0,0,0,0,0
مسرح,0,0,0,0,0,0,0,0,0,0
مسرحي,0,0,0,0,0,0,0,0,0,0
سرقة,1,0,1,1,0,1,0,1,0,0
الايمان بالله,0,0,1,0,0,1,0,0,0,0
ايماني,0,0,0,0,0,0,0,0,0,0
سمة,0,0,0,0,0,0,0,0,0,0
الثيوقراطية,0,0,0,0,0,0,0,0,0,0
ثيوقراطي,1,0,0,1,0,1,0,1,0,1
عالم لاهوت,0,0,0,0,0,0,0,0,0,0
لاهوتي,0,0,0,0,0,0,0,0,0,1
علم اللاهوت,0,1,0,0,0,0,0,0,0,0
نظرية,0,0,0,0,0,0,0,0,0,1
نظري,0,0,0,0,0,0,1,0,0,0
نظرية,0,1,0,0,0,0,0,0,0,1
علاجي,0,0,0,0,1,0,1,0,0,1
المداواة,0,0,0,0,0,0,1,0,0,0
على وشك ذلك,0,0,0,0,0,0,0,0,0,0
منها,0,0,0,0,0,0,0,0,0,0
معها,0,0,0,0,0,0,0,0,0,0
حراري,0,0,0,0,0,0,0,0,0,0
الحرارية,0,1,0,0,0,0,0,0,0,0
الديناميكا الحرارية,0,0,0,0,0,0,0,0,0,0
ميزان الحرارة,0,0,0,0,0,0,0,0,0,1
منظم الحراره,0,0,0,0,0,0,0,0,0,0
القاموس الموسوعي للمفردات,0,0,0,0,0,0,0,0,0,0
فرضية,0,0,0,0,0,0,0,0,0,0
سميك,0,0,0,0,0,0,0,0,0,0
رشاقته,0,0,0,0,0,0,0,0,0,0
سماكة,0,0,0,0,0,0,0,0,0,0
غابة,0,0,0,0,0,0,0,0,0,0
سماكة,0,0,0,0,0,0,0,0,0,0
لص,1,0,1,1,0,1,0,1,1,0
كشتبان,0,0,0,0,0,0,0,0,0,0
نحيف,0,0,0,0,0,0,0,0,0,0
شيء,0,0,0,0,0,0,0,0,0,0
أشياء,0,0,0,0,0,0,0,0,0,0
مفكر,0,0,0,0,0,0,1,0,0,0
التفكير,0,0,0,0,0,0,0,0,0,0
أثلاث,0,0,0,0,0,0,0,0,0,0
العطش,0,1,0,0,0,0,0,1,1,0
متعطش,0,0,0,0,0,1,0,0,0,0
ثلاثة عشر,0,0,0,0,0,0,0,0,0,0
الثالث عشر,0,0,0,1,0,0,0,0,0,0
الشوك,0,0,0,0,0,0,0,0,0,0
هناك,0,0,0,0,0,0,0,0,0,0
ثونغ,0,0,0,0,0,0,0,0,0,0
شوكة,0,0,0,0,0,1,0,0,0,0
شائك,0,0,0,1,0,1,0,0,0,0
أصيل,0,0,0,0,0,0,1,0,0,0
ممر,0,0,0,0,0,0,0,0,0,0
يفكر,0,1,0,0,0,0,0,0,0,0
وقور,0,0,0,0,0,0,1,0,0,1
التفكير,0,0,0,0,0,0,1,0,0,0
طائش,1,0,1,0,0,1,0,0,0,0
خواطر,0,0,0,0,0,0,0,0,0,0
ألف,0,0,0,0,0,0,0,0,0,0
ضرب,1,0,1,1,0,1,0,1,0,0
مسلك,0,0,0,0,0,0,0,0,0,0
التهديد,1,0,0,1,0,1,0,0,0,0
هدد,1,1,0,1,0,1,0,0,0,0
تهديد,1,0,1,1,0,1,0,0,0,0
ثلاثة أضعاف,0,0,0,0,0,0,0,0,0,0
عتبة,1,0,0,1,0,1,0,1,0,0
عتبة,0,0,0,0,0,0,0,0,0,0
ثلاث مرات,0,0,0,0,0,0,0,0,0,0
تقطير,0,0,1,0,0,0,1,0,0,1
مقتصد,0,0,0,0,0,0,0,0,0,0
التشويق,0,1,0,1,1,0,1,0,1,0
مثير,0,1,0,0,1,0,1,0,1,0
مزدهرة,0,1,0,0,1,0,1,0,0,0
حُلقُوم,0,0,0,0,0,0,0,0,0,0
نبض,0,0,0,1,0,1,0,1,0,0
الخفقان,0,0,0,0,0,0,0,0,0,0
عرش,0,0,0,0,0,0,1,0,0,1
حشد,0,0,0,0,0,0,0,0,0,0
خنق,1,0,0,0,0,1,0,0,0,0
يرمي,0,0,0,0,0,0,0,0,0,0
مرض القلاع,0,0,0,0,0,0,0,0,0,0
دفع,0,0,0,0,0,0,0,0,0,0
جلجل,0,0,0,0,0,0,0,0,0,0
سفاح,1,0,1,1,0,1,0,0,0,0
إبهام,0,0,0,0,0,0,0,0,0,0
رطم,1,0,0,0,0,1,0,0,0,0
شاذ,0,0,0,1,0,0,0,0,0,0
صوت الرعد,0,0,0,0,0,0,0,0,0,0
صاعقة,0,0,0,0,0,0,0,0,0,0
مدو,1,0,0,1,0,1,0,0,0,0
عاصفة رعدية,0,0,0,0,0,0,0,0,0,0
أحبط,0,0,0,0,0,1,0,0,1,0
زعتر,0,0,0,0,0,0,0,0,0,0
تاج,0,0,0,0,0,0,0,0,0,0
القراد,0,0,0,0,0,0,0,0,0,0
شريط,0,0,0,0,0,0,0,0,0,0
تذكرة,0,0,0,0,0,0,0,0,0,0
دغدغة,0,1,0,0,1,0,1,0,1,1
حساس,0,0,0,0,0,0,0,0,0,0
المد والجزر,0,0,0,0,0,0,0,0,0,0
طعام شهي,0,0,0,0,0,0,0,0,0,0
المد,0,0,0,0,0,0,0,0,0,0
بشرى,0,0,0,0,0,0,0,0,0,0
ربطة عنق,0,0,0,0,0,0,0,0,0,0
الطبقة,0,0,0,0,0,0,0,0,0,0
شجار,1,0,0,0,0,1,0,0,0,0
نمر,0,0,0,0,0,0,0,0,0,0
تشديد,1,0,0,0,0,0,0,0,0,0
ضيق,0,0,0,0,0,0,0,0,0,0
الجوارب,0,0,0,0,0,0,0,0,0,0
تيلدا,0,0,0,0,0,0,0,0,0,0
البلاط,0,0,0,0,0,0,0,0,0,0
تبليط,0,0,0,0,0,0,1,0,0,0
حتى,0,0,0,0,0,0,0,0,0,0
الحرث,0,0,0,0,0,0,0,0,0,0
الحارث,0,0,0,0,0,0,0,0,0,0
إمالة,0,0,0,0,0,0,0,0,0,0
إمالة,0,0,0,0,0,0,0,0,0,0
خشب,0,0,0,0,0,0,0,0,0,0
خشب,0,0,0,0,0,0,0,0,0,0
طابع الصوت,0,0,0,0,0,0,0,0,0,0
زمن,0,1,0,0,0,0,0,0,0,0
توقيت,0,0,0,0,0,0,0,0,0,0
في الوقت المناسب,0,0,0,0,0,0,1,0,0,0
ساعة,0,0,0,0,0,0,0,0,0,0
خجول,0,0,0,1,0,1,0,1,0,0
الخجل,0,1,0,1,0,1,0,0,0,0
القصدير,0,0,0,0,0,0,0,0,0,0
صبغة,0,0,0,0,0,0,0,0,0,0
سنه,0,0,0,0,0,0,0,0,0,0
مسحة,0,0,0,0,0,0,0,0,0,0
ارتعش,0,0,0,0,0,0,0,0,0,0
تنميل,0,0,0,0,0,0,0,0,0,0
العبث,0,0,0,0,0,0,0,0,0,0
ترقيع,0,0,0,0,0,0,0,0,0,0
طنين الأذن,0,0,0,0,0,0,0,0,0,0
بهرج,0,0,0,0,1,0,1,0,0,0
لون,0,0,0,0,0,0,0,0,0,0
صغير الحجم,0,0,0,0,0,0,0,0,0,0
تلميح,0,0,0,0,0,0,0,0,0,0
سكران,0,0,0,0,0,1,0,0,0,0
خطبة,1,0,1,0,0,1,0,0,0,0
إطار العجلة,0,0,0,0,0,0,0,0,0,0
مرهق,0,0,0,0,0,1,0,0,0,0
تعب,0,0,0,0,0,1,0,0,0,0
ممل,0,0,0,0,0,1,0,0,0,0
الانسجة,0,0,0,0,0,0,0,0,0,0
حلمة,0,0,0,0,0,1,0,0,0,0
تيتانيك,0,0,0,0,0,0,0,0,0,0
العشور,0,0,0,0,0,0,0,0,0,0
لقب,0,0,0,0,0,0,1,0,0,1
بعنوان,0,0,0,0,0,0,0,0,0,0
ثدي,0,0,0,0,0,0,0,0,0,0
اسمي,0,0,0,0,0,0,0,0,0,0
العلجوم,0,0,1,0,0,1,0,0,0,0
خبز محمص,0,0,0,0,1,0,1,0,0,0
تبغ,0,0,0,0,0,1,0,0,0,0
توبي,0,0,0,0,0,0,0,0,0,0
تود,0,0,0,0,0,0,0,0,0,0
اليوم,0,0,0,0,0,0,0,0,0,0
إصبع قدم,0,0,0,0,0,0,0,0,0,0
سترة,0,0,0,0,0,0,0,0,0,0
يكدح,0,0,0,0,0,0,0,0,0,0
الحمام,0,0,1,0,0,1,0,0,0,0
الشدائد,0,0,0,0,0,1,0,0,0,0
رمز,0,0,0,0,0,0,0,0,0,0
تفاوت,0,0,0,0,0,0,0,0,0,0
متسامح,0,0,0,0,0,0,1,0,0,0
تحمل,1,0,0,0,0,1,0,1,0,0
التسامح,0,0,0,0,0,0,1,0,0,0
رسوم,0,0,0,0,0,0,0,0,0,0
توماهوك,0,0,0,0,0,0,0,0,0,0
قبر,0,0,0,0,0,0,0,1,0,0
هر,0,0,0,0,0,0,0,0,0,0
إلي,0,0,0,0,0,0,0,0,0,0
الغد,0,1,0,0,0,0,0,0,0,0
طن,0,0,0,0,0,0,0,0,0,0
"نغمة، رنه",0,0,0,0,0,0,0,0,0,0
تونغ,0,0,0,0,0,0,0,0,0,0
ملقط,0,0,0,0,0,0,0,0,0,0
لسان,0,0,0,0,0,0,0,0,0,0
منشط,0,0,0,0,0,0,0,0,0,0
حمولة,0,0,0,0,0,0,0,0,0,0
اللوزتين,0,0,0,0,0,0,0,0,0,0
الأدوات,0,0,0,0,0,0,0,0,0,0
سن,0,0,0,0,0,0,0,0,0,0
وجع أسنان,0,0,0,1,0,1,0,0,0,0
مسنن,0,0,0,0,0,0,0,0,0,0
بلا أسنان,0,0,0,0,0,0,0,0,0,0
أعلى,0,1,0,0,0,0,1,0,0,1
توباز,0,0,0,0,0,0,0,0,0,0
عنوان,0,0,0,0,0,0,0,0,0,0
موضعي,0,0,0,0,0,0,0,0,0,0
طبوغرافية,0,0,0,0,0,0,0,0,0,0
طبوغرافية,0,0,0,0,0,0,0,0,0,0
التضاريس,0,0,0,0,0,0,0,0,0,0
إسقاط,0,0,0,0,0,0,0,0,1,0
تور,0,0,0,0,0,0,0,0,0,0
شعلة,0,0,0,0,0,0,0,0,0,0
عذاب,1,0,0,1,0,1,0,1,0,0
تمزقها,0,0,0,0,0,1,0,0,0,0
إعصار,0,0,0,1,0,0,0,0,0,0
نسف,1,0,0,0,0,1,0,0,0,0
سيل,0,0,0,1,0,0,0,0,0,0
متقد,0,0,0,0,0,1,0,0,0,0
التواء,0,0,0,0,0,0,0,0,0,0
الجذع,0,0,0,0,0,0,0,0,0,0
ضرر,0,0,0,0,0,1,0,0,0,0
معذب,1,0,1,0,0,1,0,0,0,0
سلحفاء,0,0,0,0,0,0,0,0,0,0
متعرج,0,0,0,0,0,0,0,0,0,0
تعذيب,1,1,1,1,0,1,0,1,0,0
رمى,0,0,0,0,0,0,0,0,0,0
المجموع,0,0,0,0,0,0,0,0,0,0
الكلية,0,0,0,0,0,0,0,0,0,0
تماما,0,0,0,0,0,0,0,0,0,0
حمل,0,0,0,0,0,0,0,0,0,0
الطوطم,0,0,0,0,0,0,0,0,0,0
يلمس,0,0,0,0,0,0,0,0,0,0
لمست,0,0,0,0,0,1,0,0,0,0
مؤثر,0,0,0,0,0,0,0,0,0,0
حساس,1,0,0,0,0,1,0,1,0,0
قاسٍ,0,0,0,0,0,1,0,1,0,0
صلابة,1,0,0,1,0,0,1,0,0,1
جولة,0,0,0,0,0,0,0,0,0,0
سائح,0,0,0,0,0,0,0,0,0,0
التورمالين,0,0,0,0,0,0,0,0,0,0
المسابقة,0,0,0,0,0,0,0,0,0,0
عاصبة,0,0,0,0,0,0,0,0,0,0
توت,0,0,0,0,0,0,0,0,0,0
يسحب,0,0,0,0,0,0,0,0,0,0
منشفة,0,0,0,0,0,0,0,0,0,0
برج,0,0,0,0,0,0,1,0,0,0
شاهق,0,1,0,1,0,0,1,0,0,0
بلدة,0,0,0,0,0,0,0,0,0,0
تاون هاوس,0,0,0,0,0,0,0,0,0,0
سامة,0,0,1,0,0,1,0,0,0,0
علم السموم,0,0,0,0,0,0,0,0,0,0
سم,0,0,0,1,0,1,0,0,0,0
عروسه لعبه,0,0,0,0,0,0,0,0,0,0
أثر,0,0,0,0,0,0,0,0,0,0
آثار,0,0,0,0,0,0,0,0,0,0
ةقصبة الهوائية,0,0,0,0,0,0,0,0,0,0
اقتفاء أثر,0,0,0,0,0,0,0,0,0,0
مسار,0,1,0,0,0,0,0,0,0,0
المسالك,0,0,0,1,0,0,0,0,0,0
لين العريكة,0,0,0,0,0,0,0,0,0,0
شعبية,0,0,0,0,0,0,0,0,0,0
جرار زراعى,0,0,0,0,0,0,0,0,0,0
تجارة,0,0,0,0,0,0,0,0,0,1
تاجر,0,0,0,0,0,0,0,0,0,0
تاجر,0,0,0,0,0,0,0,0,0,0
تجارة,0,0,0,0,0,0,0,0,0,0
التقليد,0,0,0,0,0,0,0,0,0,0
التقليديين,0,0,0,0,0,0,1,0,0,0
حركة المرور,0,0,0,0,0,0,0,0,0,0
مأساة,0,0,0,1,0,1,0,1,0,0
مأساوي,0,0,0,0,0,1,0,0,0,0
ممر المشاة,0,0,0,0,0,0,0,0,0,0
قطار,0,0,0,0,0,0,0,0,0,0
تم تدريبه,0,0,0,0,0,0,0,0,0,0
مدرب,0,0,0,0,0,0,0,0,0,1
تمرين,0,0,0,0,0,0,0,0,0,0
سمة,0,0,0,0,0,0,0,0,0,0
خائن,1,0,1,1,0,1,0,1,0,0
مسار,0,0,0,0,0,0,0,0,0,0
نوع من القطارات,0,0,0,0,0,0,0,0,0,0
متشرد,0,0,1,1,0,1,0,1,0,0
الترام,0,0,0,0,0,0,0,0,0,0
نشوة,0,0,0,0,0,1,0,0,0,0
هادئ,0,0,0,0,1,0,1,0,0,0
الهدوء والطمأنينة,0,0,0,0,1,0,1,0,0,1
التعامل,0,0,0,0,0,0,0,0,0,0
عملية تجارية,0,0,0,0,0,0,0,0,0,1
عبر المحيط الأطلسي,0,0,0,0,0,0,0,0,0,0
التعالي,0,1,0,0,1,0,1,0,1,1
غير محدود,0,0,0,0,0,0,0,0,0,0
متسام,0,0,0,0,0,0,1,0,0,0
نسخ,0,0,0,0,0,0,0,0,0,0
الناسخ,0,0,0,0,0,0,0,0,0,0
نسخة طبق الأصل,0,0,0,0,0,0,0,0,0,1
النسخ,0,0,0,0,0,0,0,0,0,0
نقل,0,0,0,0,0,0,0,0,0,0
نقل,0,0,0,0,0,0,0,0,0,0
نقل,0,0,0,0,0,0,0,0,0,0
مذهول,0,0,0,0,0,0,0,0,0,0
تحول,0,0,0,0,0,0,0,0,0,0
تحويل,0,0,0,0,0,0,0,0,0,0
نقل الدم,0,0,0,0,0,0,0,0,0,0
تجاوز,0,0,0,0,0,1,0,0,0,0
عابر,0,0,0,0,0,0,0,0,0,0
عبور,0,0,0,0,0,0,0,0,0,0
انتقال,0,0,0,0,0,0,0,0,0,0
انتقالي,0,1,0,0,0,0,0,0,0,0
متعد,0,0,0,0,0,0,0,0,0,0
عابر,0,0,0,0,0,0,0,0,0,0
يترجم,0,0,0,0,0,0,0,0,0,0
ترجمة,0,0,0,0,0,0,0,0,0,1
