Polish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
omdlenie,0,0,0,1,0,1,0,1,1,0
konsorcjum,0,0,0,0,0,0,0,0,0,0
synergistyczny,0,0,0,0,0,0,1,0,0,1
synergia,0,0,0,0,0,0,0,0,0,0
synod,0,0,0,0,0,0,1,0,0,1
synonim,0,0,0,0,0,0,0,0,0,0
równoznaczny,0,0,0,1,0,1,1,0,0,1
streszczenie,0,0,0,0,0,0,0,0,0,0
synoptyczny,0,0,0,0,0,0,0,0,0,0
składnia,0,0,0,0,0,0,0,0,0,0
synteza,0,0,0,0,0,0,0,0,0,0
syntetyczny,0,0,0,0,0,0,0,0,0,0
strzykawka,0,0,0,1,0,0,0,0,0,0
syrop,0,0,0,0,0,0,0,0,0,0
system,0,0,0,0,0,0,0,0,0,1
systematyczny,0,0,0,0,0,0,0,0,0,0
systematycznie,0,0,0,0,0,0,0,0,0,0
mora,0,0,0,0,0,0,0,0,0,0
przybytek,0,0,0,0,0,0,0,0,0,0
stół,0,0,0,0,0,0,0,0,0,0
żywy obraz,0,0,0,0,0,0,0,0,0,0
łyżka,0,0,0,0,0,0,0,0,0,0
tablet,0,0,0,0,0,0,0,0,0,0
zastawa stołowa,0,0,0,0,0,0,0,0,0,0
tabu,0,0,1,1,0,1,0,0,0,0
tabelaryczny,0,0,0,0,0,0,0,0,0,0
tabularyzować,0,1,0,0,0,0,0,0,0,0
zestawienie,0,0,0,0,0,0,0,0,0,0
tachometr,0,0,0,0,0,0,0,0,0,0
milczący,0,0,0,0,0,0,0,0,0,0
hals,0,0,0,0,0,0,0,0,0,0
przybory,1,0,0,0,0,0,0,0,1,0
walka,0,0,0,0,0,0,0,0,0,0
lepki,0,0,0,0,0,0,0,0,0,0
takt,0,0,0,0,0,0,1,0,0,0
taktyka,0,0,0,1,0,0,0,0,0,1
dotykowy,0,0,0,0,0,0,0,0,0,0
tafta,0,0,0,0,0,0,0,0,0,0
irys cukierek,0,0,0,0,0,0,0,0,0,0
etykietka,0,0,0,0,0,0,0,0,0,0
ogon,0,0,0,0,0,0,0,0,0,0
ogoniasty,0,0,0,0,0,0,0,0,0,0
odpadki,0,0,0,0,0,0,0,0,0,0
dostosować,0,0,0,0,0,0,0,0,0,0
krawiectwo,0,0,0,0,0,0,0,0,0,0
skaza,0,0,0,0,0,1,0,1,0,0
przyjmujący,0,0,0,0,0,0,0,0,0,0
opowieść,0,0,0,0,0,0,1,0,0,0
talent,0,0,0,0,0,0,1,0,0,0
utalentowany,0,0,0,0,0,0,0,0,0,0
talizman,0,0,0,0,0,0,1,0,0,0
rozmowa,0,0,0,0,0,0,1,0,0,0
gadatliwy,0,0,0,0,0,0,0,0,0,0
gaduła,0,0,0,0,0,0,0,0,0,0
wysoki,0,0,0,0,0,0,0,0,0,0
rachuby,0,0,0,0,0,0,0,0,0,0
łój,0,0,0,0,0,0,0,0,0,0
zestawienie,0,0,0,0,0,0,0,0,0,0
szpony,1,0,0,1,0,1,0,0,0,0
tamburyn,0,0,0,0,0,0,0,0,0,0
tresowanie,0,0,0,0,0,0,0,0,0,0
dębnik,0,0,0,0,0,0,0,0,0,0
tandem,0,0,0,0,0,0,0,0,0,1
posmak,0,0,0,0,0,0,0,0,0,0
tangens,0,0,0,0,0,0,0,0,0,0
splot,0,0,0,0,0,0,0,0,0,0
zaplątany,0,0,0,0,0,1,0,0,0,0
czołg,0,0,0,0,0,0,0,0,0,0
opalony,0,0,0,0,0,0,1,0,0,0
kuszące,0,1,0,0,1,1,1,0,1,0
równoznaczny,0,0,0,0,0,0,0,0,0,1
uzyskiwać,0,0,0,0,0,0,0,0,0,0
taśma,0,0,0,0,0,0,0,0,0,0
stożek,0,0,0,0,0,0,0,0,0,0
zbieżny,0,0,0,0,0,0,0,0,0,0
gobelin,0,0,0,0,0,0,0,0,0,0
smoła,0,0,0,0,0,0,0,0,0,0
opieszałość,0,0,0,0,0,1,0,0,0,0
leniwy,0,0,0,0,0,1,0,0,0,0
cel,0,0,0,0,0,0,0,0,0,0
taryfa,1,0,1,0,0,1,0,0,0,0
plamić,0,0,1,0,0,1,0,1,0,0
smolisty,0,0,0,0,0,1,0,0,0,0
tarta,0,0,0,0,0,0,0,0,0,0
tartan,0,0,0,0,0,0,0,0,0,0
Tatar,0,0,0,0,0,0,0,0,0,0
zadanie,0,0,0,0,0,0,1,0,0,0
kutas,0,0,0,0,0,0,0,0,0,0
smak,0,0,0,0,0,0,0,0,0,0
gustowny,0,0,0,0,0,0,1,0,0,0
bez smaku,0,0,1,0,0,1,0,0,0,0
smakujący,0,0,0,0,0,0,0,0,0,0
smaczny,0,0,0,0,0,0,1,0,0,0
robić frywolitki,0,0,0,0,0,0,0,0,0,0
tatuaż,0,0,0,0,0,0,0,0,0,0
nauczony,0,0,0,0,0,0,0,0,0,1
kpina,1,0,0,1,0,1,0,1,0,0
napięty,0,0,0,0,0,0,0,0,0,0
tawerna,0,0,0,0,0,0,0,0,0,0
opalony,0,0,1,0,0,0,0,0,0,0
podatek,0,0,0,0,0,1,0,1,0,0
taksówka,0,0,0,0,0,0,0,0,0,0
taksonomia,0,0,0,0,0,0,0,0,0,0
herbata,0,0,0,0,0,0,0,0,0,0
uczyć,0,0,0,0,1,0,1,0,1,1
nauczyciel,0,0,0,0,0,0,1,0,0,1
nauczanie,0,0,0,0,0,0,0,0,0,0
zespół,0,0,0,0,0,0,0,0,0,1
płaczliwy,0,0,1,1,0,0,0,1,0,0
podjudzać,1,1,0,0,0,1,0,1,0,0
zwiastun,0,0,0,0,0,0,0,0,0,0
przekomarzanie się,1,0,0,1,0,1,0,0,0,0
smoczek,0,0,0,0,0,0,0,0,0,0
techniczny,0,0,0,0,0,0,0,0,0,0
techniczny szczegół,0,0,0,0,0,0,0,0,0,0
technik,0,0,0,0,0,0,0,0,0,0
technologia,0,0,0,0,0,0,1,0,0,0
przetrząsać,0,0,0,0,0,0,0,0,0,0
żmudny,0,0,0,0,0,1,0,0,0,0
nuda,0,0,0,0,0,1,0,0,0,0
ludny,0,0,1,0,0,0,0,0,0,0
wiek dojrzewania,0,0,0,0,0,1,1,0,0,0
zęby,0,0,0,0,0,0,0,0,0,0
teflon,0,0,0,0,0,0,0,0,0,0
telegram,0,0,0,0,0,0,0,0,0,0
telegraf,0,0,0,0,0,0,0,0,0,0
telefon,0,0,0,0,0,0,0,0,0,0
teleskop,0,0,0,0,0,0,0,0,0,0
teleskopowy,0,0,0,0,0,0,0,0,0,0
telewizja,0,0,0,0,0,0,0,0,0,0
narrator,0,0,0,0,0,0,0,0,0,0
wymowny,0,0,0,0,0,0,0,0,0,0
wskaźnik,0,0,0,0,0,0,0,0,0,0
hartować,0,0,0,0,0,0,0,0,0,0
tempera,0,0,0,0,0,0,0,0,0,0
temperament,0,0,0,0,0,0,0,0,0,0
wstrzemięźliwość,0,0,0,0,0,0,1,0,0,0
umiarkowany,0,0,0,0,0,0,0,0,0,1
temperatura,0,0,0,0,0,0,0,0,0,0
hartowany,0,0,0,0,0,0,1,0,0,0
nawałnica,1,1,0,1,0,1,0,1,1,0
świątynia,0,0,0,0,0,0,0,0,0,0
czasowy,0,0,0,0,0,0,0,0,0,0
tymczasowo,0,0,0,0,0,0,0,0,0,0
tymczasowy,0,0,0,0,0,0,0,0,0,0
kusić,0,0,0,0,0,0,0,0,0,0
pokusa,0,0,0,0,0,1,0,0,0,0
kuszący,0,0,0,0,0,0,0,0,0,0
dziesięć,0,0,0,0,0,0,0,0,0,0
możliwy do utrzymania,0,0,0,0,0,0,1,0,0,0
wytrwały,0,0,0,0,0,0,1,0,0,0
wytrwałość,0,0,0,0,0,0,1,0,0,0
dzierżawa,0,0,0,0,0,0,1,0,0,0
najemca,0,0,0,0,0,0,1,0,0,0
tendencja,0,0,0,0,0,0,0,0,0,0
miękki,0,0,0,0,1,0,1,0,0,1
czułość,0,0,0,0,1,0,1,0,0,0
doglądanie,0,0,0,0,0,0,0,0,0,0
ścięgno,0,0,0,0,0,0,0,0,0,0
kamienica,0,0,0,0,0,1,0,0,0,0
dogmat,0,0,0,0,0,0,0,0,0,0
zasady,0,0,0,0,0,0,0,0,0,0
dziesięciokrotnie,0,0,0,0,0,0,0,0,0,0
tenis ziemny,0,0,0,0,0,0,0,0,0,0
napięty,0,0,0,0,0,0,0,0,0,0
rozciągający,0,0,0,0,0,0,0,0,0,0
napięcie,1,0,0,0,0,0,0,0,0,0
namiot,0,0,0,0,0,0,0,0,0,0
macka,0,0,0,0,0,0,0,0,0,0
niepewny,0,0,0,0,0,0,0,0,0,0
dziesiąty,0,0,0,0,0,0,0,0,0,0
dziesiąte,0,0,0,0,0,0,0,0,0,0
cieniutki,0,0,0,0,0,0,0,0,0,0
tenuta,0,0,0,0,0,0,0,0,0,0
chłodny,0,0,0,0,0,0,0,0,0,0
termin,0,0,0,0,0,0,0,0,0,0
terminal,0,0,0,1,0,1,0,1,0,0
zakończyć,0,0,0,0,0,0,0,1,0,0
zakończenie,0,0,0,0,0,1,0,1,0,0
stacja końcowa,0,0,0,0,0,0,0,0,0,0
bielec,0,0,1,0,0,1,0,0,0,0
semestry,0,0,0,0,0,0,0,0,0,0
terno,0,0,0,0,0,0,0,0,0,0
potrójny,0,0,0,0,0,0,0,0,0,0
taras,0,0,0,0,0,0,0,0,0,0
ziemski,0,0,0,0,0,0,0,0,0,0
straszny,1,0,1,1,0,1,0,1,0,0
niemożliwie,0,0,0,0,0,0,0,1,0,0
terier,0,0,0,0,0,0,0,0,0,0
przerażający,0,0,0,0,0,0,0,1,0,0
terytorialny,0,0,0,0,0,0,0,0,0,0
terytorium,0,0,0,0,0,0,0,0,0,0
terror,0,0,0,1,0,1,0,0,0,0
terroryzm,1,0,1,1,0,1,0,1,0,0
terrorysta,1,0,1,1,0,1,0,1,1,0
terroryzować,1,0,0,1,0,1,0,1,0,0
lakoniczny,0,0,0,0,0,0,0,0,0,0
trzeciorzędowy,0,0,0,0,0,0,0,0,0,0
test,0,0,0,0,0,0,0,0,0,0
testament,0,1,0,0,0,0,0,0,0,1
świadczyć,0,0,0,0,0,0,0,0,0,0
zaświadczenie,0,0,0,0,0,0,0,0,0,0
świadectwo,0,0,0,0,0,0,0,0,0,1
tężec,0,0,1,0,0,1,0,0,0,0
pęta,0,0,0,0,0,1,0,0,0,0
na uwięzi,0,0,0,0,0,0,0,0,0,0
czworościenny,0,0,0,0,0,0,0,0,0,0
tekst,0,0,0,0,0,0,0,0,0,0
podręcznik,0,0,0,0,0,0,0,0,0,0
włókienniczy,0,0,0,0,0,0,0,0,0,0
tekstury,0,0,0,0,0,0,0,0,0,0
tekstura,0,0,0,0,0,0,0,0,0,0
wdzięczny,0,0,0,0,1,0,1,0,0,0
święto Dziękczynienia,0,0,0,0,1,0,1,0,0,0
strzecha,0,0,0,0,0,0,0,0,0,0
odwilż,0,0,0,0,0,0,0,0,0,0
teatr,0,0,0,0,0,0,0,0,0,0
teatralny,0,0,0,0,0,0,0,0,0,0
kradzież,1,0,1,1,0,1,0,1,0,0
teizm,0,0,1,0,0,1,0,0,0,0
Teistyczny,0,0,0,0,0,0,0,0,0,0
motyw,0,0,0,0,0,0,0,0,0,0
teokracja,0,0,0,0,0,0,0,0,0,0
teokratyczny,1,0,0,1,0,1,0,1,0,1
teolog,0,0,0,0,0,0,0,0,0,0
teologiczny,0,0,0,0,0,0,0,0,0,1
teologia,0,1,0,0,0,0,0,0,0,0
twierdzenie,0,0,0,0,0,0,0,0,0,1
teoretyczny,0,0,0,0,0,0,1,0,0,0
teoria,0,1,0,0,0,0,0,0,0,1
terapeutyczny,0,0,0,0,1,0,1,0,0,1
lecznictwo,0,0,0,0,0,0,1,0,0,0
w tej okolicy,0,0,0,0,0,0,0,0,0,0
tego,0,0,0,0,0,0,0,0,0,0
z tym,0,0,0,0,0,0,0,0,0,0
termiczny,0,0,0,0,0,0,0,0,0,0
termoelement,0,1,0,0,0,0,0,0,0,0
termodynamika,0,0,0,0,0,0,0,0,0,0
termometr,0,0,0,0,0,0,0,0,0,1
termostat,0,0,0,0,0,0,0,0,0,0
słownik wyrazów bliskoznacznych,0,0,0,0,0,0,0,0,0,0
Praca dyplomowa,0,0,0,0,0,0,0,0,0,0
gruby,0,0,0,0,0,0,0,0,0,0
gęstnieć,0,0,0,0,0,0,0,0,0,0
zagęszczający,0,0,0,0,0,0,0,0,0,0
gąszcz,0,0,0,0,0,0,0,0,0,0
grubość,0,0,0,0,0,0,0,0,0,0
złodziej,1,0,1,1,0,1,0,1,1,0
naparstek,0,0,0,0,0,0,0,0,0,0
cienki,0,0,0,0,0,0,0,0,0,0
rzecz,0,0,0,0,0,0,0,0,0,0
rzeczy,0,0,0,0,0,0,0,0,0,0
myśliciel,0,0,0,0,0,0,1,0,0,0
myślący,0,0,0,0,0,0,0,0,0,0
trzecie,0,0,0,0,0,0,0,0,0,0
pragnienie,0,1,0,0,0,0,0,1,1,0
spragniony,0,0,0,0,0,1,0,0,0,0
trzynaście,0,0,0,0,0,0,0,0,0,0
trzynasty,0,0,0,1,0,0,0,0,0,0
oset,0,0,0,0,0,0,0,0,0,0
tam,0,0,0,0,0,0,0,0,0,0
rzemień,0,0,0,0,0,0,0,0,0,0
cierń,0,0,0,0,0,1,0,0,0,0
drażliwy,0,0,0,1,0,1,0,0,0,0
rasowy,0,0,0,0,0,0,1,0,0,0
przejście,0,0,0,0,0,0,0,0,0,0
myśl,0,1,0,0,0,0,0,0,0,0
przemyślany,0,0,0,0,0,0,1,0,0,1
zamyślenie,0,0,0,0,0,0,1,0,0,0
bezmyślny,1,0,1,0,0,1,0,0,0,0
myśli,0,0,0,0,0,0,0,0,0,0
tysiąc,0,0,0,0,0,0,0,0,0,0
prać,1,0,1,1,0,1,0,1,0,0
wątek,0,0,0,0,0,0,0,0,0,0
groźba,1,0,0,1,0,1,0,0,0,0
zagrozić,1,1,0,1,0,1,0,0,0,0
groźny,1,0,1,1,0,1,0,0,0,0
potrójny,0,0,0,0,0,0,0,0,0,0
namłócić,1,0,0,1,0,1,0,1,0,0
próg,0,0,0,0,0,0,0,0,0,0
trzykrotnie,0,0,0,0,0,0,0,0,0,0
oszczędność,0,0,1,0,0,0,1,0,0,1
oszczędny,0,0,0,0,0,0,0,0,0,0
dreszczyk,0,1,0,1,1,0,1,0,1,0
porywający,0,1,0,0,1,0,1,0,1,0
kwitnący,0,1,0,0,1,0,1,0,0,0
gardło,0,0,0,0,0,0,0,0,0,0
pulsować,0,0,0,1,0,1,0,1,0,0
pulsujący,0,0,0,0,0,0,0,0,0,0
tron,0,0,0,0,0,0,1,0,0,1
tłum,0,0,0,0,0,0,0,0,0,0
przepustnica,1,0,0,0,0,1,0,0,0,0
rzucić,0,0,0,0,0,0,0,0,0,0
drozd,0,0,0,0,0,0,0,0,0,0
pchnięcie,0,0,0,0,0,0,0,0,0,0
walić,0,0,0,0,0,0,0,0,0,0
bandyta,1,0,1,1,0,1,0,0,0,0
kciuk,0,0,0,0,0,0,0,0,0,0
uderzenie,1,0,0,0,0,1,0,0,0,0
cholerny,0,0,0,1,0,0,0,0,0,0
grzmot,0,0,0,0,0,0,0,0,0,0
piorun,0,0,0,0,0,0,0,0,0,0
grzmiący,1,0,0,1,0,1,0,0,0,0
burza z piorunami,0,0,0,0,0,0,0,0,0,0
udaremniać,0,0,0,0,0,1,0,0,1,0
tymianek,0,0,0,0,0,0,0,0,0,0
tiara,0,0,0,0,0,0,0,0,0,0
kleszcz,0,0,0,0,0,0,0,0,0,0
serce,0,0,0,0,0,0,0,0,0,0
bilet,0,0,0,0,0,0,0,0,0,0
łaskotać,0,1,0,0,1,0,1,0,1,1
delikatny,0,0,0,0,0,0,0,0,0,0
pływowy,0,0,0,0,0,0,0,0,0,0
smakołyk,0,0,0,0,0,0,0,0,0,0
fala,0,0,0,0,0,0,0,0,0,0
wiadomości,0,0,0,0,0,0,0,0,0,0
krawat,0,0,0,0,0,0,0,0,0,0
szczebel,0,0,0,0,0,0,0,0,0,0
sprzeczka,1,0,0,0,0,1,0,0,0,0
Tygrys,0,0,0,0,0,0,0,0,0,0
dokręcać,1,0,0,0,0,0,0,0,0,0
szczelność,0,0,0,0,0,0,0,0,0,0
rajstopy,0,0,0,0,0,0,0,0,0,0
tylda,0,0,0,0,0,0,0,0,0,0
płytka,0,0,0,0,0,0,0,0,0,0
dekarstwo,0,0,0,0,0,0,1,0,0,0
do,0,0,0,0,0,0,0,0,0,0
uprawa,0,0,0,0,0,0,0,0,0,0
rumpel,0,0,0,0,0,0,0,0,0,0
nachylenie,0,0,0,0,0,0,0,0,0,0
przechylanie,0,0,0,0,0,0,0,0,0,0
drewno,0,0,0,0,0,0,0,0,0,0
lasy,0,0,0,0,0,0,0,0,0,0
tembr,0,0,0,0,0,0,0,0,0,0
czas,0,1,0,0,0,0,0,0,0,0
aktualność,0,0,0,0,0,0,0,0,0,0
aktualny,0,0,0,0,0,0,1,0,0,0
czasomierz,0,0,0,0,0,0,0,0,0,0
bojaźliwy,0,0,0,1,0,1,0,1,0,0
nieśmiałość,0,1,0,1,0,1,0,0,0,0
cyna,0,0,0,0,0,0,0,0,0,0
nastój,0,0,0,0,0,0,0,0,0,0
ząb,0,0,0,0,0,0,0,0,0,0
odcień,0,0,0,0,0,0,0,0,0,0
swędzić,0,0,0,0,0,0,0,0,0,0
mrowienie,0,0,0,0,0,0,0,0,0,0
majstrować,0,0,0,0,0,0,0,0,0,0
majstrować,0,0,0,0,0,0,0,0,0,0
szum w uszach,0,0,0,0,0,0,0,0,0,0
błyskotka,0,0,0,0,1,0,1,0,0,0
odcień,0,0,0,0,0,0,0,0,0,0
malutki,0,0,0,0,0,0,0,0,0,0
Wskazówka,0,0,0,0,0,0,0,0,0,0
nietrzeźwy,0,0,0,0,0,1,0,0,0,0
tyrada,1,0,1,0,0,1,0,0,0,0
opona,0,0,0,0,0,0,0,0,0,0
zmęczony,0,0,0,0,0,1,0,0,0,0
zmęczenie,0,0,0,0,0,1,0,0,0,0
nieznośny,0,0,0,0,0,1,0,0,0,0
papierowa chusteczka,0,0,0,0,0,0,0,0,0,0
cycek,0,0,0,0,0,1,0,0,0,0
tytaniczny,0,0,0,0,0,0,0,0,0,0
dziesięcina,0,0,0,0,0,0,0,0,0,0
tytuł,0,0,0,0,0,0,1,0,0,1
pod tytulem,0,0,0,0,0,0,0,0,0,0
cycek,0,0,0,0,0,0,0,0,0,0
tytularny,0,0,0,0,0,0,0,0,0,0
ropucha,0,0,1,0,0,1,0,0,0,0
toast,0,0,0,0,1,0,1,0,0,0
tytoń,0,0,0,0,0,1,0,0,0,0
Toby,0,0,0,0,0,0,0,0,0,0
Tod,0,0,0,0,0,0,0,0,0,0
Dziś,0,0,0,0,0,0,0,0,0,0
palec u nogi,0,0,0,0,0,0,0,0,0,0
toga,0,0,0,0,0,0,0,0,0,0
trud,0,0,0,0,0,0,0,0,0,0
toaleta,0,0,1,0,0,1,0,0,0,0
matnia,0,0,0,0,0,1,0,0,0,0
znak,0,0,0,0,0,0,0,0,0,0
tolerancja,0,0,0,0,0,0,0,0,0,0
tolerancyjny,0,0,0,0,0,0,1,0,0,0
tolerować,1,0,0,0,0,1,0,1,0,0
tolerancja,0,0,0,0,0,0,1,0,0,0
myto,0,0,0,0,0,0,0,0,0,0
tomahawk,0,0,0,0,0,0,0,0,0,0
grób,0,0,0,0,0,0,0,1,0,0
kocur,0,0,0,0,0,0,0,0,0,0
Dla mnie,0,0,0,0,0,0,0,0,0,0
jutro,0,1,0,0,0,0,0,0,0,0
tona,0,0,0,0,0,0,0,0,0,0
ton,0,0,0,0,0,0,0,0,0,0
język,0,0,0,0,0,0,0,0,0,0
szczypce,0,0,0,0,0,0,0,0,0,0
język,0,0,0,0,0,0,0,0,0,0
Tonik,0,0,0,0,0,0,0,0,0,0
tonaż,0,0,0,0,0,0,0,0,0,0
migdałki,0,0,0,0,0,0,0,0,0,0
obróbka,0,0,0,0,0,0,0,0,0,0
ząb,0,0,0,0,0,0,0,0,0,0
ból zęba,0,0,0,1,0,1,0,0,0,0
zębaty,0,0,0,0,0,0,0,0,0,0
bezzębny,0,0,0,0,0,0,0,0,0,0
Top,0,1,0,0,0,0,1,0,0,1
topaz,0,0,0,0,0,0,0,0,0,0
temat,0,0,0,0,0,0,0,0,0,0
aktualny,0,0,0,0,0,0,0,0,0,0
topograficzne,0,0,0,0,0,0,0,0,0,0
topograficzne,0,0,0,0,0,0,0,0,0,0
topografia,0,0,0,0,0,0,0,0,0,0
przewracać się,0,0,0,0,0,0,0,0,1,0
słup,0,0,0,0,0,0,0,0,0,0
latarka,0,0,0,0,0,0,0,0,0,0
dręczyć,1,0,0,1,0,1,0,1,0,0
rozdarty,0,0,0,0,0,1,0,0,0,0
tornado,0,0,0,1,0,0,0,0,0,0
torpeda,1,0,0,0,0,1,0,0,0,0
potok,0,0,0,1,0,0,0,0,0,0
skwarny,0,0,0,0,0,1,0,0,0,0
skręcenie,0,0,0,0,0,0,0,0,0,0
tułów,0,0,0,0,0,0,0,0,0,0
delikt,0,0,0,0,0,1,0,0,0,0
dręczycielski,1,0,1,0,0,1,0,0,0,0
żółw,0,0,0,0,0,0,0,0,0,0
kręty,0,0,0,0,0,0,0,0,0,0
torturować,1,1,1,1,0,1,0,1,0,0
podrzucenie,0,0,0,0,0,0,0,0,0,0
całkowity,0,0,0,0,0,0,0,0,0,0
całość,0,0,0,0,0,0,0,0,0,0
całkowicie,0,0,0,0,0,0,0,0,0,0
dźwigać,0,0,0,0,0,0,0,0,0,0
totem,0,0,0,0,0,0,0,0,0,0
dotykać,0,0,0,0,0,0,0,0,0,0
wzruszony,0,0,0,0,0,1,0,0,0,0
wzruszające,0,0,0,0,0,0,0,0,0,0
drażliwy,1,0,0,0,0,1,0,1,0,0
trudny,0,0,0,0,0,1,0,1,0,0
wytrzymałość,1,0,0,1,0,0,1,0,0,1
wycieczka,0,0,0,0,0,0,0,0,0,0
turystyczny,0,0,0,0,0,0,0,0,0,0
turmalin,0,0,0,0,0,0,0,0,0,0
Turniej,0,0,0,0,0,0,0,0,0,0
opaska zaciskająca,0,0,0,0,0,0,0,0,0,0
naganiacz,0,0,0,0,0,0,0,0,0,0
holowniczy,0,0,0,0,0,0,0,0,0,0
ręcznik,0,0,0,0,0,0,0,0,0,0
wieża,0,0,0,0,0,0,1,0,0,0
wysoki,0,1,0,1,0,0,1,0,0,0
miasto,0,0,0,0,0,0,0,0,0,0
kamienica,0,0,0,0,0,0,0,0,0,0
toksyczny,0,0,1,0,0,1,0,0,0,0
toksykologia,0,0,0,0,0,0,0,0,0,0
toksyna,0,0,0,1,0,1,0,0,0,0
zabawka,0,0,0,0,0,0,0,0,0,0
namierzać,0,0,0,0,0,0,0,0,0,0
ślady,0,0,0,0,0,0,0,0,0,0
tchawica,0,0,0,0,0,0,0,0,0,0
rysunek kalkowy,0,0,0,0,0,0,0,0,0,0
tor,0,1,0,0,0,0,0,0,0,0
traktat,0,0,0,1,0,0,0,0,0,0
uległy,0,0,0,0,0,0,0,0,0,0
trakcja,0,0,0,0,0,0,0,0,0,0
ciągnik,0,0,0,0,0,0,0,0,0,0
handel,0,0,0,0,0,0,0,0,0,1
handlowiec,0,0,0,0,0,0,0,0,0,0
kupiec,0,0,0,0,0,0,0,0,0,0
handlowy,0,0,0,0,0,0,0,0,0,0
tradycja,0,0,0,0,0,0,0,0,0,0
tradycyjny,0,0,0,0,0,0,1,0,0,0
ruch drogowy,0,0,0,0,0,0,0,0,0,0
tragedia,0,0,0,1,0,1,0,1,0,0
tragiczny,0,0,0,0,0,1,0,0,0,0
ścieżka,0,0,0,0,0,0,0,0,0,0
pociąg,0,0,0,0,0,0,0,0,0,0
przeszkolony,0,0,0,0,0,0,0,0,0,0
trener,0,0,0,0,0,0,0,0,0,1
trening,0,0,0,0,0,0,0,0,0,0
cecha,0,0,0,0,0,0,0,0,0,0
zdrajca,1,0,1,1,0,1,0,1,0,0
trajektoria,0,0,0,0,0,0,0,0,0,0
tramwajowy,0,0,0,0,0,0,0,0,0,0
Tramp,0,0,1,1,0,1,0,1,0,0
linia tramwajowa,0,0,0,0,0,0,0,0,0,0
trans,0,0,0,0,0,1,0,0,0,0
cichy,0,0,0,0,1,0,1,0,0,0
spokój,0,0,0,0,1,0,1,0,0,1
przeprowadzać transakcję,0,0,0,0,0,0,0,0,0,0
transakcja,0,0,0,0,0,0,0,0,0,1
transatlantycki,0,0,0,0,0,0,0,0,0,0
transcendencja,0,1,0,0,1,0,1,0,1,1
niedościgniony,0,0,0,0,0,0,0,0,0,0
nadzmysłowy,0,0,0,0,0,0,1,0,0,0
rozpisać,0,0,0,0,0,0,0,0,0,0
transkrybownik,0,0,0,0,0,0,0,0,0,0
transkrypcja,0,0,0,0,0,0,0,0,0,1
transkrypcja,0,0,0,0,0,0,0,0,0,0
przenosić,0,0,0,0,0,0,0,0,0,0
przenoszenie,0,0,0,0,0,0,0,0,0,0
przeniesione,0,0,0,0,0,0,0,0,0,0
sparaliżowany,0,0,0,0,0,0,0,0,0,0
przekształcać,0,0,0,0,0,0,0,0,0,0
transformacja,0,0,0,0,0,0,0,0,0,0
transfuzja,0,0,0,0,0,0,0,0,0,0
przestępstwo,0,0,0,0,0,1,0,0,0,0
przejściowy,0,0,0,0,0,0,0,0,0,0
tranzyt,0,0,0,0,0,0,0,0,0,0
przemiana,0,0,0,0,0,0,0,0,0,0
przejściowy,0,1,0,0,0,0,0,0,0,0
przechodni,0,0,0,0,0,0,0,0,0,0
przejściowy,0,0,0,0,0,0,0,0,0,0
Tłumaczyć,0,0,0,0,0,0,0,0,0,0
tłumaczenie,0,0,0,0,0,0,0,0,0,1
translokacja,0,0,0,0,0,0,0,0,0,0
przeświecający,0,0,0,0,0,0,0,0,0,0
przenoszenie,0,0,0,0,0,0,0,0,0,0
przekazać,0,0,0,0,0,0,0,0,0,0
transmutacja,0,0,0,0,0,0,0,0,0,0
rygiel,0,0,0,0,0,0,0,0,0,0
przezroczystość,0,0,0,0,0,0,0,0,0,0
przezroczysty,0,0,0,0,0,0,0,0,0,0
przeszczep,0,0,0,0,0,0,0,0,0,0
przeszczep,0,0,0,0,0,0,0,0,0,0
transport,0,0,0,0,0,0,0,0,0,0
transport,0,0,0,0,0,0,0,0,0,0
transponować,0,0,0,0,0,0,0,0,0,0
transpozycja,0,0,0,0,0,0,0,0,0,0
poprzeczny,0,0,0,0,0,0,0,0,0,0
pułapka,0,0,0,0,0,0,0,0,0,0
zastawianie sideł,0,0,0,0,0,0,0,0,0,0
parada,0,0,0,0,0,1,0,0,0,0
majdan,0,0,0,0,0,1,0,0,0,0
śmieci,0,0,1,0,0,1,0,1,0,0
kiczowaty,0,0,1,0,0,1,0,0,0,0
traumatyczny,1,0,0,1,0,1,0,1,0,0
bóle porodowe,0,0,0,0,0,1,0,0,0,0
podróż,0,0,0,0,0,0,0,0,0,0
podróżny,0,0,0,0,0,0,0,0,0,0
podróżny,0,0,0,0,0,0,1,0,0,0
trawers,0,0,0,0,0,0,0,0,0,0
parodia,0,0,1,1,0,1,0,1,0,0
włók,0,0,0,0,0,0,0,0,0,0
trawler,0,0,0,0,0,0,0,0,0,0
taca,0,0,0,0,0,0,0,0,0,0
zdradziecki,1,0,1,1,0,1,0,0,0,0
zdrada,1,0,0,1,0,1,0,1,1,0
nadepnąć,0,0,0,0,0,0,0,0,0,0
bieżnia,0,1,0,0,0,0,0,0,0,0
zdrada,1,0,1,1,0,1,0,0,1,0
skarb,0,1,0,0,1,0,1,0,0,1
skarbnik,0,0,0,0,0,0,0,0,0,1
skarbiec,0,0,0,0,0,0,0,0,0,0
leczyć,1,1,1,1,1,1,1,1,1,1
