Finnish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
tähti,0,1,0,0,1,0,1,0,0,1
oikea puoli,0,0,0,0,0,0,0,0,0,0
tärkkelys,0,0,0,0,0,0,0,0,0,0
tuijottaa,0,0,0,0,0,0,0,0,0,0
tuijottaa,0,0,0,0,0,1,0,0,0,0
jyrkkä,0,0,0,0,0,1,0,0,0,1
tähtien valo,0,0,0,0,0,0,1,0,0,0
tähtikirkas,0,1,0,0,1,0,1,0,0,0
tähdet,0,0,0,0,0,0,0,0,0,0
alkaa,0,1,0,0,0,0,0,0,0,0
hätkähtää,0,0,0,1,0,1,0,0,1,0
hätkähdyttävä,0,0,0,0,0,0,0,0,1,0
nälkä,0,0,0,1,0,1,0,1,0,0
nälkäinen,0,0,0,0,0,1,0,0,0,0
nälkää,0,0,0,0,0,1,0,0,0,0
osavaltio,0,0,0,0,0,0,0,0,0,0
komea,0,0,0,0,0,0,1,0,0,0
lausunto,0,0,0,0,0,0,1,0,0,1
valtiosali,0,0,0,0,0,0,0,0,0,0
valtiomies,0,0,0,0,0,0,0,0,0,0
staattinen,0,0,0,0,0,0,0,0,0,0
statiikka,0,0,0,0,0,0,0,0,0,0
asemalle,0,0,0,0,0,0,0,0,0,0
paikallaan,0,0,0,0,0,1,0,0,0,0
Paperitavara,0,0,0,0,0,0,0,0,0,0
tilastollinen,0,0,0,0,0,0,0,0,0,1
tilastotieteilijä,0,0,0,0,0,0,0,0,0,0
staattori,0,0,0,0,0,0,0,0,0,0
patsaat,0,0,0,0,0,0,0,0,0,0
patsas,0,0,0,0,0,0,1,0,0,0
patsas,0,0,0,0,0,0,0,0,0,0
korkeus,0,0,0,0,0,0,0,0,0,0
Tila,0,0,0,0,0,0,1,0,0,0
säännös,0,0,0,0,0,0,0,0,0,0
lakisääteinen,0,0,0,0,0,0,0,0,0,0
uskollinen,0,0,0,0,0,0,1,0,0,0
sauva,0,0,0,0,0,1,0,0,0,0
pysyä,0,0,0,0,0,0,0,0,0,0
jäi,0,0,0,0,0,0,0,0,0,0
jää,0,0,0,0,0,0,0,0,0,0
sijasta,0,0,0,0,0,0,0,0,0,0
vankkumaton,0,0,0,0,0,0,1,0,0,1
tasaista,0,0,0,0,0,0,0,0,1,1
varastaa,1,0,0,1,0,1,0,1,0,0
varastamista,0,0,1,1,0,1,0,0,0,0
varkain,0,0,0,0,0,0,0,0,1,0
vaivihkaa,0,0,0,0,0,0,0,0,1,0
viekas,0,1,0,1,0,1,0,0,1,0
höyrylaiva,0,0,0,0,0,0,0,0,0,0
höyrylaiva,0,0,0,0,0,0,0,0,0,0
höyryjyrä,0,0,0,0,0,0,0,0,0,0
höyrylaiva,0,0,0,0,0,0,0,0,0,0
kiihkeä,0,0,0,0,0,0,0,0,0,0
teräs,0,0,0,0,0,0,0,0,0,0
jyrkkä,0,0,0,0,0,0,0,0,0,0
torni,0,0,0,0,0,0,0,0,0,0
ohjata,0,0,0,0,0,0,0,0,0,0
tähtien,0,0,0,0,0,0,1,0,0,0
varsi,0,0,0,0,0,0,0,0,0,0
löyhkä,0,0,0,0,0,0,0,0,0,0
sapluuna,0,0,0,0,0,0,0,0,0,0
askel,0,0,0,0,0,0,0,0,0,0
steppi,0,0,0,0,0,0,0,0,0,0
askeleet,0,0,0,0,0,0,0,0,0,0
stereoskooppinen,0,0,0,0,0,0,0,0,0,0
stereotypia,0,0,0,0,0,1,0,0,0,0
stereotyyppinen,0,0,0,0,0,1,0,0,0,0
steriili,0,0,0,0,0,1,0,1,0,0
steriiliys,0,0,0,0,0,1,0,0,0,0
puntaa,1,1,0,0,1,1,1,0,0,1
perä,0,0,0,0,0,1,0,0,0,0
stetoskooppi,0,0,0,0,0,0,0,0,0,0
muhennos,0,0,0,0,0,0,0,0,0,0
stuertti,0,0,0,0,0,0,1,0,0,1
taloudenhoito,0,0,0,0,0,0,0,0,0,0
keppi,0,0,0,0,0,0,0,0,0,0
kiinni,0,0,0,0,0,0,0,0,0,0
tahmea,0,0,1,0,0,0,0,0,0,0
jäykkä,0,0,0,0,0,1,0,0,0,0
jäykistää,0,0,0,0,0,0,0,0,0,0
jäykkyys,0,0,0,0,0,1,0,0,0,0
tukahduttaa,0,0,0,0,0,1,0,0,0,0
tukahdutettu,1,0,0,1,0,1,0,1,0,0
tukahduttava,0,0,0,0,0,0,0,0,0,0
stigma,1,0,1,1,0,1,0,1,0,0
tyyli,0,0,0,0,0,0,0,0,0,0
tikari,0,0,0,0,0,0,0,0,0,0
kuolleena syntynyt,0,0,0,0,0,1,0,1,0,0
hiljaisuus,0,0,0,1,0,0,1,1,0,0
puujalat,0,0,0,0,0,0,0,0,0,0
stimulantti,0,0,0,0,0,0,0,0,0,0
stimulaatiota,0,0,0,0,0,0,0,0,0,0
ärsyke,0,0,0,0,0,0,0,0,0,0
pisto,1,0,0,1,0,1,0,0,0,0
pistävää,0,0,0,0,0,1,0,0,0,0
niukka,1,0,1,1,0,1,0,1,0,0
haista,0,0,1,0,0,1,0,0,0,0
haiseva,0,0,1,0,0,1,0,0,0,0
työjakso,0,0,0,1,0,1,0,1,0,0
määrätä,0,0,0,0,0,0,0,0,0,0
määräys,0,0,0,0,0,0,0,0,0,0
sekoita,0,0,0,0,0,0,0,0,0,0
sekoittaen,0,0,0,0,0,0,0,0,0,0
ommel,0,0,0,0,0,0,0,0,0,0
varastossa,0,0,0,0,0,0,0,0,0,0
pörssinvälittäjä,0,0,0,0,0,0,0,0,0,0
sukkahousut,0,0,0,0,0,0,0,0,0,0
osakkeet,0,0,0,0,0,1,0,0,0,0
varasti,0,0,0,0,0,0,0,0,0,0
varastettu,1,0,0,0,0,1,0,0,0,0
vatsa,0,0,1,0,0,0,0,0,0,0
kivi,1,0,0,0,0,1,0,0,0,0
pilvessä,0,0,0,0,0,1,0,0,0,0
kivitavara,0,0,0,0,0,0,0,0,0,0
kivinen,0,0,0,0,0,0,0,0,0,0
jakkara,0,0,0,0,0,0,0,0,0,0
ulosteet,0,0,1,0,0,1,0,0,0,0
alentua,0,0,0,0,0,0,0,0,0,0
lopettaa,0,0,0,0,0,0,0,0,0,0
pysäytys,0,0,0,0,0,1,0,0,0,0
tulppa,0,0,0,0,0,0,0,0,0,0
pysähtyminen,0,0,0,0,0,0,0,0,0,0
sekuntikello,0,0,0,0,0,0,0,0,0,0
varastointi,0,0,0,0,0,0,0,0,0,0
tallentaa,0,1,0,0,0,0,1,0,0,0
varasto,0,0,0,0,0,0,0,0,0,0
varastointi,0,0,0,0,0,0,0,0,0,0
myrsky,1,0,0,0,0,1,0,0,0,0
myrskyä,1,0,0,0,0,0,0,0,0,0
myrskyinen,0,0,0,1,0,1,0,0,0,0
tarina,0,0,0,0,0,0,0,0,0,0
stout,0,0,0,0,0,0,0,0,0,0
liesi,0,0,0,0,0,0,0,0,0,0
pakata,0,0,0,0,0,0,0,0,0,0
hajallaan,0,0,0,0,0,0,0,0,0,0
suoristaa,0,0,0,0,0,0,0,0,0,0
suoraviivaista,0,0,0,0,0,0,1,0,0,1
heti,0,0,0,0,0,0,0,0,0,0
jännittynyt,1,0,0,0,0,1,0,0,0,0
salmi,0,0,0,0,0,0,0,0,0,0
salmiin,0,0,0,1,0,1,0,0,0,0
nauha,0,0,0,0,0,0,0,0,0,0
jumissa,0,0,0,0,0,1,0,0,0,0
muukalainen,0,0,0,1,0,1,0,0,0,0
kuristaa,1,0,1,1,0,1,0,1,1,0
hihna,0,0,0,0,0,0,0,0,0,0
vanne,0,0,0,0,0,0,0,0,0,0
kerrokset,0,0,0,0,0,0,0,0,0,0
strateginen,0,0,0,0,0,0,1,0,0,0
strategi,0,1,0,0,0,0,1,0,0,1
strategia,0,0,0,0,0,0,0,0,0,0
kerrostuminen,0,0,0,0,0,0,0,0,0,0
kerros,0,0,0,0,0,0,0,0,0,0
stratus,0,0,0,0,0,0,0,0,0,0
olki,0,0,0,0,0,0,0,0,0,0
harhailla,0,0,0,0,0,1,0,0,0,0
putki,0,0,0,0,0,0,0,0,0,0
raidallinen,0,0,0,0,0,0,0,0,0,0
virta,0,0,0,0,0,0,0,0,0,0
streameri,0,0,0,0,0,0,0,0,0,0
suoratoisto,0,0,0,0,0,0,0,0,0,0
katu,0,0,0,0,0,0,0,0,0,0
vahvuus,0,0,0,0,0,0,1,0,0,1
vahvistaa,0,0,0,0,0,0,1,0,0,0
vahvistaminen,0,0,0,0,1,0,1,0,0,1
rasittava,0,0,0,0,0,0,0,0,0,0
stressi,0,0,0,0,0,1,0,0,0,0
venyttää,0,0,0,0,0,0,0,0,0,0
paarit,0,0,0,1,0,0,0,1,0,0
iskenyt,0,0,0,0,0,0,0,1,0,0
askel,0,0,0,0,0,0,0,0,0,0
riitaa,1,0,0,0,0,1,0,0,0,0
lakko,1,0,0,0,0,1,0,0,0,0
näyttävä,0,0,0,0,0,0,1,0,0,0
silmiinpistävästi,0,0,0,0,0,0,1,0,0,0
merkkijono,0,0,0,0,0,0,0,0,0,0
sitkeä,0,0,0,0,0,0,0,0,0,0
nauhat,0,0,0,0,0,1,0,1,0,0
raita,0,0,0,0,0,1,0,0,0,0
riisuttu,1,1,1,1,0,1,0,1,0,0
pyrkiä,0,1,0,0,0,0,0,0,0,0
välähdys,0,0,0,0,0,0,0,0,0,0
aivohalvaus,0,0,0,1,0,1,0,1,0,0
kävellä,0,0,0,0,0,0,0,0,0,0
linnake,0,0,0,0,0,0,0,0,0,0
voimakkaasti,0,0,0,0,0,0,1,0,0,0
rakenteellinen,0,0,0,0,0,0,0,0,0,1
rakenne,0,0,0,0,0,0,1,0,0,1
kamppailu,1,0,0,1,0,1,0,1,0,0
tuki,0,0,0,0,0,1,0,0,0,0
sänki,0,0,0,0,0,0,0,0,0,0
itsepäisyys,0,0,0,0,0,0,0,0,0,0
tyhmä,0,0,0,0,0,0,0,0,0,0
stukki,0,0,0,0,0,0,0,0,0,0
juuttunut,0,0,0,0,0,0,0,0,0,0
nasta,0,0,0,0,0,0,1,0,0,0
nastoitettu,0,0,0,0,0,0,0,0,0,0
opiskelija-,0,0,0,0,0,0,0,0,0,0
opiskellut,0,0,0,0,0,0,0,0,0,0
studio,0,0,0,0,0,0,0,0,0,0
opiskella,0,0,0,0,0,0,1,0,0,0
tavaraa,0,0,0,0,0,0,0,0,0,0
täyte,0,0,0,0,0,0,0,0,0,0
tukkoinen,0,0,0,0,0,1,0,0,0,0
kompastua,0,0,0,0,0,1,0,0,0,0
kanto,0,0,0,0,0,0,0,0,0,0
järkyttynyt,0,0,0,1,0,1,0,0,1,0
temppu,0,0,0,0,0,0,0,0,0,0
kitukasvuinen,0,0,0,0,0,1,0,0,0,0
mahtava,0,0,0,0,0,0,0,0,0,0
tyhmä,0,0,0,0,0,1,0,0,0,0
tyhmyys,0,0,0,0,0,1,0,0,0,0
stupor,0,0,0,0,0,1,0,0,0,0
tukeva,0,0,0,0,0,0,1,0,0,0
sampi,0,0,0,0,0,0,0,0,0,0
änkyttää,0,0,0,0,0,0,0,0,0,0
sty,0,0,1,0,0,1,0,0,0,0
tyyli,0,0,0,0,0,0,0,0,0,0
tyylikäs,0,0,0,0,0,0,0,0,0,0
subatominen,0,0,0,0,0,0,0,0,0,0
alakomitea,0,0,0,0,0,0,0,0,0,0
alitajuinen,0,0,0,0,0,0,0,0,0,0
ihonalainen,0,0,0,0,0,0,0,0,0,0
jakaa alaosaan,0,0,0,0,0,0,0,0,0,0
alajako,0,0,0,0,0,0,0,0,0,0
subduktio,0,0,0,0,0,0,0,0,0,0
alistaa,0,0,0,0,0,1,0,0,0,0
hillitty,0,0,0,0,0,0,0,0,0,0
subito,0,0,0,0,0,0,0,0,1,0
aihe,0,0,0,0,0,1,0,0,0,0
alistettu,0,0,0,0,0,1,0,1,0,0
alistaminen,0,0,0,0,0,1,0,0,0,0
subjektiivinen,0,0,0,0,0,0,0,0,0,0
alistaminen,1,0,1,1,0,1,0,1,0,0
sublimaatio,0,0,0,0,1,0,1,0,0,0
alitajuinen,0,0,0,0,0,0,0,0,0,0
sukellusvene,0,0,0,0,0,0,0,0,0,0
upotettuna,0,0,0,0,0,0,0,0,0,0
upotettavat,0,0,0,0,0,0,0,0,0,0
lähetys,0,0,0,0,0,0,0,0,0,0
Lähetä,0,1,0,0,0,0,0,0,0,0
alainen,0,0,0,1,0,1,0,0,0,0
alisteisuutta,0,0,0,0,0,0,0,0,0,0
sivujuoni,0,0,0,0,0,0,0,0,0,0
haaste,0,0,0,0,0,1,0,0,0,0
tilata,0,1,0,0,0,0,0,0,0,0
tilaus,0,0,0,0,0,0,0,0,0,0
jatkojakso,0,0,0,0,0,0,0,0,0,0
myöhemmin,0,0,0,0,0,0,0,0,0,0
myöhemmin,0,0,0,0,0,0,0,0,0,0
osajoukko,0,0,0,0,0,0,0,0,0,0
laantua,0,0,0,0,0,0,0,0,0,0
vajoaminen,0,0,0,0,0,1,0,1,0,0
tytäryhtiö,0,0,0,0,0,0,0,0,0,0
tukea,0,0,0,0,0,0,0,0,0,0
tuki,1,0,1,0,0,1,0,0,0,0
elää,0,0,0,0,0,1,0,0,0,0
toimeentulo,0,0,0,0,0,0,0,0,0,0
pohjamaata,0,0,0,0,0,0,0,0,0,0
aine,0,0,0,0,0,0,1,0,0,0
olennaisesti,0,0,0,0,0,0,0,0,0,0
perustella,0,0,0,0,0,0,0,0,0,1
olennainen,0,0,0,0,0,0,1,0,0,0
korvike,0,0,0,0,0,0,0,0,0,0
korvattu,0,0,0,0,0,0,0,0,0,0
korvaaminen,0,0,0,0,0,0,0,0,0,0
alarakenne,0,0,0,0,0,0,0,0,0,0
maanalainen,0,0,0,0,0,0,0,0,0,0
hienovarainen,0,0,0,0,0,0,0,0,0,0
oveluus,0,0,0,0,0,0,0,0,0,0
vähentää,0,0,0,0,0,1,0,0,0,0
vähennyslasku,0,0,0,0,0,0,0,0,0,0
alatyyppi,0,0,0,0,0,0,0,0,0,0
lähiö,0,0,0,0,0,0,0,0,0,0
esikaupunki,0,0,0,0,0,0,0,0,0,0
lähiöissä,0,0,0,0,0,0,0,0,0,0
kumouksellinen,1,0,0,1,0,1,0,0,0,0
kumouksellinen,1,0,0,0,0,1,0,0,1,0
horjuttaa,0,0,1,1,0,1,0,1,0,0
metro,0,0,0,0,0,0,0,0,0,0
menestyä,0,1,0,0,1,0,1,0,1,1
onnistuu,0,1,0,0,1,0,1,0,0,1
menestys,0,1,0,0,1,0,1,0,0,0
onnistunut,0,1,0,0,1,0,1,0,0,1
peräkkäin,0,0,0,0,0,0,0,0,0,0
peräkkäin,0,0,0,0,0,0,0,0,0,0
seuraaja,0,0,0,0,0,0,0,0,0,0
ytimekäs,0,0,0,0,0,0,1,0,0,0
mehukas,0,0,0,0,0,1,1,0,0,0
antautua,0,0,0,0,0,1,0,0,0,0
imeä,0,0,0,0,0,1,0,0,0,0
tikkari,1,0,0,0,0,1,0,0,0,0
imeminen,0,0,0,0,0,0,0,0,0,0
imetys,0,0,0,0,0,0,0,0,0,0
imu,0,0,0,0,0,0,0,0,0,0
äkillinen,0,0,0,0,0,0,0,0,1,0
yhtäkkiä,0,0,0,0,0,0,0,0,1,0
haastaa oikeuteen,1,0,0,0,0,1,0,1,0,0
kärsiä,0,0,0,0,0,1,0,0,0,0
kärsijä,0,0,0,1,0,1,0,1,0,0
kärsimystä,0,0,1,1,0,1,0,1,0,0
riittää,0,0,0,0,0,0,0,0,0,0
riittävyys,0,0,0,0,0,0,1,0,0,0
riittävä,0,0,0,0,0,0,0,0,0,0
riittävästi,0,0,0,0,0,0,0,0,0,0
pääte,0,0,0,0,0,0,0,0,0,0
tukahduttava,0,0,1,1,0,1,0,1,0,0
tukehtuminen,1,0,0,1,0,1,0,0,0,0
sokeria,0,0,0,0,0,0,1,0,0,0
ehdottaa,0,0,0,0,0,0,0,0,0,1
ehdotus,0,0,0,0,0,0,0,0,0,0
vihjailevaa,0,0,0,0,0,0,0,0,0,0
itsemurha-,1,0,1,1,0,1,0,1,0,0
itsemurha,1,0,0,1,0,1,0,1,0,0
puku,0,0,0,0,0,0,0,0,0,0
sopiva,0,0,0,0,0,0,1,0,0,0
sviitti,0,0,0,0,0,0,0,0,0,0
kosija,0,0,0,0,0,0,0,0,0,0
synkkä,1,0,0,0,0,1,0,1,0,0
rikki,0,0,0,0,0,0,0,0,0,0
sulttaani,0,0,0,1,0,0,0,0,0,0
hiostava,0,0,0,0,0,0,1,0,0,0
summa,0,0,0,0,0,0,0,0,0,0
lyhyesti,0,0,0,0,0,0,0,0,0,0
tiivistää,0,0,0,0,0,0,0,0,0,0
yhteenveto,0,0,0,0,0,0,0,0,0,0
summaus,0,0,0,0,0,0,0,0,0,0
kesä,0,0,0,0,0,0,0,0,0,0
kokous,0,0,0,0,0,0,0,0,0,0
koota,0,0,0,0,0,0,0,0,0,0
kutsua,0,0,0,0,0,1,0,0,0,0
sumo,0,0,0,0,0,0,0,0,0,0
öljypohja,0,0,1,0,0,0,0,0,0,0
ylellinen,0,0,0,0,0,0,0,0,0,0
aurinko,0,1,0,0,1,0,1,0,1,1
auringonsäde,0,0,0,0,0,0,0,0,0,0
aurinkokello,0,1,0,0,0,0,0,0,0,1
auringonlasku,0,0,0,0,0,0,0,0,0,0
sekalaiset,0,0,0,0,0,0,0,0,0,0
aurinkolasit,0,0,0,0,0,0,0,0,0,0
aurinkolasit,0,0,0,0,0,0,0,0,0,0
upposi,0,0,1,1,0,1,0,1,0,0
aurinkoinen,0,0,0,0,0,0,0,0,0,0
auringonvalo,0,0,0,0,0,0,0,0,0,0
aurinkoinen,0,1,0,0,1,0,1,0,1,0
auringonnousu,0,0,0,0,0,0,0,0,0,0
auringonlasku,0,1,0,0,0,0,1,0,0,0
auringonpaistetta,0,0,0,0,1,0,1,0,0,0
vanhuuseläke,0,0,0,0,0,0,0,0,0,0
loistava,0,0,0,0,0,0,1,0,0,0
pinnallinen,0,0,0,0,0,1,0,0,0,0
tarpeeton,0,0,0,0,0,1,0,0,0,0
yli-inhimillistä,0,0,0,0,0,0,1,0,0,0
päällekkäin,0,0,0,0,0,0,0,0,0,0
superintendentti,0,0,0,0,0,0,0,0,0,0
ylivoimainen,0,0,0,0,0,0,1,0,0,0
paremmuus,0,0,0,0,0,0,1,0,0,0
superlatiivi,0,0,0,0,0,0,0,0,0,0
supermies,0,0,0,0,1,0,1,0,0,1
supermarket,0,0,0,0,0,0,0,0,0,0
supernatantti,0,0,0,0,0,0,0,0,0,0
yliluonnollinen,0,0,0,0,0,0,0,0,0,0
superpositio,0,0,0,0,0,0,0,0,0,0
korvata,0,0,0,0,0,0,0,0,0,0
supertähti,0,0,0,0,1,0,1,0,0,1
taikausko,0,0,0,1,0,1,1,0,0,0
taikauskoinen,0,1,0,1,0,1,0,0,0,0
valvoa,0,0,0,0,0,0,0,0,0,0
valvontaa,0,0,0,0,0,0,0,0,0,0
valvoja,0,0,0,0,0,0,0,0,0,0
illallinen,0,0,0,0,0,0,0,0,0,0
syrjäyttää,0,0,0,0,0,0,0,0,0,0
notkea,0,0,0,0,0,0,0,0,0,0
täydentää,0,0,0,0,0,0,0,0,0,0
täydentävä,0,0,0,0,0,0,0,0,0,0
täydentävä,0,0,0,0,0,0,0,0,0,0
anominen,0,0,0,0,0,0,1,0,0,1
tarvikkeet,0,0,0,0,0,0,1,0,0,0
toimittaa,0,0,0,0,0,0,1,0,0,0
tuettu,0,0,0,0,0,0,1,0,0,0
tukija,0,0,0,0,1,0,1,0,0,1
kannattajia,0,0,0,0,0,0,0,0,0,0
tukea,0,0,0,0,0,0,1,0,0,1
olettaa,0,0,0,0,0,0,0,0,0,0
olettaen,0,0,0,0,0,0,0,0,0,0
oletus,0,0,0,0,0,0,0,0,0,0
tukahduttaa,1,0,0,1,0,1,0,1,0,0
tukahduttaminen,1,0,1,1,0,1,0,0,0,0
ylivalta,1,1,0,1,1,1,1,0,1,1
ylin,0,0,0,0,0,0,1,0,0,0
äärimmäisen,0,0,0,0,0,0,1,0,0,0
lisämaksu,1,0,0,0,0,1,0,0,0,0
vakuus,0,0,0,0,0,0,1,0,0,1
surffailla,0,0,0,0,0,0,0,0,0,0
pinta-,0,0,0,0,0,0,0,0,0,0
aalto,0,0,0,0,0,0,0,0,1,0
kirurgi,0,0,0,0,0,0,0,0,0,0
leikkaus,0,0,0,1,0,0,0,1,0,0
äreä,1,0,1,0,0,1,0,0,0,0
otaksua,0,0,0,0,0,0,1,0,0,0
sukunimi,0,0,0,0,0,0,0,0,0,0
ylittää,0,0,0,0,0,0,1,0,0,0
ylijäämä,0,0,0,0,0,0,0,0,0,0
yllätys,0,0,0,1,1,0,1,0,1,0
yllättynyt,0,0,0,0,0,0,0,0,1,0
yllättävä,0,0,0,0,0,0,0,0,1,0
yllättävän,0,1,0,0,0,0,0,0,1,0
antautua,0,0,0,1,0,1,0,1,0,0
antautumassa,0,0,0,0,0,1,0,1,0,0
korvike-,0,0,0,0,0,0,0,0,0,1
surround,0,1,0,0,0,1,1,0,0,0
ympärillä,0,0,0,0,0,0,0,0,0,0
ympäristö,0,0,0,0,0,0,0,0,0,0
valvontaa,0,0,0,1,0,0,0,0,0,0
kysely,0,0,0,0,0,0,0,0,0,0
maanmittaus,0,0,0,0,0,0,1,0,0,0
katsastaja,0,0,0,0,0,0,0,0,0,0
eloonjääminen,0,0,0,0,0,0,0,0,0,0
selviytyä,0,0,0,0,0,0,1,0,0,0
elossa,0,0,0,0,0,0,0,0,0,0
herkkyys,0,0,0,0,0,0,0,0,0,0
alttiita,0,0,0,0,0,1,0,0,0,0
epäilty,0,0,0,1,0,1,0,0,0,0
epäilty,0,0,0,0,0,0,0,0,0,0
keskeyttää,0,0,0,0,0,0,0,0,0,0
keskeytetty,0,0,0,0,0,0,0,0,0,0
henkselit,0,0,0,0,0,0,0,0,0,0
jännitystä,0,1,0,1,0,0,0,0,1,0
jousitus,0,0,0,1,0,1,0,0,0,0
epäilys,0,0,0,1,0,1,0,0,0,0
epäilyksiä,0,0,0,0,0,0,0,0,0,0
epäilyttävä,1,1,0,0,0,1,0,0,0,0
jatkuvaa,0,0,0,0,0,0,0,0,0,0
elatus,0,0,0,0,0,0,0,0,0,0
ommel,0,0,0,0,0,0,0,0,0,0
moppi,0,0,0,0,0,1,0,0,0,0
nyytti,0,0,0,0,0,0,0,0,0,0
rehvastella,0,0,0,0,0,0,0,0,0,0
niellä,0,0,0,0,0,0,0,0,0,0
suo,0,0,1,1,0,1,0,0,0,0
suotunut,0,0,0,0,0,0,0,0,0,0
soinen,0,0,1,1,0,1,0,0,0,0
joutsen,0,0,0,0,0,0,0,0,0,0
vaihtaa,0,0,0,0,0,0,0,0,0,0
parvi,0,0,1,0,0,0,0,0,0,0
kuhina,0,0,0,0,0,0,0,0,0,0
hakaristi,1,0,0,1,0,1,0,0,0,0
huojua,0,0,0,0,0,0,0,0,0,0
vannoa,0,0,0,0,0,0,1,0,0,1
kiroilua,0,0,0,0,0,0,0,0,0,0
hiki,0,0,0,1,0,0,0,0,0,0
villapaita,0,0,0,0,0,0,0,0,0,0
hikoilu,0,0,0,0,0,0,0,0,0,0
lakaista,0,0,0,0,0,0,0,0,0,0
lakaistaan,0,0,0,0,0,0,0,0,0,0
makea,0,1,0,0,1,0,1,0,1,1
makeuttaa,0,0,0,0,0,0,0,0,0,0
makeutettu,0,0,0,0,0,0,0,0,0,0
makeutusaine,0,0,0,0,0,0,0,0,0,0
kultaseni,0,1,0,0,1,0,1,1,0,1
kultaseni,0,0,0,0,0,0,1,0,0,0
makeus,0,0,0,0,0,0,1,0,0,0
makeisia,0,1,0,0,1,0,1,0,0,0
turvota,0,0,0,0,0,0,0,0,0,0
turvotus,0,0,0,1,0,1,0,0,0,0
helteinen,0,0,0,0,0,0,0,0,0,0
väistää,0,0,0,1,0,0,0,0,1,0
nopea,0,0,0,0,0,0,1,0,0,0
nopeasti,0,0,0,0,0,0,0,0,0,0
huikka,0,0,1,0,0,1,0,0,0,0
uida,0,1,0,1,1,0,1,0,0,0
uima-,0,0,0,0,0,0,0,0,0,0
sika,0,0,1,0,0,1,0,0,0,0
keinu,0,0,0,0,0,0,0,0,0,0
keinuvat,0,0,0,0,0,0,0,0,0,0
huutaa,0,0,0,0,0,0,0,0,0,0
vaihtaa,0,0,0,0,0,0,0,0,0,0
kääntyvä,0,0,0,0,0,0,0,0,0,0
turvonnut,0,0,0,0,0,1,0,0,0,0
pyörtyä,0,0,0,0,0,0,0,0,0,0
syöksyä,0,0,0,0,0,0,0,0,0,0
miekka,0,0,0,0,0,0,0,0,0,0
tavu,0,0,0,0,0,0,0,0,0,0
opetussuunnitelma,0,0,0,0,0,0,0,0,0,0
symboli,0,0,0,0,0,0,0,0,0,0
symbolinen,0,0,0,0,0,0,1,0,0,0
symbolisesti,0,0,0,0,0,0,0,0,0,0
symboliikka,0,0,0,0,0,0,0,0,0,0
symboloivat,0,0,0,0,0,0,0,0,0,0
symmetrinen,0,0,0,0,0,0,0,0,0,0
symmetrinen,0,0,0,0,0,0,1,0,0,0
symmetria,0,0,0,0,1,0,1,0,0,1
sympaattinen,0,0,0,1,1,0,1,1,0,1
myötätuntoa,0,0,0,0,0,0,0,1,0,0
myötätuntoa,0,0,0,0,0,0,1,1,0,0
sinfonia,0,1,0,0,1,0,1,0,0,0
oire,0,0,0,0,0,1,0,0,0,0
oireellinen,0,0,0,0,0,0,0,0,0,0
synagoga,0,0,0,0,0,0,0,0,0,0
synkronoida,0,1,0,0,1,0,1,0,1,1
synkroninen,0,0,0,0,0,0,0,0,0,0
pyörtymä,0,0,0,1,0,1,0,1,1,0
syndikaatti,0,0,0,0,0,0,0,0,0,0
synergistinen,0,0,0,0,0,0,1,0,0,1
synergiaa,0,0,0,0,0,0,0,0,0,0
kirkolliskokous,0,0,0,0,0,0,1,0,0,1
synonyymi,0,0,0,0,0,0,0,0,0,0
synonyymi,0,0,0,1,0,1,1,0,0,1
synopsis,0,0,0,0,0,0,0,0,0,0
synoptinen,0,0,0,0,0,0,0,0,0,0
syntaksi,0,0,0,0,0,0,0,0,0,0
synteesi,0,0,0,0,0,0,0,0,0,0
synteettinen,0,0,0,0,0,0,0,0,0,0
ruisku,0,0,0,1,0,0,0,0,0,0
siirappi,0,0,0,0,0,0,0,0,0,0
järjestelmä,0,0,0,0,0,0,0,0,0,1
järjestelmällinen,0,0,0,0,0,0,0,0,0,0
järjestelmällisesti,0,0,0,0,0,0,0,0,0,0
tabby,0,0,0,0,0,0,0,0,0,0
tabernaakkeli,0,0,0,0,0,0,0,0,0,0
pöytä,0,0,0,0,0,0,0,0,0,0
kuvaelma,0,0,0,0,0,0,0,0,0,0
ruokalusikallinen,0,0,0,0,0,0,0,0,0,0
tabletti,0,0,0,0,0,0,0,0,0,0
astiasto,0,0,0,0,0,0,0,0,0,0
tabu,0,0,1,1,0,1,0,0,0,0
taulukkomainen,0,0,0,0,0,0,0,0,0,0
taulukoida,0,1,0,0,0,0,0,0,0,0
taulukointi,0,0,0,0,0,0,0,0,0,0
kierroslukumittari,0,0,0,0,0,0,0,0,0,0
hiljainen,0,0,0,0,0,0,0,0,0,0
takki,0,0,0,0,0,0,0,0,0,0
puuttua,1,0,0,0,0,0,0,0,1,0
puuttua,0,0,0,0,0,0,0,0,0,0
tahmea,0,0,0,0,0,0,0,0,0,0
tahdikkuutta,0,0,0,0,0,0,1,0,0,0
taktiikkaa,0,0,0,1,0,0,0,0,0,1
kosketeltava,0,0,0,0,0,0,0,0,0,0
tafti,0,0,0,0,0,0,0,0,0,0
toffee,0,0,0,0,0,0,0,0,0,0
tag,0,0,0,0,0,0,0,0,0,0
häntää,0,0,0,0,0,0,0,0,0,0
pyrstö,0,0,0,0,0,0,0,0,0,0
