Czech Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
vyzdvihnout,0,0,0,0,0,0,0,0,0,0
zvednutý,0,0,0,0,0,0,0,0,0,0
zvýšení,0,0,0,0,0,0,0,0,0,0
hrábě,0,0,0,0,0,0,0,0,0,0
shromáždění,0,0,0,0,0,0,0,0,0,0
RAM,1,1,0,0,0,1,0,0,0,0
blouznit,0,0,0,0,0,0,0,0,0,0
toulání,0,0,0,0,0,1,0,0,0,0
rampa,0,0,0,0,0,0,0,0,0,0
řádění,1,0,0,1,0,1,0,0,0,0
ranč,0,0,0,0,0,0,0,0,0,0
zatuchlý,0,0,1,0,0,1,0,0,0,0
náhodně,0,0,0,0,0,0,0,0,1,0
náhodnost,0,0,0,0,0,0,0,0,0,0
chlípný,0,0,0,0,0,0,0,0,0,0
Hraničář,0,0,0,0,0,0,0,0,0,1
hodnost,0,0,0,0,0,0,0,0,0,0
výkupné,1,0,0,1,0,1,0,0,0,0
chvástat se,0,0,0,0,0,0,0,0,0,0
rap,0,0,0,0,0,0,0,0,0,0
znásilnění,1,0,1,1,0,1,0,1,0,0
rychlý,0,0,0,0,0,0,0,0,1,0
rychlost,0,0,0,0,0,0,0,0,0,0
peřeje,0,0,0,0,0,0,0,0,0,0
rapování,1,0,0,0,0,0,0,0,0,0
zaujatý,0,0,0,0,1,0,1,0,1,1
dravci,0,0,0,1,0,1,0,0,0,0
extáze,0,1,0,0,1,0,1,0,0,0
zřídka,0,0,0,0,0,0,0,0,0,0
rarita,0,0,0,0,0,0,0,0,1,0
rošťák,1,0,1,1,0,1,0,0,0,0
vyrážka,0,0,1,0,0,1,0,0,0,0
krysa,0,0,1,1,0,1,0,0,0,0
ráčna,0,0,0,0,0,0,0,0,0,0
hodnotit,0,0,0,0,0,0,0,0,0,0
ratifikace,0,0,0,0,0,0,0,0,0,0
ratifikovat,0,0,0,0,0,0,0,0,0,1
hodnocení,1,0,0,1,0,1,0,1,0,0
poměr,0,0,0,0,0,0,0,0,0,0
příděl,0,0,0,0,0,0,0,0,0,0
Racionální,0,0,0,0,0,0,1,0,0,1
zdůvodnění,0,0,0,0,0,0,0,0,0,0
racionalismus,0,0,0,0,0,0,0,0,0,0
rozumnost,0,0,0,0,0,0,0,0,0,0
ratan,0,0,0,0,0,0,0,0,0,0
chrastit,0,0,0,0,0,0,0,0,0,0
chřestýš,0,0,0,1,0,0,0,0,0,0
chraptivý,0,0,0,0,0,1,0,0,0,0
vztekat se,1,0,1,0,1,1,1,0,1,1
Havran,0,0,0,0,0,0,0,0,0,0
žravý,1,0,0,1,0,1,0,1,0,0
rokle,0,0,0,1,0,0,0,0,0,0
nepříčetný,1,1,0,1,1,1,0,0,1,0
surová kůže,0,0,0,0,0,0,0,0,0,0
paprsek,0,0,0,0,0,0,0,0,0,0
Břitva,0,0,0,1,0,0,0,0,0,0
dosáhnout,0,0,0,0,0,0,0,0,0,0
reagovat,1,0,0,1,0,0,0,0,0,0
reakční,0,0,0,0,0,1,0,0,0,0
číst,0,0,0,0,0,0,0,0,0,0
čtenář,0,0,0,0,0,0,1,0,0,0
čtenářství,0,0,0,0,0,0,0,0,0,0
snadno,0,0,0,0,0,0,1,0,0,0
připravenost,0,1,0,0,1,0,1,0,0,1
čtení,0,0,0,0,0,0,1,0,0,0
přenastavení,0,0,0,0,0,0,0,0,0,0
připraven,0,1,0,0,0,0,0,0,0,0
znovu potvrdit,0,0,0,0,0,0,1,0,0,0
činidlo,0,0,0,0,0,0,0,0,0,0
nemovitý,0,0,0,0,0,0,1,0,0,1
realismus,0,0,0,0,0,0,0,0,0,0
realistický,0,0,0,0,0,0,0,0,0,0
realita,0,0,0,0,0,0,0,0,0,0
oblast,0,0,0,0,0,0,0,0,0,0
nemovitost,0,0,0,0,0,0,0,0,0,0
rys,0,0,0,0,0,0,0,0,0,0
sklízet,0,0,0,0,0,0,0,0,0,0
znovu se objevit,0,0,0,0,0,0,0,0,1,0
zadní,0,0,0,0,0,1,0,0,0,0
přeskupit,0,0,0,0,0,0,0,0,0,0
přeskupení,0,0,0,0,0,0,0,0,0,0
důvod,0,0,0,0,0,0,1,0,0,0
rozumnost,0,0,0,0,0,0,0,0,0,0
uvažování,0,0,0,0,0,0,0,0,0,0
důvodů,0,0,0,0,0,0,0,0,0,0
znovu sestavit,0,0,0,0,0,0,0,0,0,0
ujištění,0,0,0,0,0,0,1,0,0,1
uklidnit,0,0,0,0,0,0,1,0,0,1
uklidněný,0,0,0,0,0,0,0,0,0,0
uklidňující,0,0,0,0,0,0,0,0,0,0
sleva,0,0,0,0,0,0,1,0,0,0
rebel,1,0,0,1,0,1,0,0,0,0
povstání,1,0,1,1,0,0,0,0,0,0
znovuzrozený,0,0,0,0,0,0,0,0,0,0
odskočit,0,0,0,0,0,0,0,0,0,0
obnovit,0,0,0,0,0,0,0,0,0,0
pokárání,0,0,0,0,0,1,0,0,0,0
vyvrátit,0,0,0,0,0,1,0,0,0,0
vzpurný,1,0,1,0,0,1,0,0,0,0
odvolání,0,0,0,0,0,0,0,0,0,0
přepracování,0,0,0,0,0,0,1,0,0,0
ustoupit,0,0,0,0,0,0,0,0,0,0
ustupující,0,0,0,0,0,0,0,0,0,0
účtenka,0,0,0,0,0,0,0,0,0,0
příjmy,0,0,0,0,0,0,0,0,0,0
přijaté,0,0,0,0,0,0,1,0,0,0
přijímač,0,0,0,0,0,0,0,0,0,0
přijímání,0,1,0,0,1,0,1,0,1,0
nedávné,0,0,0,0,0,0,0,0,0,0
nádoba,0,0,0,0,0,0,0,0,0,0
recepce,0,0,0,0,0,0,0,0,0,0
výklenek,0,0,0,0,0,0,0,0,0,0
výklenky,0,0,0,1,0,0,0,0,0,0
recese,1,0,1,1,0,1,0,1,0,0
rešerše,0,0,0,0,0,0,1,0,0,0
recidiva,1,0,1,0,0,1,0,1,0,0
recept,0,0,0,0,0,0,0,0,0,0
příjemce,0,1,0,0,0,0,0,0,0,0
reciproční,0,0,0,0,0,0,0,0,0,0
oplatit,0,0,0,0,0,0,1,0,0,0
vzájemnost,0,0,0,0,0,0,0,0,0,0
recitál,0,0,0,0,0,0,0,0,0,0
přednes,0,0,0,0,0,0,0,0,0,0
recitovat,0,0,0,0,0,0,0,0,0,0
lehkomyslný,1,0,0,1,0,1,0,0,0,0
bezohlednost,1,0,1,1,0,1,0,0,1,0
zúčtování,0,0,0,0,0,0,0,0,0,0
rekultivace,0,0,0,0,0,0,1,0,0,0
naklonit se,0,0,0,0,0,0,1,0,0,1
samotář,0,0,0,0,0,0,0,0,0,0
uznání,0,0,0,0,0,0,0,0,0,0
rozpoznatelný,0,1,0,0,0,0,1,0,0,0
uznáno,0,0,0,0,0,0,0,0,0,0
zpětný ráz,0,0,0,0,0,0,0,0,0,0
vzpomenout si,0,0,0,0,0,0,0,0,0,0
vzpomínka,0,0,0,0,0,0,0,0,0,0
rekombinantní,0,0,0,0,0,0,0,0,0,0
rekombinace,0,1,0,0,0,0,0,0,0,0
doporučit,0,0,0,0,0,0,1,0,0,1
doporučení,0,0,0,0,0,0,0,0,0,0
odměna,0,0,0,0,0,0,0,0,0,0
smířit se,0,0,0,0,0,0,0,0,0,0
smíření,0,1,0,0,1,0,1,0,0,1
průzkum,0,0,0,0,0,0,0,0,0,0
přehodnotit,0,0,0,0,0,0,0,0,0,0
přehodnocení,0,0,0,0,0,0,1,0,0,1
rekonstituce,0,0,0,0,0,0,0,0,0,0
rekonstruovat,0,1,0,0,0,0,1,0,0,0
rekonstrukce,0,1,0,0,0,0,1,0,0,0
záznam,0,0,0,0,0,0,0,0,0,0
zapisovač,0,0,0,0,0,0,1,0,0,0
záznam,0,0,0,0,0,0,0,0,0,0
přepočítat,0,0,0,0,0,0,0,0,0,0
kompenzovat,0,0,0,0,0,0,1,0,0,0
regrese,0,0,0,0,0,0,0,0,0,0
obnovitelné,0,0,0,0,0,0,0,0,0,0
zotavení,0,0,0,0,0,0,1,0,0,0
rekreace,0,1,0,0,1,0,1,0,0,0
rekreační,0,1,0,0,1,0,1,0,0,0
rekrut,0,0,0,0,0,0,0,0,0,0
nábor,0,0,0,0,0,0,0,0,0,0
rekrutů,0,0,0,0,0,0,0,0,0,1
obdélník,0,0,0,0,0,0,0,0,0,0
obdélníkový,0,0,0,0,0,0,0,0,0,0
náprava,0,0,0,0,0,0,0,0,0,0
opravit,0,0,0,0,0,0,1,0,0,0
rektor,0,0,0,0,0,0,0,0,0,0
fara,0,0,0,0,0,0,0,0,0,0
ležící,0,0,0,0,0,0,0,0,0,0
zotavení,0,0,0,0,0,0,0,0,0,0
opakovat se,0,0,0,0,0,0,0,0,0,0
opakování,0,0,0,0,0,0,0,0,0,0
opakující se,0,1,0,0,0,0,0,0,0,0
opakující se,0,0,0,0,0,0,0,0,0,0
rekurze,0,0,0,0,0,0,0,0,0,0
rekurzivní,0,0,0,0,0,0,0,0,0,0
rekurzivně,0,0,0,0,0,0,0,0,0,0
Červené,0,0,0,0,0,0,0,0,0,0
načervenalý,0,0,0,0,0,0,0,0,0,0
Vykoupení,0,0,0,0,0,0,1,0,0,0
zarudnutí,0,0,0,0,0,0,0,0,0,0
napravit,0,0,0,0,0,0,1,0,0,0
snížena,0,0,0,0,0,0,0,0,0,0
snížení,0,0,0,0,0,0,0,0,0,0
nadbytek,0,0,0,0,0,0,0,0,0,0
redundantní,0,0,0,0,0,1,0,0,0,0
rákos,0,0,0,0,0,0,0,0,0,0
útes,0,0,0,0,0,0,0,0,0,0
útesy,0,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,0,0,0,0,0
obnovit,0,0,0,0,0,0,0,0,0,0
rozhodčí,0,0,0,0,0,0,0,0,0,1
odkaz,0,0,0,0,0,0,0,0,0,0
referendum,0,0,0,0,0,0,0,0,0,0
vylepšit,0,0,0,0,0,0,1,0,0,0
zjemnění,0,0,0,0,0,0,1,0,0,0
rafinerie,0,0,0,0,0,0,0,0,0,0
rafinace,0,0,0,0,0,0,0,0,0,0
předělat,0,0,0,0,0,0,0,0,0,0
odrážet,0,0,0,0,0,0,0,0,0,0
odrážející,0,0,0,0,0,0,0,0,0,0
odraz,0,0,0,0,0,0,0,0,0,0
reflexní,0,0,0,0,0,0,0,0,0,0
reflektor,0,0,0,0,0,0,0,0,0,0
reflex,0,0,0,0,0,0,0,0,1,0
reflux,0,0,1,0,0,1,0,0,0,0
reforma,0,0,0,0,0,0,1,0,0,0
reformace,0,0,0,0,0,0,1,0,0,0
reformátor,0,0,0,0,0,0,1,0,0,0
lom světla,0,0,0,0,0,0,0,0,0,0
refraktor,0,0,0,0,0,0,0,0,0,0
žáruvzdorný,0,0,0,0,0,1,0,0,0,0
refrén,0,0,0,0,0,0,0,0,0,0
zdržující se,0,0,0,0,0,0,0,0,0,0
osvěžující,0,0,0,0,0,0,1,0,0,0
chladit,0,0,0,0,0,0,0,0,0,0
chlazení,0,0,0,0,0,0,0,0,0,0
lednička,0,0,0,0,0,0,0,0,0,0
útočiště,0,0,0,0,0,0,0,0,0,0
uprchlík,0,0,0,0,0,0,0,1,0,0
vrácení peněz,0,0,0,0,0,0,0,0,0,0
renovovat,0,0,0,0,0,0,1,0,0,0
zamítnutí,0,0,0,0,0,1,0,0,0,0
odmítnout,0,0,0,0,0,1,0,0,0,0
odmítl,0,0,0,0,0,1,0,1,0,0
odmítání,0,0,0,0,0,0,0,0,0,0
vyvrácení,0,0,0,1,0,0,0,0,0,0
vyvrátit,0,0,0,0,0,0,0,0,0,0
znovu získat,0,0,0,0,0,0,0,0,0,0
královský,0,0,0,0,0,0,1,0,0,1
korunovační klenoty,0,0,0,0,0,0,0,0,0,0
regata,0,1,0,0,0,0,0,0,0,0
regentství,0,0,0,0,0,0,0,0,0,0
regenerovat,0,0,0,0,0,0,0,0,0,0
regenerace,0,0,0,0,0,0,0,0,0,0
regent,0,0,0,0,0,0,1,0,0,1
režim,0,0,0,0,0,0,0,0,0,0
režim,0,0,0,0,0,0,0,0,0,0
pluk,0,0,0,1,0,0,0,0,0,0
kraj,0,0,0,0,0,0,0,0,0,0
regionální,0,0,0,0,0,0,0,0,0,0
regionalismus,0,0,0,0,0,0,0,0,0,0
Registrovat,0,0,0,0,0,0,0,0,0,0
registrátor,0,0,0,0,0,0,0,0,0,0
Registrace,0,0,0,0,0,0,0,0,0,0
registru,0,0,0,0,0,0,0,0,0,1
regrese,0,0,0,0,0,1,0,0,0,0
regrese,0,0,0,0,0,1,0,0,0,0
regresivní,0,0,0,0,0,1,1,0,0,0
litovat,0,0,0,0,0,1,0,1,0,0
politováníhodný,0,0,0,0,0,1,0,1,0,0
litoval,0,0,0,0,0,1,0,1,0,0
litovat,0,0,0,0,0,1,0,1,0,0
pravidelný,0,0,0,0,0,0,0,0,0,0
pravidelnost,0,1,0,0,0,0,1,0,0,1
štamgasty,0,0,0,0,0,0,0,0,0,0
regulovat,0,0,0,0,0,0,1,0,0,0
regulované,0,0,0,0,0,0,0,0,0,0
nařízení,0,0,0,0,0,0,0,0,0,0
regulační,0,0,0,1,0,1,0,0,0,0
regurgitace,0,0,1,0,0,0,0,0,0,0
rehabilitovat,0,0,0,0,0,0,1,0,0,0
rehabilitace,0,1,0,0,0,0,1,0,0,0
zkouška,0,0,0,0,0,0,0,0,0,0
panování,0,0,0,0,0,0,0,0,0,0
uhradit,0,0,0,0,0,0,1,0,0,0
náhrada,0,0,0,0,0,0,1,0,0,1
otěže,0,0,0,0,0,1,0,0,0,0
sob,0,0,0,0,0,0,0,0,0,0
posílit,0,0,0,0,0,0,0,0,0,0
zesílení,0,0,0,0,0,0,1,0,0,1
posily,0,0,0,0,0,0,0,0,0,1
otěže,0,0,0,0,0,0,0,0,0,0
přeinstalovat,0,0,0,0,0,0,0,0,0,0
obnovit,0,0,0,0,0,0,1,0,0,0
obnovení,0,0,0,0,0,0,0,0,0,0
reinvestovat,0,0,0,0,0,0,0,0,0,0
reinvestice,0,0,0,0,0,0,0,0,0,0
opakovat,0,0,0,0,0,0,0,0,0,0
odmítnout,1,0,0,1,0,1,0,1,0,0
odmítl,0,0,0,0,0,1,0,0,0,0
odmítnutí,1,0,1,1,0,1,0,1,0,0
odmítá,1,0,0,1,0,1,0,1,0,0
radovat se,0,1,0,0,1,0,1,0,1,1
radovat se,0,1,0,0,1,0,1,0,1,0
znovu se připojit,0,0,0,0,0,0,0,0,0,0
omladit,0,0,0,0,0,0,1,0,0,0
omlazený,0,0,0,0,0,0,1,0,0,0
znovu zapálit,0,1,0,1,1,1,1,0,1,0
relapsu,0,0,0,1,0,1,0,1,0,0
vztahovat,0,0,0,0,0,0,0,0,0,0
příbuzný,0,0,0,0,0,0,0,0,0,1
vztah,0,0,0,0,0,0,0,0,0,0
vztah,0,0,0,0,0,0,0,0,0,0
relativní,0,0,0,0,0,0,0,0,0,1
relativita,0,0,0,0,0,0,0,0,0,0
uvolňující,0,0,0,0,0,0,0,0,0,0
relaxace,0,0,0,0,0,0,1,0,0,0
uvolněný,0,0,0,0,0,0,0,0,0,0
relé,0,0,0,0,0,0,0,0,0,0
uvolnění,0,0,0,0,0,0,0,0,0,0
propuštěn,0,0,0,0,0,0,0,0,0,0
sestup,0,0,0,0,0,1,0,0,0,0
relevance,0,0,0,0,0,0,0,0,0,0
relevantní,0,0,0,0,0,0,1,0,0,1
spolehlivost,0,0,0,0,0,0,1,0,0,1
spolehlivý,0,0,0,0,0,0,1,0,0,1
důvěra,0,0,0,0,0,0,1,0,0,1
relikvie,0,0,0,0,0,0,0,0,0,0
relikvie,0,0,0,0,0,0,0,1,0,0
úleva,0,0,0,0,0,0,1,0,0,0
ulevující,0,0,0,0,0,0,1,0,0,0
náboženství,0,0,0,0,0,0,0,0,0,1
náboženský,0,0,0,0,0,0,0,0,0,0
vzdát se,0,0,0,0,0,1,0,0,0,0
záliba,0,0,0,0,0,0,0,0,0,0
neochota,0,0,0,0,0,0,0,0,0,0
neochotný,0,0,0,1,0,1,0,0,0,0
zbytek,0,0,0,0,0,0,0,0,0,0
zbývající,0,0,0,0,0,0,0,0,0,0
Zůstává,0,0,1,1,0,1,1,0,0,1
předělat,0,0,0,0,0,0,1,0,0,0
zadržet,1,0,0,0,0,1,0,0,0,0
Poznámka,0,0,0,0,0,0,0,0,0,0
pozoruhodný,0,0,0,0,1,0,1,0,1,1
pozoruhodně,0,0,0,0,0,0,1,0,0,0
nápravná,0,0,0,0,0,1,0,0,0,0
lék,0,1,0,0,1,0,1,0,0,1
zapamatovat si,0,0,0,0,0,0,0,0,0,0
vzpomínal,0,0,0,0,0,0,0,0,0,0
vzpomínání,0,0,0,0,0,0,0,0,0,0
vzpomínka,0,0,0,0,0,0,0,0,0,0
připomenout,0,0,0,0,0,0,0,0,0,0
připomínka,0,0,0,0,0,0,0,0,0,0
nedbalý,1,0,1,0,0,1,0,1,0,0
prominutí,0,0,0,0,0,0,1,0,0,0
prominout,0,0,0,0,0,0,0,0,0,0
převod,0,0,0,0,0,0,0,0,0,0
zbytek,0,0,0,0,0,0,0,0,0,0
přetvořit,0,0,0,0,0,0,1,0,0,0
lítost,0,0,0,0,0,1,0,1,0,0
dálkový,0,0,0,0,0,0,0,0,0,0
odlehlost,0,0,0,0,0,0,0,0,0,0
odstranění,0,0,0,0,0,1,0,0,0,0
odstranit,1,0,0,1,0,1,0,1,0,0
odměna,0,0,0,0,0,0,0,0,0,0
renesance,0,0,0,0,0,0,1,0,0,0
rencontre,0,0,0,0,0,1,0,0,0,0
roztrhnout,0,0,0,0,0,1,0,0,0,0
poskytnout,0,0,0,0,0,0,1,0,0,0
vykreslování,0,0,0,0,0,0,0,0,0,0
setkání,0,0,0,0,0,0,0,0,0,0
ztvárnění,0,0,0,0,0,0,0,0,0,0
odpadlík,1,0,0,0,0,1,0,0,0,0
obnova,0,0,0,0,0,0,1,0,0,0
zříci se,1,0,0,0,0,1,0,0,0,0
renovovat,0,1,0,0,0,0,1,0,0,0
zrekonstruovaný,0,0,0,0,0,0,0,0,0,0
renovace,0,1,0,0,1,0,1,0,0,0
proslulost,0,0,0,0,0,0,1,0,0,0
proslulý,0,0,0,0,0,0,1,0,0,0
pronajmout si,0,0,0,0,0,0,0,0,0,0
pronájem,0,0,0,0,0,0,0,0,0,0
nájemce,0,0,0,0,0,0,0,0,0,0
odřeknutí,0,0,0,0,0,1,0,0,0,0
reorganizace,0,0,0,0,0,0,0,0,0,0
reorganizovat,0,0,0,0,0,0,1,0,0,0
opravit,0,0,0,0,0,0,0,0,0,0
reparace,0,0,0,0,0,0,1,0,0,1
splatit,1,1,0,0,1,0,1,0,0,1
splácení,0,0,0,0,0,0,0,0,0,0
zrušení,0,0,0,0,0,0,0,0,0,0
opakovat,0,0,0,0,0,0,0,0,0,0
opakoval,0,0,0,0,0,0,0,0,0,0
opakovaně,0,0,0,0,0,0,0,0,0,0
opakovač,0,0,0,0,0,0,0,0,0,0
repelent,0,0,1,1,0,1,0,0,0,0
repelent,1,0,1,1,0,1,0,0,0,0
odpuzující,0,0,1,0,0,1,0,0,0,0
litovat,0,0,0,1,0,0,1,0,0,0
pokání,0,0,0,0,0,0,0,0,0,0
repertoár,0,0,0,0,0,0,0,0,0,0
repertoár,0,0,0,0,0,0,0,0,0,0
opakování,0,0,0,0,0,0,0,0,0,0
nahradit,0,0,0,0,0,0,0,0,0,0
"výměna, nahrazení",0,0,0,0,0,0,0,0,0,0
doplnit,0,0,0,0,0,0,1,0,0,0
naplněný,0,0,0,0,0,0,1,0,0,0
replikace,0,0,0,0,0,0,0,0,0,0
odpověď,0,0,0,0,0,0,0,0,0,0
zpráva,0,0,0,0,0,0,0,0,0,0
hlášeno,0,0,0,0,0,0,0,0,0,0
zpravodaj,0,0,0,0,0,0,1,0,0,1
odpočívat,0,0,0,0,0,0,1,0,0,0
přemístit,0,0,0,0,0,0,0,0,0,0
úložiště,0,0,0,0,0,0,0,0,0,0
zastoupení,0,0,0,0,0,0,0,0,0,0
zástupce,0,0,0,0,0,0,0,0,0,0
zastoupená,0,0,0,0,0,0,1,0,0,0
zastupující,0,1,0,0,0,0,0,0,0,0
potlačit,0,0,0,0,0,1,0,1,0,0
potlačené,0,0,0,0,0,0,0,0,0,0
represe,0,0,0,1,0,1,0,0,0,0
milost,0,0,0,0,0,0,0,0,0,0
důtka,1,0,0,0,0,1,0,0,0,0
dotisk,0,0,0,0,0,1,0,0,0,0
odveta,1,0,0,1,0,1,0,1,0,0
opakovat,0,0,0,0,0,0,0,0,0,0
vyčítat,1,0,1,0,0,1,0,1,0,0
reprodukovat,0,0,0,0,0,0,0,0,0,0
reprodukce,0,0,0,0,0,0,0,0,0,0
reprodukční,0,0,0,0,1,0,1,0,0,0
plaz,0,0,0,0,0,0,0,0,0,0
republika,0,0,0,0,0,1,0,0,0,0
republikán,0,0,0,0,0,0,0,0,0,0
odmítnutí,1,0,1,0,0,1,0,0,0,0
odpor,0,0,1,1,0,1,0,0,0,0
zpětný odkup,0,0,0,0,0,0,0,0,0,0
seriózní,0,0,0,0,0,0,1,0,0,1
pověst,0,0,0,0,0,0,0,0,0,0
pověst,0,0,0,0,0,0,0,0,0,0
žádost,0,0,0,0,0,0,0,0,0,0
zádušní mše,0,0,0,0,0,0,0,1,0,0
Požadované,0,0,0,0,0,0,0,0,0,0
požadavek,0,0,0,0,0,0,0,0,0,0
nutné,0,0,0,0,0,0,0,0,0,0
požadavek,0,0,0,0,0,0,0,0,0,0
zrušit,0,0,0,0,0,1,0,0,0,0
zrušení,0,0,0,0,0,1,0,0,0,0
zachránit,0,1,0,0,1,0,1,0,1,1
výzkum,0,0,0,0,0,0,0,0,0,0
resekce,0,0,0,1,0,0,0,0,0,0
podobnost,0,0,0,0,0,0,0,0,0,0
podobat se,0,0,0,0,0,0,0,0,0,0
podobající se,0,0,0,0,0,0,0,0,0,0
mrzet,1,0,0,0,0,1,0,0,0,0
rozmrzelý,1,0,0,0,0,1,0,0,0,0
odpor,1,0,1,0,0,1,0,1,0,0
rezervace,0,0,0,0,0,0,0,0,0,0
rezervovat,0,0,0,0,0,0,1,0,0,0
Rezervováno,0,0,0,0,0,0,0,0,0,0
rezervy,0,0,0,0,0,0,0,0,0,0
nádrž,0,0,0,0,0,0,0,0,0,0
bydlet,0,0,0,0,0,0,0,0,0,0
rezidence,0,0,0,0,0,0,0,0,0,0
rezidence,0,0,0,0,0,0,0,0,0,0
rezident,0,0,0,0,0,0,1,0,0,0
reziduální,0,0,0,0,0,0,0,0,0,0
zbytek,0,0,0,0,0,0,0,0,0,0
odstoupit,1,0,1,1,0,1,0,1,0,0
rezignace,0,0,0,0,0,1,0,1,1,0
rezignoval,0,0,0,0,0,1,0,1,0,0
odolnost,0,0,0,0,0,0,0,0,0,0
pružný,0,0,0,0,0,0,1,0,0,0
pryskyřice,0,0,0,0,0,0,0,0,0,0
odolat,0,0,0,0,0,1,0,0,0,0
odpor,1,0,0,0,0,1,0,0,0,0
odolný,0,0,0,1,0,1,0,0,0,0
vzdorující,1,0,0,1,0,1,0,1,0,0
odporový,0,0,0,0,0,0,1,0,0,0
rezolutní,0,0,0,0,0,0,0,0,0,0
rozhodně,0,0,0,0,0,0,1,0,0,0
rozlišení,0,0,0,0,0,0,0,0,0,0
odhodlání,0,0,0,0,0,0,0,0,0,0
vyřešeno,0,0,0,0,0,0,0,0,0,0
rezonance,0,0,0,0,0,0,0,0,0,0
rezonanční,0,0,0,0,0,0,0,0,0,0
rezonovat,0,0,0,0,0,0,0,0,0,0
rezonátor,0,0,0,0,0,0,0,0,0,0
letovisko,0,0,0,0,0,0,0,0,0,0
zvučný,0,0,0,0,0,0,0,0,0,0
zdroje,0,0,0,0,1,0,1,0,0,1
úcta,0,1,0,0,1,0,1,0,0,1
váženost,0,0,0,0,0,0,1,0,0,0
slušný,0,0,0,0,0,0,1,0,0,1
respektován,0,0,0,0,0,0,0,0,0,0
uctivý,0,0,0,0,0,0,1,0,0,1
respektování,0,0,0,0,0,0,1,0,0,0
příslušný,0,0,0,0,0,0,0,0,0,0
respektuje,0,0,0,0,0,0,1,0,0,1
dýchání,0,0,0,0,0,0,0,0,0,0
Respirátor,0,0,0,0,0,0,0,0,0,0
odklad,0,0,0,0,1,0,1,0,0,1
zářivý,0,0,0,0,1,0,1,0,0,0
reagovat,0,0,0,0,0,0,0,0,0,0
odpůrce,0,0,0,0,0,0,0,0,0,0
Odezva,0,0,0,0,0,0,0,0,0,0
odpovědnost,0,0,0,0,0,0,0,0,0,0
odpovědný,0,0,0,0,0,0,1,0,0,1
citlivý,0,1,0,0,0,0,1,0,0,1
odpočinek,0,0,0,0,0,0,1,0,0,0
restaurace,0,0,0,0,0,0,0,0,0,0
klidný,0,0,0,0,0,0,1,0,0,0
restituce,1,0,0,0,0,0,1,0,0,0
neklid,0,1,0,0,0,0,0,0,0,0
obnovení,0,0,0,0,0,0,0,0,0,0
obnovující,0,1,0,0,1,0,1,0,0,1
obnovena,0,0,0,0,0,0,0,0,0,0
restaurování,0,0,0,0,0,0,1,0,0,0
omezovat,1,0,0,1,0,1,0,0,0,0
umírněný,0,0,0,1,0,0,0,0,0,0
omezení,0,0,0,0,0,0,1,0,0,0
omezit,0,0,0,0,0,1,0,1,0,0
omezený,0,0,0,0,0,0,0,0,0,0
omezení,1,0,0,1,0,1,0,1,0,0
restriktivní,0,0,0,0,0,1,0,0,0,0
výsledek,0,1,0,0,0,0,0,0,0,0
výsledný,0,1,0,0,0,0,0,0,0,0
obnovení,0,0,0,0,0,0,1,0,0,0
vzkříšení,0,0,0,0,0,0,0,0,0,0
resuscitace,0,0,0,0,0,0,0,0,0,0
maloobchodní,0,0,0,0,0,0,0,0,0,0
maloobchodník,0,0,0,0,0,0,0,0,0,0
zachovat,0,0,0,0,0,0,0,0,0,1
zadržování,0,0,0,0,0,0,0,0,0,0
znovudobytí,0,0,0,0,0,0,0,0,0,0
odplatit,1,0,0,0,0,1,0,0,0,0
odplata,1,0,0,1,0,1,0,0,0,0
odvetný,1,0,0,0,0,1,0,0,0,0
zpomalit,0,0,1,1,0,1,0,1,0,0
zpoždění,0,0,0,0,0,1,0,0,0,0
retence,0,0,0,0,0,0,1,0,0,0
retenční,0,0,0,0,0,0,0,0,0,0
zdrženlivý,0,0,0,1,0,1,0,0,0,0
sítnice,0,0,0,0,0,0,0,0,0,0
v důchodu,0,0,0,0,0,0,0,0,0,0
odchod do důchodu,0,1,0,1,1,1,1,1,0,1
odchod do důchodu,0,0,0,0,0,0,0,0,0,0
převyprávěný,0,0,0,0,0,0,0,0,0,0
odpověď,0,0,0,0,0,1,0,0,0,0
retrace,0,0,0,0,0,0,0,0,0,0
zatáhnout,1,0,0,0,0,1,0,0,0,0
odvolání,0,0,0,0,0,1,0,0,0,0
omezení,0,0,0,1,0,1,0,0,0,0
odškodnění,1,0,0,1,0,1,0,1,0,0
vyhledávání,0,0,0,0,0,0,0,0,0,0
načíst,0,0,0,0,0,0,0,0,0,0
retriever,0,0,0,0,0,0,0,0,0,0
retroaktivní,0,0,0,0,0,0,0,0,0,0
retrográdní,0,0,0,0,0,1,0,0,0,0
zpětný pohled,0,0,0,0,0,0,0,0,0,0
retrospektivní,0,0,0,0,0,0,0,0,0,0
zpětně,0,0,0,0,0,0,0,0,0,0
vrátit se,0,0,0,0,0,0,0,0,0,0
shledání,0,1,0,0,0,0,1,0,0,1
odhalit,0,0,0,0,0,0,0,0,0,0
hýřit,0,0,0,0,1,0,1,0,0,0
zjevení,0,0,0,0,0,0,0,0,0,0
libuje si,0,0,0,0,1,0,1,0,0,0
pomsta,1,1,0,1,0,1,0,0,1,0
příjmy,0,0,0,0,0,0,0,0,0,0
dozvuk,0,0,0,0,0,0,0,0,0,0
ctít,0,1,0,0,1,0,1,0,0,1
