Hebrew Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
חַבָּלָה,1,0,1,1,0,1,0,1,1,0
שַׁלפּוּחִית,0,0,0,0,0,0,0,0,0,0
שַׂק,0,0,0,0,0,0,0,0,0,0
טֶקֶס נוֹצרִי,0,0,0,0,0,0,0,0,0,0
קָדוֹשׁ,0,0,0,0,0,0,0,0,0,0
קורבנות,0,0,1,1,0,1,0,1,0,0
אוּכָּף,0,0,0,0,0,0,0,0,0,0
למרבה הצער,0,0,0,0,0,1,0,1,0,0
עֶצֶב,0,0,0,0,0,1,0,1,0,1
בטוח,0,0,0,0,1,0,1,0,0,1
לְהַגֵן,0,0,0,0,0,0,1,0,0,1
שמירה,0,0,0,0,0,0,0,0,0,1
בְּטִיחוּת,0,0,0,0,0,0,0,0,0,0
זעפרן,0,0,0,0,0,0,0,0,0,0
לִשְׁקוֹעַ,0,0,0,1,0,1,0,0,0,0
סָגָה,0,0,0,0,0,0,0,0,0,0
מרווה,0,0,0,0,0,0,1,0,0,1
מפרש,0,0,0,0,0,0,0,0,0,0
שַׁיִט,0,0,0,0,0,0,0,0,0,0
מלח,0,0,0,0,0,0,0,0,0,0
קָדוֹשׁ,0,1,0,0,1,0,1,0,1,1
קָדוֹשׁ,0,1,0,0,1,0,1,0,1,1
סלט,0,0,0,0,0,0,0,0,0,0
סַלָמַנדְרָה,0,0,0,0,0,0,0,0,0,0
שכר,0,1,0,0,1,0,1,0,0,1
מְכִירָה,0,0,0,0,0,0,0,0,0,0
איש מכירות,0,0,0,0,0,0,0,0,0,0
בּוֹלֵט,0,0,0,0,0,0,1,0,0,0
מִלְחִית,0,0,0,0,0,0,0,0,0,0
רוֹק,0,1,0,0,0,0,0,0,0,0
סאלי,0,0,0,0,0,0,0,0,1,0
סָלוֹן,0,0,0,0,0,0,0,0,0,0
מִסְבָּאָה,1,0,0,0,0,0,0,0,0,0
מלח,0,0,0,0,0,0,0,0,0,0
מָלוּחַ,0,0,0,0,0,0,0,0,0,0
מוֹעִיל,0,0,0,0,1,0,1,0,0,1
דִברֵי בְּרָכָה,0,0,0,0,0,0,0,0,0,0
הַצדָעָה,0,0,0,0,1,0,1,0,0,0
לְהַצִיל,0,0,0,0,0,0,0,0,0,0
ישועה,0,1,0,0,1,0,1,0,0,1
מִשְׁחָה,0,0,0,0,0,0,1,0,0,0
סמבה,0,0,0,0,0,0,0,0,0,0
זֶהוּת,0,0,0,0,0,0,0,0,0,0
סמוראי,0,0,0,1,0,0,1,0,0,0
הַקדָשָׁה,0,0,0,0,1,0,1,0,0,1
מְקוּדָשׁ,0,0,0,0,0,0,0,0,0,0
לְקַדֵשׁ,0,1,0,0,1,0,1,1,1,1
סַנקצִיָה,0,0,0,0,0,0,0,0,0,0
הסנקציות,0,0,0,0,0,0,0,0,0,0
קְדוּשָׁה,0,0,0,0,0,0,0,0,0,0
מִקְלָט,0,1,0,0,1,0,1,0,0,1
חוֹל,0,0,0,0,0,0,0,0,0,0
סַנְדָל,0,0,0,0,0,0,0,0,0,0
מַשׁחֵז,0,0,0,0,0,0,0,0,0,0
חולות,0,0,0,0,0,0,0,0,0,0
חוֹלִי,0,0,0,0,0,0,0,0,0,0
שָׁפוּי בְּדַעתוֹ,0,0,0,0,0,0,0,0,0,0
אַדְמוֹנִי,0,0,0,0,0,0,1,0,0,0
תַבְרוּאָתִי,0,0,0,0,0,0,1,0,0,0
שְׁפִיוּת,0,0,0,0,0,0,0,0,0,0
sans,0,0,0,0,0,0,0,0,0,0
לְהַתִישׁ,0,0,0,0,0,1,0,1,0,0
סַפִּיר,0,0,0,0,0,0,0,0,0,0
שׁוֹטֶה,0,0,0,0,0,0,0,0,0,1
סרקזם,1,0,1,0,0,1,0,1,0,0
סרקומה,0,0,0,1,0,1,0,1,0,0
צִינִי,0,0,0,0,0,1,0,0,0,0
אַבנֵט,0,0,0,0,0,0,0,0,0,0
שְׂטָנִי,1,0,0,0,0,1,0,0,0,0
תַרמִיל,0,0,0,0,0,0,0,0,0,0
לְהַשְׂבִיעַ,0,0,0,0,0,0,0,0,0,0
לוויין,0,0,0,0,0,0,0,0,0,0
מֶשִׁי,0,0,0,0,0,0,1,0,0,0
סָאטִירָה,0,0,0,0,0,0,0,0,0,0
סאטירי,0,0,0,0,0,0,0,0,0,0
שביעות רצון,0,0,0,0,0,0,0,0,0,0
באופן משביע רצון,0,0,0,0,0,0,1,0,0,0
שבע רצון,0,0,0,0,1,0,1,0,0,0
לְהַרְווֹת,0,0,0,0,0,0,0,0,0,0
רָווּי,0,0,1,0,0,1,0,0,0,0
רִוּוּי,0,0,0,0,0,0,0,0,0,0
רוטב,0,0,0,0,0,0,0,0,0,0
סִיר,0,0,0,0,0,0,0,0,0,0
צַלַחַת,0,0,0,0,0,0,0,0,0,0
חָצוּף,0,0,0,0,0,0,0,0,0,0
כְּרוּב כָּבוּשׁ,0,0,0,0,0,0,0,0,0,0
סָאוּנָה,0,0,0,0,0,0,0,0,0,0
פרא אדם,1,0,0,1,0,1,0,0,0,0
פִּראוּת,1,0,0,1,0,1,0,0,0,0
סוואנה,0,0,0,0,0,0,0,0,0,0
לשמור,0,0,0,0,1,0,1,0,0,1
חִסָכוֹן,0,0,0,0,0,0,0,0,0,0
חיסכון,0,0,0,0,0,0,1,0,0,0
טַעַם,0,1,1,0,1,0,1,1,0,1
מְתוּבָּל,0,0,0,0,0,0,1,0,0,0
הֲבָנָה,0,0,0,0,0,0,1,0,0,0
נְסוֹרֶת,0,0,0,0,0,0,0,0,0,0
סקסון,0,0,0,0,0,0,0,0,0,0
סַקסוֹפוֹן,0,0,0,0,0,0,0,0,0,0
גֶלֶד,0,0,0,0,0,1,0,0,0,0
נְדָן,0,0,0,0,0,0,0,0,0,0
גַרדוֹם,0,0,0,1,0,1,0,0,0,0
פיגומים,0,0,0,0,0,0,0,0,0,0
סוּלָם,0,0,0,0,0,0,0,0,0,0
מאזניים,0,0,0,0,0,0,0,0,0,0
צדפה,0,0,0,0,0,0,0,0,0,0
קַרקֶפֶת,0,0,0,0,0,0,0,0,0,0
אזמל,0,0,0,1,0,1,0,0,0,0
קַשׂקַשִׂי,0,0,0,0,0,1,0,0,0,0
לִסְרוֹק,0,0,0,0,0,0,0,0,0,0
סקנדל,0,0,0,1,0,1,0,0,0,0
שערורייתי,1,0,0,0,0,1,0,0,0,0
מוּעָט,0,0,0,0,0,1,0,0,0,0
scape,0,0,0,0,0,0,0,0,0,0
שָׂעִיר לַעֲזָאזֵל,1,0,0,1,0,1,0,0,0,0
צַלֶקֶת,1,0,1,1,0,1,0,1,0,0
חִפּוּשִׁית פַּרעֹה,0,0,0,0,0,0,0,0,0,0
נָדִיר,0,0,0,1,0,1,0,1,0,0
כִּמעַט שֶׁלֹא,0,0,0,0,0,1,0,1,0,0
מַחְסוֹר,1,0,0,1,0,1,0,1,0,0
לְהַפחִיד,1,1,0,1,0,1,0,0,1,0
דַחלִיל,0,0,0,1,0,1,1,0,0,0
צָעִיף,0,0,0,0,0,0,0,0,0,0
שני,0,0,0,0,0,0,0,0,0,0
לְפַזֵר,0,0,0,0,0,0,0,0,0,0
מְפוּזָר,0,0,0,0,0,0,0,0,0,0
פִּזוּר,0,0,0,0,0,0,0,0,0,0
זַבָּל,0,0,0,0,0,1,0,0,0,0
סְצֵינָה,0,0,0,0,0,0,0,0,0,0
נוף,0,0,0,0,0,0,0,0,0,0
נוֹפִי,0,0,0,0,0,0,0,0,0,0
רֵיחַ,0,0,0,0,0,0,0,0,0,0
סקֶפְּטִי,0,0,0,0,0,0,0,0,0,1
סַפקָנוּת,0,0,0,0,0,0,0,0,0,0
סכמטי,0,0,0,0,0,0,0,0,0,0
תָכְנִית,0,0,0,0,0,1,0,0,0,0
קֶרַע,1,0,0,0,0,1,0,0,0,0
סכִיזוֹפרֶנִיָה,1,0,1,1,0,1,0,1,0,0
מְלוּמָד,0,0,0,0,0,0,1,0,0,0
מְלוּמָד,0,0,0,0,0,0,0,0,0,0
מילגה,0,0,0,0,1,0,1,0,0,0
בית ספר,0,0,0,0,0,0,0,0,0,1
תלמיד,0,0,0,0,0,0,0,0,0,0
הַשׂכָּלָה,0,0,0,0,0,0,0,0,0,0
מוֹרֶה,0,0,0,0,0,0,0,0,0,0
מִפרָשִׂית,0,0,0,0,0,0,0,0,0,0
נָשִׁית,0,0,0,0,0,1,0,0,0,0
מַדָע,0,0,0,0,0,0,0,0,0,0
מַדָעִי,0,0,0,0,0,0,1,0,0,1
מַדְעָן,0,1,0,0,0,0,1,0,0,1
שְׁבִיב,0,0,0,0,0,0,1,0,0,0
נצנוץ,0,0,0,0,0,0,0,0,0,0
מנצנץ,0,0,0,0,0,0,0,0,0,0
חוֹטֶר,0,0,0,0,0,0,0,0,0,0
מספריים,0,0,0,0,0,0,0,0,0,0
לְלַגלֵג,1,0,1,0,0,1,0,0,0,0
לִנְזוֹף,1,0,1,1,0,1,0,1,0,0
נזיפה,1,0,0,0,0,1,0,0,0,0
סְקוּפּ,0,0,0,0,0,0,0,0,0,0
תְחוּם,0,0,0,0,0,0,0,0,0,0
הִבהוּב,1,0,0,0,0,1,0,0,0,0
ציון,0,1,0,0,1,0,1,0,1,0
ציונים,0,0,0,0,0,0,0,0,0,0
לַעַג,1,0,0,0,0,1,0,0,0,0
עַקרָב,1,0,1,1,0,1,0,0,1,0
סקוֹטשׁ,0,0,0,0,0,1,0,0,0,0
נָבָל,1,0,1,1,0,1,0,0,0,1
לִסְרוֹק,0,0,0,0,0,0,0,0,0,0
שׁוֹט,1,0,0,1,0,1,0,1,0,0
לְגַשֵׁשׁ,0,0,0,0,0,0,0,0,0,0
שבץ נא,0,0,0,0,0,0,0,0,0,0
לִטרוֹף,0,0,0,0,0,0,0,0,0,0
לטרוף,0,0,0,0,0,1,0,0,0,0
לְגַרֵד,0,0,0,0,0,0,0,0,0,0
סקרופי,1,0,0,1,0,1,0,1,0,0
גְרִידָה,0,0,0,0,0,0,0,0,0,0
שריטה,0,0,0,0,0,0,0,0,0,0
לִצְרוֹחַ,1,0,1,1,0,1,0,0,1,0
צורח,1,0,1,1,0,1,0,0,0,0
לִצווֹחַ,0,0,0,1,0,1,0,0,1,0
מָסָך,0,0,0,0,0,0,0,0,0,0
מברג,0,0,0,0,0,0,0,0,0,0
דָפוּק,1,0,0,0,0,1,0,0,0,0
לשרבט,0,0,0,0,0,0,0,0,0,0
סוֹפֵר,0,0,0,0,0,0,1,0,0,0
תִגרָה,0,0,0,0,0,1,0,0,1,0
תסריט,0,0,0,0,0,0,0,0,0,0
תַסרִיט,0,0,0,0,0,0,1,0,0,0
מִקרָאִי,0,0,0,0,0,0,0,0,0,0
כִּתבֵי הַקוֹדֶשׁ,0,0,0,0,0,0,0,0,0,1
גְלִילָה,0,0,0,0,0,0,0,0,0,0
לְשַׁפשֵׁף,0,0,1,0,0,1,0,0,0,0
טעים,0,0,0,0,0,0,1,0,0,0
מוּקפָּד,0,0,0,0,0,0,0,0,0,0
לִבחוֹן,0,1,0,0,0,1,0,0,0,0
בְּדִיקָה,0,0,0,0,0,1,0,0,0,0
פַּסָל,0,0,0,0,0,0,0,0,0,0
פֶּסֶל,0,0,0,0,0,0,1,0,0,0
מְפוּסָל,0,0,0,0,0,0,0,0,0,0
חֶלאַת אָדָם,0,0,1,0,0,1,0,0,0,0
יָם,0,0,0,0,0,0,1,0,0,0
חוֹף הַיָם,0,0,0,0,0,0,0,0,0,0
חותם,0,0,0,0,0,0,1,0,0,1
כלבי ים,0,0,0,0,0,0,0,0,0,1
תֶפֶר,0,0,0,0,0,0,0,0,0,0
יַמַאי,0,0,0,0,0,0,0,0,0,0
בצורה חלקה,0,0,0,0,0,0,0,0,0,0
תוֹפֶרֶת,0,0,0,0,0,0,0,0,0,0
נָמָל,0,0,0,0,0,0,0,0,0,0
לִצְרוֹב,0,0,0,0,0,1,0,0,0,0
לחפש,0,0,0,0,0,0,0,0,0,0
מחפש,0,0,0,0,0,0,0,0,0,0
צרוב,0,0,0,0,0,0,0,0,0,0
חוף ים,0,0,0,0,0,0,0,0,0,0
עונה,0,0,0,0,0,0,0,0,0,0
מְתוּבָּל,0,0,0,0,0,0,1,0,0,0
תבלין,0,0,0,0,0,0,0,0,0,0
מושב,0,0,0,0,0,0,0,0,0,0
פְּרִישָׁה,0,0,0,0,0,1,0,0,0,0
מְבוּדָד,0,0,0,0,0,1,0,1,0,0
מבודד,0,0,0,1,0,1,1,0,0,0
מִשׁנִי,0,0,0,0,0,0,0,0,0,0
יד שניה,0,0,0,0,0,1,0,0,0,0
סוֹדִיוּת,0,0,0,0,0,0,0,0,1,1
סוֹד,0,0,0,0,0,0,0,0,0,1
מַזכִּירוּת,0,0,0,0,0,0,1,0,0,0
מזכיר,0,0,0,0,0,0,0,0,0,0
לְהַפְרִישׁ,0,0,1,0,0,0,0,0,0,0
הַפרָשָׁה,0,0,1,0,0,1,0,0,0,0
סודי,0,0,0,0,0,1,0,0,0,0
בְּסֵתֶר,0,0,0,0,0,0,0,0,0,0
כַּת,0,0,0,0,0,0,0,0,0,0
כַּת,1,0,0,1,0,1,0,0,0,0
חתך,0,0,0,0,0,0,0,0,0,0
מִגזָר,0,0,0,0,0,0,0,0,0,0
חילוני,0,1,0,0,0,0,0,0,0,0
חילוניות,0,0,0,0,0,0,0,0,0,0
ניירות ערך,0,0,0,0,0,0,0,0,0,1
בִּטָחוֹן,0,0,0,0,0,0,0,0,0,0
מְכוֹנִית נוֹסעִים,0,0,0,0,0,0,0,0,0,0
שָׁקֵט וּרָגוּעַ,0,0,0,0,0,0,0,0,0,0
מַרגִיעַ,0,0,0,0,0,0,0,0,0,0
כָּרוּך בִּישִׁיבָה,0,0,0,0,0,0,0,0,0,0
זרע,0,0,0,0,0,0,0,0,0,0
מִשׁקָע,0,0,0,0,0,0,0,0,0,0
מִשׁקָעִי,0,0,0,0,0,0,0,0,0,0
הֲסָתָה,1,0,0,0,0,1,0,1,0,0
לְפָתוֹת,0,0,0,0,0,1,0,0,0,0
מפתה,0,0,0,0,0,0,0,0,0,0
הֲסָתָה,0,0,0,0,0,1,0,0,0,0
מְפַתֶה,0,1,0,0,0,0,0,0,0,0
זֶרַע,0,0,0,0,0,0,0,0,0,0
שְׁתִיל,0,0,0,0,0,0,0,0,0,0
לְחַפֵּשׂ,0,1,0,0,0,0,0,0,0,0
שוחר,0,0,0,0,0,0,0,0,0,0
לִכאוֹרָה,0,0,0,0,0,0,0,0,0,0
חוֹזֶה,0,0,0,0,0,0,0,0,0,0
מְפַעֲפֵּעַ,0,0,0,0,0,0,0,0,0,0
מִגזָר,0,0,0,0,0,0,0,0,0,0
לְבוּדֵד,1,0,1,0,0,1,0,1,0,0
מְנוּזָר,0,0,0,0,0,1,0,0,0,0
הַפרָדָה,0,0,0,0,0,0,0,0,0,0
לִתְפּוֹס,0,0,0,1,0,1,0,0,0,0
תְפִיסָה,0,0,0,1,0,0,0,0,0,0
לעתים רחוקות,0,0,0,0,0,0,0,0,0,0
בחר,0,0,0,0,0,0,0,0,0,0
בְּחִירָה,0,0,0,0,0,0,0,0,0,0
אָנוֹכִי,1,0,1,0,0,1,0,0,0,0
אָנוֹכִיוּת,0,0,0,0,0,1,0,0,0,0
מכירה,0,0,0,0,0,0,0,0,0,0
מוֹכֵר,0,0,0,0,0,0,0,0,0,0
סֵמָפוֹר,0,0,0,0,0,0,0,0,0,0
מַראִית עַיִן,0,0,0,0,0,0,0,0,0,0
זֶרַע,0,0,0,0,0,0,0,0,0,0
נְקוּדָה וּפְסִיק,0,0,0,0,0,0,0,0,0,0
רב - השפעה,0,0,0,0,0,0,0,0,0,0
סֵמִינָר,0,0,0,0,0,0,0,0,0,0
סֵמִינָר,0,0,0,0,0,0,0,0,0,0
סמיוטיקה,0,0,0,0,0,0,0,0,0,0
סֵנָט,0,0,0,0,0,0,0,0,0,1
סֵנָטוֹר,0,0,0,0,0,0,0,0,0,0
לִשְׁלוֹחַ,0,0,0,0,0,0,0,0,0,0
הְזדַקְנוּת,0,0,0,0,0,0,0,0,0,0
סֵנִילִי,0,0,0,1,0,1,0,1,0,0
בָּכִיר,0,0,0,0,0,0,0,0,0,0
וֶתֶק,0,0,0,0,0,0,1,0,0,1
תְחוּשָׁה,0,0,0,0,0,0,0,0,0,0
סֶנסַצִיוֹנִי,0,0,0,0,1,0,1,0,0,0
לָחוּשׁ,0,0,0,0,0,0,1,0,0,0
חֲסַר טַעַם,1,0,1,1,0,1,0,1,1,0
חושים,0,0,0,0,0,0,0,0,0,0
רְגִישׁוּת,0,0,0,0,0,0,1,0,0,0
בצורה הגיונית,0,0,0,0,0,0,1,0,0,0
רָגִישׁ,0,0,0,0,0,0,0,0,0,0
חוּשִׁי,0,0,0,0,0,0,0,0,0,0
חוּשָׁנִי,0,1,0,0,1,1,1,0,1,1
חוּשָׁנִיוּת,0,1,0,0,1,0,1,0,0,0
חוּשִׁי,0,0,0,0,1,0,1,0,0,0
משפט,1,1,1,1,0,1,0,1,0,0
רגיש,0,0,0,0,0,0,0,0,0,0
רֶגֶשׁ,0,0,0,0,0,0,0,0,0,0
סֵנטִימֵנטָלִי,0,0,0,0,0,0,1,0,0,0
רַגשָׁנוּת,0,0,0,0,0,0,1,0,0,0
זָקִיף,0,0,0,0,0,0,1,0,0,1
זָקִיף,0,0,0,0,0,0,0,0,0,1
נָתִיק,0,0,0,0,0,0,0,0,0,0
נפרד,0,0,0,0,0,0,0,0,0,0
לְחוּד,0,0,0,0,0,0,0,0,0,0
הַפרָדָה,0,0,0,0,0,0,0,0,0,0
בַּדְלָנִי,1,0,1,0,0,1,0,0,0,0
חוּם כֵּהֶה,0,0,0,0,0,0,0,0,0,0
אֶלַח הַדָם,0,0,0,1,0,1,0,1,0,0
ספטמבר,0,0,0,0,0,0,0,0,0,0
רָקוּב,0,0,1,0,0,1,0,0,0,0
מְחִצָה,0,0,0,0,0,0,0,0,0,0
סרט המשך,0,1,0,0,0,0,0,0,0,0
סדר פעולות,0,0,0,0,0,0,0,0,0,0
עוקב,0,0,0,0,0,0,0,0,0,0
מוּחרָם,0,0,0,0,0,0,0,0,0,0
הַפקָעָה,0,0,0,0,0,1,0,1,0,0
רָגוּעַ,0,0,0,0,0,1,0,0,0,1
רוֹגַע,0,1,0,0,1,0,1,0,0,1
סמל,0,0,0,0,0,0,0,0,0,0
סידורי,0,1,0,0,0,0,0,0,0,0
סִדרָה,0,0,0,0,0,0,0,0,0,1
תָג,0,0,0,0,0,0,0,0,0,0
רְצִינוּת,0,0,0,1,0,0,0,1,0,0
דְרָשָׁה,0,0,0,0,0,0,1,0,0,1
נָחָשׁ,0,0,1,1,0,1,0,0,0,0
מִתפַּתֵל,0,0,0,0,0,0,0,0,0,0
מְשׁוּנָן,0,0,0,0,0,0,0,0,0,0
נַסיוֹב,0,0,0,0,0,0,1,0,0,0
מְשָׁרֵת,0,0,0,0,0,1,0,0,0,1
לְשָׁרֵת,0,0,0,0,0,1,0,0,0,1
שֵׁרוּת,0,0,0,0,0,0,0,0,0,0
שָׁמִישׁ,0,0,0,0,0,0,0,0,0,0
מִתרַפֵּס,0,0,1,1,0,1,0,1,0,0
עַבדוּת,0,0,0,0,0,1,0,0,0,0
סס,0,0,0,0,0,0,0,0,0,0
מוֹשָׁב,0,0,0,0,0,0,0,0,0,0
הפעלות,0,0,0,0,0,0,0,0,0,0
מַעֲרֶכֶת,0,0,0,0,0,0,0,0,0,0
נְסִיגָה,0,0,0,0,0,1,0,1,0,0
set,0,0,0,0,0,0,0,0,0,0
קובע,0,0,0,0,0,0,0,0,0,0
לִשְׁקוֹעַ,0,0,0,0,0,0,0,0,0,0
מְיוּשָׁב,0,0,0,0,0,0,0,0,0,0
מִתנַחֵל,0,0,0,0,0,0,0,0,0,0
מתנחל,0,0,0,1,0,0,1,0,0,0
שְׁבִיעִית,0,0,0,0,0,0,0,0,0,0
שִׁבעִים,0,0,0,0,0,0,0,0,0,0
לְנַתֵק,0,0,0,0,0,1,0,0,0,0
ניתן להפרדה,0,0,0,0,0,0,0,0,0,0
לחוד,0,0,0,0,0,0,0,0,0,0
ניתוק,0,0,0,0,0,0,0,1,0,0
בצורה חמורה,0,0,0,0,0,0,0,0,0,0
חוּמרָה,0,0,0,0,0,0,0,0,0,0
לִתְפוֹר,0,0,0,0,0,0,0,0,0,0
שְׁפָכִים,0,0,1,0,0,1,0,0,0,0
בִּיב,0,0,1,0,0,0,0,0,0,0
בִּיוּב,0,0,1,0,0,1,0,0,0,0
מִין,0,1,0,0,1,0,1,0,0,1
מִינִיוּת,0,0,0,0,0,0,0,0,0,0
סֶקסִי,0,0,0,0,0,0,0,0,0,0
עָלוּב,0,0,1,0,0,1,0,0,0,0
צְרִיף,0,0,1,0,0,1,0,1,0,0
לִכבּוֹל,1,1,1,1,0,1,0,1,0,0
צֵל,0,0,0,0,0,0,0,0,0,0
מִשְׁקפֵי שֶׁמֶשׁ,0,0,0,0,0,0,0,0,0,0
הצללה,0,0,0,0,0,0,0,0,0,0
צֵל,0,0,0,0,0,0,0,0,0,0
צְלָלִי,0,0,0,0,0,0,0,0,0,0
מוצל,0,0,0,1,0,1,0,0,0,0
פיר,0,0,0,0,0,0,0,0,0,0
שאג,0,0,0,0,0,0,0,0,0,0
שָׂעִיר,0,0,0,0,0,0,0,0,0,0
לְנַעֵר,0,0,0,0,0,0,0,0,0,0
מְזוּעזָע,0,0,0,0,0,0,0,0,0,0
רְעִידָה,0,0,0,1,0,1,0,0,0,0
רָעוּעַ,1,1,0,1,0,1,0,0,0,0
בְּלוֹף,1,0,1,0,0,1,0,0,0,0
שמאן,0,0,0,0,0,0,0,0,0,0
בָּלָגָן,0,0,0,0,0,1,0,0,0,0
בושה,0,0,1,1,0,1,0,1,0,0
מֵבִּישׁ,0,0,0,0,0,1,0,1,0,0
חסרי בושה,0,0,1,0,0,1,0,0,0,0
שנחאי,0,0,1,1,0,1,0,0,0,0
שוק,0,0,0,1,0,0,0,0,0,0
בִּקתָה,0,0,0,0,0,0,0,0,0,0
צוּרָה,0,0,0,0,0,0,1,0,0,0
חָטוּב,0,0,0,0,0,0,1,0,0,0
לַחֲלוֹק,0,1,0,0,1,0,1,0,0,1
בעל מניות,0,0,0,0,0,0,0,0,0,0
כריש,0,0,0,0,0,1,0,0,0,0
לְחַדֵד,1,1,0,0,0,0,0,0,0,0
מוּשׁחָז,0,0,0,0,0,0,0,0,0,0
מחדד,0,0,0,0,0,0,0,0,0,0
חַדוּת,0,0,0,0,0,0,0,0,0,0
לְנַפֵּץ,1,0,0,1,0,1,0,1,1,0
התנפץ,0,0,0,0,0,1,0,1,0,0
לְגַלֵחַ,0,0,0,0,0,0,0,0,0,0
גילוח,0,0,0,0,0,0,0,0,0,0
צָעִיף,0,0,0,0,0,0,0,0,0,0
אֲלוּמָה,0,0,0,0,0,0,0,0,0,0
לִגזוֹז,0,0,0,0,0,0,0,0,0,0
מזמרה,0,0,0,0,0,0,0,0,0,0
נְדָן,0,0,0,0,0,0,0,0,0,0
נדן,0,0,0,0,0,0,0,0,0,0
לִשְׁפּוֹך,0,0,0,0,0,1,0,0,0,0
בָּרָק,0,0,0,0,0,0,0,0,0,0
כבשים,0,0,0,0,0,0,0,0,0,0
טָהוֹר,0,0,0,0,0,0,0,0,0,0
דַף,0,0,0,0,0,0,0,0,0,0
מַדָף,0,0,0,0,0,0,0,0,0,0
צדף,1,0,0,1,0,1,0,1,1,0
רכיכות,0,0,0,0,0,0,0,0,0,0
מקלט,0,0,0,0,0,0,1,0,0,1
מדפים,0,0,0,0,0,1,0,0,0,0
רועה,0,0,0,0,0,0,1,0,0,1
שֶׁרִיף,0,0,0,0,0,0,0,0,0,1
דובדבן,0,0,0,0,0,0,0,0,0,0
מָגֵן,0,0,0,0,0,0,0,0,0,0
מִשׁמֶרֶת,0,0,0,0,0,0,0,0,0,0
הסטה,0,0,0,0,0,0,0,0,0,0
שִׁילִינג,0,0,0,0,0,0,0,0,0,0
נִצנוּץ,0,0,0,0,0,0,0,0,0,0
שׁוּקָה,0,0,0,0,0,0,0,0,0,0
זוהר,0,0,0,0,0,0,1,0,0,0
חַלוּק,0,0,0,0,0,0,0,0,0,0
קוֹרֵן,0,1,0,0,1,0,1,0,0,0
מַברִיק,0,0,0,0,0,0,0,0,0,0
ספינה,0,1,0,0,0,0,0,0,0,0
מִשׁלוֹחַ,0,0,0,0,0,0,0,0,0,0
משלוח,0,0,0,0,0,0,0,0,0,0
לְנַפֵּץ,0,0,0,1,0,1,0,1,0,0
הפלך,0,0,0,0,0,0,0,0,0,0
חוּלצָה,0,0,0,0,0,0,0,0,0,0
לְחַרְבֵּן,1,0,1,0,0,1,0,0,0,0
לִרְעוֹד,1,1,0,1,0,1,0,1,0,0
רועד,0,0,0,0,0,0,0,0,0,0
להקות,0,0,0,0,0,0,0,0,0,0
הֶלֶם,1,0,0,1,0,1,0,0,1,0
באופן מזעזע,0,0,0,0,0,0,0,0,1,0
זוֹל,1,0,1,0,0,1,0,0,0,0
נַעַל,0,0,0,0,0,0,0,0,0,0
סַנדְלָר,0,0,0,0,0,0,0,0,0,0
לירות,1,0,0,1,0,1,0,0,0,0
יוֹרֶה,0,0,0,1,0,0,0,0,0,0
צילומים,1,0,0,1,0,1,0,0,0,0
לִקְנוֹת,0,0,0,0,0,0,0,0,0,0
מוכר בחנות,0,0,0,0,0,0,0,0,0,1
גְנֵבָה מִחֲנוּיוֹת,1,0,1,0,0,1,0,0,0,0
קניות,0,1,0,0,1,0,1,0,1,1
חוף,0,0,0,0,0,0,0,0,0,0
גָזוּז,0,0,0,0,0,0,0,0,0,0
קצר,0,0,0,0,0,0,0,0,0,0
מחסור,1,0,0,1,0,1,0,1,0,0
חִסָרוֹן,0,0,0,0,0,1,0,0,0,0
לְקַצֵר,0,0,0,0,0,0,0,0,0,0
הִתקַצְרוּת,0,0,0,0,0,0,0,0,0,0
קַצרָנוּת,0,0,0,0,0,0,0,0,0,0
בְּקָרוּב,0,1,0,0,0,0,0,0,0,0
קוֹצֶר,0,0,0,0,0,0,0,0,0,0
מִכְנָסַיִים קְצָרִים,0,0,0,0,0,0,0,0,0,0
בְּעִיטָה,1,0,0,1,0,1,0,1,1,0
רוֹבֵה צַיִד,0,0,0,0,0,0,0,0,0,0
כָּתֵף,0,0,0,0,0,0,1,0,0,1
צעקה,1,0,0,0,0,0,0,0,1,0
דְחִיפָה,1,0,0,0,0,1,0,0,0,0
את חפירה,0,0,0,0,0,0,0,0,0,0
חפירה,0,0,0,0,0,0,0,0,0,0
הופעה,0,0,0,0,0,0,0,0,0,1
מִקלַחַת,0,0,0,0,0,0,0,0,0,0
מראה,0,0,0,0,0,0,0,0,0,0
צַעֲקָנִי,0,0,0,0,0,1,0,0,0,0
רְסִיסִים,0,0,0,1,0,0,0,0,0,0
שמץ,0,0,0,0,0,0,0,0,0,0
מְמוּלָח,0,0,0,0,0,0,1,0,0,0
לִצְרוֹחַ,1,0,0,1,0,1,0,1,1,0
צַרחָנִי,1,0,0,1,0,1,0,0,1,0
שרימפ,0,0,0,0,0,0,0,0,0,0
מקדש,0,0,0,0,0,0,0,0,0,0
לצמק,0,0,0,1,0,1,0,1,0,0
הִתכַּוְצוּת,0,0,0,0,0,0,0,0,0,0
תַכרִיך,0,0,0,0,0,0,0,1,0,0
שִׂיחַ,0,0,0,0,0,0,0,0,0,0
שִׂיחִים,0,0,0,0,0,0,0,0,0,0
למשוך בכתף,0,0,0,0,0,0,0,0,0,0
התכווץ,0,0,0,0,0,1,0,0,0,0
רַעַד,0,0,0,1,0,1,0,0,0,0
לְעַרְבֵּב,0,0,0,0,0,0,0,0,0,0
