Georgian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
მზიანი,0,1,0,0,1,0,1,0,1,0
მზის ამოსვლა,0,0,0,0,0,0,0,0,0,0
ჩასვლა,0,1,0,0,0,0,1,0,0,0
მზის შუქი,0,0,0,0,1,0,1,0,0,0
პენსია,0,0,0,0,0,0,0,0,0,0
შესანიშნავი,0,0,0,0,0,0,1,0,0,0
ზედაპირული,0,0,0,0,0,1,0,0,0,0
ზედმეტი,0,0,0,0,0,1,0,0,0,0
ზეადამიანური,0,0,0,0,0,0,1,0,0,0
ზედდადგმული,0,0,0,0,0,0,0,0,0,0
ზედამხედველი,0,0,0,0,0,0,0,0,0,0
უმაღლესი,0,0,0,0,0,0,1,0,0,0
უპირატესობა,0,0,0,0,0,0,1,0,0,0
უზენაესი,0,0,0,0,0,0,0,0,0,0
სუპერმენი,0,0,0,0,1,0,1,0,0,1
სუპერმარკეტი,0,0,0,0,0,0,0,0,0,0
სუპერნატანტი,0,0,0,0,0,0,0,0,0,0
ზებუნებრივი,0,0,0,0,0,0,0,0,0,0
სუპერპოზიცია,0,0,0,0,0,0,0,0,0,0
ანაცვლებს,0,0,0,0,0,0,0,0,0,0
სუპერვარსკვლავი,0,0,0,0,1,0,1,0,0,1
ცრურწმენა,0,0,0,1,0,1,1,0,0,0
ცრუმორწმუნე,0,1,0,1,0,1,0,0,0,0
ზედამხედველობა,0,0,0,0,0,0,0,0,0,0
ზედამხედველობა,0,0,0,0,0,0,0,0,0,0
ზედამხედველი,0,0,0,0,0,0,0,0,0,0
ვახშამი,0,0,0,0,0,0,0,0,0,0
ჩანაცვლება,0,0,0,0,0,0,0,0,0,0
ელასტიური,0,0,0,0,0,0,0,0,0,0
დანამატი,0,0,0,0,0,0,0,0,0,0
დამატებითი,0,0,0,0,0,0,0,0,0,0
დამატებითი,0,0,0,0,0,0,0,0,0,0
ვედრება,0,0,0,0,0,0,1,0,0,1
მარაგები,0,0,0,0,0,0,1,0,0,0
მიწოდება,0,0,0,0,0,0,1,0,0,0
მხარი დაუჭირა,0,0,0,0,0,0,1,0,0,0
მხარდამჭერი,0,0,0,0,1,0,1,0,0,1
მხარდამჭერები,0,0,0,0,0,0,0,0,0,0
მხარდამჭერი,0,0,0,0,0,0,1,0,0,1
დავუშვათ,0,0,0,0,0,0,0,0,0,0
ვარაუდით,0,0,0,0,0,0,0,0,0,0
ვარაუდი,0,0,0,0,0,0,0,0,0,0
ჩაახშო,1,0,0,1,0,1,0,1,0,0
ჩახშობა,1,0,1,1,0,1,0,0,0,0
უზენაესობა,1,1,0,1,1,1,1,0,1,1
უზენაესი,0,0,0,0,0,0,1,0,0,0
უზენაესად,0,0,0,0,0,0,1,0,0,0
დამატებითი გადასახადი,1,0,0,0,0,1,0,0,0,0
თავდებობა,0,0,0,0,0,0,1,0,0,1
სერფინგი,0,0,0,0,0,0,0,0,0,0
ზედაპირი,0,0,0,0,0,0,0,0,0,0
ტალღა,0,0,0,0,0,0,0,0,1,0
ქირურგი,0,0,0,0,0,0,0,0,0,0
ოპერაცია,0,0,0,1,0,0,0,1,0,0
საზიზღარი,1,0,1,0,0,1,0,0,0,0
ვარაუდი,0,0,0,0,0,0,1,0,0,0
გვარი,0,0,0,0,0,0,0,0,0,0
აღემატება,0,0,0,0,0,0,1,0,0,0
ჭარბი,0,0,0,0,0,0,0,0,0,0
გაოცება,0,0,0,1,1,0,1,0,1,0
გაკვირვებული,0,0,0,0,0,0,0,0,1,0
გასაკვირი,0,0,0,0,0,0,0,0,1,0
საოცრად,0,1,0,0,0,0,0,0,1,0
დანებება,0,0,0,1,0,1,0,1,0,0
დანებება,0,0,0,0,0,1,0,1,0,0
სუროგატი,0,0,0,0,0,0,0,0,0,1
გარშემორტყმული,0,1,0,0,0,1,1,0,0,0
მიმდებარე,0,0,0,0,0,0,0,0,0,0
შემოგარენი,0,0,0,0,0,0,0,0,0,0
მეთვალყურეობა,0,0,0,1,0,0,0,0,0,0
გამოკითხვა,0,0,0,0,0,0,0,0,0,0
გამოკითხვა,0,0,0,0,0,0,1,0,0,0
ამზომველი,0,0,0,0,0,0,0,0,0,0
გადარჩენა,0,0,0,0,0,0,0,0,0,0
გადარჩება,0,0,0,0,0,0,1,0,0,0
გადარჩენილი,0,0,0,0,0,0,0,0,0,0
მგრძნობელობა,0,0,0,0,0,0,0,0,0,0
მგრძნობიარე,0,0,0,0,0,1,0,0,0,0
ეჭვმიტანილი,0,0,0,1,0,1,0,0,0,0
ეჭვმიტანილი,0,0,0,0,0,0,0,0,0,0
შეაჩეროს,0,0,0,0,0,0,0,0,0,0
შეჩერებული,0,0,0,0,0,0,0,0,0,0
საკიდრები,0,0,0,0,0,0,0,0,0,0
შეჩერება,0,1,0,1,0,0,0,0,1,0
შეჩერება,0,0,0,1,0,1,0,0,0,0
ეჭვი,0,0,0,1,0,1,0,0,0,0
ეჭვები,0,0,0,0,0,0,0,0,0,0
საეჭვო,1,1,0,0,0,1,0,0,0,0
შენარჩუნებული,0,0,0,0,0,0,0,0,0,0
სარჩო,0,0,0,0,0,0,0,0,0,0
ნაკერი,0,0,0,0,0,0,0,0,0,0
ტამპონი,0,0,0,0,0,1,0,0,0,0
სვაგი,0,0,0,0,0,0,0,0,0,0
თაღლითობა,0,0,0,0,0,0,0,0,0,0
მერცხალი,0,0,0,0,0,0,0,0,0,0
ჭაობი,0,0,1,1,0,1,0,0,0,0
დაჭაობებული,0,0,0,0,0,0,0,0,0,0
ჭაობიანი,0,0,1,1,0,1,0,0,0,0
გედი,0,0,0,0,0,0,0,0,0,0
გაცვლა,0,0,0,0,0,0,0,0,0,0
ხროვა,0,0,1,0,0,0,0,0,0,0
ჟრუანტელი,0,0,0,0,0,0,0,0,0,0
სვასტიკა,1,0,0,1,0,1,0,0,0,0
რხევა,0,0,0,0,0,0,0,0,0,0
გეფიცები,0,0,0,0,0,0,1,0,0,1
გინება,0,0,0,0,0,0,0,0,0,0
ოფლი,0,0,0,1,0,0,0,0,0,0
სვიტერი,0,0,0,0,0,0,0,0,0,0
ოფლიანობა,0,0,0,0,0,0,0,0,0,0
წმენდა,0,0,0,0,0,0,0,0,0,0
სვირინგი,0,0,0,0,0,0,0,0,0,0
ტკბილი,0,1,0,0,1,0,1,0,1,1
დატკბება,0,0,0,0,0,0,0,0,0,0
ტკბილი,0,0,0,0,0,0,0,0,0,0
დამატკბობელი,0,0,0,0,0,0,0,0,0,0
საყვარელო,0,1,0,0,1,0,1,1,0,1
ტკბილო,0,0,0,0,0,0,1,0,0,0
სიტკბოს,0,0,0,0,0,0,1,0,0,0
ტკბილეული,0,1,0,0,1,0,1,0,0,0
შეშუპება,0,0,0,0,0,0,0,0,0,0
შეშუპება,0,0,0,1,0,1,0,0,0,0
გაწბილებული,0,0,0,0,0,0,0,0,0,0
გადახვევა,0,0,0,1,0,0,0,0,1,0
სწრაფი,0,0,0,0,0,0,1,0,0,0
სწრაფად,0,0,0,0,0,0,0,0,0,0
სვიგი,0,0,1,0,0,1,0,0,0,0
ცურვა,0,1,0,1,1,0,1,0,0,0
ცურვა,0,0,0,0,0,0,0,0,0,0
ღორი,0,0,1,0,0,1,0,0,0,0
საქანელა,0,0,0,0,0,0,0,0,0,0
რხევა,0,0,0,0,0,0,0,0,0,0
რხევა,0,0,0,0,0,0,0,0,0,0
შეცვლა,0,0,0,0,0,0,0,0,0,0
მბრუნავი,0,0,0,0,0,0,0,0,0,0
ადიდებულმა,0,0,0,0,0,1,0,0,0,0
ცვენა,0,0,0,0,0,0,0,0,0,0
swoop,0,0,0,0,0,0,0,0,0,0
ხმალი,0,0,0,0,0,0,0,0,0,0
მარცვალი,0,0,0,0,0,0,0,0,0,0
სასწავლო პროგრამა,0,0,0,0,0,0,0,0,0,0
სიმბოლო,0,0,0,0,0,0,0,0,0,0
სიმბოლური,0,0,0,0,0,0,1,0,0,0
სიმბოლურად,0,0,0,0,0,0,0,0,0,0
სიმბოლიკა,0,0,0,0,0,0,0,0,0,0
სიმბოლო,0,0,0,0,0,0,0,0,0,0
სიმეტრიული,0,0,0,0,0,0,0,0,0,0
სიმეტრიული,0,0,0,0,0,0,1,0,0,0
სიმეტრია,0,0,0,0,1,0,1,0,0,1
სიმპატიური,0,0,0,1,1,0,1,1,0,1
თანაუგრძნობს,0,0,0,0,0,0,0,1,0,0
თანაგრძნობა,0,0,0,0,0,0,1,1,0,0
სიმფონია,0,1,0,0,1,0,1,0,0,0
სიმპტომი,0,0,0,0,0,1,0,0,0,0
სიმპტომური,0,0,0,0,0,0,0,0,0,0
სინაგოგა,0,0,0,0,0,0,0,0,0,0
სინქრონიზაცია,0,1,0,0,1,0,1,0,1,1
სინქრონული,0,0,0,0,0,0,0,0,0,0
სინკოპე,0,0,0,1,0,1,0,1,1,0
სინდიკატი,0,0,0,0,0,0,0,0,0,0
სინერგიული,0,0,0,0,0,0,1,0,0,1
სინერგია,0,0,0,0,0,0,0,0,0,0
სინოდი,0,0,0,0,0,0,1,0,0,1
სინონიმი,0,0,0,0,0,0,0,0,0,0
სინონიმი,0,0,0,1,0,1,1,0,0,1
მოკლე შინაარსი,0,0,0,0,0,0,0,0,0,0
სინოპტიკური,0,0,0,0,0,0,0,0,0,0
სინტაქსი,0,0,0,0,0,0,0,0,0,0
სინთეზი,0,0,0,0,0,0,0,0,0,0
სინთეტიკური,0,0,0,0,0,0,0,0,0,0
შპრიცი,0,0,0,1,0,0,0,0,0,0
სიროფი,0,0,0,0,0,0,0,0,0,0
სისტემა,0,0,0,0,0,0,0,0,0,1
სისტემატური,0,0,0,0,0,0,0,0,0,0
სისტემატურად,0,0,0,0,0,0,0,0,0,0
ტაბი,0,0,0,0,0,0,0,0,0,0
კარავი,0,0,0,0,0,0,0,0,0,0
მაგიდა,0,0,0,0,0,0,0,0,0,0
ცხრილი,0,0,0,0,0,0,0,0,0,0
სუფრის კოვზი,0,0,0,0,0,0,0,0,0,0
ტაბლეტი,0,0,0,0,0,0,0,0,0,0
ჭურჭელი,0,0,0,0,0,0,0,0,0,0
ტაბუდადებული,0,0,1,1,0,1,0,0,0,0
ცხრილის,0,0,0,0,0,0,0,0,0,0
ცხრილი,0,1,0,0,0,0,0,0,0,0
ცხრილების შედგენა,0,0,0,0,0,0,0,0,0,0
ტაქომეტრი,0,0,0,0,0,0,0,0,0,0
ჩუმად,0,0,0,0,0,0,0,0,0,0
წებოვანი,0,0,0,0,0,0,0,0,0,0
დაძლევა,1,0,0,0,0,0,0,0,1,0
დაძლევა,0,0,0,0,0,0,0,0,0,0
წებოვანი,0,0,0,0,0,0,0,0,0,0
ტაქტიკა,0,0,0,0,0,0,1,0,0,0
ტაქტიკა,0,0,0,1,0,0,0,0,0,1
ტაქტილური,0,0,0,0,0,0,0,0,0,0
ტაფტა,0,0,0,0,0,0,0,0,0,0
ტაფი,0,0,0,0,0,0,0,0,0,0
ტეგი,0,0,0,0,0,0,0,0,0,0
კუდი,0,0,0,0,0,0,0,0,0,0
კუდიანი,0,0,0,0,0,0,0,0,0,0
ნარჩენები,0,0,0,0,0,0,0,0,0,0
მკერავი,0,0,0,0,0,0,0,0,0,0
სამკერვალო,0,0,0,0,0,0,0,0,0,0
დაბინძურება,0,0,0,0,0,1,0,1,0,0
მიმღები,0,0,0,0,0,0,0,0,0,0
ზღაპარი,0,0,0,0,0,0,1,0,0,0
ნიჭი,0,0,0,0,0,0,1,0,0,0
ნიჭიერი,0,0,0,0,0,0,0,0,0,0
ტალიმენი,0,0,0,0,0,0,1,0,0,0
საუბარი,0,0,0,0,0,0,1,0,0,0
ლაპარაკი,0,0,0,0,0,0,0,0,0,0
მოსაუბრე,0,0,0,0,0,0,0,0,0,0
მაღალი,0,0,0,0,0,0,0,0,0,0
ანგარიშები,0,0,0,0,0,0,0,0,0,0
ჭუჭყიანი,0,0,0,0,0,0,0,0,0,0
ანგარიში,0,0,0,0,0,0,0,0,0,0
ტალონები,1,0,0,1,0,1,0,0,0,0
ტამბური,0,0,0,0,0,0,0,0,0,0
მოთვინიერება,0,0,0,0,0,0,0,0,0,0
რუჯი,0,0,0,0,0,0,0,0,0,0
ტანდემი,0,0,0,0,0,0,0,0,0,1
ტანგი,0,0,0,0,0,0,0,0,0,0
ტანგენსი,0,0,0,0,0,0,0,0,0,0
ჩახლართული,0,0,0,0,0,0,0,0,0,0
ჩახლართული,0,0,0,0,0,1,0,0,0,0
ტანკი,0,0,0,0,0,0,0,0,0,0
გარუჯული,0,0,0,0,0,0,1,0,0,0
ტანჯული,0,1,0,0,1,1,1,0,1,0
ტოლფასი,0,0,0,0,0,0,0,0,0,1
ჩამოსასხმელი,0,0,0,0,0,0,0,0,0,0
ფირზე,0,0,0,0,0,0,0,0,0,0
კონუსური,0,0,0,0,0,0,0,0,0,0
შეკუმშვა,0,0,0,0,0,0,0,0,0,0
გობელენი,0,0,0,0,0,0,0,0,0,0
tar,0,0,0,0,0,0,0,0,0,0
დაგვიანება,0,0,0,0,0,1,0,0,0,0
დაგვიანებული,0,0,0,0,0,1,0,0,0,0
სამიზნე,0,0,0,0,0,0,0,0,0,0
ტარიფი,1,0,1,0,0,1,0,0,0,0
დაბინდვა,0,0,1,0,0,1,0,1,0,0
დაყოვნებული,0,0,0,0,0,1,0,0,0,0
ტორტი,0,0,0,0,0,0,0,0,0,0
ტარტანი,0,0,0,0,0,0,0,0,0,0
ტარტარი,0,0,0,0,0,0,0,0,0,0
დავალება,0,0,0,0,0,0,1,0,0,0
თასელი,0,0,0,0,0,0,0,0,0,0
გემო,0,0,0,0,0,0,0,0,0,0
გემოვნებიანი,0,0,0,0,0,0,1,0,0,0
უგემოვნო,0,0,1,0,0,1,0,0,0,0
დეგუსტაცია,0,0,0,0,0,0,0,0,0,0
გემრიელი,0,0,0,0,0,0,1,0,0,0
ტატ,0,0,0,0,0,0,0,0,0,0
ტატუ,0,0,0,0,0,0,0,0,0,0
ასწავლიდა,0,0,0,0,0,0,0,0,0,1
დაცინვა,1,0,0,1,0,1,0,1,0,0
დაძაბული,0,0,0,0,0,0,0,0,0,0
ტავერნა,0,0,0,0,0,0,0,0,0,0
ყავისფერი,0,0,1,0,0,0,0,0,0,0
გადასახადი,0,0,0,0,0,1,0,1,0,0
ტაქსი,0,0,0,0,0,0,0,0,0,0
ტაქსონომია,0,0,0,0,0,0,0,0,0,0
ჩაი,0,0,0,0,0,0,0,0,0,0
ასწავლე,0,0,0,0,1,0,1,0,1,1
მასწავლებელი,0,0,0,0,0,0,1,0,0,1
სწავლება,0,0,0,0,0,0,0,0,0,0
გუნდი,0,0,0,0,0,0,0,0,0,1
ცრემლიანი,0,0,1,1,0,0,0,1,0,0
ცელქი,1,1,0,0,0,1,0,1,0,0
თიზერი,0,0,0,0,0,0,0,0,0,0
ცელქი,1,0,0,1,0,1,0,0,0,0
ძუძუ,0,0,0,0,0,0,0,0,0,0
ტექნიკური,0,0,0,0,0,0,0,0,0,0
ტექნიკურობა,0,0,0,0,0,0,0,0,0,0
ტექნიკოსი,0,0,0,0,0,0,0,0,0,0
ტექნოლოგია,0,0,0,0,0,0,1,0,0,0
ტედ,0,0,0,0,0,0,0,0,0,0
დამღლელი,0,0,0,0,0,1,0,0,0,0
მობეზრებული,0,0,0,0,0,1,0,0,0,0
აყვავებული,0,0,1,0,0,0,0,0,0,0
თინეიჯერები,0,0,0,0,0,1,1,0,0,0
კბილები,0,0,0,0,0,0,0,0,0,0
ტეფლონი,0,0,0,0,0,0,0,0,0,0
დეპეშა,0,0,0,0,0,0,0,0,0,0
ტელეგრაფი,0,0,0,0,0,0,0,0,0,0
ტელეფონი,0,0,0,0,0,0,0,0,0,0
ტელესკოპი,0,0,0,0,0,0,0,0,0,0
ტელესკოპური,0,0,0,0,0,0,0,0,0,0
ტელევიზია,0,0,0,0,0,0,0,0,0,0
მთხრობელი,0,0,0,0,0,0,0,0,0,0
თქმა,0,0,0,0,0,0,0,0,0,0
ზღაპრის მოყოლა,0,0,0,0,0,0,0,0,0,0
ხასიათი,0,0,0,0,0,0,0,0,0,0
ტემპერა,0,0,0,0,0,0,0,0,0,0
ტემპერამენტი,0,0,0,0,0,0,0,0,0,0
ზომიერება,0,0,0,0,0,0,1,0,0,0
ზომიერი,0,0,0,0,0,0,0,0,0,1
ტემპერატურა,0,0,0,0,0,0,0,0,0,0
დათრგუნული,0,0,0,0,0,0,1,0,0,0
ქარიშხალი,1,1,0,1,0,1,0,1,1,0
ტაძარი,0,0,0,0,0,0,0,0,0,0
დროებითი,0,0,0,0,0,0,0,0,0,0
დროებით,0,0,0,0,0,0,0,0,0,0
დროებითი,0,0,0,0,0,0,0,0,0,0
ცდუნება,0,0,0,0,0,0,0,0,0,0
ცდუნება,0,0,0,0,0,1,0,0,0,0
მაცდური,0,0,0,0,0,0,0,0,0,0
ათი,0,0,0,0,0,0,0,0,0,0
გამძლე,0,0,0,0,0,0,1,0,0,0
დაჟინებული,0,0,0,0,0,0,1,0,0,0
გამძლეობა,0,0,0,0,0,0,1,0,0,0
ქირავნობა,0,0,0,0,0,0,1,0,0,0
მოიჯარე,0,0,0,0,0,0,1,0,0,0
ტენდენცია,0,0,0,0,0,0,0,0,0,0
სატენდერო,0,0,0,0,1,0,1,0,0,1
სინაზეს,0,0,0,0,1,0,1,0,0,0
მზრუნველობა,0,0,0,0,0,0,0,0,0,0
მყესის,0,0,0,0,0,0,0,0,0,0
ბინა,0,0,0,0,0,1,0,0,0,0
დოგმა,0,0,0,0,0,0,0,0,0,0
პრინციპები,0,0,0,0,0,0,0,0,0,0
ათჯერ,0,0,0,0,0,0,0,0,0,0
ჩოგბურთი,0,0,0,0,0,0,0,0,0,0
დაძაბული,0,0,0,0,0,0,0,0,0,0
დაძაბულობის,0,0,0,0,0,0,0,0,0,0
დაძაბულობა,1,0,0,0,0,0,0,0,0,0
კარავი,0,0,0,0,0,0,0,0,0,0
საცეცები,0,0,0,0,0,0,0,0,0,0
სავარაუდო,0,0,0,0,0,0,0,0,0,0
მეათე,0,0,0,0,0,0,0,0,0,0
მეათედი,0,0,0,0,0,0,0,0,0,0
სუსტი,0,0,0,0,0,0,0,0,0,0
ვადა,0,0,0,0,0,0,0,0,0,0
მდუღარე,0,0,0,0,0,0,0,0,0,0
ვადა,0,0,0,0,0,0,0,0,0,0
ტერმინალი,0,0,0,1,0,1,0,1,0,0
შეწყვიტოს,0,0,0,0,0,0,0,1,0,0
შეწყვეტა,0,0,0,0,0,1,0,1,0,0
ტერმინალი,0,0,0,0,0,0,0,0,0,0
ტერმიტი,0,0,1,0,0,1,0,0,0,0
ვადები,0,0,0,0,0,0,0,0,0,0
ტერნი,0,0,0,0,0,0,0,0,0,0
სამეული,0,0,0,0,0,0,0,0,0,0
ტერასა,0,0,0,0,0,0,0,0,0,0
ხმელეთის,0,0,0,0,0,0,0,0,0,0
საშინელი,1,0,1,1,0,1,0,1,0,0
საშინლად,0,0,0,0,0,0,0,1,0,0
ტერიერი,0,0,0,0,0,0,0,0,0,0
შესანიშნავი,0,0,0,0,0,0,0,1,0,0
ტერიტორიული,0,0,0,0,0,0,0,0,0,0
ტერიტორია,0,0,0,0,0,0,0,0,0,0
ტერორი,0,0,0,1,0,1,0,0,0,0
ტერორიზმი,1,0,1,1,0,1,0,1,0,0
ტერორისტი,1,0,1,1,0,1,0,1,1,0
ატერორებს,1,0,0,1,0,1,0,1,0,0
მოკლე,0,0,0,0,0,0,0,0,0,0
მესამეული,0,0,0,0,0,0,0,0,0,0
ტესტი,0,0,0,0,0,0,0,0,0,0
ანდერძი,0,1,0,0,0,0,0,0,0,1
ჩვენება,0,0,0,0,0,0,0,0,0,0
ჩვენება,0,0,0,0,0,0,0,0,0,0
ჩვენება,0,0,0,0,0,0,0,0,0,1
ტეტანუსი,0,0,1,0,0,1,0,0,0,0
შეერთება,0,0,0,0,0,1,0,0,0,0
მიჯაჭვული,0,0,0,0,0,0,0,0,0,0
ოთხკუთხედი,0,0,0,0,0,0,0,0,0,0
ტექსტი,0,0,0,0,0,0,0,0,0,0
სახელმძღვანელო,0,0,0,0,0,0,0,0,0,0
ტექსტილის,0,0,0,0,0,0,0,0,0,0
ტექსტურული,0,0,0,0,0,0,0,0,0,0
ტექსტურა,0,0,0,0,0,0,0,0,0,0
მადლობელი,0,0,0,0,1,0,1,0,0,0
მადლიერება,0,0,0,0,1,0,1,0,0,0
ჩიხა,0,0,0,0,0,0,0,0,0,0
დათბობა,0,0,0,0,0,0,0,0,0,0
თეატრი,0,0,0,0,0,0,0,0,0,0
თეატრალური,0,0,0,0,0,0,0,0,0,0
ქურდობა,1,0,1,1,0,1,0,1,0,0
თეიზმი,0,0,1,0,0,1,0,0,0,0
თეისტური,0,0,0,0,0,0,0,0,0,0
თემა,0,0,0,0,0,0,0,0,0,0
თეოკრატია,0,0,0,0,0,0,0,0,0,0
თეოკრატიული,1,0,0,1,0,1,0,1,0,1
ღვთისმეტყველი,0,0,0,0,0,0,0,0,0,0
საღვთისმეტყველო,0,0,0,0,0,0,0,0,0,1
თეოლოგია,0,1,0,0,0,0,0,0,0,0
თეორემა,0,0,0,0,0,0,0,0,0,1
თეორიული,0,0,0,0,0,0,1,0,0,0
თეორია,0,1,0,0,0,0,0,0,0,1
თერაპიული,0,0,0,0,1,0,1,0,0,1
თერაპიული საშუალებები,0,0,0,0,0,0,1,0,0,0
დაახლოებით,0,0,0,0,0,0,0,0,0,0
მისი,0,0,0,0,0,0,0,0,0,0
ამასთან,0,0,0,0,0,0,0,0,0,0
თერმული,0,0,0,0,0,0,0,0,0,0
თერმოწყვილი,0,1,0,0,0,0,0,0,0,0
თერმოდინამიკა,0,0,0,0,0,0,0,0,0,0
თერმომეტრი,0,0,0,0,0,0,0,0,0,1
თერმოსტატი,0,0,0,0,0,0,0,0,0,0
თეზაურუსი,0,0,0,0,0,0,0,0,0,0
დისერტაცია,0,0,0,0,0,0,0,0,0,0
სქელი,0,0,0,0,0,0,0,0,0,0
შესქელება,0,0,0,0,0,0,0,0,0,0
გასქელება,0,0,0,0,0,0,0,0,0,0
სქელი,0,0,0,0,0,0,0,0,0,0
სისქე,0,0,0,0,0,0,0,0,0,0
ქურდი,1,0,1,1,0,1,0,1,1,0
თითი,0,0,0,0,0,0,0,0,0,0
გამხდარი,0,0,0,0,0,0,0,0,0,0
ნივთი,0,0,0,0,0,0,0,0,0,0
რამ,0,0,0,0,0,0,0,0,0,0
მოაზროვნე,0,0,0,0,0,0,1,0,0,0
ფიქრი,0,0,0,0,0,0,0,0,0,0
მესამედი,0,0,0,0,0,0,0,0,0,0
წყურვილი,0,1,0,0,0,0,0,1,1,0
მწყურვალი,0,0,0,0,0,1,0,0,0,0
ცამეტი,0,0,0,0,0,0,0,0,0,0
მეცამეტე,0,0,0,1,0,0,0,0,0,0
ეკალი,0,0,0,0,0,0,0,0,0,0
იქ,0,0,0,0,0,0,0,0,0,0
ტანგა,0,0,0,0,0,0,0,0,0,0
ეკალი,0,0,0,0,0,1,0,0,0,0
ეკლიანი,0,0,0,1,0,1,0,0,0,0
ჭკვიანური,0,0,0,0,0,0,1,0,0,0
მაგისტრალი,0,0,0,0,0,0,0,0,0,0
ფიქრობდა,0,1,0,0,0,0,0,0,0,0
გააზრებული,0,0,0,0,0,0,1,0,0,1
გააზრებულობა,0,0,0,0,0,0,1,0,0,0
დაუფიქრებელი,1,0,1,0,0,1,0,0,0,0
ფიქრები,0,0,0,0,0,0,0,0,0,0
ათასი,0,0,0,0,0,0,0,0,0,0
თრეში,1,0,1,1,0,1,0,1,0,0
ძაფი,0,0,0,0,0,0,0,0,0,0
მუქარა,1,0,0,1,0,1,0,0,0,0
იმუქრებიან,1,1,0,1,0,1,0,0,0,0
მუქარა,1,0,1,1,0,1,0,0,0,0
სამმაგი,0,0,0,0,0,0,0,0,0,0
თლილი,1,0,0,1,0,1,0,1,0,0
ბარიერი,0,0,0,0,0,0,0,0,0,0
სამჯერ,0,0,0,0,0,0,0,0,0,0
მეურნეობა,0,0,1,0,0,0,1,0,0,1
ეკონომიური,0,0,0,0,0,0,0,0,0,0
მღელვარება,0,1,0,1,1,0,1,0,1,0
ამაღელვებელი,0,1,0,0,1,0,1,0,1,0
აყვავებული,0,1,0,0,1,0,1,0,0,0
ყელი,0,0,0,0,0,0,0,0,0,0
throb,0,0,0,1,0,1,0,1,0,0
თრთოლვა,0,0,0,0,0,0,0,0,0,0
ტახტი,0,0,0,0,0,0,1,0,0,1
სიმრავლე,0,0,0,0,0,0,0,0,0,0
დროსელი,1,0,0,0,0,1,0,0,0,0
ჩააგდოს,0,0,0,0,0,0,0,0,0,0
შაშვი,0,0,0,0,0,0,0,0,0,0
ნდობა,0,0,0,0,0,0,0,0,0,0
ხმაური,0,0,0,0,0,0,0,0,0,0
ყაჩაღი,1,0,1,1,0,1,0,0,0,0
ცერა თითი,0,0,0,0,0,0,0,0,0,0
დარტყმა,1,0,0,0,0,1,0,0,0,0
ურტყამს,0,0,0,1,0,0,0,0,0,0
ქუხილი,0,0,0,0,0,0,0,0,0,0
ჭექა-ქუხილი,0,0,0,0,0,0,0,0,0,0
ჭექა-ქუხილი,1,0,0,1,0,1,0,0,0,0
ჭექა-ქუხილი,0,0,0,0,0,0,0,0,0,0
ჩაშლა,0,0,0,0,0,1,0,0,1,0
თიამი,0,0,0,0,0,0,0,0,0,0
დიადემა,0,0,0,0,0,0,0,0,0,0
ტკიპა,0,0,0,0,0,0,0,0,0,0
ტიკერი,0,0,0,0,0,0,0,0,0,0
ბილეთი,0,0,0,0,0,0,0,0,0,0
ტიკტიკი,0,1,0,0,1,0,1,0,1,1
ტიკტიკი,0,0,0,0,0,0,0,0,0,0
მოქცევის,0,0,0,0,0,0,0,0,0,0
წვრილმანი,0,0,0,0,0,0,0,0,0,0
ტალღა,0,0,0,0,0,0,0,0,0,0
ამბები,0,0,0,0,0,0,0,0,0,0
ჰალსტუხი,0,0,0,0,0,0,0,0,0,0
იარუსი,0,0,0,0,0,0,0,0,0,0
ტიფი,1,0,0,0,0,1,0,0,0,0
ვეფხვი,0,0,0,0,0,0,0,0,0,0
გამკაცრდეს,1,0,0,0,0,0,0,0,0,0
შებოჭილობა,0,0,0,0,0,0,0,0,0,0
კოლგოტები,0,0,0,0,0,0,0,0,0,0
ტილდი,0,0,0,0,0,0,0,0,0,0
ფილა,0,0,0,0,0,0,0,0,0,0
კრამიტით მოპირკეთება,0,0,0,0,0,0,1,0,0,0
სანამ,0,0,0,0,0,0,0,0,0,0
ნიადაგის დამუშავება,0,0,0,0,0,0,0,0,0,0
დამმუშავებელი,0,0,0,0,0,0,0,0,0,0
დახრილობა,0,0,0,0,0,0,0,0,0,0
დახრილი,0,0,0,0,0,0,0,0,0,0
ხე-ტყე,0,0,0,0,0,0,0,0,0,0
ტიმბერლენდი,0,0,0,0,0,0,0,0,0,0
ტემბრი,0,0,0,0,0,0,0,0,0,0
დრო,0,1,0,0,0,0,0,0,0,0
დროულობა,0,0,0,0,0,0,0,0,0,0
დროული,0,0,0,0,0,0,1,0,0,0
საათი,0,0,0,0,0,0,0,0,0,0
მორცხვი,0,0,0,1,0,1,0,1,0,0
გაუბედაობა,0,1,0,1,0,1,0,0,0,0
ქილა,0,0,0,0,0,0,0,0,0,0
ნაყენი,0,0,0,0,0,0,0,0,0,0
ტინე,0,0,0,0,0,0,0,0,0,0
ელფერი,0,0,0,0,0,0,0,0,0,0
ჩხვლეტა,0,0,0,0,0,0,0,0,0,0
ჩხვლეტა,0,0,0,0,0,0,0,0,0,0
ტინკერი,0,0,0,0,0,0,0,0,0,0
დალაგება,0,0,0,0,0,0,0,0,0,0
ტინიტუსი,0,0,0,0,0,0,0,0,0,0
tinsel,0,0,0,0,1,0,1,0,0,0
