Ukrainian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
голодували,0,0,0,0,0,1,0,0,0,0
голодуючий,0,0,0,0,0,1,0,0,0,0
стан,0,0,0,0,0,0,0,0,0,0
величний,0,0,0,0,0,0,1,0,0,0
заява,0,0,0,0,0,0,1,0,0,1
каюта,0,0,0,0,0,0,0,0,0,0
державний діяч,0,0,0,0,0,0,0,0,0,0
статичний,0,0,0,0,0,0,0,0,0,0
статика,0,0,0,0,0,0,0,0,0,0
станція,0,0,0,0,0,0,0,0,0,0
стаціонарний,0,0,0,0,0,1,0,0,0,0
канцтовари,0,0,0,0,0,0,0,0,0,0
статистичні,0,0,0,0,0,0,0,0,0,1
статистик,0,0,0,0,0,0,0,0,0,0
статор,0,0,0,0,0,0,0,0,0,0
скульптурний,0,0,0,0,0,0,0,0,0,0
статуя,0,0,0,0,0,0,1,0,0,0
статуетка,0,0,0,0,0,0,0,0,0,0
зріст,0,0,0,0,0,0,0,0,0,0
статус,0,0,0,0,0,0,1,0,0,0
статут,0,0,0,0,0,0,0,0,0,0
статутний,0,0,0,0,0,0,0,0,0,0
стійкий,0,0,0,0,0,0,1,0,0,0
планка,0,0,0,0,0,1,0,0,0,0
залишитися,0,0,0,0,0,0,0,0,0,0
залишився,0,0,0,0,0,0,0,0,0,0
залишається,0,0,0,0,0,0,0,0,0,0
місце,0,0,0,0,0,0,0,0,0,0
непохитний,0,0,0,0,0,0,1,0,0,1
стійкий,0,0,0,0,0,0,0,0,1,1
красти,1,0,0,1,0,1,0,1,0,0
крадіжки,0,0,1,1,0,1,0,0,0,0
скритність,0,0,0,0,0,0,0,0,1,0
крадькома,0,0,0,0,0,0,0,0,1,0
непомітний,0,1,0,1,0,1,0,0,1,0
пароплав,0,0,0,0,0,0,0,0,0,0
відпарювач,0,0,0,0,0,0,0,0,0,0
паровий каток,0,0,0,0,0,0,0,0,0,0
пароплав,0,0,0,0,0,0,0,0,0,0
парний,0,0,0,0,0,0,0,0,0,0
сталь,0,0,0,0,0,0,0,0,0,0
крутий,0,0,0,0,0,0,0,0,0,0
шпиль,0,0,0,0,0,0,0,0,0,0
керувати,0,0,0,0,0,0,0,0,0,0
зірковий,0,0,0,0,0,0,1,0,0,0
стебло,0,0,0,0,0,0,0,0,0,0
сморід,0,0,0,0,0,0,0,0,0,0
трафарет,0,0,0,0,0,0,0,0,0,0
крок,0,0,0,0,0,0,0,0,0,0
степ,0,0,0,0,0,0,0,0,0,0
кроки,0,0,0,0,0,0,0,0,0,0
стереоскопічний,0,0,0,0,0,0,0,0,0,0
стереотип,0,0,0,0,0,1,0,0,0,0
стереотипний,0,0,0,0,0,1,0,0,0,0
стерильний,0,0,0,0,0,1,0,1,0,0
стерильність,0,0,0,0,0,1,0,0,0,0
стерлінгів,1,1,0,0,1,1,1,0,0,1
суворий,0,0,0,0,0,1,0,0,0,0
стетоскоп,0,0,0,0,0,0,0,0,0,0
рагу,0,0,0,0,0,0,0,0,0,0
стюард,0,0,0,0,0,0,1,0,0,1
управління,0,0,0,0,0,0,0,0,0,0
палка,0,0,0,0,0,0,0,0,0,0
прилипання,0,0,0,0,0,0,0,0,0,0
липкий,0,0,1,0,0,0,0,0,0,0
жорсткий,0,0,0,0,0,1,0,0,0,0
застигнути,0,0,0,0,0,0,0,0,0,0
жорсткість,0,0,0,0,0,1,0,0,0,0
душити,0,0,0,0,0,1,0,0,0,0
задушений,1,0,0,1,0,1,0,1,0,0
задушливий,0,0,0,0,0,0,0,0,0,0
клеймо,1,0,1,1,0,1,0,1,0,0
стиль,0,0,0,0,0,0,0,0,0,0
стилет,0,0,0,0,0,0,0,0,0,0
мертвонароджені,0,0,0,0,0,1,0,1,0,0
нерухомість,0,0,0,1,0,0,1,1,0,0
ходулі,0,0,0,0,0,0,0,0,0,0
стимулятор,0,0,0,0,0,0,0,0,0,0
стимуляція,0,0,0,0,0,0,0,0,0,0
подразник,0,0,0,0,0,0,0,0,0,0
жало,1,0,0,1,0,1,0,0,0,0
пекучий,0,0,0,0,0,1,0,0,0,0
скупий,1,0,1,1,0,1,0,1,0,0
сморід,0,0,1,0,0,1,0,0,0,0
смердючий,0,0,1,0,0,1,0,0,0,0
обмеження,0,0,0,1,0,1,0,1,0,0
обумовлювати,0,0,0,0,0,0,0,0,0,0
застереження,0,0,0,0,0,0,0,0,0,0
перемішати,0,0,0,0,0,0,0,0,0,0
перемішування,0,0,0,0,0,0,0,0,0,0
стібок,0,0,0,0,0,0,0,0,0,0
запас,0,0,0,0,0,0,0,0,0,0
біржовий брокер,0,0,0,0,0,0,0,0,0,0
панчіх,0,0,0,0,0,0,0,0,0,0
акції,0,0,0,0,0,1,0,0,0,0
вкрали,0,0,0,0,0,0,0,0,0,0
вкрадені,1,0,0,0,0,1,0,0,0,0
живіт,0,0,1,0,0,0,0,0,0,0
камінь,1,0,0,0,0,1,0,0,0,0
побитий камінням,0,0,0,0,0,1,0,0,0,0
кераміка,0,0,0,0,0,0,0,0,0,0
кам'янистий,0,0,0,0,0,0,0,0,0,0
стілець,0,0,0,0,0,0,0,0,0,0
табуретки,0,0,1,0,0,1,0,0,0,0
сутулитися,0,0,0,0,0,0,0,0,0,0
СТОП,0,0,0,0,0,0,0,0,0,0
зупинка,0,0,0,0,0,1,0,0,0,0
пробка,0,0,0,0,0,0,0,0,0,0
зупинка,0,0,0,0,0,0,0,0,0,0
секундомір,0,0,0,0,0,0,0,0,0,0
зберігання,0,0,0,0,0,0,0,0,0,0
зберігати,0,1,0,0,0,0,1,0,0,0
склад,0,0,0,0,0,0,0,0,0,0
зберігання,0,0,0,0,0,0,0,0,0,0
шторм,1,0,0,0,0,1,0,0,0,0
штурмуючи,1,0,0,0,0,0,0,0,0,0
бурхливий,0,0,0,1,0,1,0,0,0,0
історія,0,0,0,0,0,0,0,0,0,0
кремезний,0,0,0,0,0,0,0,0,0,0
плита,0,0,0,0,0,0,0,0,0,0
укласти,0,0,0,0,0,0,0,0,0,0
осідлати,0,0,0,0,0,0,0,0,0,0
випрямити,0,0,0,0,0,0,0,0,0,0
прямолінійний,0,0,0,0,0,0,1,0,0,1
негайно,0,0,0,0,0,0,0,0,0,0
напружений,1,0,0,0,0,1,0,0,0,0
протока,0,0,0,0,0,0,0,0,0,0
протоки,0,0,0,1,0,1,0,0,0,0
пасмо,0,0,0,0,0,0,0,0,0,0
що сів на мілину,0,0,0,0,0,1,0,0,0,0
незнайомець,0,0,0,1,0,1,0,0,0,0
душити,1,0,1,1,0,1,0,1,1,0
ремінь,0,0,0,0,0,0,0,0,0,0
обв'язка,0,0,0,0,0,0,0,0,0,0
верстви,0,0,0,0,0,0,0,0,0,0
стратегічний,0,0,0,0,0,0,1,0,0,0
стратег,0,1,0,0,0,0,1,0,0,1
стратегія,0,0,0,0,0,0,0,0,0,0
розшарування,0,0,0,0,0,0,0,0,0,0
прошарок,0,0,0,0,0,0,0,0,0,0
стратус,0,0,0,0,0,0,0,0,0,0
солома,0,0,0,0,0,0,0,0,0,0
бродячий,0,0,0,0,0,1,0,0,0,0
смуга,0,0,0,0,0,0,0,0,0,0
смугастий,0,0,0,0,0,0,0,0,0,0
потік,0,0,0,0,0,0,0,0,0,0
стример,0,0,0,0,0,0,0,0,0,0
потокове передавання,0,0,0,0,0,0,0,0,0,0
вулиця,0,0,0,0,0,0,0,0,0,0
сила,0,0,0,0,0,0,1,0,0,1
посилити,0,0,0,0,0,0,1,0,0,0
зміцнення,0,0,0,0,1,0,1,0,0,1
напружений,0,0,0,0,0,0,0,0,0,0
стрес,0,0,0,0,0,1,0,0,0,0
розтягуватись,0,0,0,0,0,0,0,0,0,0
носилки,0,0,0,1,0,0,0,1,0,0
вражений,0,0,0,0,0,0,0,1,0,0
крокувати,0,0,0,0,0,0,0,0,0,0
чвари,1,0,0,0,0,1,0,0,0,0
страйк,1,0,0,0,0,1,0,0,0,0
разючий,0,0,0,0,0,0,1,0,0,0
разюче,0,0,0,0,0,0,1,0,0,0
рядок,0,0,0,0,0,0,0,0,0,0
тягучий,0,0,0,0,0,0,0,0,0,0
смужка,0,0,0,0,0,1,0,1,0,0
смуга,0,0,0,0,0,1,0,0,0,0
оголений,1,1,1,1,0,1,0,1,0,0
прагнути,0,1,0,0,0,0,0,0,0,0
стробоскоп,0,0,0,0,0,0,0,0,0,0
інсульт,0,0,0,1,0,1,0,1,0,0
прогулятися,0,0,0,0,0,0,0,0,0,0
твердиня,0,0,0,0,0,0,0,0,0,0
сильно,0,0,0,0,0,0,1,0,0,0
структурний,0,0,0,0,0,0,0,0,0,1
структура,0,0,0,0,0,0,1,0,0,1
боротьба,1,0,0,1,0,1,0,1,0,0
стійка,0,0,0,0,0,1,0,0,0,0
стерня,0,0,0,0,0,0,0,0,0,0
впертість,0,0,0,0,0,0,0,0,0,0
коренастий,0,0,0,0,0,0,0,0,0,0
ліпнина,0,0,0,0,0,0,0,0,0,0
застряг,0,0,0,0,0,0,0,0,0,0
шпилька,0,0,0,0,0,0,1,0,0,0
шипований,0,0,0,0,0,0,0,0,0,0
студент,0,0,0,0,0,0,0,0,0,0
вивчав,0,0,0,0,0,0,0,0,0,0
студія,0,0,0,0,0,0,0,0,0,0
дослідження,0,0,0,0,0,0,1,0,0,0
речі,0,0,0,0,0,0,0,0,0,0
начинка,0,0,0,0,0,0,0,0,0,0
душно,0,0,0,0,0,1,0,0,0,0
спотикатися,0,0,0,0,0,1,0,0,0,0
пеньок,0,0,0,0,0,0,0,0,0,0
приголомшений,0,0,0,1,0,1,0,0,1,0
трюк,0,0,0,0,0,0,0,0,0,0
низькорослий,0,0,0,0,0,1,0,0,0,0
приголомшливий,0,0,0,0,0,0,0,0,0,0
дурний,0,0,0,0,0,1,0,0,0,0
дурість,0,0,0,0,0,1,0,0,0,0
ступор,0,0,0,0,0,1,0,0,0,0
міцний,0,0,0,0,0,0,1,0,0,0
осетрових,0,0,0,0,0,0,0,0,0,0
заїкатися,0,0,0,0,0,0,0,0,0,0
sty,0,0,1,0,0,1,0,0,0,0
стиль,0,0,0,0,0,0,0,0,0,0
стильний,0,0,0,0,0,0,0,0,0,0
субатомний,0,0,0,0,0,0,0,0,0,0
підкомітет,0,0,0,0,0,0,0,0,0,0
підсвідомість,0,0,0,0,0,0,0,0,0,0
підшкірний,0,0,0,0,0,0,0,0,0,0
підрозділяти,0,0,0,0,0,0,0,0,0,0
підрозділ,0,0,0,0,0,0,0,0,0,0
субдукція,0,0,0,0,0,0,0,0,0,0
підпорядковувати,0,0,0,0,0,1,0,0,0,0
підкорений,0,0,0,0,0,0,0,0,0,0
subito,0,0,0,0,0,0,0,0,1,0
тема,0,0,0,0,0,1,0,0,0,0
піддається,0,0,0,0,0,1,0,1,0,0
підпорядкування,0,0,0,0,0,1,0,0,0,0
суб'єктивний,0,0,0,0,0,0,0,0,0,0
підкорення,1,0,1,1,0,1,0,1,0,0
сублімація,0,0,0,0,1,0,1,0,0,0
підсвідомий,0,0,0,0,0,0,0,0,0,0
підводний човен,0,0,0,0,0,0,0,0,0,0
занурений,0,0,0,0,0,0,0,0,0,0
занурювальний,0,0,0,0,0,0,0,0,0,0
подання,0,0,0,0,0,0,0,0,0,0
подати,0,1,0,0,0,0,0,0,0,0
підлеглий,0,0,0,1,0,1,0,0,0,0
підпорядкування,0,0,0,0,0,0,0,0,0,0
підсюжет,0,0,0,0,0,0,0,0,0,0
повістка до суду,0,0,0,0,0,1,0,0,0,0
підписатися,0,1,0,0,0,0,0,0,0,0
підписка,0,0,0,0,0,0,0,0,0,0
підпослідовність,0,0,0,0,0,0,0,0,0,0
наступні,0,0,0,0,0,0,0,0,0,0
згодом,0,0,0,0,0,0,0,0,0,0
підмножина,0,0,0,0,0,0,0,0,0,0
стихають,0,0,0,0,0,0,0,0,0,0
осідання,0,0,0,0,0,1,0,1,0,0
дочірнє підприємство,0,0,0,0,0,0,0,0,0,0
субсидувати,0,0,0,0,0,0,0,0,0,0
субсидія,1,0,1,0,0,1,0,0,0,0
існувати,0,0,0,0,0,1,0,0,0,0
прожитковий мінімум,0,0,0,0,0,0,0,0,0,0
надра,0,0,0,0,0,0,0,0,0,0
речовина,0,0,0,0,0,0,1,0,0,0
суттєво,0,0,0,0,0,0,0,0,0,0
обґрунтувати,0,0,0,0,0,0,0,0,0,1
змістовний,0,0,0,0,0,0,1,0,0,0
замінити,0,0,0,0,0,0,0,0,0,0
замінений,0,0,0,0,0,0,0,0,0,0
заміна,0,0,0,0,0,0,0,0,0,0
підструктура,0,0,0,0,0,0,0,0,0,0
підземний,0,0,0,0,0,0,0,0,0,0
тонкий,0,0,0,0,0,0,0,0,0,0
тонкість,0,0,0,0,0,0,0,0,0,0
відняти,0,0,0,0,0,1,0,0,0,0
віднімання,0,0,0,0,0,0,0,0,0,0
підтип,0,0,0,0,0,0,0,0,0,0
передмістя,0,0,0,0,0,0,0,0,0,0
приміський,0,0,0,0,0,0,0,0,0,0
передмістя,0,0,0,0,0,0,0,0,0,0
диверсія,1,0,0,1,0,1,0,0,0,0
підривний,1,0,0,0,0,1,0,0,1,0
підривати,0,0,1,1,0,1,0,1,0,0
метро,0,0,0,0,0,0,0,0,0,0
процвітати,0,1,0,0,1,0,1,0,1,1
досягаючи успіху,0,1,0,0,1,0,1,0,0,1
успіх,0,1,0,0,1,0,1,0,0,0
успішний,0,1,0,0,1,0,1,0,0,1
правонаступництво,0,0,0,0,0,0,0,0,0,0
послідовний,0,0,0,0,0,0,0,0,0,0
наступник,0,0,0,0,0,0,0,0,0,0
стислий,0,0,0,0,0,0,1,0,0,0
сукулентний,0,0,0,0,0,1,1,0,0,0
піддаватися,0,0,0,0,0,1,0,0,0,0
смоктати,0,0,0,0,0,1,0,0,0,0
присоска,1,0,0,0,0,1,0,0,0,0
смоктання,0,0,0,0,0,0,0,0,0,0
підсисний,0,0,0,0,0,0,0,0,0,0
всмоктування,0,0,0,0,0,0,0,0,0,0
раптовий,0,0,0,0,0,0,0,0,1,0
раптово,0,0,0,0,0,0,0,0,1,0
судитися,1,0,0,0,0,1,0,1,0,0
страждати,0,0,0,0,0,1,0,0,0,0
страждальця,0,0,0,1,0,1,0,1,0,0
страждання,0,0,1,1,0,1,0,1,0,0
достатньо,0,0,0,0,0,0,0,0,0,0
достатність,0,0,0,0,0,0,1,0,0,0
достатній,0,0,0,0,0,0,0,0,0,0
достатньо,0,0,0,0,0,0,0,0,0,0
суфікс,0,0,0,0,0,0,0,0,0,0
задушливий,0,0,1,1,0,1,0,1,0,0
задуха,1,0,0,1,0,1,0,0,0,0
цукор,0,0,0,0,0,0,1,0,0,0
пропонувати,0,0,0,0,0,0,0,0,0,1
пропозиція,0,0,0,0,0,0,0,0,0,0
сугестивний,0,0,0,0,0,0,0,0,0,0
суїцидальні,1,0,1,1,0,1,0,1,0,0
самогубство,1,0,0,1,0,1,0,1,0,0
костюм,0,0,0,0,0,0,0,0,0,0
підходить,0,0,0,0,0,0,1,0,0,0
люкс,0,0,0,0,0,0,0,0,0,0
залицяльник,0,0,0,0,0,0,0,0,0,0
похмурий,1,0,0,0,0,1,0,1,0,0
сірка,0,0,0,0,0,0,0,0,0,0
султан,0,0,0,1,0,0,0,0,0,0
спекотний,0,0,0,0,0,0,1,0,0,0
сума,0,0,0,0,0,0,0,0,0,0
сумарно,0,0,0,0,0,0,0,0,0,0
підсумувати,0,0,0,0,0,0,0,0,0,0
резюме,0,0,0,0,0,0,0,0,0,0
підсумовування,0,0,0,0,0,0,0,0,0,0
літо,0,0,0,0,0,0,0,0,0,0
саміт,0,0,0,0,0,0,0,0,0,0
викликати,0,0,0,0,0,0,0,0,0,0
повістка,0,0,0,0,0,1,0,0,0,0
сумо,0,0,0,0,0,0,0,0,0,0
відстійник,0,0,1,0,0,0,0,0,0,0
розкішний,0,0,0,0,0,0,0,0,0,0
сонце,0,1,0,0,1,0,1,0,1,1
сонячний промінь,0,0,0,0,0,0,0,0,0,0
сонячний годинник,0,1,0,0,0,0,0,0,0,1
захід сонця,0,0,0,0,0,0,0,0,0,0
різні,0,0,0,0,0,0,0,0,0,0
сонцезахисні окуляри,0,0,0,0,0,0,0,0,0,0
сонцезахисні окуляри,0,0,0,0,0,0,0,0,0,0
затонув,0,0,1,1,0,1,0,1,0,0
безсонячний,0,0,0,0,0,0,0,0,0,0
сонячне світло,0,0,0,0,0,0,0,0,0,0
сонячно,0,1,0,0,1,0,1,0,1,0
схід сонця,0,0,0,0,0,0,0,0,0,0
захід сонця,0,1,0,0,0,0,1,0,0,0
сонячне світло,0,0,0,0,1,0,1,0,0,0
вислуга років,0,0,0,0,0,0,0,0,0,0
чудовий,0,0,0,0,0,0,1,0,0,0
поверхневий,0,0,0,0,0,1,0,0,0,0
зайве,0,0,0,0,0,1,0,0,0,0
надлюдина,0,0,0,0,0,0,1,0,0,0
накладені,0,0,0,0,0,0,0,0,0,0
суперінтендант,0,0,0,0,0,0,0,0,0,0
начальника,0,0,0,0,0,0,1,0,0,0
перевага,0,0,0,0,0,0,1,0,0,0
найвищий ступінь,0,0,0,0,0,0,0,0,0,0
супермен,0,0,0,0,1,0,1,0,0,1
супермаркет,0,0,0,0,0,0,0,0,0,0
супернатант,0,0,0,0,0,0,0,0,0,0
надприродне,0,0,0,0,0,0,0,0,0,0
суперпозиція,0,0,0,0,0,0,0,0,0,0
замінити,0,0,0,0,0,0,0,0,0,0
суперзірка,0,0,0,0,1,0,1,0,0,1
марновірство,0,0,0,1,0,1,1,0,0,0
забобонний,0,1,0,1,0,1,0,0,0,0
контролювати,0,0,0,0,0,0,0,0,0,0
нагляд,0,0,0,0,0,0,0,0,0,0
керівник,0,0,0,0,0,0,0,0,0,0
вечеря,0,0,0,0,0,0,0,0,0,0
витісняти,0,0,0,0,0,0,0,0,0,0
еластичний,0,0,0,0,0,0,0,0,0,0
додаток,0,0,0,0,0,0,0,0,0,0
додатковий,0,0,0,0,0,0,0,0,0,0
додатковий,0,0,0,0,0,0,0,0,0,0
благання,0,0,0,0,0,0,1,0,0,1
припаси,0,0,0,0,0,0,1,0,0,0
постачання,0,0,0,0,0,0,1,0,0,0
підтримується,0,0,0,0,0,0,1,0,0,0
прихильник,0,0,0,0,1,0,1,0,0,1
прихильників,0,0,0,0,0,0,0,0,0,0
підтримуючий,0,0,0,0,0,0,1,0,0,1
припустимо,0,0,0,0,0,0,0,0,0,0
припускаючи,0,0,0,0,0,0,0,0,0,0
припущення,0,0,0,0,0,0,0,0,0,0
придушити,1,0,0,1,0,1,0,1,0,0
придушення,1,0,1,1,0,1,0,0,0,0
зверхність,1,1,0,1,1,1,1,0,1,1
верховний,0,0,0,0,0,0,1,0,0,0
у вищому ступені,0,0,0,0,0,0,1,0,0,0
доплата,1,0,0,0,0,1,0,0,0,0
порука,0,0,0,0,0,0,1,0,0,1
серфінг,0,0,0,0,0,0,0,0,0,0
поверхні,0,0,0,0,0,0,0,0,0,0
сплеск,0,0,0,0,0,0,0,0,1,0
хірург,0,0,0,0,0,0,0,0,0,0
хірургія,0,0,0,1,0,0,0,1,0,0
похмурий,1,0,1,0,0,1,0,0,0,0
припущення,0,0,0,0,0,0,1,0,0,0
прізвище,0,0,0,0,0,0,0,0,0,0
перевершуючи,0,0,0,0,0,0,1,0,0,0
надлишок,0,0,0,0,0,0,0,0,0,0
сюрприз,0,0,0,1,1,0,1,0,1,0
здивований,0,0,0,0,0,0,0,0,1,0
дивно,0,0,0,0,0,0,0,0,1,0
на диво,0,1,0,0,0,0,0,0,1,0
здатися,0,0,0,1,0,1,0,1,0,0
здаючись,0,0,0,0,0,1,0,1,0,0
сурогат,0,0,0,0,0,0,0,0,0,1
оточують,0,1,0,0,0,1,1,0,0,0
оточуючих,0,0,0,0,0,0,0,0,0,0
оточення,0,0,0,0,0,0,0,0,0,0
спостереження,0,0,0,1,0,0,0,0,0,0
опитування,0,0,0,0,0,0,0,0,0,0
геодезія,0,0,0,0,0,0,1,0,0,0
землемір,0,0,0,0,0,0,0,0,0,0
виживання,0,0,0,0,0,0,0,0,0,0
вижити,0,0,0,0,0,0,1,0,0,0
виживання,0,0,0,0,0,0,0,0,0,0
сприйнятливість,0,0,0,0,0,0,0,0,0,0
сприйнятливий,0,0,0,0,0,1,0,0,0,0
підозрюваний,0,0,0,1,0,1,0,0,0,0
підозрюваний,0,0,0,0,0,0,0,0,0,0
призупинити,0,0,0,0,0,0,0,0,0,0
призупинено,0,0,0,0,0,0,0,0,0,0
підтяжки,0,0,0,0,0,0,0,0,0,0
невідомість,0,1,0,1,0,0,0,0,1,0
підвіска,0,0,0,1,0,1,0,0,0,0
підозра,0,0,0,1,0,1,0,0,0,0
підозри,0,0,0,0,0,0,0,0,0,0
підозрілий,1,1,0,0,0,1,0,0,0,0
витриманий,0,0,0,0,0,0,0,0,0,0
прожиток,0,0,0,0,0,0,0,0,0,0
шовний матеріал,0,0,0,0,0,0,0,0,0,0
тампон,0,0,0,0,0,1,0,0,0,0
хабар,0,0,0,0,0,0,0,0,0,0
чванство,0,0,0,0,0,0,0,0,0,0
ковтати,0,0,0,0,0,0,0,0,0,0
болото,0,0,1,1,0,1,0,0,0,0
заболочений,0,0,0,0,0,0,0,0,0,0
болотистий,0,0,1,1,0,1,0,0,0,0
лебідь,0,0,0,0,0,0,0,0,0,0
своп,0,0,0,0,0,0,0,0,0,0
рій,0,0,1,0,0,0,0,0,0,0
роїння,0,0,0,0,0,0,0,0,0,0
свастика,1,0,0,1,0,1,0,0,0,0
коливатися,0,0,0,0,0,0,0,0,0,0
лаятись,0,0,0,0,0,0,1,0,0,1
лайка,0,0,0,0,0,0,0,0,0,0
піт,0,0,0,1,0,0,0,0,0,0
светр,0,0,0,0,0,0,0,0,0,0
пітливість,0,0,0,0,0,0,0,0,0,0
підмітати,0,0,0,0,0,0,0,0,0,0
підмітання,0,0,0,0,0,0,0,0,0,0
солодкий,0,1,0,0,1,0,1,0,1,1
підсолодити,0,0,0,0,0,0,0,0,0,0
підсолоджений,0,0,0,0,0,0,0,0,0,0
підсолоджувач,0,0,0,0,0,0,0,0,0,0
кохана,0,1,0,0,1,0,1,1,0,1
солодкий,0,0,0,0,0,0,1,0,0,0
солодкість,0,0,0,0,0,0,1,0,0,0
солодощі,0,1,0,0,1,0,1,0,0,0
набухати,0,0,0,0,0,0,0,0,0,0
набряк,0,0,0,1,0,1,0,0,0,0
спекотний,0,0,0,0,0,0,0,0,0,0
відхилятися,0,0,0,1,0,0,0,0,1,0
стрімкий,0,0,0,0,0,0,1,0,0,0
швидко,0,0,0,0,0,0,0,0,0,0
ковток,0,0,1,0,0,1,0,0,0,0
плавати,0,1,0,1,1,0,1,0,0,0
плавання,0,0,0,0,0,0,0,0,0,0
свинячий,0,0,1,0,0,1,0,0,0,0
гойдалка,0,0,0,0,0,0,0,0,0,0
розгойдування,0,0,0,0,0,0,0,0,0,0
свист,0,0,0,0,0,0,0,0,0,0
перемикач,0,0,0,0,0,0,0,0,0,0
поворотний,0,0,0,0,0,0,0,0,0,0
набряклі,0,0,0,0,0,1,0,0,0,0
непритомніти,0,0,0,0,0,0,0,0,0,0
наліт,0,0,0,0,0,0,0,0,0,0
меч,0,0,0,0,0,0,0,0,0,0
склад,0,0,0,0,0,0,0,0,0,0
навчальний план,0,0,0,0,0,0,0,0,0,0
символ,0,0,0,0,0,0,0,0,0,0
символічний,0,0,0,0,0,0,1,0,0,0
символічно,0,0,0,0,0,0,0,0,0,0
символізм,0,0,0,0,0,0,0,0,0,0
символізувати,0,0,0,0,0,0,0,0,0,0
симетричний,0,0,0,0,0,0,0,0,0,0
симетричний,0,0,0,0,0,0,1,0,0,0
симетрія,0,0,0,0,1,0,1,0,0,1
співчутливий,0,0,0,1,1,0,1,1,0,1
співчувати,0,0,0,0,0,0,0,1,0,0
співчуття,0,0,0,0,0,0,1,1,0,0
симфонія,0,1,0,0,1,0,1,0,0,0
симптом,0,0,0,0,0,1,0,0,0,0
симптоматичне,0,0,0,0,0,0,0,0,0,0
синагога,0,0,0,0,0,0,0,0,0,0
синхронізувати,0,1,0,0,1,0,1,0,1,1
синхронний,0,0,0,0,0,0,0,0,0,0
синкопе,0,0,0,1,0,1,0,1,1,0
синдикат,0,0,0,0,0,0,0,0,0,0
синергетичний,0,0,0,0,0,0,1,0,0,1
синергія,0,0,0,0,0,0,0,0,0,0
синод,0,0,0,0,0,0,1,0,0,1
синонім,0,0,0,0,0,0,0,0,0,0
синонімічні,0,0,0,1,0,1,1,0,0,1
конспект,0,0,0,0,0,0,0,0,0,0
синоптичний,0,0,0,0,0,0,0,0,0,0
синтаксис,0,0,0,0,0,0,0,0,0,0
синтез,0,0,0,0,0,0,0,0,0,0
синтетичний,0,0,0,0,0,0,0,0,0,0
шприц,0,0,0,1,0,0,0,0,0,0
сироп,0,0,0,0,0,0,0,0,0,0
система,0,0,0,0,0,0,0,0,0,1
систематичність,0,0,0,0,0,0,0,0,0,0
систематично,0,0,0,0,0,0,0,0,0,0
таббі,0,0,0,0,0,0,0,0,0,0
скинія,0,0,0,0,0,0,0,0,0,0
стіл,0,0,0,0,0,0,0,0,0,0
таблиця,0,0,0,0,0,0,0,0,0,0
столова ложка,0,0,0,0,0,0,0,0,0,0
планшет,0,0,0,0,0,0,0,0,0,0
посуд,0,0,0,0,0,0,0,0,0,0
табу,0,0,1,1,0,1,0,0,0,0
табличний,0,0,0,0,0,0,0,0,0,0
звести в таблицю,0,1,0,0,0,0,0,0,0,0
табулювання,0,0,0,0,0,0,0,0,0,0
тахометр,0,0,0,0,0,0,0,0,0,0
мовчазний,0,0,0,0,0,0,0,0,0,0
прихватка,0,0,0,0,0,0,0,0,0,0
снасті,1,0,0,0,0,0,0,0,1,0
боротьба,0,0,0,0,0,0,0,0,0,0
липкий,0,0,0,0,0,0,0,0,0,0
такт,0,0,0,0,0,0,1,0,0,0
тактика,0,0,0,1,0,0,0,0,0,1
тактильний,0,0,0,0,0,0,0,0,0,0
тафта,0,0,0,0,0,0,0,0,0,0
іриска,0,0,0,0,0,0,0,0,0,0
тег,0,0,0,0,0,0,0,0,0,0
хвіст,0,0,0,0,0,0,0,0,0,0
хвостатий,0,0,0,0,0,0,0,0,0,0
хвости,0,0,0,0,0,0,0,0,0,0
кравець,0,0,0,0,0,0,0,0,0,0
пошиття одягу,0,0,0,0,0,0,0,0,0,0
заплямувати,0,0,0,0,0,1,0,1,0,0
приймач,0,0,0,0,0,0,0,0,0,0
казка,0,0,0,0,0,0,1,0,0,0
талант,0,0,0,0,0,0,1,0,0,0
талановитий,0,0,0,0,0,0,0,0,0,0
талісман,0,0,0,0,0,0,1,0,0,0
говорити,0,0,0,0,0,0,1,0,0,0
балакучий,0,0,0,0,0,0,0,0,0,0
балакун,0,0,0,0,0,0,0,0,0,0
високий,0,0,0,0,0,0,0,0,0,0
підрахунки,0,0,0,0,0,0,0,0,0,0
сало,0,0,0,0,0,0,0,0,0,0
підрахунок,0,0,0,0,0,0,0,0,0,0
кігті,1,0,0,1,0,1,0,0,0,0
бубон,0,0,0,0,0,0,0,0,0,0
приручення,0,0,0,0,0,0,0,0,0,0
загар,0,0,0,0,0,0,0,0,0,0
тандем,0,0,0,0,0,0,0,0,0,1
танг,0,0,0,0,0,0,0,0,0,0
дотична,0,0,0,0,0,0,0,0,0,0
клубок,0,0,0,0,0,0,0,0,0,0
заплутаний,0,0,0,0,0,1,0,0,0,0
танк,0,0,0,0,0,0,0,0,0,0
засмаглі,0,0,0,0,0,0,1,0,0,0
дражливий,0,1,0,0,1,1,1,0,1,0
рівносильно,0,0,0,0,0,0,0,0,0,1
кран,0,0,0,0,0,0,0,0,0,0
стрічка,0,0,0,0,0,0,0,0,0,0
конусність,0,0,0,0,0,0,0,0,0,0
