Dutch Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
puree,0,0,0,0,0,0,0,0,0,0
puur,0,0,0,0,0,0,1,0,0,1
vagevuur,0,0,1,1,0,1,0,0,0,0
zuiveren,0,0,0,1,0,1,0,0,0,0
zuivering,0,0,0,0,0,0,1,0,0,1
zuiveren,0,0,0,0,1,0,1,0,0,1
puristisch,0,0,0,0,0,0,1,0,0,0
zuiverheid,0,0,0,0,0,0,1,0,1,0
Purper,0,0,0,0,0,0,0,0,0,0
strekking,0,0,0,0,0,0,0,0,0,0
doel,0,0,0,0,0,0,0,0,0,0
met opzet,0,0,0,0,0,0,0,0,0,0
snorren,0,0,0,0,1,0,1,0,0,1
tas,0,0,0,0,0,0,0,0,0,0
navolging,0,0,0,0,0,0,0,0,0,0
achtervolgen,0,0,0,0,0,0,0,0,0,0
nastreven,0,0,0,0,0,0,0,0,0,0
leverancier,0,0,0,0,0,0,0,0,0,0
gezichtsveld,0,0,0,0,0,0,0,0,0,0
pus,0,0,1,0,0,1,0,0,0,0
duw,0,0,0,0,0,0,0,0,0,0
duwen,0,0,0,0,0,0,0,0,0,0
poesje,0,0,0,0,0,0,0,0,0,0
kutje,0,0,0,0,0,0,0,0,0,0
poesje,0,0,0,0,0,0,0,0,0,0
leggen,0,0,0,0,0,0,0,0,0,0
vermoedelijk,0,0,0,0,0,0,0,0,0,1
zet,0,0,0,0,0,0,0,0,0,0
stopverf,0,0,0,0,0,0,0,0,0,0
verbaasd,0,0,0,0,0,0,0,0,0,0
raadselachtig,0,0,0,0,0,0,0,0,0,0
pygmee,0,0,0,0,0,0,0,0,0,0
piramide,0,0,0,0,0,0,0,0,0,0
piramidaal,0,0,0,0,0,0,0,0,0,0
pyrotechniek,0,0,0,0,0,0,0,0,0,0
kwakzalvers-,0,0,1,0,0,1,0,0,0,0
quad,0,0,0,0,0,0,0,0,0,0
vierhoek,0,0,0,0,0,0,0,0,0,0
kwadrant,0,0,0,0,0,0,0,0,0,0
kwadratisch,0,0,0,0,0,0,0,0,0,0
kwadratuur,0,0,0,0,0,0,0,0,0,0
verviervoudigen,0,0,0,0,0,0,0,0,0,0
quadrupool,0,0,0,0,0,0,0,0,0,0
moeras,0,0,1,0,0,1,0,0,0,0
kwartel,0,0,0,1,0,1,0,0,0,0
schilderachtig,0,0,0,0,1,0,1,0,0,1
aardbeving,0,0,0,1,0,0,0,0,0,0
gekwalificeerd,0,0,0,0,0,0,1,0,0,1
kwalificeren,0,0,0,0,0,0,0,0,0,0
in aanmerking komende,0,0,0,0,0,0,1,0,0,0
kwaliteiten,0,0,0,0,0,0,0,0,0,0
kwaliteit,0,0,0,0,0,0,0,0,0,0
dilemma,1,0,0,1,0,1,0,0,0,0
kwantificeren,0,0,0,0,0,0,0,0,0,0
kwantitatief,0,0,0,0,0,0,0,0,0,0
kwantitatief,0,0,0,0,0,0,0,0,0,0
hoeveelheid,0,0,0,0,0,0,0,0,0,0
quantum,0,0,0,0,0,0,0,0,0,0
quarantaine,0,0,0,1,0,0,0,0,0,0
ruzie,1,0,0,0,0,1,0,0,0,0
groeve,0,0,0,0,0,0,0,0,0,0
kwart,0,0,0,0,0,0,0,0,0,0
kwartaal,0,0,0,0,0,0,0,0,0,0
in vieren gedeeld,0,0,0,0,0,0,0,0,0,0
kwartalen,0,0,0,0,0,0,0,0,0,0
kwartet,0,0,0,0,0,0,0,0,0,0
kwartiel,0,0,0,0,0,0,0,0,0,0
quarto,0,0,0,0,0,0,0,0,0,0
kwarts,0,0,0,0,0,0,0,0,0,0
vernietigen,0,0,0,1,0,1,0,0,0,0
quasi,0,0,0,0,0,0,0,0,0,0
quaternair,0,0,0,0,0,0,0,0,0,0
kade,0,0,0,0,0,0,0,0,0,0
koningin,0,0,0,0,0,0,0,0,0,0
onderdrukken,0,0,0,0,0,1,0,0,0,0
blussen,0,0,0,0,0,0,0,0,0,0
vraag,0,0,0,0,0,0,0,0,0,0
speurtocht,0,1,0,0,0,0,1,0,0,0
vraag,0,0,0,0,0,0,1,0,0,0
twijfelachtig,0,0,1,0,0,1,0,0,0,0
ter discussie stellen,0,0,0,0,0,0,0,0,0,0
rij,0,0,0,0,0,0,0,0,0,0
versnellen,0,1,0,0,0,0,0,0,0,0
snel,0,0,0,0,0,0,0,0,0,0
snelheid,0,0,0,0,0,0,1,0,1,0
kwik,0,0,0,0,0,1,0,0,1,0
quid,0,0,0,0,0,0,0,0,0,0
rustig,0,0,0,0,0,0,1,0,0,0
stil,0,0,0,0,0,0,1,1,0,0
zachtjes,0,0,0,0,0,0,0,0,0,0
schacht,0,0,0,0,0,0,0,0,0,0
quilt,0,0,0,0,0,0,0,0,0,0
kinine,0,0,0,0,0,0,1,0,0,0
ontslag nemen,0,0,0,0,0,1,0,0,0,0
stopt met,0,0,0,0,0,0,0,0,0,0
Pijlkoker,0,0,0,1,0,1,0,0,0,0
bevend,0,0,0,1,0,1,0,0,0,0
quiz,0,0,0,0,0,1,0,0,0,0
quorum,0,0,0,0,0,0,0,0,0,0
quotum,0,0,0,0,0,0,0,0,0,0
citaat,0,0,0,0,0,0,0,0,0,0
citaat,0,1,0,0,0,1,1,0,1,0
quotiënt,0,0,0,0,0,0,0,0,0,0
konijn,0,0,0,0,0,0,0,0,0,0
gepeupel,1,0,0,1,0,1,0,0,0,0
hondsdolheid,1,1,1,1,0,1,0,1,0,0
hondsdolheid,0,0,0,0,0,1,0,0,0,0
ras,0,0,0,0,0,0,0,0,0,0
renpaard,0,0,0,0,0,0,0,0,0,0
racer,0,0,0,0,0,0,0,0,0,0
rek,0,0,0,0,0,1,0,1,0,0
racket,0,0,0,0,0,1,0,0,0,0
rekken,0,0,0,0,0,0,0,0,0,0
pittig,0,0,0,0,0,0,0,0,0,0
radar,0,0,0,0,0,0,0,0,0,1
straling,0,1,0,0,1,0,1,0,0,1
stralend,0,0,0,0,1,0,1,0,0,0
straalt uit,0,0,0,0,0,0,1,0,0,0
straling,0,0,0,1,0,1,0,0,0,0
radicaal,0,0,0,0,0,0,0,0,0,0
radio-,0,0,0,0,0,0,1,0,0,0
radioactief,0,0,0,1,0,1,0,0,0,0
radioactiviteit,0,0,0,0,0,0,0,0,0,0
röntgenfoto,0,0,0,0,0,0,0,0,0,0
radiografie,0,0,0,0,0,0,0,0,0,0
radiologie,0,0,0,0,0,0,0,0,0,0
radium,0,0,0,0,0,0,0,0,0,0
straal,0,0,0,0,0,0,0,0,0,0
radon,0,0,0,1,0,1,0,0,0,0
verloten,0,1,0,0,0,0,0,0,1,0
vlot,0,0,0,0,0,0,0,0,0,0
woede,1,0,0,0,0,1,0,0,0,0
haveloos,0,0,0,0,0,0,0,0,0,0
woedend,1,0,1,1,0,1,0,0,0,0
vodden,0,0,1,0,0,1,0,0,0,0
inval,1,0,0,1,0,1,0,0,1,0
het spoor,1,1,0,0,0,1,0,0,0,0
traliewerk,0,0,0,0,0,0,0,0,0,0
spoorweg,0,0,0,0,0,0,0,0,0,0
spoorweg,0,0,0,0,0,0,0,0,0,0
kleding,0,0,0,0,0,0,0,0,0,0
regenen,0,0,0,0,0,0,0,0,0,0
regenjas,0,0,0,0,0,0,0,0,0,0
regenval,0,0,0,0,0,0,0,0,0,0
regenachtig,0,0,0,0,0,0,0,1,0,0
salarisverhoging,0,0,0,0,0,0,0,0,0,0
opgevoed,0,0,0,0,0,0,0,0,0,0
opvoeden,0,0,0,0,0,0,0,0,0,0
hark,0,0,0,0,0,0,0,0,0,0
rally,0,0,0,0,0,0,0,0,0,0
RAM,1,1,0,0,0,1,0,0,0,0
zwerftocht,0,0,0,0,0,0,0,0,0,0
wandelen,0,0,0,0,0,1,0,0,0,0
oprit,0,0,0,0,0,0,0,0,0,0
razernij,1,0,0,1,0,1,0,0,0,0
boerderij,0,0,0,0,0,0,0,0,0,0
ranzig,0,0,1,0,0,1,0,0,0,0
willekeurig,0,0,0,0,0,0,0,0,1,0
willekeurigheid,0,0,0,0,0,0,0,0,0,0
geil,0,0,0,0,0,0,0,0,0,0
boswachter,0,0,0,0,0,0,0,0,0,1
rang,0,0,0,0,0,0,0,0,0,0
losgeld,1,0,0,1,0,1,0,0,0,0
tirade,0,0,0,0,0,0,0,0,0,0
tik,0,0,0,0,0,0,0,0,0,0
verkrachting,1,0,1,1,0,1,0,1,0,0
snel,0,0,0,0,0,0,0,0,1,0
snelheid,0,0,0,0,0,0,0,0,0,0
stroomversnellingen,0,0,0,0,0,0,0,0,0,0
rappen,1,0,0,0,0,0,0,0,0,0
rapt,0,0,0,0,1,0,1,0,1,1
roofvogels,0,0,0,1,0,1,0,0,0,0
trance,0,1,0,0,1,0,1,0,0,0
zelden,0,0,0,0,0,0,0,0,0,0
zeldzaamheid,0,0,0,0,0,0,0,0,1,0
boefje,1,0,1,1,0,1,0,0,0,0
uitslag,0,0,1,0,0,1,0,0,0,0
Rat,0,0,1,1,0,1,0,0,0,0
ratel,0,0,0,0,0,0,0,0,0,0
tarief,0,0,0,0,0,0,0,0,0,0
bekrachtiging,0,0,0,0,0,0,0,0,0,0
ratificeren,0,0,0,0,0,0,0,0,0,1
beoordeling,1,0,0,1,0,1,0,1,0,0
verhouding,0,0,0,0,0,0,0,0,0,0
rantsoen,0,0,0,0,0,0,0,0,0,0
rationeel,0,0,0,0,0,0,1,0,0,1
redenering,0,0,0,0,0,0,0,0,0,0
rationalisme,0,0,0,0,0,0,0,0,0,0
rationaliteit,0,0,0,0,0,0,0,0,0,0
rotan,0,0,0,0,0,0,0,0,0,0
rammelaar,0,0,0,0,0,0,0,0,0,0
ratelslang,0,0,0,1,0,0,0,0,0,0
rauw,0,0,0,0,0,1,0,0,0,0
raaskallen,1,0,1,0,1,1,1,0,1,1
raaf,0,0,0,0,0,0,0,0,0,0
hongerig,1,0,0,1,0,1,0,1,0,0
ravijn,0,0,0,1,0,0,0,0,0,0
enthousiast,1,1,0,1,1,1,0,0,1,0
ongelooide huid,0,0,0,0,0,0,0,0,0,0
straal,0,0,0,0,0,0,0,0,0,0
scheermes,0,0,0,1,0,0,0,0,0,0
bereiken,0,0,0,0,0,0,0,0,0,0
Reageer,1,0,0,1,0,0,0,0,0,0
reactionair,0,0,0,0,0,1,0,0,0,0
lezen,0,0,0,0,0,0,0,0,0,0
lezer,0,0,0,0,0,0,1,0,0,0
lezers,0,0,0,0,0,0,0,0,0,0
gemakkelijk,0,0,0,0,0,0,1,0,0,0
gereedheid,0,1,0,0,1,0,1,0,0,1
lezing,0,0,0,0,0,0,1,0,0,0
bijstelling,0,0,0,0,0,0,0,0,0,0
klaar,0,1,0,0,0,0,0,0,0,0
opnieuw bevestigen,0,0,0,0,0,0,1,0,0,0
reagens,0,0,0,0,0,0,0,0,0,0
echt,0,0,0,0,0,0,1,0,0,1
realisme,0,0,0,0,0,0,0,0,0,0
realistisch,0,0,0,0,0,0,0,0,0,0
realiteit,0,0,0,0,0,0,0,0,0,0
rijk,0,0,0,0,0,0,0,0,0,0
makelaardij,0,0,0,0,0,0,0,0,0,0
riem,0,0,0,0,0,0,0,0,0,0
oogsten,0,0,0,0,0,0,0,0,0,0
weer verschijnen,0,0,0,0,0,0,0,0,1,0
achterkant,0,0,0,0,0,1,0,0,0,0
herschikken,0,0,0,0,0,0,0,0,0,0
herschikking,0,0,0,0,0,0,0,0,0,0
reden,0,0,0,0,0,0,1,0,0,0
redelijkheid,0,0,0,0,0,0,0,0,0,0
redenering,0,0,0,0,0,0,0,0,0,0
redenen:,0,0,0,0,0,0,0,0,0,0
weer in elkaar zetten,0,0,0,0,0,0,0,0,0,0
geruststelling,0,0,0,0,0,0,1,0,0,1
geruststellen,0,0,0,0,0,0,1,0,0,1
gerustgesteld,0,0,0,0,0,0,0,0,0,0
geruststellend,0,0,0,0,0,0,0,0,0,0
korting,0,0,0,0,0,0,1,0,0,0
rebel,1,0,0,1,0,1,0,0,0,0
opstand,1,0,1,1,0,0,0,0,0,0
herboren,0,0,0,0,0,0,0,0,0,0
terugkaatsen,0,0,0,0,0,0,0,0,0,0
herbouwen,0,0,0,0,0,0,0,0,0,0
berisping,0,0,0,0,0,1,0,0,0,0
weerleggen,0,0,0,0,0,1,0,0,0,0
weerspannige,1,0,1,0,0,1,0,0,0,0
herinneren,0,0,0,0,0,0,0,0,0,0
herschikking,0,0,0,0,0,0,1,0,0,0
wijken,0,0,0,0,0,0,0,0,0,0
terugwijkende,0,0,0,0,0,0,0,0,0,0
ontvangst,0,0,0,0,0,0,0,0,0,0
bonnetjes,0,0,0,0,0,0,0,0,0,0
ontvangen,0,0,0,0,0,0,1,0,0,0
ontvanger,0,0,0,0,0,0,0,0,0,0
ontvangen,0,1,0,0,1,0,1,0,1,0
recentelijk,0,0,0,0,0,0,0,0,0,0
vergaarbak,0,0,0,0,0,0,0,0,0,0
ontvangst,0,0,0,0,0,0,0,0,0,0
onderbreking,0,0,0,0,0,0,0,0,0,0
uitsparingen,0,0,0,1,0,0,0,0,0,0
recessie,1,0,1,1,0,1,0,1,0,0
zoek naar,0,0,0,0,0,0,1,0,0,0
recidive,1,0,1,0,0,1,0,1,0,0
recept,0,0,0,0,0,0,0,0,0,0
ontvanger,0,1,0,0,0,0,0,0,0,0
wederkerig,0,0,0,0,0,0,0,0,0,0
wederkerig,0,0,0,0,0,0,1,0,0,0
wederkerigheid,0,0,0,0,0,0,0,0,0,0
recital,0,0,0,0,0,0,0,0,0,0
recitatie,0,0,0,0,0,0,0,0,0,0
reciteren,0,0,0,0,0,0,0,0,0,0
roekeloos,1,0,0,1,0,1,0,0,0,0
roekeloosheid,1,0,1,1,0,1,0,0,1,0
afrekening,0,0,0,0,0,0,0,0,0,0
terugwinning,0,0,0,0,0,0,1,0,0,0
achterover leunen,0,0,0,0,0,0,1,0,0,1
kluizenaar,0,0,0,0,0,0,0,0,0,0
herkenning,0,0,0,0,0,0,0,0,0,0
herkenbaar,0,1,0,0,0,0,1,0,0,0
erkend,0,0,0,0,0,0,0,0,0,0
terugslag,0,0,0,0,0,0,0,0,0,0
herinneren,0,0,0,0,0,0,0,0,0,0
herinnering,0,0,0,0,0,0,0,0,0,0
recombinant,0,0,0,0,0,0,0,0,0,0
recombinatie,0,1,0,0,0,0,0,0,0,0
adviseren,0,0,0,0,0,0,1,0,0,1
aanbeveling,0,0,0,0,0,0,0,0,0,0
vergelden,0,0,0,0,0,0,0,0,0,0
verzoenen,0,0,0,0,0,0,0,0,0,0
verzoening,0,1,0,0,1,0,1,0,0,1
verkenning,0,0,0,0,0,0,0,0,0,0
heroverwegen,0,0,0,0,0,0,0,0,0,0
heroverweging,0,0,0,0,0,0,1,0,0,1
reconstitutie,0,0,0,0,0,0,0,0,0,0
reconstrueren,0,1,0,0,0,0,1,0,0,0
wederopbouw,0,1,0,0,0,0,1,0,0,0
dossier,0,0,0,0,0,0,0,0,0,0
recorder,0,0,0,0,0,0,1,0,0,0
opname,0,0,0,0,0,0,0,0,0,0
vertellen,0,0,0,0,0,0,0,0,0,0
terugverdienen,0,0,0,0,0,0,1,0,0,0
toevlucht,0,0,0,0,0,0,0,0,0,0
herstelbaar,0,0,0,0,0,0,0,0,0,0
herstel,0,0,0,0,0,0,1,0,0,0
recreatie,0,1,0,0,1,0,1,0,0,0
recreatief,0,1,0,0,1,0,1,0,0,0
rekruut,0,0,0,0,0,0,0,0,0,0
werving,0,0,0,0,0,0,0,0,0,0
rekruten,0,0,0,0,0,0,0,0,0,1
rechthoek,0,0,0,0,0,0,0,0,0,0
rechthoekig,0,0,0,0,0,0,0,0,0,0
rectificatie,0,0,0,0,0,0,0,0,0,0
rectificeren,0,0,0,0,0,0,1,0,0,0
rector,0,0,0,0,0,0,0,0,0,0
pastorie,0,0,0,0,0,0,0,0,0,0
ligfiets,0,0,0,0,0,0,0,0,0,0
recuperatie,0,0,0,0,0,0,0,0,0,0
terugkeren,0,0,0,0,0,0,0,0,0,0
herhaling,0,0,0,0,0,0,0,0,0,0
terugkerend,0,1,0,0,0,0,0,0,0,0
terugkerend,0,0,0,0,0,0,0,0,0,0
herhaling,0,0,0,0,0,0,0,0,0,0
recursief,0,0,0,0,0,0,0,0,0,0
recursief,0,0,0,0,0,0,0,0,0,0
rood,0,0,0,0,0,0,0,0,0,0
roodachtig,0,0,0,0,0,0,0,0,0,0
aflossing,0,0,0,0,0,0,1,0,0,0
roodheid,0,0,0,0,0,0,0,0,0,0
genoegdoening,0,0,0,0,0,0,1,0,0,0
verminderd,0,0,0,0,0,0,0,0,0,0
vermindering,0,0,0,0,0,0,0,0,0,0
ontslag,0,0,0,0,0,0,0,0,0,0
overbodig,0,0,0,0,0,1,0,0,0,0
riet,0,0,0,0,0,0,0,0,0,0
rif,0,0,0,0,0,0,0,0,0,0
riffen,0,0,0,0,0,0,0,0,0,0
haspel,0,0,0,0,0,0,0,0,0,0
herstellen,0,0,0,0,0,0,0,0,0,0
scheidsrechter,0,0,0,0,0,0,0,0,0,1
referentie,0,0,0,0,0,0,0,0,0,0
referendum,0,0,0,0,0,0,0,0,0,0
verfijnen,0,0,0,0,0,0,1,0,0,0
verfijning,0,0,0,0,0,0,1,0,0,0
raffinaderij,0,0,0,0,0,0,0,0,0,0
verfijnen,0,0,0,0,0,0,0,0,0,0
opknappen,0,0,0,0,0,0,0,0,0,0
reflecteren,0,0,0,0,0,0,0,0,0,0
reflecterend,0,0,0,0,0,0,0,0,0,0
reflectie,0,0,0,0,0,0,0,0,0,0
reflecterend,0,0,0,0,0,0,0,0,0,0
reflector,0,0,0,0,0,0,0,0,0,0
reflex,0,0,0,0,0,0,0,0,1,0
reflux,0,0,1,0,0,1,0,0,0,0
hervorming,0,0,0,0,0,0,1,0,0,0
hervorming,0,0,0,0,0,0,1,0,0,0
hervormer,0,0,0,0,0,0,1,0,0,0
breking,0,0,0,0,0,0,0,0,0,0
refractor,0,0,0,0,0,0,0,0,0,0
hardnekkig,0,0,0,0,0,1,0,0,0,0
nalaten,0,0,0,0,0,0,0,0,0,0
afzien,0,0,0,0,0,0,0,0,0,0
verfrissend,0,0,0,0,0,0,1,0,0,0
in de koelkast,0,0,0,0,0,0,0,0,0,0
koeling,0,0,0,0,0,0,0,0,0,0
koelkast,0,0,0,0,0,0,0,0,0,0
toevluchtsoord,0,0,0,0,0,0,0,0,0,0
vluchteling,0,0,0,0,0,0,0,1,0,0
terugbetaling,0,0,0,0,0,0,0,0,0,0
opknappen,0,0,0,0,0,0,1,0,0,0
weigering,0,0,0,0,0,1,0,0,0,0
weigeren,0,0,0,0,0,1,0,0,0,0
geweigerd,0,0,0,0,0,1,0,1,0,0
weigeren,0,0,0,0,0,0,0,0,0,0
weerlegging,0,0,0,1,0,0,0,0,0,0
weerleggen,0,0,0,0,0,0,0,0,0,0
herwinnen,0,0,0,0,0,0,0,0,0,0
vorstelijk,0,0,0,0,0,0,1,0,0,1
regalia,0,0,0,0,0,0,0,0,0,0
regatta,0,1,0,0,0,0,0,0,0,0
regentschap,0,0,0,0,0,0,0,0,0,0
regenereren,0,0,0,0,0,0,0,0,0,0
regeneratie,0,0,0,0,0,0,0,0,0,0
regentes,0,0,0,0,0,0,1,0,0,1
regime,0,0,0,0,0,0,0,0,0,0
regime,0,0,0,0,0,0,0,0,0,0
regiment,0,0,0,1,0,0,0,0,0,0
regio,0,0,0,0,0,0,0,0,0,0
regionaal,0,0,0,0,0,0,0,0,0,0
regionalisme,0,0,0,0,0,0,0,0,0,0
register,0,0,0,0,0,0,0,0,0,0
registrar,0,0,0,0,0,0,0,0,0,0
registratie,0,0,0,0,0,0,0,0,0,0
register,0,0,0,0,0,0,0,0,0,1
regressie,0,0,0,0,0,1,0,0,0,0
regressie,0,0,0,0,0,1,0,0,0,0
regressief,0,0,0,0,0,1,1,0,0,0
betreuren,0,0,0,0,0,1,0,1,0,0
betreurenswaardig,0,0,0,0,0,1,0,1,0,0
spijt van,0,0,0,0,0,1,0,1,0,0
spijt hebben,0,0,0,0,0,1,0,1,0,0
normaal,0,0,0,0,0,0,0,0,0,0
regelmatigheid,0,1,0,0,0,0,1,0,0,1
vaste gasten,0,0,0,0,0,0,0,0,0,0
reguleren,0,0,0,0,0,0,1,0,0,0
gereguleerd,0,0,0,0,0,0,0,0,0,0
regulatie,0,0,0,0,0,0,0,0,0,0
regelgevend,0,0,0,1,0,1,0,0,0,0
oprispingen,0,0,1,0,0,0,0,0,0,0
rehabiliteren,0,0,0,0,0,0,1,0,0,0
revalidatie,0,1,0,0,0,0,1,0,0,0
repetitie,0,0,0,0,0,0,0,0,0,0
bestuur,0,0,0,0,0,0,0,0,0,0
vergoeden,0,0,0,0,0,0,1,0,0,0
terugbetaling,0,0,0,0,0,0,1,0,0,1
teugel,0,0,0,0,0,1,0,0,0,0
rendier,0,0,0,0,0,0,0,0,0,0
versterken,0,0,0,0,0,0,0,0,0,0
versterking,0,0,0,0,0,0,1,0,0,1
versterkingen,0,0,0,0,0,0,0,0,0,1
teugels,0,0,0,0,0,0,0,0,0,0
opnieuw installeren,0,0,0,0,0,0,0,0,0,0
herstellen,0,0,0,0,0,0,1,0,0,0
herstel,0,0,0,0,0,0,0,0,0,0
herinvesteren,0,0,0,0,0,0,0,0,0,0
herinvestering,0,0,0,0,0,0,0,0,0,0
herhalen,0,0,0,0,0,0,0,0,0,0
afwijzen,1,0,0,1,0,1,0,1,0,0
afgekeurd,0,0,0,0,0,1,0,0,0,0
afwijzing,1,0,1,1,0,1,0,1,0,0
verwerpt,1,0,0,1,0,1,0,1,0,0
verheugen,0,1,0,0,1,0,1,0,1,1
zich verheugen,0,1,0,0,1,0,1,0,1,0
weer meedoen,0,0,0,0,0,0,0,0,0,0
verjongen,0,0,0,0,0,0,1,0,0,0
verjongd,0,0,0,0,0,0,1,0,0,0
nieuw leven inblazen,0,1,0,1,1,1,1,0,1,0
terugval,0,0,0,1,0,1,0,1,0,0
betrekking hebben,0,0,0,0,0,0,0,0,0,0
verwant,0,0,0,0,0,0,0,0,0,1
relatie,0,0,0,0,0,0,0,0,0,0
relatie,0,0,0,0,0,0,0,0,0,0
familielid,0,0,0,0,0,0,0,0,0,1
relativiteit,0,0,0,0,0,0,0,0,0,0
ontspannend,0,0,0,0,0,0,0,0,0,0
ontspanning,0,0,0,0,0,0,1,0,0,0
ontspannen,0,0,0,0,0,0,0,0,0,0
relais,0,0,0,0,0,0,0,0,0,0
laat los,0,0,0,0,0,0,0,0,0,0
uitgegeven,0,0,0,0,0,0,0,0,0,0
degradatie,0,0,0,0,0,1,0,0,0,0
relevantie,0,0,0,0,0,0,0,0,0,0
relevant,0,0,0,0,0,0,1,0,0,1
betrouwbaarheid,0,0,0,0,0,0,1,0,0,1
betrouwbaar,0,0,0,0,0,0,1,0,0,1
vertrouwen,0,0,0,0,0,0,1,0,0,1
relikwie,0,0,0,0,0,0,0,0,0,0
relikwieën,0,0,0,0,0,0,0,1,0,0
Verlichting,0,0,0,0,0,0,1,0,0,0
verlichtend,0,0,0,0,0,0,1,0,0,0
geloof,0,0,0,0,0,0,0,0,0,1
religieus,0,0,0,0,0,0,0,0,0,0
opgeven,0,0,0,0,0,1,0,0,0,0
relish,0,0,0,0,0,0,0,0,0,0
tegenzin,0,0,0,0,0,0,0,0,0,0
huiverig,0,0,0,1,0,1,0,0,0,0
rest,0,0,0,0,0,0,0,0,0,0
overig,0,0,0,0,0,0,0,0,0,0
stoffelijk overschot,0,0,1,1,0,1,1,0,0,1
remake,0,0,0,0,0,0,1,0,0,0
voorarrest,1,0,0,0,0,1,0,0,0,0
opmerking,0,0,0,0,0,0,0,0,0,0
opmerkelijk,0,0,0,0,1,0,1,0,1,1
opmerkelijk,0,0,0,0,0,0,1,0,0,0
herstel,0,0,0,0,0,1,0,0,0,0
remedie,0,1,0,0,1,0,1,0,0,1
herinneren,0,0,0,0,0,0,0,0,0,0
herinnerde zich,0,0,0,0,0,0,0,0,0,0
herinneren,0,0,0,0,0,0,0,0,0,0
herinnering,0,0,0,0,0,0,0,0,0,0
herinneren,0,0,0,0,0,0,0,0,0,0
herinnering,0,0,0,0,0,0,0,0,0,0
nalatig,1,0,1,0,0,1,0,1,0,0
kwijtschelding,0,0,0,0,0,0,1,0,0,0
opdracht geven,0,0,0,0,0,0,0,0,0,0
overmaking,0,0,0,0,0,0,0,0,0,0
overblijfsel,0,0,0,0,0,0,0,0,0,0
verbouwen,0,0,0,0,0,0,1,0,0,0
berouw,0,0,0,0,0,1,0,1,0,0
op afstand,0,0,0,0,0,0,0,0,0,0
afgelegen,0,0,0,0,0,0,0,0,0,0
verwijdering,0,0,0,0,0,1,0,0,0,0
verwijderen,1,0,0,1,0,1,0,1,0,0
vergoeding,0,0,0,0,0,0,0,0,0,0
Renaissance,0,0,0,0,0,0,1,0,0,0
rencontre,0,0,0,0,0,1,0,0,0,0
rend,0,0,0,0,0,1,0,0,0,0
veroorzaken,0,0,0,0,0,0,1,0,0,0
weergave,0,0,0,0,0,0,0,0,0,0
rendez-vous,0,0,0,0,0,0,0,0,0,0
vertolking,0,0,0,0,0,0,0,0,0,0
overloper,1,0,0,0,0,1,0,0,0,0
vernieuwing,0,0,0,0,0,0,1,0,0,0
afstand doen van,1,0,0,0,0,1,0,0,0,0
renoveren,0,1,0,0,0,0,1,0,0,0
gerenoveerd,0,0,0,0,0,0,0,0,0,0
vernieuwing,0,1,0,0,1,0,1,0,0,0
bekendheid,0,0,0,0,0,0,1,0,0,0
bekend,0,0,0,0,0,0,1,0,0,0
huur,0,0,0,0,0,0,0,0,0,0
verhuur,0,0,0,0,0,0,0,0,0,0
huurder,0,0,0,0,0,0,0,0,0,0
afstand doen,0,0,0,0,0,1,0,0,0,0
reorganisatie,0,0,0,0,0,0,0,0,0,0
reorganiseren,0,0,0,0,0,0,1,0,0,0
reparatie,0,0,0,0,0,0,0,0,0,0
herstelbetaling,0,0,0,0,0,0,1,0,0,1
terugbetalen,1,1,0,0,1,0,1,0,0,1
terugbetaling,0,0,0,0,0,0,0,0,0,0
intrekking,0,0,0,0,0,0,0,0,0,0
herhalen,0,0,0,0,0,0,0,0,0,0
herhaald,0,0,0,0,0,0,0,0,0,0
herhaaldelijk,0,0,0,0,0,0,0,0,0,0
repeater,0,0,0,0,0,0,0,0,0,0
afstotend,0,0,1,1,0,1,0,0,0,0
afstotend,1,0,1,1,0,1,0,0,0,0
afstotend,0,0,1,0,0,1,0,0,0,0
berouw hebben,0,0,0,1,0,0,1,0,0,0
berouw,0,0,0,0,0,0,0,0,0,0
repertoire,0,0,0,0,0,0,0,0,0,0
repertoire,0,0,0,0,0,0,0,0,0,0
herhaling,0,0,0,0,0,0,0,0,0,0
vervangen,0,0,0,0,0,0,0,0,0,0
vervanging,0,0,0,0,0,0,0,0,0,0
bijvullen,0,0,0,0,0,0,1,0,0,0
vol,0,0,0,0,0,0,1,0,0,0
replicatie,0,0,0,0,0,0,0,0,0,0
antwoord,0,0,0,0,0,0,0,0,0,0
rapport,0,0,0,0,0,0,0,0,0,0
gemeld,0,0,0,0,0,0,0,0,0,0
verslaggever,0,0,0,0,0,0,1,0,0,1
rust,0,0,0,0,0,0,1,0,0,0
herpositioneren,0,0,0,0,0,0,0,0,0,0
opslagplaats,0,0,0,0,0,0,0,0,0,0
vertegenwoordiging,0,0,0,0,0,0,0,0,0,0
vertegenwoordiger,0,0,0,0,0,0,0,0,0,0
vertegenwoordigd,0,0,0,0,0,0,1,0,0,0
vertegenwoordigen,0,1,0,0,0,0,0,0,0,0
onderdrukken,0,0,0,0,0,1,0,1,0,0
onderdrukt,0,0,0,0,0,0,0,0,0,0
repressie,0,0,0,1,0,1,0,0,0,0
uitstel,0,0,0,0,0,0,0,0,0,0
berisping,1,0,0,0,0,1,0,0,0,0
herdruk,0,0,0,0,0,1,0,0,0,0
