Russian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
пересдать,0,0,0,0,0,0,0,0,0,0
отомстить,1,0,0,0,0,1,0,0,0,0
возмездие,1,0,0,1,0,1,0,0,0,0
ответный,1,0,0,0,0,1,0,0,0,0
тормозить,0,0,1,1,0,1,0,1,0,0
отсталость,0,0,0,0,0,1,0,0,0,0
удержание,0,0,0,0,0,0,1,0,0,0
сохраняющий,0,0,0,0,0,0,0,0,0,0
сдержанный,0,0,0,1,0,1,0,0,0,0
сетчатка,0,0,0,0,0,0,0,0,0,0
на пенсии,0,0,0,0,0,0,0,0,0,0
уход на пенсию,0,1,0,1,1,1,1,1,0,1
уход на пенсию,0,0,0,0,0,0,0,0,0,0
пересказывать,0,0,0,0,0,0,0,0,0,0
возражать,0,0,0,0,0,1,0,0,0,0
возвращаться,0,0,0,0,0,0,0,0,0,0
втягивать,1,0,0,0,0,1,0,0,0,0
втягивание,0,0,0,0,0,1,0,0,0,0
сокращение,0,0,0,1,0,1,0,0,0,0
возмездие,1,0,0,1,0,1,0,1,0,0
retrieval,0,0,0,0,0,0,0,0,0,0
забрать,0,0,0,0,0,0,0,0,0,0
ретривер,0,0,0,0,0,0,0,0,0,0
задним числом,0,0,0,0,0,0,0,0,0,0
ретроградный,0,0,0,0,0,1,0,0,0,0
ретроспектива,0,0,0,0,0,0,0,0,0,0
ретроспективный,0,0,0,0,0,0,0,0,0,0
ретроспективно,0,0,0,0,0,0,0,0,0,0
возвращаться,0,0,0,0,0,0,0,0,0,0
воссоединение,0,1,0,0,0,0,1,0,0,1
показывать,0,0,0,0,0,0,0,0,0,0
упиваться,0,0,0,0,1,0,1,0,0,0
откровение,0,0,0,0,0,0,0,0,0,0
упивается,0,0,0,0,1,0,1,0,0,0
месть,1,1,0,1,0,1,0,0,1,0
доход,0,0,0,0,0,0,0,0,0,0
реверберация,0,0,0,0,0,0,0,0,0,0
почитать,0,1,0,0,1,0,1,0,0,1
благоговение,0,0,0,0,1,0,1,0,0,1
преподобный,0,0,0,0,1,0,1,0,0,0
почтительный,0,0,0,0,0,0,0,0,0,0
мечтательность,0,0,0,0,1,0,1,0,0,1
разворот,1,0,1,0,0,1,0,0,1,0
задний ход,0,0,0,0,0,0,0,0,0,0
реверсия,0,0,0,0,0,0,0,0,0,0
возвращаться,0,0,0,0,0,0,0,0,0,0
возвращение,0,0,0,0,0,0,0,0,0,0
обзор,0,0,0,0,0,0,0,0,0,0
рецензент,0,0,0,0,0,0,0,0,0,0
исправлять,0,0,0,0,0,0,1,0,0,0
ревизия,0,0,0,0,0,0,0,0,0,0
вернуться,0,0,0,0,0,0,0,0,0,0
возрождение,0,1,0,0,1,0,1,0,0,1
возродить,0,1,0,0,0,1,1,0,0,0
отзыв,0,0,0,0,0,1,0,0,0,0
отозвать,1,0,1,1,0,1,0,1,0,0
бунт,1,0,0,0,0,1,0,0,1,0
отвратительный,1,0,1,1,0,1,0,0,0,0
революция,1,1,0,1,0,1,1,1,1,0
революционер,0,0,0,0,0,0,1,0,0,0
революционизировать,0,0,0,0,0,0,0,0,0,0
вращаться,0,0,0,0,0,0,0,0,0,0
револьвер,1,0,0,1,0,1,0,1,0,0
отвращение,1,0,1,1,0,1,0,0,0,0
награда,0,1,0,0,1,0,1,0,1,1
риторика,0,0,0,0,0,0,0,0,0,0
риторический,0,0,0,0,0,0,0,0,0,0
ревматизм,1,0,0,1,0,1,0,1,0,0
рифма,0,0,0,0,0,0,0,0,0,0
рифмующий,0,0,0,0,0,0,0,0,0,0
ритм,0,0,0,0,0,0,1,0,0,0
ритмичный,0,0,0,0,1,0,1,0,1,0
ребро,0,0,0,0,0,0,0,0,0,0
ребристый,0,0,0,0,0,0,0,0,0,0
лента,1,1,0,0,1,0,1,0,0,0
рис,0,0,0,0,0,0,0,0,0,0
богатство,0,0,0,0,0,0,0,0,0,0
богатство,0,0,0,0,0,0,1,0,0,0
Рик,0,0,0,0,0,0,0,0,0,0
рахитичный,0,0,0,0,0,1,0,0,0,0
избавлять,0,0,0,0,0,0,0,0,0,0
избавление,0,0,0,0,0,0,0,0,0,0
загадка,0,0,0,0,0,0,0,0,1,0
пронизанный,0,0,0,0,0,1,0,0,0,0
поездка,0,0,0,0,0,0,0,0,0,0
всадник,0,0,0,0,0,0,1,0,0,0
хребет,0,0,0,0,0,0,0,0,0,0
насмешка,1,0,1,0,0,1,0,1,0,0
нелепый,1,0,1,0,0,1,0,0,0,0
верховая езда,0,0,0,0,0,0,0,0,0,0
изобилует,0,0,0,0,0,1,0,0,0,0
винтовка,1,0,0,1,0,1,0,0,0,0
винтовки,0,0,0,0,0,0,0,0,0,0
раскол,0,0,0,0,0,1,0,0,0,0
буровая установка,0,0,0,0,0,0,0,0,0,0
такелаж,0,0,0,0,0,0,0,0,0,0
праведный,0,0,0,0,0,0,1,0,0,0
законный,0,0,0,0,0,0,1,0,0,0
правильно,0,0,0,0,0,0,1,0,0,0
жесткий,0,0,0,0,0,1,0,0,0,0
жесткость,0,0,0,0,0,1,0,0,0,0
строгость,0,0,1,1,0,1,0,0,0,0
тщательный,0,0,0,0,0,1,0,0,0,0
обод,0,0,0,0,0,0,0,0,0,0
кожура,0,0,0,0,0,0,0,0,0,0
звенеть,0,0,0,0,0,0,0,0,0,0
звонок,1,0,0,0,0,1,0,0,0,0
звон,0,0,0,0,0,0,0,0,0,0
каток,0,0,0,0,0,0,0,0,0,0
смывать,0,0,0,0,0,0,0,0,0,0
бунт,1,0,0,1,0,1,0,0,0,0
буйный,1,0,0,1,0,1,0,0,1,0
прибрежный,0,0,0,0,0,0,0,0,0,0
спелый,0,0,0,0,0,0,1,0,0,0
созревать,0,1,0,0,0,0,1,0,0,0
созревание,0,0,0,0,0,0,0,0,0,0
рябь,0,0,0,0,0,0,0,0,0,0
подниматься,0,0,0,0,0,0,0,0,0,0
рост,0,1,0,0,1,0,1,0,0,0
риск,0,1,0,1,0,1,0,0,0,0
рискованно,0,1,0,1,0,1,0,0,0,0
обряд,0,0,0,0,0,0,0,0,0,0
ритуал,0,0,0,0,0,0,0,0,0,0
ритуальный,0,0,0,0,0,0,0,0,0,0
соперник,0,0,0,0,0,0,0,0,0,0
соперничество,1,0,0,0,0,1,0,0,0,0
река,0,0,0,0,0,0,0,0,0,0
берег реки,0,0,0,0,0,0,0,0,0,0
заклепка,0,0,0,0,0,0,0,0,0,0
клепаный,0,0,0,0,0,0,0,0,0,0
клепка,0,0,0,0,0,0,1,0,0,0
Дорога,0,0,0,0,0,0,0,0,0,0
дороги,0,0,0,0,0,0,0,0,0,0
родстер,0,0,0,0,1,0,1,0,0,1
проезжая часть,0,0,0,0,0,0,0,0,0,0
бродить,0,0,0,0,0,0,0,0,0,0
рев,0,0,0,0,0,0,0,0,0,0
жарить,0,0,0,0,0,0,0,0,0,0
грабить,1,0,1,1,0,1,0,1,0,0
грабитель,0,0,1,1,0,1,0,0,0,0
ограбление,1,0,1,1,0,1,0,1,0,0
халат,0,0,0,0,0,0,0,0,0,0
робот,0,0,0,0,0,0,0,0,0,0
робототехника,0,0,0,0,0,0,0,0,0,0
крепкий,0,0,0,0,0,0,1,0,0,0
рух,0,0,0,0,0,0,0,0,0,0
рок,0,0,0,0,0,0,1,0,0,0
ракета,1,0,0,0,0,0,0,0,0,0
горные породы,0,0,0,0,0,0,0,0,0,0
стержень,0,0,0,1,0,0,1,0,0,1
икра,0,0,0,0,0,0,0,0,0,0
мошенник,0,0,1,0,0,1,0,0,0,0
роль,0,0,0,0,0,0,0,0,0,0
рулон,0,0,0,0,0,0,0,0,0,0
ролик,0,0,0,0,0,0,0,0,0,0
ролики,0,0,0,0,0,0,0,0,0,0
бесшабашный,0,0,0,0,1,0,1,0,0,0
катящийся,0,0,0,0,0,0,0,0,0,0
романтика,0,1,0,1,1,0,1,1,1,1
романтик,0,1,0,0,1,0,1,0,0,1
романтизм,0,0,0,0,1,0,1,0,0,0
возня,0,0,0,0,1,0,1,0,0,0
крыша,0,0,0,0,0,0,0,0,0,0
ладья,1,0,1,0,0,1,0,0,0,0
номер,0,0,0,0,0,0,0,0,0,0
просторный,0,0,0,0,0,0,0,0,0,0
насест,0,0,0,0,0,0,0,0,0,0
петух,0,0,0,0,0,0,0,0,0,0
корень,0,0,0,0,0,0,0,0,0,0
укорененный,0,0,0,0,0,0,1,0,0,1
веревка,0,0,0,0,0,0,0,0,0,0
четки,0,0,0,0,0,0,0,0,0,0
Роза,0,0,0,0,0,0,0,0,0,0
Розмари,0,0,0,0,0,0,0,0,0,0
розетка,0,0,0,0,0,0,0,0,0,0
состав,0,0,0,0,0,0,0,0,0,0
розовый,0,0,0,0,0,0,1,0,0,0
гниль,0,0,1,1,0,1,0,1,0,0
рота,0,0,0,0,0,0,1,0,0,1
вращающийся,0,0,0,0,0,0,0,0,0,0
вращать,0,0,0,0,0,0,0,0,0,0
вращение,0,0,0,0,0,0,0,0,0,0
механически,0,0,0,0,0,0,0,0,0,0
ротор,0,0,0,0,0,0,0,0,0,0
гниение,0,0,1,0,0,1,0,0,0,0
румяна,0,0,0,0,0,0,0,0,0,0
грубый,0,0,0,0,0,0,0,0,0,0
грубо,0,0,0,0,0,0,0,0,0,0
шероховатость,0,0,0,0,0,1,0,0,0,0
рулетка,0,1,0,0,0,0,0,0,0,0
круглый,0,0,0,0,0,0,0,0,0,0
карусель,0,0,0,0,0,0,0,0,0,0
округлый,0,0,0,0,0,0,0,0,0,0
округлять,0,0,0,0,0,0,0,0,0,0
будить,0,0,0,0,0,0,0,0,0,0
возбудитель,0,0,0,0,0,0,0,0,0,0
пробуждение,0,0,0,0,0,0,0,0,0,0
разгромить,0,0,0,0,0,1,0,0,0,0
маршрут,0,0,0,0,0,0,0,0,0,0
рутина,0,0,0,0,0,0,1,0,0,1
вездеход,0,0,0,0,0,0,0,0,0,0
бродячий,0,0,0,0,0,0,0,0,0,0
строка,1,0,0,0,0,1,0,0,0,0
шумный,0,0,0,0,0,1,0,0,0,0
королевский,0,0,0,0,0,0,0,0,0,0
роялти,0,0,0,0,0,0,1,0,0,0
натирать,0,0,0,0,0,0,0,0,0,0
резина,0,0,0,0,0,0,0,0,0,0
каучуки,0,0,0,0,0,0,0,0,0,0
растирание,0,0,0,0,0,0,0,0,0,0
мусор,0,0,1,0,0,1,0,0,0,0
щебень,0,0,0,1,0,1,0,1,0,0
рубрика,0,0,0,0,0,0,1,0,0,0
Рубин,0,0,0,0,0,0,0,0,0,0
руль,0,0,0,0,0,0,0,0,0,0
румяный,0,0,0,0,0,0,0,0,0,0
рудиментарный,0,0,0,0,0,0,0,0,0,0
зачатки,0,0,0,0,0,0,0,0,0,0
улица,0,0,0,0,0,1,0,1,0,0
ерш,0,0,0,0,0,0,0,0,0,0
рябь,0,0,0,0,0,1,0,0,0,0
коврик,0,0,0,0,0,0,0,0,0,0
прочный,0,0,0,0,0,1,0,0,0,0
разорение,0,0,0,1,0,1,0,1,0,0
разрушенный,1,0,1,1,0,1,0,1,0,0
губительный,1,0,1,1,0,1,0,1,0,0
руины,0,0,0,0,0,0,0,0,0,0
правило,0,0,0,1,0,0,0,0,0,1
правитель,0,0,0,0,0,0,0,0,0,0
постановление,0,0,0,0,0,0,0,0,0,0
ром,0,0,0,0,0,0,0,0,0,0
грохот,0,0,0,0,0,0,0,0,0,0
рыться,0,0,0,0,0,0,0,0,0,0
слух,0,0,0,0,0,1,0,1,0,0
по слухам,0,0,0,0,0,0,0,0,0,0
крупа,0,0,0,0,0,0,0,0,0,0
убегать,0,0,0,0,0,1,0,1,0,0
руны,0,0,0,0,0,0,0,0,0,0
ступенька,0,0,0,0,0,0,0,0,0,0
бегун,0,0,0,0,0,0,0,0,0,0
Бег,0,0,0,0,0,0,0,0,0,0
ВПП,0,0,0,0,0,0,0,0,0,0
разрыв,0,0,0,1,0,1,0,1,1,0
деревенский,0,0,0,0,0,0,0,0,0,0
уловка,0,0,0,0,0,1,0,0,0,0
порыв,0,0,0,0,0,0,0,0,0,0
ржавчина,0,0,0,0,0,1,0,0,0,0
деревенский,0,0,0,0,0,0,0,0,0,0
шорох,0,0,0,0,0,0,0,0,0,0
ржавый,0,0,0,0,0,1,0,0,0,0
колея,0,0,0,0,0,0,0,0,0,0
Рут,0,0,0,0,0,0,1,0,0,0
безжалостный,1,0,1,1,0,1,0,0,0,0
рожь,0,0,0,0,0,0,0,0,0,0
сабля,1,0,0,1,0,1,0,0,0,0
соболь,0,0,0,0,0,0,0,0,0,0
саботаж,1,0,1,1,0,1,0,1,1,0
мешок,0,0,0,0,0,0,0,0,0,0
мешок,0,0,0,0,0,0,0,0,0,0
причастие,0,0,0,0,0,0,0,0,0,0
священный,0,0,0,0,0,0,0,0,0,0
жертвы,0,0,1,1,0,1,0,1,0,0
седло,0,0,0,0,0,0,0,0,0,0
грустно,0,0,0,0,0,1,0,1,0,0
грусть,0,0,0,0,0,1,0,1,0,1
Безопасно,0,0,0,0,1,0,1,0,0,1
охранять,0,0,0,0,0,0,1,0,0,1
хранение,0,0,0,0,0,0,0,0,0,1
безопасность,0,0,0,0,0,0,0,0,0,0
шафран,0,0,0,0,0,0,0,0,0,0
провисание,0,0,0,1,0,1,0,0,0,0
сага,0,0,0,0,0,0,0,0,0,0
мудрец,0,0,0,0,0,0,1,0,0,1
плыть,0,0,0,0,0,0,0,0,0,0
парусный спорт,0,0,0,0,0,0,0,0,0,0
матрос,0,0,0,0,0,0,0,0,0,0
святой,0,1,0,0,1,0,1,0,1,1
святой,0,1,0,0,1,0,1,0,1,1
салат,0,0,0,0,0,0,0,0,0,0
саламандра,0,0,0,0,0,0,0,0,0,0
зарплата,0,1,0,0,1,0,1,0,0,1
распродажа,0,0,0,0,0,0,0,0,0,0
продавец,0,0,0,0,0,0,0,0,0,0
заметный,0,0,0,0,0,0,1,0,0,0
солевой раствор,0,0,0,0,0,0,0,0,0,0
слюна,0,1,0,0,0,0,0,0,0,0
Салли,0,0,0,0,0,0,0,0,1,0
салон,0,0,0,0,0,0,0,0,0,0
салон,1,0,0,0,0,0,0,0,0,0
соль,0,0,0,0,0,0,0,0,0,0
соленый,0,0,0,0,0,0,0,0,0,0
благотворный,0,0,0,0,1,0,1,0,0,1
приветствие,0,0,0,0,0,0,0,0,0,0
отдать честь,0,0,0,0,1,0,1,0,0,0
спасение,0,0,0,0,0,0,0,0,0,0
спасение,0,1,0,0,1,0,1,0,0,1
бальзам,0,0,0,0,0,0,1,0,0,0
самба,0,0,0,0,0,0,0,0,0,0
одинаковость,0,0,0,0,0,0,0,0,0,0
самурай,0,0,0,1,0,0,1,0,0,0
освящение,0,0,0,0,1,0,1,0,0,1
освященный,0,0,0,0,0,0,0,0,0,0
освятить,0,1,0,0,1,0,1,1,1,1
санкция,0,0,0,0,0,0,0,0,0,0
санкционированный,0,0,0,0,0,0,0,0,0,0
святость,0,0,0,0,0,0,0,0,0,0
святилище,0,1,0,0,1,0,1,0,0,1
песок,0,0,0,0,0,0,0,0,0,0
сандалии,0,0,0,0,0,0,0,0,0,0
шлифовальный,0,0,0,0,0,0,0,0,0,0
пески,0,0,0,0,0,0,0,0,0,0
Сэнди,0,0,0,0,0,0,0,0,0,0
в своем уме,0,0,0,0,0,0,0,0,0,0
сангвиник,0,0,0,0,0,0,1,0,0,0
санитарный,0,0,0,0,0,0,1,0,0,0
здравомыслие,0,0,0,0,0,0,0,0,0,0
без,0,0,0,0,0,0,0,0,0,0
сок,0,0,0,0,0,1,0,1,0,0
сапфир,0,0,0,0,0,0,0,0,0,0
сочный,0,0,0,0,0,0,0,0,0,1
сарказм,1,0,1,0,0,1,0,1,0,0
саркома,0,0,0,1,0,1,0,1,0,0
язвительный,0,0,0,0,0,1,0,0,0,0
створка,0,0,0,0,0,0,0,0,0,0
сатанинский,1,0,0,0,0,1,0,0,0,0
ранец,0,0,0,0,0,0,0,0,0,0
насытить,0,0,0,0,0,0,0,0,0,0
спутник,0,0,0,0,0,0,0,0,0,0
атлас,0,0,0,0,0,0,1,0,0,0
сатира,0,0,0,0,0,0,0,0,0,0
сатирический,0,0,0,0,0,0,0,0,0,0
удовлетворение,0,0,0,0,0,0,0,0,0,0
удовлетворительно,0,0,0,0,0,0,1,0,0,0
доволен,0,0,0,0,1,0,1,0,0,0
насыщать,0,0,0,0,0,0,0,0,0,0
насыщенный,0,0,1,0,0,1,0,0,0,0
насыщенность,0,0,0,0,0,0,0,0,0,0
соус,0,0,0,0,0,0,0,0,0,0
кастрюля,0,0,0,0,0,0,0,0,0,0
блюдце,0,0,0,0,0,0,0,0,0,0
дерзкий,0,0,0,0,0,0,0,0,0,0
кислая капуста,0,0,0,0,0,0,0,0,0,0
сауна,0,0,0,0,0,0,0,0,0,0
дикий,1,0,0,1,0,1,0,0,0,0
дикость,1,0,0,1,0,1,0,0,0,0
саванна,0,0,0,0,0,0,0,0,0,0
спасти,0,0,0,0,1,0,1,0,0,1
сохранение,0,0,0,0,0,0,0,0,0,0
сбережения,0,0,0,0,0,0,1,0,0,0
Вкус,0,1,1,0,1,0,1,1,0,1
пикантный,0,0,0,0,0,0,1,0,0,0
смекалка,0,0,0,0,0,0,1,0,0,0
опилки,0,0,0,0,0,0,0,0,0,0
саксофон,0,0,0,0,0,0,0,0,0,0
саксофон,0,0,0,0,0,0,0,0,0,0
парша,0,0,0,0,0,1,0,0,0,0
ножны,0,0,0,0,0,0,0,0,0,0
строительные леса,0,0,0,1,0,1,0,0,0,0
строительные леса,0,0,0,0,0,0,0,0,0,0
шкала,0,0,0,0,0,0,0,0,0,0
Весы,0,0,0,0,0,0,0,0,0,0
гребешок,0,0,0,0,0,0,0,0,0,0
скальп,0,0,0,0,0,0,0,0,0,0
скальпель,0,0,0,1,0,1,0,0,0,0
чешуйчатый,0,0,0,0,0,1,0,0,0,0
сканирование,0,0,0,0,0,0,0,0,0,0
скандал,0,0,0,1,0,1,0,0,0,0
скандальный,1,0,0,0,0,1,0,0,0,0
скудный,0,0,0,0,0,1,0,0,0,0
ускользнуть,0,0,0,0,0,0,0,0,0,0
козел отпущения,1,0,0,1,0,1,0,0,0,0
шрам,1,0,1,1,0,1,0,1,0,0
скарабей,0,0,0,0,0,0,0,0,0,0
скудный,0,0,0,1,0,1,0,1,0,0
едва ли,0,0,0,0,0,1,0,1,0,0
дефицит,1,0,0,1,0,1,0,1,0,0
напугать,1,1,0,1,0,1,0,0,1,0
пугало,0,0,0,1,0,1,1,0,0,0
шарф,0,0,0,0,0,0,0,0,0,0
алый,0,0,0,0,0,0,0,0,0,0
разбрасывать,0,0,0,0,0,0,0,0,0,0
разбросанный,0,0,0,0,0,0,0,0,0,0
рассеяние,0,0,0,0,0,0,0,0,0,0
мусорщик,0,0,0,0,0,1,0,0,0,0
сцена,0,0,0,0,0,0,0,0,0,0
пейзаж,0,0,0,0,0,0,0,0,0,0
живописный,0,0,0,0,0,0,0,0,0,0
запах,0,0,0,0,0,0,0,0,0,0
скептический,0,0,0,0,0,0,0,0,0,1
скептицизм,0,0,0,0,0,0,0,0,0,0
схематический,0,0,0,0,0,0,0,0,0,0
схема,0,0,0,0,0,1,0,0,0,0
раскол,1,0,0,0,0,1,0,0,0,0
шизофрения,1,0,1,1,0,1,0,1,0,0
ученый,0,0,0,0,0,0,1,0,0,0
научный,0,0,0,0,0,0,0,0,0,0
стипендия,0,0,0,0,1,0,1,0,0,0
школа,0,0,0,0,0,0,0,0,0,1
школьник,0,0,0,0,0,0,0,0,0,0
учеба в школе,0,0,0,0,0,0,0,0,0,0
школьный учитель,0,0,0,0,0,0,0,0,0,0
шхуна,0,0,0,0,0,0,0,0,0,0
радикулит,0,0,0,0,0,1,0,0,0,0
наука,0,0,0,0,0,0,0,0,0,0
научный,0,0,0,0,0,0,1,0,0,1
ученый,0,1,0,0,0,0,1,0,0,1
мерцание,0,0,0,0,0,0,1,0,0,0
мерцание,0,0,0,0,0,0,0,0,0,0
сцинтиллятор,0,0,0,0,0,0,0,0,0,0
наследник,0,0,0,0,0,0,0,0,0,0
ножницы,0,0,0,0,0,0,0,0,0,0
насмехаться,1,0,1,0,0,1,0,0,0,0
ругать,1,0,1,1,0,1,0,1,0,0
брань,1,0,0,0,0,1,0,0,0,0
совок,0,0,0,0,0,0,0,0,0,0
сфера,0,0,0,0,0,0,0,0,0,0
палящий,1,0,0,0,0,1,0,0,0,0
счет,0,1,0,0,1,0,1,0,1,0
баллы,0,0,0,0,0,0,0,0,0,0
презрение,1,0,0,0,0,1,0,0,0,0
скорпион,1,0,1,1,0,1,0,0,1,0
скотч,0,0,0,0,0,1,0,0,0,0
негодяй,1,0,1,1,0,1,0,0,0,1
рыскать,0,0,0,0,0,0,0,0,0,0
бич,1,0,0,1,0,1,0,1,0,0
разведчик,0,0,0,0,0,0,0,0,0,0
царапать,0,0,0,0,0,0,0,0,0,0
карабкаться,0,0,0,0,0,0,0,0,0,0
карабкаться,0,0,0,0,0,1,0,0,0,0
царапать,0,0,0,0,0,0,0,0,0,0
скрепи,1,0,0,1,0,1,0,1,0,0
соскоб,0,0,0,0,0,0,0,0,0,0
царапать,0,0,0,0,0,0,0,0,0,0
крик,1,0,1,1,0,1,0,0,1,0
кричащий,1,0,1,1,0,1,0,0,0,0
визг,0,0,0,1,0,1,0,0,1,0
экран,0,0,0,0,0,0,0,0,0,0
отвертка,0,0,0,0,0,0,0,0,0,0
облажались,1,0,0,0,0,1,0,0,0,0
каракули,0,0,0,0,0,0,0,0,0,0
писец,0,0,0,0,0,0,1,0,0,0
схватка,0,0,0,0,0,1,0,0,1,0
сума,0,0,0,0,0,0,0,0,0,0
сценарий,0,0,0,0,0,0,1,0,0,0
библейский,0,0,0,0,0,0,0,0,0,0
Писание,0,0,0,0,0,0,0,0,0,1
прокрутить,0,0,0,0,0,0,0,0,0,0
скраб,0,0,1,0,0,1,0,0,0,0
восхитительный,0,0,0,0,0,0,1,0,0,0
скрупулезный,0,0,0,0,0,0,0,0,0,0
тщательно исследовать,0,1,0,0,0,1,0,0,0,0
проверка,0,0,0,0,0,1,0,0,0,0
скульптор,0,0,0,0,0,0,0,0,0,0
скульптура,0,0,0,0,0,0,1,0,0,0
скульптурный,0,0,0,0,0,0,0,0,0,0
отбросы,0,0,1,0,0,1,0,0,0,0
море,0,0,0,0,0,0,1,0,0,0
побережье,0,0,0,0,0,0,0,0,0,0
печать,0,0,0,0,0,0,1,0,0,1
уплотнения,0,0,0,0,0,0,0,0,0,1
шов,0,0,0,0,0,0,0,0,0,0
моряк,0,0,0,0,0,0,0,0,0,0
бесшовный,0,0,0,0,0,0,0,0,0,0
швея,0,0,0,0,0,0,0,0,0,0
морской порт,0,0,0,0,0,0,0,0,0,0
обжигать,0,0,0,0,0,1,0,0,0,0
поиск,0,0,0,0,0,0,0,0,0,0
идет поиск,0,0,0,0,0,0,0,0,0,0
обожженный,0,0,0,0,0,0,0,0,0,0
Приморский,0,0,0,0,0,0,0,0,0,0
время года,0,0,0,0,0,0,0,0,0,0
приправленный,0,0,0,0,0,0,1,0,0,0
приправа,0,0,0,0,0,0,0,0,0,0
сиденье,0,0,0,0,0,0,0,0,0,0
отделение,0,0,0,0,0,1,0,0,0,0
уединенный,0,0,0,0,0,1,0,1,0,0
уединение,0,0,0,1,0,1,1,0,0,0
вторичный,0,0,0,0,0,0,0,0,0,0
подержанный,0,0,0,0,0,1,0,0,0,0
секретность,0,0,0,0,0,0,0,0,1,1
секрет,0,0,0,0,0,0,0,0,0,1
секретариат,0,0,0,0,0,0,1,0,0,0
секретарь,0,0,0,0,0,0,0,0,0,0
секретировать,0,0,1,0,0,0,0,0,0,0
секреция,0,0,1,0,0,1,0,0,0,0
скрытный,0,0,0,0,0,1,0,0,0,0
тайно,0,0,0,0,0,0,0,0,0,0
секта,0,0,0,0,0,0,0,0,0,0
сектант,1,0,0,1,0,1,0,0,0,0
секционный,0,0,0,0,0,0,0,0,0,0
сектор,0,0,0,0,0,0,0,0,0,0
светский,0,1,0,0,0,0,0,0,0,0
секуляризм,0,0,0,0,0,0,0,0,0,0
ценные бумаги,0,0,0,0,0,0,0,0,0,1
безопасность,0,0,0,0,0,0,0,0,0,0
седан,0,0,0,0,0,0,0,0,0,0
успокоить,0,0,0,0,0,0,0,0,0,0
успокоительное,0,0,0,0,0,0,0,0,0,0
малоподвижный,0,0,0,0,0,0,0,0,0,0
осока,0,0,0,0,0,0,0,0,0,0
осадок,0,0,0,0,0,0,0,0,0,0
осадочный,0,0,0,0,0,0,0,0,0,0
мятеж,1,0,0,0,0,1,0,1,0,0
соблазнять,0,0,0,0,0,1,0,0,0,0
соблазнение,0,0,0,0,0,0,0,0,0,0
соблазнение,0,0,0,0,0,1,0,0,0,0
соблазнительный,0,1,0,0,0,0,0,0,0,0
семя,0,0,0,0,0,0,0,0,0,0
рассада,0,0,0,0,0,0,0,0,0,0
стремиться,0,1,0,0,0,0,0,0,0,0
искатель,0,0,0,0,0,0,0,0,0,0
по-видимому,0,0,0,0,0,0,0,0,0,0
провидец,0,0,0,0,0,0,0,0,0,0
бурлящий,0,0,0,0,0,0,0,0,0,0
сегмент,0,0,0,0,0,0,0,0,0,0
отделять,1,0,1,0,0,1,0,1,0,0
сегрегированный,0,0,0,0,0,1,0,0,0,0
сегрегация,0,0,0,0,0,0,0,0,0,0
захватывать,0,0,0,1,0,1,0,0,0,0
захват,0,0,0,1,0,0,0,0,0,0
редко,0,0,0,0,0,0,0,0,0,0
Выбрать,0,0,0,0,0,0,0,0,0,0
выбор,0,0,0,0,0,0,0,0,0,0
эгоистичный,1,0,1,0,0,1,0,0,0,0
эгоизм,0,0,0,0,0,1,0,0,0,0
продавать,0,0,0,0,0,0,0,0,0,0
продавец,0,0,0,0,0,0,0,0,0,0
семафор,0,0,0,0,0,0,0,0,0,0
подобие,0,0,0,0,0,0,0,0,0,0
сперма,0,0,0,0,0,0,0,0,0,0
точка с запятой,0,0,0,0,0,0,0,0,0,0
основополагающий,0,0,0,0,0,0,0,0,0,0
семинар,0,0,0,0,0,0,0,0,0,0
семинария,0,0,0,0,0,0,0,0,0,0
семиотика,0,0,0,0,0,0,0,0,0,0
сенат,0,0,0,0,0,0,0,0,0,1
сенатор,0,0,0,0,0,0,0,0,0,0
Отправить,0,0,0,0,0,0,0,0,0,0
старение,0,0,0,0,0,0,0,0,0,0
дряхлый,0,0,0,1,0,1,0,1,0,0
старший,0,0,0,0,0,0,0,0,0,0
старшинство,0,0,0,0,0,0,1,0,0,1
ощущение,0,0,0,0,0,0,0,0,0,0
сенсационный,0,0,0,0,1,0,1,0,0,0
смысл,0,0,0,0,0,0,1,0,0,0
бессмысленный,1,0,1,1,0,1,0,1,1,0
чувства,0,0,0,0,0,0,0,0,0,0
чувствительность,0,0,0,0,0,0,1,0,0,0
разумно,0,0,0,0,0,0,1,0,0,0
чувствительный,0,0,0,0,0,0,0,0,0,0
сенсорный,0,0,0,0,0,0,0,0,0,0
чувственный,0,1,0,0,1,1,1,0,1,1
чувственность,0,1,0,0,1,0,1,0,0,0
чувственный,0,0,0,0,1,0,1,0,0,0
приговор,1,1,1,1,0,1,0,1,0,0
разумный,0,0,0,0,0,0,0,0,0,0
настроение,0,0,0,0,0,0,0,0,0,0
сентиментальный,0,0,0,0,0,0,1,0,0,0
сентиментальность,0,0,0,0,0,0,1,0,0,0
часовой,0,0,0,0,0,0,1,0,0,1
часовой,0,0,0,0,0,0,0,0,0,1
отделимый,0,0,0,0,0,0,0,0,0,0
отдельный,0,0,0,0,0,0,0,0,0,0
отдельно,0,0,0,0,0,0,0,0,0,0
разделение,0,0,0,0,0,0,0,0,0,0
сепаратист,1,0,1,0,0,1,0,0,0,0
сепия,0,0,0,0,0,0,0,0,0,0
сепсис,0,0,0,1,0,1,0,1,0,0
