Swedish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
ångbåt,0,0,0,0,0,0,0,0,0,0
ångkokare,0,0,0,0,0,0,0,0,0,0
ångvält,0,0,0,0,0,0,0,0,0,0
ångare,0,0,0,0,0,0,0,0,0,0
ångande,0,0,0,0,0,0,0,0,0,0
stål,0,0,0,0,0,0,0,0,0,0
brant,0,0,0,0,0,0,0,0,0,0
torn,0,0,0,0,0,0,0,0,0,0
styra,0,0,0,0,0,0,0,0,0,0
stjärn-,0,0,0,0,0,0,1,0,0,0
stam,0,0,0,0,0,0,0,0,0,0
stank,0,0,0,0,0,0,0,0,0,0
stencil,0,0,0,0,0,0,0,0,0,0
steg,0,0,0,0,0,0,0,0,0,0
stäpp,0,0,0,0,0,0,0,0,0,0
steg,0,0,0,0,0,0,0,0,0,0
stereoskopisk,0,0,0,0,0,0,0,0,0,0
stereotyp,0,0,0,0,0,1,0,0,0,0
stereotyp,0,0,0,0,0,1,0,0,0,0
steril,0,0,0,0,0,1,0,1,0,0
sterilitet,0,0,0,0,0,1,0,0,0,0
sterling-,1,1,0,0,1,1,1,0,0,1
akter,0,0,0,0,0,1,0,0,0,0
stetoskop,0,0,0,0,0,0,0,0,0,0
gryta,0,0,0,0,0,0,0,0,0,0
steward,0,0,0,0,0,0,1,0,0,1
förvaltarskap,0,0,0,0,0,0,0,0,0,0
pinne,0,0,0,0,0,0,0,0,0,0
fastnar,0,0,0,0,0,0,0,0,0,0
klibbig,0,0,1,0,0,0,0,0,0,0
styv,0,0,0,0,0,1,0,0,0,0
stelna,0,0,0,0,0,0,0,0,0,0
styvhet,0,0,0,0,0,1,0,0,0,0
kväva,0,0,0,0,0,1,0,0,0,0
kvävd,1,0,0,1,0,1,0,1,0,0
kvalmig,0,0,0,0,0,0,0,0,0,0
stigma,1,0,1,1,0,1,0,1,0,0
stätta,0,0,0,0,0,0,0,0,0,0
stilett,0,0,0,0,0,0,0,0,0,0
dödfödd,0,0,0,0,0,1,0,1,0,0
stillhet,0,0,0,1,0,0,1,1,0,0
styltor,0,0,0,0,0,0,0,0,0,0
stimulerande medel,0,0,0,0,0,0,0,0,0,0
stimulering,0,0,0,0,0,0,0,0,0,0
stimulans,0,0,0,0,0,0,0,0,0,0
sting,1,0,0,1,0,1,0,0,0,0
stickande,0,0,0,0,0,1,0,0,0,0
snål,1,0,1,1,0,1,0,1,0,0
stank,0,0,1,0,0,1,0,0,0,0
stinkande,0,0,1,0,0,1,0,0,0,0
stint,0,0,0,1,0,1,0,1,0,0
föreskriva,0,0,0,0,0,0,0,0,0,0
bestämmelse,0,0,0,0,0,0,0,0,0,0
Vispa,0,0,0,0,0,0,0,0,0,0
omrörning,0,0,0,0,0,0,0,0,0,0
sy,0,0,0,0,0,0,0,0,0,0
stock,0,0,0,0,0,0,0,0,0,0
fondkommissionär,0,0,0,0,0,0,0,0,0,0
strumpa,0,0,0,0,0,0,0,0,0,0
lager,0,0,0,0,0,1,0,0,0,0
stola,0,0,0,0,0,0,0,0,0,0
stulen,1,0,0,0,0,1,0,0,0,0
mage,0,0,1,0,0,0,0,0,0,0
sten,1,0,0,0,0,1,0,0,0,0
urkärnad,0,0,0,0,0,1,0,0,0,0
stengods,0,0,0,0,0,0,0,0,0,0
stenig,0,0,0,0,0,0,0,0,0,0
pall,0,0,0,0,0,0,0,0,0,0
avföring,0,0,1,0,0,1,0,0,0,0
böja sig,0,0,0,0,0,0,0,0,0,0
sluta,0,0,0,0,0,0,0,0,0,0
stopp,0,0,0,0,0,1,0,0,0,0
propp,0,0,0,0,0,0,0,0,0,0
stoppar,0,0,0,0,0,0,0,0,0,0
stoppur,0,0,0,0,0,0,0,0,0,0
lagring,0,0,0,0,0,0,0,0,0,0
Lagra,0,1,0,0,0,0,1,0,0,0
magasin,0,0,0,0,0,0,0,0,0,0
lagring,0,0,0,0,0,0,0,0,0,0
storm,1,0,0,0,0,1,0,0,0,0
stormar,1,0,0,0,0,0,0,0,0,0
stormig,0,0,0,1,0,1,0,0,0,0
berättelse,0,0,0,0,0,0,0,0,0,0
stout,0,0,0,0,0,0,0,0,0,0
spis,0,0,0,0,0,0,0,0,0,0
stuva,0,0,0,0,0,0,0,0,0,0
grensla,0,0,0,0,0,0,0,0,0,0
räta ut,0,0,0,0,0,0,0,0,0,0
enkel,0,0,0,0,0,0,1,0,0,1
genast,0,0,0,0,0,0,0,0,0,0
spänd,1,0,0,0,0,1,0,0,0,0
sund,0,0,0,0,0,0,0,0,0,0
sund,0,0,0,1,0,1,0,0,0,0
strå,0,0,0,0,0,0,0,0,0,0
strandsatta,0,0,0,0,0,1,0,0,0,0
främling,0,0,0,1,0,1,0,0,0,0
strypa,1,0,1,1,0,1,0,1,1,0
rem,0,0,0,0,0,0,0,0,0,0
bandning,0,0,0,0,0,0,0,0,0,0
skikt,0,0,0,0,0,0,0,0,0,0
strategisk,0,0,0,0,0,0,1,0,0,0
strateg,0,1,0,0,0,0,1,0,0,1
strategi,0,0,0,0,0,0,0,0,0,0
stratifiering,0,0,0,0,0,0,0,0,0,0
skikt,0,0,0,0,0,0,0,0,0,0
stratus,0,0,0,0,0,0,0,0,0,0
sugrör,0,0,0,0,0,0,0,0,0,0
herrelös,0,0,0,0,0,1,0,0,0,0
strimma,0,0,0,0,0,0,0,0,0,0
strimmig,0,0,0,0,0,0,0,0,0,0
ström,0,0,0,0,0,0,0,0,0,0
banderoll,0,0,0,0,0,0,0,0,0,0
strömning,0,0,0,0,0,0,0,0,0,0
gata,0,0,0,0,0,0,0,0,0,0
styrka,0,0,0,0,0,0,1,0,0,1
stärka,0,0,0,0,0,0,1,0,0,0
förstärkning,0,0,0,0,1,0,1,0,0,1
ansträngande,0,0,0,0,0,0,0,0,0,0
påfrestning,0,0,0,0,0,1,0,0,0,0
sträcka,0,0,0,0,0,0,0,0,0,0
bår,0,0,0,1,0,0,0,1,0,0
drabbad,0,0,0,0,0,0,0,1,0,0
kliva,0,0,0,0,0,0,0,0,0,0
kiv,1,0,0,0,0,1,0,0,0,0
strejk,1,0,0,0,0,1,0,0,0,0
slående,0,0,0,0,0,0,1,0,0,0
slående,0,0,0,0,0,0,1,0,0,0
sträng,0,0,0,0,0,0,0,0,0,0
trådig,0,0,0,0,0,0,0,0,0,0
remsa,0,0,0,0,0,1,0,1,0,0
rand,0,0,0,0,0,1,0,0,0,0
avskalad,1,1,1,1,0,1,0,1,0,0
sträva,0,1,0,0,0,0,0,0,0,0
Blixt,0,0,0,0,0,0,0,0,0,0
stroke,0,0,0,1,0,1,0,1,0,0
promenad,0,0,0,0,0,0,0,0,0,0
fäste,0,0,0,0,0,0,0,0,0,0
starkt,0,0,0,0,0,0,1,0,0,0
strukturell,0,0,0,0,0,0,0,0,0,1
strukturera,0,0,0,0,0,0,1,0,0,1
kamp,1,0,0,1,0,1,0,1,0,0
stag,0,0,0,0,0,1,0,0,0,0
stubb,0,0,0,0,0,0,0,0,0,0
envishet,0,0,0,0,0,0,0,0,0,0
kort och tjock,0,0,0,0,0,0,0,0,0,0
stuck,0,0,0,0,0,0,0,0,0,0
fastnat,0,0,0,0,0,0,0,0,0,0
hingst,0,0,0,0,0,0,1,0,0,0
dubbade,0,0,0,0,0,0,0,0,0,0
studerande,0,0,0,0,0,0,0,0,0,0
studerat,0,0,0,0,0,0,0,0,0,0
studio,0,0,0,0,0,0,0,0,0,0
studie,0,0,0,0,0,0,1,0,0,0
grejer,0,0,0,0,0,0,0,0,0,0
fyllning,0,0,0,0,0,0,0,0,0,0
tilltäppt,0,0,0,0,0,1,0,0,0,0
snubbla,0,0,0,0,0,1,0,0,0,0
stubbe,0,0,0,0,0,0,0,0,0,0
bedövad,0,0,0,1,0,1,0,0,1,0
hämma,0,0,0,0,0,0,0,0,0,0
förkrympt,0,0,0,0,0,1,0,0,0,0
förbluffande,0,0,0,0,0,0,0,0,0,0
korkad,0,0,0,0,0,1,0,0,0,0
dumhet,0,0,0,0,0,1,0,0,0,0
dvala,0,0,0,0,0,1,0,0,0,0
kraftig,0,0,0,0,0,0,1,0,0,0
stör,0,0,0,0,0,0,0,0,0,0
stamma,0,0,0,0,0,0,0,0,0,0
vagel,0,0,1,0,0,1,0,0,0,0
stil,0,0,0,0,0,0,0,0,0,0
snygg,0,0,0,0,0,0,0,0,0,0
subatomär,0,0,0,0,0,0,0,0,0,0
underkommitté,0,0,0,0,0,0,0,0,0,0
undermedvetna,0,0,0,0,0,0,0,0,0,0
subkutan,0,0,0,0,0,0,0,0,0,0
dela upp,0,0,0,0,0,0,0,0,0,0
underavdelning,0,0,0,0,0,0,0,0,0,0
subduktion,0,0,0,0,0,0,0,0,0,0
dämpa,0,0,0,0,0,1,0,0,0,0
dämpad,0,0,0,0,0,0,0,0,0,0
subito,0,0,0,0,0,0,0,0,1,0
ämne,0,0,0,0,0,1,0,0,0,0
utsätts,0,0,0,0,0,1,0,1,0,0
underkastelse,0,0,0,0,0,1,0,0,0,0
subjektiv,0,0,0,0,0,0,0,0,0,0
underkastelse,1,0,1,1,0,1,0,1,0,0
sublimering,0,0,0,0,1,0,1,0,0,0
subliminal,0,0,0,0,0,0,0,0,0,0
u-båt,0,0,0,0,0,0,0,0,0,0
nedsänkt,0,0,0,0,0,0,0,0,0,0
dränkbar,0,0,0,0,0,0,0,0,0,0
underkastelse,0,0,0,0,0,0,0,0,0,0
Skicka in,0,1,0,0,0,0,0,0,0,0
underlydande,0,0,0,1,0,1,0,0,0,0
underordning,0,0,0,0,0,0,0,0,0,0
subplot,0,0,0,0,0,0,0,0,0,0
stämning,0,0,0,0,0,1,0,0,0,0
prenumerera,0,1,0,0,0,0,0,0,0,0
prenumeration,0,0,0,0,0,0,0,0,0,0
efterföljande,0,0,0,0,0,0,0,0,0,0
senare,0,0,0,0,0,0,0,0,0,0
senare,0,0,0,0,0,0,0,0,0,0
delmängd,0,0,0,0,0,0,0,0,0,0
avta,0,0,0,0,0,0,0,0,0,0
sättningar,0,0,0,0,0,1,0,1,0,0
dotterföretag,0,0,0,0,0,0,0,0,0,0
subventionera,0,0,0,0,0,0,0,0,0,0
bidrag,1,0,1,0,0,1,0,0,0,0
existera,0,0,0,0,0,1,0,0,0,0
uppehälle,0,0,0,0,0,0,0,0,0,0
alv,0,0,0,0,0,0,0,0,0,0
ämne,0,0,0,0,0,0,1,0,0,0
väsentligen,0,0,0,0,0,0,0,0,0,0
dokumentera,0,0,0,0,0,0,0,0,0,1
innehållsmässigt,0,0,0,0,0,0,1,0,0,0
ersättning,0,0,0,0,0,0,0,0,0,0
ersatt,0,0,0,0,0,0,0,0,0,0
utbyte,0,0,0,0,0,0,0,0,0,0
underbyggnad,0,0,0,0,0,0,0,0,0,0
underjordiska,0,0,0,0,0,0,0,0,0,0
subtil,0,0,0,0,0,0,0,0,0,0
subtilitet,0,0,0,0,0,0,0,0,0,0
subtrahera,0,0,0,0,0,1,0,0,0,0
subtraktion,0,0,0,0,0,0,0,0,0,0
undertyp,0,0,0,0,0,0,0,0,0,0
förort,0,0,0,0,0,0,0,0,0,0
förorts,0,0,0,0,0,0,0,0,0,0
förorter,0,0,0,0,0,0,0,0,0,0
omstörtning,1,0,0,1,0,1,0,0,0,0
omstörtande,1,0,0,0,0,1,0,0,1,0
omstörta,0,0,1,1,0,1,0,1,0,0
tunnelbana,0,0,0,0,0,0,0,0,0,0
lyckas,0,1,0,0,1,0,1,0,1,1
efterföljande,0,1,0,0,1,0,1,0,0,1
Framgång,0,1,0,0,1,0,1,0,0,0
framgångsrik,0,1,0,0,1,0,1,0,0,1
följd,0,0,0,0,0,0,0,0,0,0
på varandra följande,0,0,0,0,0,0,0,0,0,0
efterträdare,0,0,0,0,0,0,0,0,0,0
kortfattad,0,0,0,0,0,0,1,0,0,0
saftig,0,0,0,0,0,1,1,0,0,0
ge efter,0,0,0,0,0,1,0,0,0,0
suga,0,0,0,0,0,1,0,0,0,0
parasit,1,0,0,0,0,1,0,0,0,0
sugande,0,0,0,0,0,0,0,0,0,0
spenabarn,0,0,0,0,0,0,0,0,0,0
sugning,0,0,0,0,0,0,0,0,0,0
plötslig,0,0,0,0,0,0,0,0,1,0
plötsligt,0,0,0,0,0,0,0,0,1,0
stämma,1,0,0,0,0,1,0,1,0,0
lida,0,0,0,0,0,1,0,0,0,0
lidande person,0,0,0,1,0,1,0,1,0,0
lidande,0,0,1,1,0,1,0,1,0,0
räcka,0,0,0,0,0,0,0,0,0,0
tillräcklighet,0,0,0,0,0,0,1,0,0,0
tillräcklig,0,0,0,0,0,0,0,0,0,0
tillräckligt,0,0,0,0,0,0,0,0,0,0
ändelse,0,0,0,0,0,0,0,0,0,0
kvävande,0,0,1,1,0,1,0,1,0,0
kvävning,1,0,0,1,0,1,0,0,0,0
socker,0,0,0,0,0,0,1,0,0,0
föreslå,0,0,0,0,0,0,0,0,0,1
förslag,0,0,0,0,0,0,0,0,0,0
suggestiva,0,0,0,0,0,0,0,0,0,0
självmordsbenägen,1,0,1,1,0,1,0,1,0,0
självmord,1,0,0,1,0,1,0,1,0,0
kostym,0,0,0,0,0,0,0,0,0,0
lämplig,0,0,0,0,0,0,1,0,0,0
svit,0,0,0,0,0,0,0,0,0,0
friare,0,0,0,0,0,0,0,0,0,0
trumpen,1,0,0,0,0,1,0,1,0,0
svavel,0,0,0,0,0,0,0,0,0,0
sultan,0,0,0,1,0,0,0,0,0,0
kvav,0,0,0,0,0,0,1,0,0,0
belopp,0,0,0,0,0,0,0,0,0,0
summariskt,0,0,0,0,0,0,0,0,0,0
sammanfatta,0,0,0,0,0,0,0,0,0,0
sammanfattning,0,0,0,0,0,0,0,0,0,0
summering,0,0,0,0,0,0,0,0,0,0
sommar,0,0,0,0,0,0,0,0,0,0
topp,0,0,0,0,0,0,0,0,0,0
kalla,0,0,0,0,0,0,0,0,0,0
kallelse,0,0,0,0,0,1,0,0,0,0
sumo,0,0,0,0,0,0,0,0,0,0
sump,0,0,1,0,0,0,0,0,0,0
överdådig,0,0,0,0,0,0,0,0,0,0
Sol,0,1,0,0,1,0,1,0,1,1
solstråle,0,0,0,0,0,0,0,0,0,0
solur,0,1,0,0,0,0,0,0,0,1
solnedgång,0,0,0,0,0,0,0,0,0,0
diverse,0,0,0,0,0,0,0,0,0,0
solglasögon,0,0,0,0,0,0,0,0,0,0
solglasögon,0,0,0,0,0,0,0,0,0,0
sänkt,0,0,1,1,0,1,0,1,0,0
solfri,0,0,0,0,0,0,0,0,0,0
solljus,0,0,0,0,0,0,0,0,0,0
solig,0,1,0,0,1,0,1,0,1,0
soluppgång,0,0,0,0,0,0,0,0,0,0
solnedgång,0,1,0,0,0,0,1,0,0,0
solsken,0,0,0,0,1,0,1,0,0,0
pensionering,0,0,0,0,0,0,0,0,0,0
utmärkt,0,0,0,0,0,0,1,0,0,0
ytlig,0,0,0,0,0,1,0,0,0,0
överflödig,0,0,0,0,0,1,0,0,0,0
övermänsklig,0,0,0,0,0,0,1,0,0,0
överlagrade,0,0,0,0,0,0,0,0,0,0
föreståndare,0,0,0,0,0,0,0,0,0,0
överlägsen,0,0,0,0,0,0,1,0,0,0
överlägsenhet,0,0,0,0,0,0,1,0,0,0
superlativ,0,0,0,0,0,0,0,0,0,0
stålman,0,0,0,0,1,0,1,0,0,1
mataffär,0,0,0,0,0,0,0,0,0,0
supernatanten,0,0,0,0,0,0,0,0,0,0
övernaturlig,0,0,0,0,0,0,0,0,0,0
superposition,0,0,0,0,0,0,0,0,0,0
ersätta,0,0,0,0,0,0,0,0,0,0
superstar,0,0,0,0,1,0,1,0,0,1
vidskepelse,0,0,0,1,0,1,1,0,0,0
vidskeplig,0,1,0,1,0,1,0,0,0,0
övervaka,0,0,0,0,0,0,0,0,0,0
övervakning,0,0,0,0,0,0,0,0,0,0
handledare,0,0,0,0,0,0,0,0,0,0
kvällsmat,0,0,0,0,0,0,0,0,0,0
ersätta,0,0,0,0,0,0,0,0,0,0
smidig,0,0,0,0,0,0,0,0,0,0
tillägg,0,0,0,0,0,0,0,0,0,0
kompletterande,0,0,0,0,0,0,0,0,0,0
kompletterande,0,0,0,0,0,0,0,0,0,0
ödmjuk bön,0,0,0,0,0,0,1,0,0,1
förnödenheter,0,0,0,0,0,0,1,0,0,0
tillförsel,0,0,0,0,0,0,1,0,0,0
stöds,0,0,0,0,0,0,1,0,0,0
anhängare,0,0,0,0,1,0,1,0,0,1
supportrar,0,0,0,0,0,0,0,0,0,0
stödjande,0,0,0,0,0,0,1,0,0,1
anta,0,0,0,0,0,0,0,0,0,0
Antag att,0,0,0,0,0,0,0,0,0,0
antagande,0,0,0,0,0,0,0,0,0,0
dämpa,1,0,0,1,0,1,0,1,0,0
undertryckande,1,0,1,1,0,1,0,0,0,0
överlägsenhet,1,1,0,1,1,1,1,0,1,1
överlägsen,0,0,0,0,0,0,1,0,0,0
högsta grad,0,0,0,0,0,0,1,0,0,0
tilläggsavgift,1,0,0,0,0,1,0,0,0,0
säkerhet,0,0,0,0,0,0,1,0,0,1
surfa,0,0,0,0,0,0,0,0,0,0
yta,0,0,0,0,0,0,0,0,0,0
svalla,0,0,0,0,0,0,0,0,1,0
kirurg,0,0,0,0,0,0,0,0,0,0
kirurgi,0,0,0,1,0,0,0,1,0,0
buttre,1,0,1,0,0,1,0,0,0,0
förmoda,0,0,0,0,0,0,1,0,0,0
efternamn,0,0,0,0,0,0,0,0,0,0
överträffa,0,0,0,0,0,0,1,0,0,0
överskott,0,0,0,0,0,0,0,0,0,0
överraskning,0,0,0,1,1,0,1,0,1,0
överraskad,0,0,0,0,0,0,0,0,1,0
förvånande,0,0,0,0,0,0,0,0,1,0
förvånande,0,1,0,0,0,0,0,0,1,0
överlämna,0,0,0,1,0,1,0,1,0,0
kapitulera,0,0,0,0,0,1,0,1,0,0
surrogat,0,0,0,0,0,0,0,0,0,1
omge,0,1,0,0,0,1,1,0,0,0
omgivande,0,0,0,0,0,0,0,0,0,0
miljö,0,0,0,0,0,0,0,0,0,0
övervakning,0,0,0,1,0,0,0,0,0,0
undersökning,0,0,0,0,0,0,0,0,0,0
undersökande,0,0,0,0,0,0,1,0,0,0
besiktningsman,0,0,0,0,0,0,0,0,0,0
överlevnad,0,0,0,0,0,0,0,0,0,0
överleva,0,0,0,0,0,0,1,0,0,0
efterlevande,0,0,0,0,0,0,0,0,0,0
känslighet,0,0,0,0,0,0,0,0,0,0
mottaglig,0,0,0,0,0,1,0,0,0,0
misstänka,0,0,0,1,0,1,0,0,0,0
misstänkt,0,0,0,0,0,0,0,0,0,0
uppskjuta,0,0,0,0,0,0,0,0,0,0
upphängd,0,0,0,0,0,0,0,0,0,0
hängslen,0,0,0,0,0,0,0,0,0,0
spänning,0,1,0,1,0,0,0,0,1,0
suspension,0,0,0,1,0,1,0,0,0,0
misstanke,0,0,0,1,0,1,0,0,0,0
misstankar,0,0,0,0,0,0,0,0,0,0
misstänksam,1,1,0,0,0,1,0,0,0,0
oavbruten,0,0,0,0,0,0,0,0,0,0
uppehälle,0,0,0,0,0,0,0,0,0,0
sutur,0,0,0,0,0,0,0,0,0,0
svabb,0,0,0,0,0,1,0,0,0,0
bylte,0,0,0,0,0,0,0,0,0,0
skryt,0,0,0,0,0,0,0,0,0,0
svälja,0,0,0,0,0,0,0,0,0,0
träsk,0,0,1,1,0,1,0,0,0,0
översvämmad,0,0,0,0,0,0,0,0,0,0
sumpig,0,0,1,1,0,1,0,0,0,0
svan,0,0,0,0,0,0,0,0,0,0
byta,0,0,0,0,0,0,0,0,0,0
svärm,0,0,1,0,0,0,0,0,0,0
svärmande,0,0,0,0,0,0,0,0,0,0
hakkors,1,0,0,1,0,1,0,0,0,0
vingla,0,0,0,0,0,0,0,0,0,0
svära,0,0,0,0,0,0,1,0,0,1
svordomar,0,0,0,0,0,0,0,0,0,0
svettas,0,0,0,1,0,0,0,0,0,0
Tröja,0,0,0,0,0,0,0,0,0,0
svettas,0,0,0,0,0,0,0,0,0,0
sopa,0,0,0,0,0,0,0,0,0,0
sotning,0,0,0,0,0,0,0,0,0,0
ljuv,0,1,0,0,1,0,1,0,1,1
söta,0,0,0,0,0,0,0,0,0,0
sötad,0,0,0,0,0,0,0,0,0,0
sötningsmedel,0,0,0,0,0,0,0,0,0,0
sötnos,0,1,0,0,1,0,1,1,0,1
sötnos,0,0,0,0,0,0,1,0,0,0
sötma,0,0,0,0,0,0,1,0,0,0
sötsaker,0,1,0,0,1,0,1,0,0,0
svälla,0,0,0,0,0,0,0,0,0,0
svullnad,0,0,0,1,0,1,0,0,0,0
tryckande,0,0,0,0,0,0,0,0,0,0
vika av,0,0,0,1,0,0,0,0,1,0
snabb,0,0,0,0,0,0,1,0,0,0
snabbt,0,0,0,0,0,0,0,0,0,0
slurk,0,0,1,0,0,1,0,0,0,0
simma,0,1,0,1,1,0,1,0,0,0
simning,0,0,0,0,0,0,0,0,0,0
svin,0,0,1,0,0,1,0,0,0,0
gunga,0,0,0,0,0,0,0,0,0,0
svängande,0,0,0,0,0,0,0,0,0,0
sus,0,0,0,0,0,0,0,0,0,0
växla,0,0,0,0,0,0,0,0,0,0
snurra,0,0,0,0,0,0,0,0,0,0
svullen,0,0,0,0,0,1,0,0,0,0
svimma,0,0,0,0,0,0,0,0,0,0
svep,0,0,0,0,0,0,0,0,0,0
svärd,0,0,0,0,0,0,0,0,0,0
stavelse,0,0,0,0,0,0,0,0,0,0
kursplan,0,0,0,0,0,0,0,0,0,0
symbol,0,0,0,0,0,0,0,0,0,0
symbolisk,0,0,0,0,0,0,1,0,0,0
symboliskt,0,0,0,0,0,0,0,0,0,0
symbolism,0,0,0,0,0,0,0,0,0,0
symbolisera,0,0,0,0,0,0,0,0,0,0
symmetrisk,0,0,0,0,0,0,0,0,0,0
symmetrisk,0,0,0,0,0,0,1,0,0,0
symmetri,0,0,0,0,1,0,1,0,0,1
sympatisk,0,0,0,1,1,0,1,1,0,1
sympatisera,0,0,0,0,0,0,0,1,0,0
sympati,0,0,0,0,0,0,1,1,0,0
symfoni,0,1,0,0,1,0,1,0,0,0
symptom,0,0,0,0,0,1,0,0,0,0
symptomatisk,0,0,0,0,0,0,0,0,0,0
synagoga,0,0,0,0,0,0,0,0,0,0
synkronisera,0,1,0,0,1,0,1,0,1,1
synkron,0,0,0,0,0,0,0,0,0,0
synkope,0,0,0,1,0,1,0,1,1,0
syndikat,0,0,0,0,0,0,0,0,0,0
synergistisk,0,0,0,0,0,0,1,0,0,1
synergi,0,0,0,0,0,0,0,0,0,0
synod,0,0,0,0,0,0,1,0,0,1
synonym,0,0,0,0,0,0,0,0,0,0
synonym,0,0,0,1,0,1,1,0,0,1
synopsis,0,0,0,0,0,0,0,0,0,0
synoptisk,0,0,0,0,0,0,0,0,0,0
syntax,0,0,0,0,0,0,0,0,0,0
syntes,0,0,0,0,0,0,0,0,0,0
syntetisk,0,0,0,0,0,0,0,0,0,0
spruta,0,0,0,1,0,0,0,0,0,0
sirap,0,0,0,0,0,0,0,0,0,0
systemet,0,0,0,0,0,0,0,0,0,1
systematisk,0,0,0,0,0,0,0,0,0,0
systematiskt,0,0,0,0,0,0,0,0,0,0
tabby,0,0,0,0,0,0,0,0,0,0
tabernakel,0,0,0,0,0,0,0,0,0,0
tabell,0,0,0,0,0,0,0,0,0,0
tablå,0,0,0,0,0,0,0,0,0,0
matsked,0,0,0,0,0,0,0,0,0,0
läsplatta,0,0,0,0,0,0,0,0,0,0
servis,0,0,0,0,0,0,0,0,0,0
tabu,0,0,1,1,0,1,0,0,0,0
tabell,0,0,0,0,0,0,0,0,0,0
tabulera,0,1,0,0,0,0,0,0,0,0
tabulering,0,0,0,0,0,0,0,0,0,0
varvräknare,0,0,0,0,0,0,0,0,0,0
tyst,0,0,0,0,0,0,0,0,0,0
kryssa,0,0,0,0,0,0,0,0,0,0
tackla,1,0,0,0,0,0,0,0,1,0
tackling,0,0,0,0,0,0,0,0,0,0
klibbig,0,0,0,0,0,0,0,0,0,0
takt,0,0,0,0,0,0,1,0,0,0
taktik,0,0,0,1,0,0,0,0,0,1
taktil,0,0,0,0,0,0,0,0,0,0
taft,0,0,0,0,0,0,0,0,0,0
taffy,0,0,0,0,0,0,0,0,0,0
märka,0,0,0,0,0,0,0,0,0,0
svans,0,0,0,0,0,0,0,0,0,0
svansad,0,0,0,0,0,0,0,0,0,0
avfall,0,0,0,0,0,0,0,0,0,0
skräddare,0,0,0,0,0,0,0,0,0,0
skrädderi,0,0,0,0,0,0,0,0,0,0
bismak,0,0,0,0,0,1,0,1,0,0
tagare,0,0,0,0,0,0,0,0,0,0
berättelse,0,0,0,0,0,0,1,0,0,0
talang,0,0,0,0,0,0,1,0,0,0
begåvad,0,0,0,0,0,0,0,0,0,0
talisman,0,0,0,0,0,0,1,0,0,0
prata,0,0,0,0,0,0,1,0,0,0
pratsam,0,0,0,0,0,0,0,0,0,0
talare,0,0,0,0,0,0,0,0,0,0
lång,0,0,0,0,0,0,0,0,0,0
stämmer,0,0,0,0,0,0,0,0,0,0
talg,0,0,0,0,0,0,0,0,0,0
stämma,0,0,0,0,0,0,0,0,0,0
klor,1,0,0,1,0,1,0,0,0,0
tamburin,0,0,0,0,0,0,0,0,0,0
tämja,0,0,0,0,0,0,0,0,0,0
solbränna,0,0,0,0,0,0,0,0,0,0
tandem,0,0,0,0,0,0,0,0,0,1
tang,0,0,0,0,0,0,0,0,0,0
tangent,0,0,0,0,0,0,0,0,0,0
härva,0,0,0,0,0,0,0,0,0,0
tilltrasslad,0,0,0,0,0,1,0,0,0,0
tank,0,0,0,0,0,0,0,0,0,0
solbränd,0,0,0,0,0,0,1,0,0,0
frestande,0,1,0,0,1,1,1,0,1,0
liktydig,0,0,0,0,0,0,0,0,0,1
knacka,0,0,0,0,0,0,0,0,0,0
tejp,0,0,0,0,0,0,0,0,0,0
avsmalning,0,0,0,0,0,0,0,0,0,0
avsmalnande,0,0,0,0,0,0,0,0,0,0
gobeläng,0,0,0,0,0,0,0,0,0,0
tjära,0,0,0,0,0,0,0,0,0,0
senfärdighet,0,0,0,0,0,1,0,0,0,0
långsam,0,0,0,0,0,1,0,0,0,0
mål,0,0,0,0,0,0,0,0,0,0
taxa,1,0,1,0,0,1,0,0,0,0
missfärgning,0,0,1,0,0,1,0,1,0,0
tjärliknande,0,0,0,0,0,1,0,0,0,0
syrlig,0,0,0,0,0,0,0,0,0,0
tartan,0,0,0,0,0,0,0,0,0,0
tandsten,0,0,0,0,0,0,0,0,0,0
uppgift,0,0,0,0,0,0,1,0,0,0
tofs,0,0,0,0,0,0,0,0,0,0
smak,0,0,0,0,0,0,0,0,0,0
smakfull,0,0,0,0,0,0,1,0,0,0
smaklös,0,0,1,0,0,1,0,0,0,0
provsmakning,0,0,0,0,0,0,0,0,0,0
gott,0,0,0,0,0,0,1,0,0,0
tat,0,0,0,0,0,0,0,0,0,0
tatuering,0,0,0,0,0,0,0,0,0,0
lärde,0,0,0,0,0,0,0,0,0,1
håna,1,0,0,1,0,1,0,1,0,0
spänd,0,0,0,0,0,0,0,0,0,0
krog,0,0,0,0,0,0,0,0,0,0
brungul,0,0,1,0,0,0,0,0,0,0
beskatta,0,0,0,0,0,1,0,1,0,0
taxi,0,0,0,0,0,0,0,0,0,0
taxonomi,0,0,0,0,0,0,0,0,0,0
te,0,0,0,0,0,0,0,0,0,0
lära,0,0,0,0,1,0,1,0,1,1
lärare,0,0,0,0,0,0,1,0,0,1
undervisning,0,0,0,0,0,0,0,0,0,0
team,0,0,0,0,0,0,0,0,0,1
tårfylld,0,0,1,1,0,0,0,1,0,0
reta,1,1,0,0,0,1,0,1,0,0
förhandstitt,0,0,0,0,0,0,0,0,0,0
kitslig,1,0,0,1,0,1,0,0,0,0
