Croatian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
refraktor,0,0,0,0,0,0,0,0,0,0
vatrostalan,0,0,0,0,0,1,0,0,0,0
refren,0,0,0,0,0,0,0,0,0,0
suzdržavajući se,0,0,0,0,0,0,0,0,0,0
osvježavajući,0,0,0,0,0,0,1,0,0,0
ohladite u hladnjaku,0,0,0,0,0,0,0,0,0,0
hlađenje,0,0,0,0,0,0,0,0,0,0
hladnjak,0,0,0,0,0,0,0,0,0,0
Sklonište,0,0,0,0,0,0,0,0,0,0
izbjeglica,0,0,0,0,0,0,0,1,0,0
povrat novca,0,0,0,0,0,0,0,0,0,0
obnoviti,0,0,0,0,0,0,1,0,0,0
odbijanje,0,0,0,0,0,1,0,0,0,0
odbiti,0,0,0,0,0,1,0,0,0,0
odbio,0,0,0,0,0,1,0,1,0,0
odbijajući,0,0,0,0,0,0,0,0,0,0
pobijanje,0,0,0,1,0,0,0,0,0,0
opovrgnuti,0,0,0,0,0,0,0,0,0,0
povratiti,0,0,0,0,0,0,0,0,0,0
kraljevski,0,0,0,0,0,0,1,0,0,1
regalije,0,0,0,0,0,0,0,0,0,0
regata,0,1,0,0,0,0,0,0,0,0
regentstvo,0,0,0,0,0,0,0,0,0,0
regenerirati,0,0,0,0,0,0,0,0,0,0
regeneracija,0,0,0,0,0,0,0,0,0,0
regent,0,0,0,0,0,0,1,0,0,1
režim,0,0,0,0,0,0,0,0,0,0
režim,0,0,0,0,0,0,0,0,0,0
pukovnija,0,0,0,1,0,0,0,0,0,0
regija,0,0,0,0,0,0,0,0,0,0
Regionalni,0,0,0,0,0,0,0,0,0,0
regionalizam,0,0,0,0,0,0,0,0,0,0
Registar,0,0,0,0,0,0,0,0,0,0
zapisničar,0,0,0,0,0,0,0,0,0,0
registracija,0,0,0,0,0,0,0,0,0,0
registar,0,0,0,0,0,0,0,0,0,1
regres,0,0,0,0,0,1,0,0,0,0
regresija,0,0,0,0,0,1,0,0,0,0
regresivan,0,0,0,0,0,1,1,0,0,0
žaljenje,0,0,0,0,0,1,0,1,0,0
vrijedan žaljenja,0,0,0,0,0,1,0,1,0,0
požalio,0,0,0,0,0,1,0,1,0,0
žaleći,0,0,0,0,0,1,0,1,0,0
redovito,0,0,0,0,0,0,0,0,0,0
pravilnost,0,1,0,0,0,0,1,0,0,1
redoviti,0,0,0,0,0,0,0,0,0,0
regulirati,0,0,0,0,0,0,1,0,0,0
reguliran,0,0,0,0,0,0,0,0,0,0
regulacija,0,0,0,0,0,0,0,0,0,0
regulatorni,0,0,0,1,0,1,0,0,0,0
regurgitacija,0,0,1,0,0,0,0,0,0,0
rehabilitirati,0,0,0,0,0,0,1,0,0,0
rehabilitacija,0,1,0,0,0,0,1,0,0,0
uvježbavanje,0,0,0,0,0,0,0,0,0,0
vladavina,0,0,0,0,0,0,0,0,0,0
nadoknaditi,0,0,0,0,0,0,1,0,0,0
naknada troškova,0,0,0,0,0,0,1,0,0,1
obuzdati,0,0,0,0,0,1,0,0,0,0
sob,0,0,0,0,0,0,0,0,0,0
ojačati,0,0,0,0,0,0,0,0,0,0
pojačanje,0,0,0,0,0,0,1,0,0,1
pojačanja,0,0,0,0,0,0,0,0,0,1
uzde,0,0,0,0,0,0,0,0,0,0
ponovno instalirati,0,0,0,0,0,0,0,0,0,0
ponovno uspostaviti,0,0,0,0,0,0,1,0,0,0
ponovno uspostavljanje,0,0,0,0,0,0,0,0,0,0
reinvestirati,0,0,0,0,0,0,0,0,0,0
ponovno ulaganje,0,0,0,0,0,0,0,0,0,0
ponoviti,0,0,0,0,0,0,0,0,0,0
odbiti,1,0,0,1,0,1,0,1,0,0
odbijena,0,0,0,0,0,1,0,0,0,0
odbijanje,1,0,1,1,0,1,0,1,0,0
odbija,1,0,0,1,0,1,0,1,0,0
veseliti se,0,1,0,0,1,0,1,0,1,1
radost,0,1,0,0,1,0,1,0,1,0
ponovno se pridružiti,0,0,0,0,0,0,0,0,0,0
pomladiti se,0,0,0,0,0,0,1,0,0,0
pomlađen,0,0,0,0,0,0,1,0,0,0
ponovo zapaliti,0,1,0,1,1,1,1,0,1,0
recidiv,0,0,0,1,0,1,0,1,0,0
odnositi se,0,0,0,0,0,0,0,0,0,0
srodni,0,0,0,0,0,0,0,0,0,1
odnos,0,0,0,0,0,0,0,0,0,0
odnos,0,0,0,0,0,0,0,0,0,0
relativna,0,0,0,0,0,0,0,0,0,1
relativnost,0,0,0,0,0,0,0,0,0,0
relaksant,0,0,0,0,0,0,0,0,0,0
opuštanje,0,0,0,0,0,0,1,0,0,0
opušten,0,0,0,0,0,0,0,0,0,0
relej,0,0,0,0,0,0,0,0,0,0
osloboditi,0,0,0,0,0,0,0,0,0,0
pušten na slobodu,0,0,0,0,0,0,0,0,0,0
ispadanje,0,0,0,0,0,1,0,0,0,0
relevantnost,0,0,0,0,0,0,0,0,0,0
relevantan,0,0,0,0,0,0,1,0,0,1
pouzdanost,0,0,0,0,0,0,1,0,0,1
pouzdan,0,0,0,0,0,0,1,0,0,1
oslanjanje,0,0,0,0,0,0,1,0,0,1
relikvija,0,0,0,0,0,0,0,0,0,0
relikvije,0,0,0,0,0,0,0,1,0,0
olakšanje,0,0,0,0,0,0,1,0,0,0
olakšavajući,0,0,0,0,0,0,1,0,0,0
religija,0,0,0,0,0,0,0,0,0,1
religijski,0,0,0,0,0,0,0,0,0,0
odreći se,0,0,0,0,0,1,0,0,0,0
slast,0,0,0,0,0,0,0,0,0,0
nevoljkost,0,0,0,0,0,0,0,0,0,0
nevoljko,0,0,0,1,0,1,0,0,0,0
ostatak,0,0,0,0,0,0,0,0,0,0
preostalih,0,0,0,0,0,0,0,0,0,0
ostaci,0,0,1,1,0,1,1,0,0,1
remake,0,0,0,0,0,0,1,0,0,0
istražni zatvor,1,0,0,0,0,1,0,0,0,0
napomena,0,0,0,0,0,0,0,0,0,0
izvanredan,0,0,0,0,1,0,1,0,1,1
izvanredno,0,0,0,0,0,0,1,0,0,0
popravni,0,0,0,0,0,1,0,0,0,0
lijek,0,1,0,0,1,0,1,0,0,1
zapamtiti,0,0,0,0,0,0,0,0,0,0
zapamtio,0,0,0,0,0,0,0,0,0,0
sjećajući se,0,0,0,0,0,0,0,0,0,0
sjećanje,0,0,0,0,0,0,0,0,0,0
podsjetiti,0,0,0,0,0,0,0,0,0,0
podsjetnik,0,0,0,0,0,0,0,0,0,0
nemaran,1,0,1,0,0,1,0,1,0,0
remisija,0,0,0,0,0,0,1,0,0,0
doznačiti,0,0,0,0,0,0,0,0,0,0
doznaka,0,0,0,0,0,0,0,0,0,0
ostatak,0,0,0,0,0,0,0,0,0,0
preurediti,0,0,0,0,0,0,1,0,0,0
kajanje,0,0,0,0,0,1,0,1,0,0
daljinski,0,0,0,0,0,0,0,0,0,0
udaljenost,0,0,0,0,0,0,0,0,0,0
uklanjanje,0,0,0,0,0,1,0,0,0,0
ukloniti,1,0,0,1,0,1,0,1,0,0
naknada,0,0,0,0,0,0,0,0,0,0
renesanse,0,0,0,0,0,0,1,0,0,0
rencontre,0,0,0,0,0,1,0,0,0,0
iskidati,0,0,0,0,0,1,0,0,0,0
prikazati,0,0,0,0,0,0,1,0,0,0
prikazivanje,0,0,0,0,0,0,0,0,0,0
sastanak,0,0,0,0,0,0,0,0,0,0
izvođenje,0,0,0,0,0,0,0,0,0,0
otpadnik,1,0,0,0,0,1,0,0,0,0
obnova,0,0,0,0,0,0,1,0,0,0
odreći se,1,0,0,0,0,1,0,0,0,0
obnoviti,0,1,0,0,0,0,1,0,0,0
renoviran,0,0,0,0,0,0,0,0,0,0
obnova,0,1,0,0,1,0,1,0,0,0
ugled,0,0,0,0,0,0,1,0,0,0
renomirani,0,0,0,0,0,0,1,0,0,0
najam,0,0,0,0,0,0,0,0,0,0
iznajmljivanje,0,0,0,0,0,0,0,0,0,0
iznajmljivač,0,0,0,0,0,0,0,0,0,0
odricanje,0,0,0,0,0,1,0,0,0,0
reorganizacija,0,0,0,0,0,0,0,0,0,0
reorganizirati,0,0,0,0,0,0,1,0,0,0
popravak,0,0,0,0,0,0,0,0,0,0
reparacija,0,0,0,0,0,0,1,0,0,1
otplaćivati,1,1,0,0,1,0,1,0,0,1
otplata,0,0,0,0,0,0,0,0,0,0
ukidanje,0,0,0,0,0,0,0,0,0,0
ponoviti,0,0,0,0,0,0,0,0,0,0
ponovljeno,0,0,0,0,0,0,0,0,0,0
više puta,0,0,0,0,0,0,0,0,0,0
repetitor,0,0,0,0,0,0,0,0,0,0
repelent,0,0,1,1,0,1,0,0,0,0
odbijajući,1,0,1,1,0,1,0,0,0,0
odbijajući,0,0,1,0,0,1,0,0,0,0
pokajati se,0,0,0,1,0,0,1,0,0,0
pokajanje,0,0,0,0,0,0,0,0,0,0
repertoar,0,0,0,0,0,0,0,0,0,0
repertoar,0,0,0,0,0,0,0,0,0,0
ponavljanje,0,0,0,0,0,0,0,0,0,0
zamijeniti,0,0,0,0,0,0,0,0,0,0
zamjena,0,0,0,0,0,0,0,0,0,0
napuniti,0,0,0,0,0,0,1,0,0,0
napunjen,0,0,0,0,0,0,1,0,0,0
replikacija,0,0,0,0,0,0,0,0,0,0
odgovor,0,0,0,0,0,0,0,0,0,0
izvješće,0,0,0,0,0,0,0,0,0,0
prijavio,0,0,0,0,0,0,0,0,0,0
reporter,0,0,0,0,0,0,1,0,0,1
odmoriti se,0,0,0,0,0,0,1,0,0,0
ponovno postavljanje,0,0,0,0,0,0,0,0,0,0
spremište,0,0,0,0,0,0,0,0,0,0
reprezentacija,0,0,0,0,0,0,0,0,0,0
predstavnik,0,0,0,0,0,0,0,0,0,0
zastupljeni,0,0,0,0,0,0,1,0,0,0
predstavljanje,0,1,0,0,0,0,0,0,0,0
potisnuti,0,0,0,0,0,1,0,1,0,0
potisnut,0,0,0,0,0,0,0,0,0,0
potiskivanje,0,0,0,1,0,1,0,0,0,0
odgoditi,0,0,0,0,0,0,0,0,0,0
ukor,1,0,0,0,0,1,0,0,0,0
pretisak,0,0,0,0,0,1,0,0,0,0
odmazda,1,0,0,1,0,1,0,1,0,0
repriza,0,0,0,0,0,0,0,0,0,0
prijekor,1,0,1,0,0,1,0,1,0,0
reproducirati,0,0,0,0,0,0,0,0,0,0
reprodukcija,0,0,0,0,0,0,0,0,0,0
reproduktivni,0,0,0,0,1,0,1,0,0,0
gmaz,0,0,0,0,0,0,0,0,0,0
republika,0,0,0,0,0,1,0,0,0,0
republikanac,0,0,0,0,0,0,0,0,0,0
odbacivanje,1,0,1,0,0,1,0,0,0,0
odbijanje,0,0,1,1,0,1,0,0,0,0
otkup,0,0,0,0,0,0,0,0,0,0
ugledan,0,0,0,0,0,0,1,0,0,1
ugled,0,0,0,0,0,0,0,0,0,0
ugled,0,0,0,0,0,0,0,0,0,0
zahtjev,0,0,0,0,0,0,0,0,0,0
rekvijem,0,0,0,0,0,0,0,1,0,0
potreban,0,0,0,0,0,0,0,0,0,0
zahtjev,0,0,0,0,0,0,0,0,0,0
potreban,0,0,0,0,0,0,0,0,0,0
rekvizicija,0,0,0,0,0,0,0,0,0,0
ukinuti,0,0,0,0,0,1,0,0,0,0
poništenje,0,0,0,0,0,1,0,0,0,0
spasiti,0,1,0,0,1,0,1,0,1,1
istraživanje,0,0,0,0,0,0,0,0,0,0
resekcija,0,0,0,1,0,0,0,0,0,0
sličnost,0,0,0,0,0,0,0,0,0,0
sličiti,0,0,0,0,0,0,0,0,0,0
nalik,0,0,0,0,0,0,0,0,0,0
vrijeđati,1,0,0,0,0,1,0,0,0,0
uvrijeđen,1,0,0,0,0,1,0,0,0,0
zamjeranje,1,0,1,0,0,1,0,1,0,0
rezervacija,0,0,0,0,0,0,0,0,0,0
pričuva,0,0,0,0,0,0,1,0,0,0
Rezervirano,0,0,0,0,0,0,0,0,0,0
rezerve,0,0,0,0,0,0,0,0,0,0
rezervoar,0,0,0,0,0,0,0,0,0,0
prebivati,0,0,0,0,0,0,0,0,0,0
boravište,0,0,0,0,0,0,0,0,0,0
boravišta,0,0,0,0,0,0,0,0,0,0
Rezidencija,0,0,0,0,0,0,1,0,0,0
rezidualni,0,0,0,0,0,0,0,0,0,0
talog,0,0,0,0,0,0,0,0,0,0
dati ostavku,1,0,1,1,0,1,0,1,0,0
rezignacija,0,0,0,0,0,1,0,1,1,0
dao ostavku,0,0,0,0,0,1,0,1,0,0
elastičnost,0,0,0,0,0,0,0,0,0,0
otporan,0,0,0,0,0,0,1,0,0,0
smola,0,0,0,0,0,0,0,0,0,0
odoljeti,0,0,0,0,0,1,0,0,0,0
otpornost,1,0,0,0,0,1,0,0,0,0
otporan,0,0,0,1,0,1,0,0,0,0
opirući se,1,0,0,1,0,1,0,1,0,0
otporan,0,0,0,0,0,0,1,0,0,0
odlučan,0,0,0,0,0,0,0,0,0,0
odlučno,0,0,0,0,0,0,1,0,0,0
rezolucija,0,0,0,0,0,0,0,0,0,0
odlučnost,0,0,0,0,0,0,0,0,0,0
riješeno,0,0,0,0,0,0,0,0,0,0
rezonancija,0,0,0,0,0,0,0,0,0,0
rezonantna,0,0,0,0,0,0,0,0,0,0
rezonirati,0,0,0,0,0,0,0,0,0,0
rezonator,0,0,0,0,0,0,0,0,0,0
pribjeći,0,0,0,0,0,0,0,0,0,0
odjekujući,0,0,0,0,0,0,0,0,0,0
resursi,0,0,0,0,1,0,1,0,0,1
poštovanje,0,1,0,0,1,0,1,0,0,1
uglednost,0,0,0,0,0,0,1,0,0,0
ugledan,0,0,0,0,0,0,1,0,0,1
poštovani,0,0,0,0,0,0,0,0,0,0
pun poštovanja,0,0,0,0,0,0,1,0,0,1
poštujući,0,0,0,0,0,0,1,0,0,0
dotični,0,0,0,0,0,0,0,0,0,0
poštovanje,0,0,0,0,0,0,1,0,0,1
disanje,0,0,0,0,0,0,0,0,0,0
respirator,0,0,0,0,0,0,0,0,0,0
predah,0,0,0,0,1,0,1,0,0,1
sjajan,0,0,0,0,1,0,1,0,0,0
odgovoriti,0,0,0,0,0,0,0,0,0,0
ispitanik,0,0,0,0,0,0,0,0,0,0
odgovor,0,0,0,0,0,0,0,0,0,0
odgovornost,0,0,0,0,0,0,0,0,0,0
odgovoran,0,0,0,0,0,0,1,0,0,1
uzvratni,0,1,0,0,0,0,1,0,0,1
odmor,0,0,0,0,0,0,1,0,0,0
restoran,0,0,0,0,0,0,0,0,0,0
miran,0,0,0,0,0,0,1,0,0,0
restitucija,1,0,0,0,0,0,1,0,0,0
nemir,0,1,0,0,0,0,0,0,0,0
obnova,0,0,0,0,0,0,0,0,0,0
obnoviteljski,0,1,0,0,1,0,1,0,0,1
obnovljena,0,0,0,0,0,0,0,0,0,0
obnavljajući,0,0,0,0,0,0,1,0,0,0
obuzdati,1,0,0,1,0,1,0,0,0,0
suzdržano,0,0,0,1,0,0,0,0,0,0
obuzdavanje,0,0,0,0,0,0,1,0,0,0
ograničiti,0,0,0,0,0,1,0,1,0,0
ograničen,0,0,0,0,0,0,0,0,0,0
ograničenje,1,0,0,1,0,1,0,1,0,0
ograničavajuće,0,0,0,0,0,1,0,0,0,0
proizlaziti,0,1,0,0,0,0,0,0,0,0
rezultanta,0,1,0,0,0,0,0,0,0,0
nastavak,0,0,0,0,0,0,1,0,0,0
uskrsnuće,0,0,0,0,0,0,0,0,0,0
reanimacija,0,0,0,0,0,0,0,0,0,0
maloprodaja,0,0,0,0,0,0,0,0,0,0
trgovac,0,0,0,0,0,0,0,0,0,0
zadržati,0,0,0,0,0,0,0,0,0,1
zadržavanje,0,0,0,0,0,0,0,0,0,0
ponovno polagati,0,0,0,0,0,0,0,0,0,0
uzvratiti,1,0,0,0,0,1,0,0,0,0
osveta,1,0,0,1,0,1,0,0,0,0
uzvratni,1,0,0,0,0,1,0,0,0,0
usporiti,0,0,1,1,0,1,0,1,0,0
retardacija,0,0,0,0,0,1,0,0,0,0
zadržavanje,0,0,0,0,0,0,1,0,0,0
zadržavajući,0,0,0,0,0,0,0,0,0,0
suzdržan,0,0,0,1,0,1,0,0,0,0
Mrežnica,0,0,0,0,0,0,0,0,0,0
u mirovini,0,0,0,0,0,0,0,0,0,0
odlazak u mirovinu,0,1,0,1,1,1,1,1,0,1
odlazak u mirovinu,0,0,0,0,0,0,0,0,0,0
prepričavati,0,0,0,0,0,0,0,0,0,0
uzvratiti,0,0,0,0,0,1,0,0,0,0
ponovno pratiti,0,0,0,0,0,0,0,0,0,0
povući se,1,0,0,0,0,1,0,0,0,0
povlačenje,0,0,0,0,0,1,0,0,0,0
otpuštanje,0,0,0,1,0,1,0,0,0,0
odmazda,1,0,0,1,0,1,0,1,0,0
dohvaćanje,0,0,0,0,0,0,0,0,0,0
dohvatiti,0,0,0,0,0,0,0,0,0,0
retriver,0,0,0,0,0,0,0,0,0,0
retroaktivno,0,0,0,0,0,0,0,0,0,0
retrogradan,0,0,0,0,0,1,0,0,0,0
retrospektiva,0,0,0,0,0,0,0,0,0,0
retrospektiva,0,0,0,0,0,0,0,0,0,0
retrospektivno,0,0,0,0,0,0,0,0,0,0
povratak,0,0,0,0,0,0,0,0,0,0
ponovno sjedinjenje,0,1,0,0,0,0,1,0,0,1
otkriti,0,0,0,0,0,0,0,0,0,0
uživanje,0,0,0,0,1,0,1,0,0,0
otkrivenje,0,0,0,0,0,0,0,0,0,0
uživanja,0,0,0,0,1,0,1,0,0,0
osveta,1,1,0,1,0,1,0,0,1,0
prihod,0,0,0,0,0,0,0,0,0,0
odjekivanje,0,0,0,0,0,0,0,0,0,0
duboko poštovati,0,1,0,0,1,0,1,0,0,1
štovanje,0,0,0,0,1,0,1,0,0,1
velečasni,0,0,0,0,1,0,1,0,0,0
pobožan,0,0,0,0,0,0,0,0,0,0
sanjarenje,0,0,0,0,1,0,1,0,0,1
preokret,1,0,1,0,0,1,0,0,1,0
obrnuti,0,0,0,0,0,0,0,0,0,0
reverzija,0,0,0,0,0,0,0,0,0,0
vratiti,0,0,0,0,0,0,0,0,0,0
vraćajući se,0,0,0,0,0,0,0,0,0,0
pregled,0,0,0,0,0,0,0,0,0,0
recenzent,0,0,0,0,0,0,0,0,0,0
revidirati,0,0,0,0,0,0,1,0,0,0
revizija,0,0,0,0,0,0,0,0,0,0
ponovno posjetiti,0,0,0,0,0,0,0,0,0,0
oživljavanje,0,1,0,0,1,0,1,0,0,1
oživjeti,0,1,0,0,0,1,1,0,0,0
opoziv,0,0,0,0,0,1,0,0,0,0
opozvati,1,0,1,1,0,1,0,1,0,0
pobuna,1,0,0,0,0,1,0,0,1,0
revoltiran,1,0,1,1,0,1,0,0,0,0
revolucija,1,1,0,1,0,1,1,1,1,0
revolucionarna,0,0,0,0,0,0,1,0,0,0
revolucionirati,0,0,0,0,0,0,0,0,0,0
okretati se,0,0,0,0,0,0,0,0,0,0
revolver,1,0,0,1,0,1,0,1,0,0
odbojnost,1,0,1,1,0,1,0,0,0,0
nagrada,0,1,0,0,1,0,1,0,1,1
retorika,0,0,0,0,0,0,0,0,0,0
retorički,0,0,0,0,0,0,0,0,0,0
reumatizam,1,0,0,1,0,1,0,1,0,0
rima,0,0,0,0,0,0,0,0,0,0
rimovanje,0,0,0,0,0,0,0,0,0,0
ritam,0,0,0,0,0,0,1,0,0,0
ritmički,0,0,0,0,1,0,1,0,1,0
rebro,0,0,0,0,0,0,0,0,0,0
rebrasti,0,0,0,0,0,0,0,0,0,0
vrpca,1,1,0,0,1,0,1,0,0,0
riža,0,0,0,0,0,0,0,0,0,0
bogatstvo,0,0,0,0,0,0,0,0,0,0
bogatstvo,0,0,0,0,0,0,1,0,0,0
rick,0,0,0,0,0,0,0,0,0,0
rahitičan,0,0,0,0,0,1,0,0,0,0
osloboditi,0,0,0,0,0,0,0,0,0,0
oslobađanje,0,0,0,0,0,0,0,0,0,0
zagonetka,0,0,0,0,0,0,0,0,1,0
izrešetan,0,0,0,0,0,1,0,0,0,0
vožnja,0,0,0,0,0,0,0,0,0,0
jahač,0,0,0,0,0,0,1,0,0,0
greben,0,0,0,0,0,0,0,0,0,0
ismijavanje,1,0,1,0,0,1,0,1,0,0
smiješan,1,0,1,0,0,1,0,0,0,0
jahanje,0,0,0,0,0,0,0,0,0,0
raširen,0,0,0,0,0,1,0,0,0,0
puška,1,0,0,1,0,1,0,0,0,0
pušaka,0,0,0,0,0,0,0,0,0,0
puknuti,0,0,0,0,0,1,0,0,0,0
opremiti,0,0,0,0,0,0,0,0,0,0
namještanje,0,0,0,0,0,0,0,0,0,0
pravednik,0,0,0,0,0,0,1,0,0,0
s pravom,0,0,0,0,0,0,1,0,0,0
s pravom,0,0,0,0,0,0,1,0,0,0
kruta,0,0,0,0,0,1,0,0,0,0
krutost,0,0,0,0,0,1,0,0,0,0
strogost,0,0,1,1,0,1,0,0,0,0
rigorozan,0,0,0,0,0,1,0,0,0,0
rub,0,0,0,0,0,0,0,0,0,0
kora,0,0,0,0,0,0,0,0,0,0
prsten,0,0,0,0,0,0,0,0,0,0
zvono,1,0,0,0,0,1,0,0,0,0
zvonjava,0,0,0,0,0,0,0,0,0,0
klizalište,0,0,0,0,0,0,0,0,0,0
ispiranje,0,0,0,0,0,0,0,0,0,0
pobuna,1,0,0,1,0,1,0,0,0,0
buntovnički,1,0,0,1,0,1,0,0,1,0
priobalni,0,0,0,0,0,0,0,0,0,0
zrelo,0,0,0,0,0,0,1,0,0,0
sazrijevati,0,1,0,0,0,0,1,0,0,0
sazrijevanje,0,0,0,0,0,0,0,0,0,0
mreškanje,0,0,0,0,0,0,0,0,0,0
ustati,0,0,0,0,0,0,0,0,0,0
dižući se,0,1,0,0,1,0,1,0,0,0
rizik,0,1,0,1,0,1,0,0,0,0
riskantno,0,1,0,1,0,1,0,0,0,0
obred,0,0,0,0,0,0,0,0,0,0
ritual,0,0,0,0,0,0,0,0,0,0
obredni,0,0,0,0,0,0,0,0,0,0
rival,0,0,0,0,0,0,0,0,0,0
suparništvo,1,0,0,0,0,1,0,0,0,0
Rijeka,0,0,0,0,0,0,0,0,0,0
obala rijeke,0,0,0,0,0,0,0,0,0,0
zakovica,0,0,0,0,0,0,0,0,0,0
zakovicama,0,0,0,0,0,0,0,0,0,0
zakivanje,0,0,0,0,0,0,1,0,0,0
cesta,0,0,0,0,0,0,0,0,0,0
cestama,0,0,0,0,0,0,0,0,0,0
roadster,0,0,0,0,1,0,1,0,0,1
prometnica,0,0,0,0,0,0,0,0,0,0
lutati,0,0,0,0,0,0,0,0,0,0
rikati,0,0,0,0,0,0,0,0,0,0
pečenje,0,0,0,0,0,0,0,0,0,0
opljačkati,1,0,1,1,0,1,0,1,0,0
razbojnik,0,0,1,1,0,1,0,0,0,0
pljačka,1,0,1,1,0,1,0,1,0,0
ogrtač,0,0,0,0,0,0,0,0,0,0
robot,0,0,0,0,0,0,0,0,0,0
robotika,0,0,0,0,0,0,0,0,0,0
robustan,0,0,0,0,0,0,1,0,0,0
roc,0,0,0,0,0,0,0,0,0,0
stijena,0,0,0,0,0,0,1,0,0,0
raketa,1,0,0,0,0,0,0,0,0,0
stijene,0,0,0,0,0,0,0,0,0,0
štap,0,0,0,1,0,0,1,0,0,1
srna,0,0,0,0,0,0,0,0,0,0
lupež,0,0,1,0,0,1,0,0,0,0
uloga,0,0,0,0,0,0,0,0,0,0
svitak,0,0,0,0,0,0,0,0,0,0
valjak,0,0,0,0,0,0,0,0,0,0
valjci,0,0,0,0,0,0,0,0,0,0
veseo,0,0,0,0,1,0,1,0,0,0
valjanje,0,0,0,0,0,0,0,0,0,0
romantika,0,1,0,1,1,0,1,1,1,1
romantičan,0,1,0,0,1,0,1,0,0,1
romantizam,0,0,0,0,1,0,1,0,0,0
nered,0,0,0,0,1,0,1,0,0,0
krov,0,0,0,0,0,0,0,0,0,0
vrana,1,0,1,0,0,1,0,0,0,0
soba,0,0,0,0,0,0,0,0,0,0
prostrano,0,0,0,0,0,0,0,0,0,0
kokošarnik,0,0,0,0,0,0,0,0,0,0
pijetao,0,0,0,0,0,0,0,0,0,0
korijen,0,0,0,0,0,0,0,0,0,0
ukorijenjen,0,0,0,0,0,0,1,0,0,1
uže,0,0,0,0,0,0,0,0,0,0
brojanica,0,0,0,0,0,0,0,0,0,0
ruža,0,0,0,0,0,0,0,0,0,0
ružmarin,0,0,0,0,0,0,0,0,0,0
rozeta,0,0,0,0,0,0,0,0,0,0
spisak imena,0,0,0,0,0,0,0,0,0,0
rumena,0,0,0,0,0,0,1,0,0,0
istrunuti,0,0,1,1,0,1,0,1,0,0
rota,0,0,0,0,0,0,1,0,0,1
rotacijski,0,0,0,0,0,0,0,0,0,0
rotirati,0,0,0,0,0,0,0,0,0,0
rotacija,0,0,0,0,0,0,0,0,0,0
napamet,0,0,0,0,0,0,0,0,0,0
rotor,0,0,0,0,0,0,0,0,0,0
truljenje,0,0,1,0,0,1,0,0,0,0
rumenilo,0,0,0,0,0,0,0,0,0,0
hrapav,0,0,0,0,0,0,0,0,0,0
grubo,0,0,0,0,0,0,0,0,0,0
hrapavost,0,0,0,0,0,1,0,0,0,0
rulet,0,1,0,0,0,0,0,0,0,0
krug,0,0,0,0,0,0,0,0,0,0
kružni tok,0,0,0,0,0,0,0,0,0,0
zaobljena,0,0,0,0,0,0,0,0,0,0
okupite se,0,0,0,0,0,0,0,0,0,0
probuditi,0,0,0,0,0,0,0,0,0,0
uzbuđivač,0,0,0,0,0,0,0,0,0,0
uzbuđivanje,0,0,0,0,0,0,0,0,0,0
potući se,0,0,0,0,0,1,0,0,0,0
ruta,0,0,0,0,0,0,0,0,0,0
rutinski,0,0,0,0,0,0,1,0,0,1
rover,0,0,0,0,0,0,0,0,0,0
lutajući,0,0,0,0,0,0,0,0,0,0
red,1,0,0,0,0,1,0,0,0,0
grubijan,0,0,0,0,0,1,0,0,0,0
kraljevski,0,0,0,0,0,0,0,0,0,0
tantijema,0,0,0,0,0,0,1,0,0,0
trljati,0,0,0,0,0,0,0,0,0,0
guma,0,0,0,0,0,0,0,0,0,0
gumice,0,0,0,0,0,0,0,0,0,0
trljanje,0,0,0,0,0,0,0,0,0,0
smeće,0,0,1,0,0,1,0,0,0,0
ruševine,0,0,0,1,0,1,0,1,0,0
rubrika,0,0,0,0,0,0,1,0,0,0
rubin,0,0,0,0,0,0,0,0,0,0
kormilo,0,0,0,0,0,0,0,0,0,0
rumen,0,0,0,0,0,0,0,0,0,0
rudimentaran,0,0,0,0,0,0,0,0,0,0
rudimenti,0,0,0,0,0,0,0,0,0,0
rue,0,0,0,0,0,1,0,1,0,0
grgeč,0,0,0,0,0,0,0,0,0,0
naborati se,0,0,0,0,0,1,0,0,0,0
tepih,0,0,0,0,0,0,0,0,0,0
hrapav,0,0,0,0,0,1,0,0,0,0
propast,0,0,0,1,0,1,0,1,0,0
upropašten,1,0,1,1,0,1,0,1,0,0
ruševna,1,0,1,1,0,1,0,1,0,0
ruševine,0,0,0,0,0,0,0,0,0,0
Pravilo,0,0,0,1,0,0,0,0,0,1
vladar,0,0,0,0,0,0,0,0,0,0
vladajući,0,0,0,0,0,0,0,0,0,0
rum,0,0,0,0,0,0,0,0,0,0
tutnjava,0,0,0,0,0,0,0,0,0,0
čeprkati,0,0,0,0,0,0,0,0,0,0
glasina,0,0,0,0,0,1,0,1,0,0
šuškalo se,0,0,0,0,0,0,0,0,0,0
zadnjica,0,0,0,0,0,0,0,0,0,0
pobjeći,0,0,0,0,0,1,0,1,0,0
rune,0,0,0,0,0,0,0,0,0,0
prečaga,0,0,0,0,0,0,0,0,0,0
trkač,0,0,0,0,0,0,0,0,0,0
trčanje,0,0,0,0,0,0,0,0,0,0
pista,0,0,0,0,0,0,0,0,0,0
puknuće,0,0,0,1,0,1,0,1,1,0
ruralna,0,0,0,0,0,0,0,0,0,0
