Danish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
forholde sig,0,0,0,0,0,0,0,0,0,0
relaterede,0,0,0,0,0,0,0,0,0,1
forhold,0,0,0,0,0,0,0,0,0,0
forhold,0,0,0,0,0,0,0,0,0,0
i forhold,0,0,0,0,0,0,0,0,0,1
relativitet,0,0,0,0,0,0,0,0,0,0
afslappende,0,0,0,0,0,0,0,0,0,0
lempelse,0,0,0,0,0,0,1,0,0,0
afslappet,0,0,0,0,0,0,0,0,0,0
relæ,0,0,0,0,0,0,0,0,0,0
frigøre,0,0,0,0,0,0,0,0,0,0
frigivet,0,0,0,0,0,0,0,0,0,0
nedrykning,0,0,0,0,0,1,0,0,0,0
relevans,0,0,0,0,0,0,0,0,0,0
relevant,0,0,0,0,0,0,1,0,0,1
pålidelighed,0,0,0,0,0,0,1,0,0,1
pålidelig,0,0,0,0,0,0,1,0,0,1
afhængighed,0,0,0,0,0,0,1,0,0,1
relikvie,0,0,0,0,0,0,0,0,0,0
relikvier,0,0,0,0,0,0,0,1,0,0
lettelse,0,0,0,0,0,0,1,0,0,0
lindrende,0,0,0,0,0,0,1,0,0,0
religion,0,0,0,0,0,0,0,0,0,1
religiøs,0,0,0,0,0,0,0,0,0,0
opgive,0,0,0,0,0,1,0,0,0,0
nyde,0,0,0,0,0,0,0,0,0,0
modvilje,0,0,0,0,0,0,0,0,0,0
modstræbende,0,0,0,1,0,1,0,0,0,0
resten,0,0,0,0,0,0,0,0,0,0
tilbage,0,0,0,0,0,0,0,0,0,0
forbliver,0,0,1,1,0,1,1,0,0,1
genindspilning,0,0,0,0,0,0,1,0,0,0
varetægtsfængsling,1,0,0,0,0,1,0,0,0,0
bemærkning,0,0,0,0,0,0,0,0,0,0
bemærkelsesværdig,0,0,0,0,1,0,1,0,1,1
bemærkelsesværdigt,0,0,0,0,0,0,1,0,0,0
afhjælpende,0,0,0,0,0,1,0,0,0,0
afhjælpe,0,1,0,0,1,0,1,0,0,1
Husk,0,0,0,0,0,0,0,0,0,0
husket,0,0,0,0,0,0,0,0,0,0
huske,0,0,0,0,0,0,0,0,0,0
erindring,0,0,0,0,0,0,0,0,0,0
minde om,0,0,0,0,0,0,0,0,0,0
påmindelse,0,0,0,0,0,0,0,0,0,0
efterlade,1,0,1,0,0,1,0,1,0,0
eftergivelse,0,0,0,0,0,0,1,0,0,0
eftergive,0,0,0,0,0,0,0,0,0,0
overførsel,0,0,0,0,0,0,0,0,0,0
rest,0,0,0,0,0,0,0,0,0,0
ombygge,0,0,0,0,0,0,1,0,0,0
anger,0,0,0,0,0,1,0,1,0,0
fjern,0,0,0,0,0,0,0,0,0,0
fjernhed,0,0,0,0,0,0,0,0,0,0
fjernelse,0,0,0,0,0,1,0,0,0,0
fjerne,1,0,0,1,0,1,0,1,0,0
vederlag,0,0,0,0,0,0,0,0,0,0
renæssance,0,0,0,0,0,0,1,0,0,0
rencontre,0,0,0,0,0,1,0,0,0,0
rive,0,0,0,0,0,1,0,0,0,0
gengive,0,0,0,0,0,0,1,0,0,0
gengivelse,0,0,0,0,0,0,0,0,0,0
møde,0,0,0,0,0,0,0,0,0,0
gengivelse,0,0,0,0,0,0,0,0,0,0
frafalden,1,0,0,0,0,1,0,0,0,0
fornyelse,0,0,0,0,0,0,1,0,0,0
give afkald på,1,0,0,0,0,1,0,0,0,0
forny,0,1,0,0,0,0,1,0,0,0
renoveret,0,0,0,0,0,0,0,0,0,0
renovation,0,1,0,0,1,0,1,0,0,0
berømmelse,0,0,0,0,0,0,1,0,0,0
berømt,0,0,0,0,0,0,1,0,0,0
leje,0,0,0,0,0,0,0,0,0,0
leje,0,0,0,0,0,0,0,0,0,0
lejer,0,0,0,0,0,0,0,0,0,0
afståelse,0,0,0,0,0,1,0,0,0,0
omorganisering,0,0,0,0,0,0,0,0,0,0
reorganisere,0,0,0,0,0,0,1,0,0,0
reparation,0,0,0,0,0,0,0,0,0,0
reparation,0,0,0,0,0,0,1,0,0,1
tilbagebetale,1,1,0,0,1,0,1,0,0,1
tilbagebetaling,0,0,0,0,0,0,0,0,0,0
ophæve,0,0,0,0,0,0,0,0,0,0
gentage,0,0,0,0,0,0,0,0,0,0
gentaget,0,0,0,0,0,0,0,0,0,0
gentagne gange,0,0,0,0,0,0,0,0,0,0
repeater,0,0,0,0,0,0,0,0,0,0
afskrækningsmiddel,0,0,1,1,0,1,0,0,0,0
frastødende,1,0,1,1,0,1,0,0,0,0
frastødende,0,0,1,0,0,1,0,0,0,0
angre,0,0,0,1,0,0,1,0,0,0
anger,0,0,0,0,0,0,0,0,0,0
repertoire,0,0,0,0,0,0,0,0,0,0
repertoire,0,0,0,0,0,0,0,0,0,0
gentagelse,0,0,0,0,0,0,0,0,0,0
erstatte,0,0,0,0,0,0,0,0,0,0
udskiftning,0,0,0,0,0,0,0,0,0,0
genopfylde,0,0,0,0,0,0,1,0,0,0
fyldt,0,0,0,0,0,0,1,0,0,0
replikation,0,0,0,0,0,0,0,0,0,0
svar,0,0,0,0,0,0,0,0,0,0
rapport,0,0,0,0,0,0,0,0,0,0
rapporteret,0,0,0,0,0,0,0,0,0,0
reporter,0,0,0,0,0,0,1,0,0,1
hvile,0,0,0,0,0,0,1,0,0,0
omplacere,0,0,0,0,0,0,0,0,0,0
depot,0,0,0,0,0,0,0,0,0,0
repræsentation,0,0,0,0,0,0,0,0,0,0
repræsentant,0,0,0,0,0,0,0,0,0,0
repræsenteret,0,0,0,0,0,0,1,0,0,0
repræsenterer,0,1,0,0,0,0,0,0,0,0
undertrykke,0,0,0,0,0,1,0,1,0,0
fortrængt,0,0,0,0,0,0,0,0,0,0
undertrykkelse,0,0,0,1,0,1,0,0,0,0
udsættelse,0,0,0,0,0,0,0,0,0,0
irettesættelse,1,0,0,0,0,1,0,0,0,0
genoptryk,0,0,0,0,0,1,0,0,0,0
repressalier,1,0,0,1,0,1,0,1,0,0
gentage,0,0,0,0,0,0,0,0,0,0
bebrejdelse,1,0,1,0,0,1,0,1,0,0
reproducere,0,0,0,0,0,0,0,0,0,0
reproduktion,0,0,0,0,0,0,0,0,0,0
reproduktive,0,0,0,0,1,0,1,0,0,0
krybdyr,0,0,0,0,0,0,0,0,0,0
republik,0,0,0,0,0,1,0,0,0,0
republikanske,0,0,0,0,0,0,0,0,0,0
afvisning,1,0,1,0,0,1,0,0,0,0
frastødelse,0,0,1,1,0,1,0,0,0,0
tilbagekøb,0,0,0,0,0,0,0,0,0,0
velrenommerede,0,0,0,0,0,0,1,0,0,1
omdømme,0,0,0,0,0,0,0,0,0,0
omdømme,0,0,0,0,0,0,0,0,0,0
anmodning,0,0,0,0,0,0,0,0,0,0
requiem,0,0,0,0,0,0,0,1,0,0
påkrævet,0,0,0,0,0,0,0,0,0,0
krav,0,0,0,0,0,0,0,0,0,0
påkrævet,0,0,0,0,0,0,0,0,0,0
rekvisition,0,0,0,0,0,0,0,0,0,0
ophæve,0,0,0,0,0,1,0,0,0,0
ophævelse,0,0,0,0,0,1,0,0,0,0
redde,0,1,0,0,1,0,1,0,1,1
forskning,0,0,0,0,0,0,0,0,0,0
resektion,0,0,0,1,0,0,0,0,0,0
lighed,0,0,0,0,0,0,0,0,0,0
ligne,0,0,0,0,0,0,0,0,0,0
ligner,0,0,0,0,0,0,0,0,0,0
harmes over,1,0,0,0,0,1,0,0,0,0
krænket,1,0,0,0,0,1,0,0,0,0
vrede,1,0,1,0,0,1,0,1,0,0
reservation,0,0,0,0,0,0,0,0,0,0
reservere,0,0,0,0,0,0,1,0,0,0
reserveret,0,0,0,0,0,0,0,0,0,0
reserver,0,0,0,0,0,0,0,0,0,0
reservoir,0,0,0,0,0,0,0,0,0,0
opholde sig,0,0,0,0,0,0,0,0,0,0
bopæl,0,0,0,0,0,0,0,0,0,0
boliger,0,0,0,0,0,0,0,0,0,0
beboer,0,0,0,0,0,0,1,0,0,0
resterende,0,0,0,0,0,0,0,0,0,0
rest,0,0,0,0,0,0,0,0,0,0
træde tilbage,1,0,1,1,0,1,0,1,0,0
resignation,0,0,0,0,0,1,0,1,1,0
sagde op,0,0,0,0,0,1,0,1,0,0
modstandsdygtighed,0,0,0,0,0,0,0,0,0,0
robust,0,0,0,0,0,0,1,0,0,0
harpiks,0,0,0,0,0,0,0,0,0,0
modstå,0,0,0,0,0,1,0,0,0,0
modstand,1,0,0,0,0,1,0,0,0,0
modstandsdygtig,0,0,0,1,0,1,0,0,0,0
gør modstand,1,0,0,1,0,1,0,1,0,0
resistiv,0,0,0,0,0,0,1,0,0,0
resolut,0,0,0,0,0,0,0,0,0,0
resolut,0,0,0,0,0,0,1,0,0,0
løsning,0,0,0,0,0,0,0,0,0,0
beslutte,0,0,0,0,0,0,0,0,0,0
løst,0,0,0,0,0,0,0,0,0,0
resonans,0,0,0,0,0,0,0,0,0,0
resonans,0,0,0,0,0,0,0,0,0,0
give genlyd,0,0,0,0,0,0,0,0,0,0
resonator,0,0,0,0,0,0,0,0,0,0
udvej,0,0,0,0,0,0,0,0,0,0
rungende,0,0,0,0,0,0,0,0,0,0
ressourcer,0,0,0,0,1,0,1,0,0,1
respekt,0,1,0,0,1,0,1,0,0,1
respektabilitet,0,0,0,0,0,0,1,0,0,0
respektabel,0,0,0,0,0,0,1,0,0,1
respekteret,0,0,0,0,0,0,0,0,0,0
respektfuldt,0,0,0,0,0,0,1,0,0,1
respektere,0,0,0,0,0,0,1,0,0,0
respektive,0,0,0,0,0,0,0,0,0,0
respekterer,0,0,0,0,0,0,1,0,0,1
respiration,0,0,0,0,0,0,0,0,0,0
respirator,0,0,0,0,0,0,0,0,0,0
pusterum,0,0,0,0,1,0,1,0,0,1
strålende,0,0,0,0,1,0,1,0,0,0
svare,0,0,0,0,0,0,0,0,0,0
respondent,0,0,0,0,0,0,0,0,0,0
respons,0,0,0,0,0,0,0,0,0,0
ansvar,0,0,0,0,0,0,0,0,0,0
ansvarlig,0,0,0,0,0,0,1,0,0,1
lydhør,0,1,0,0,0,0,1,0,0,1
hvile,0,0,0,0,0,0,1,0,0,0
restaurant,0,0,0,0,0,0,0,0,0,0
rolig,0,0,0,0,0,0,1,0,0,0
restitution,1,0,0,0,0,0,1,0,0,0
rastløshed,0,1,0,0,0,0,0,0,0,0
restaurering,0,0,0,0,0,0,0,0,0,0
genoprettende,0,1,0,0,1,0,1,0,0,1
restaureret,0,0,0,0,0,0,0,0,0,0
gendannelse,0,0,0,0,0,0,1,0,0,0
tilbageholde,1,0,0,1,0,1,0,0,0,0
tilbageholdt,0,0,0,1,0,0,0,0,0,0
tilbageholdenhed,0,0,0,0,0,0,1,0,0,0
begrænse,0,0,0,0,0,1,0,1,0,0
begrænset,0,0,0,0,0,0,0,0,0,0
begrænsning,1,0,0,1,0,1,0,1,0,0
restriktive,0,0,0,0,0,1,0,0,0,0
resultat,0,1,0,0,0,0,0,0,0,0
resulterende,0,1,0,0,0,0,0,0,0,0
genoptagelse,0,0,0,0,0,0,1,0,0,0
opstandelse,0,0,0,0,0,0,0,0,0,0
genoplivning,0,0,0,0,0,0,0,0,0,0
detailhandel,0,0,0,0,0,0,0,0,0,0
forhandler,0,0,0,0,0,0,0,0,0,0
beholde,0,0,0,0,0,0,0,0,0,1
fastholdelse,0,0,0,0,0,0,0,0,0,0
gentag,0,0,0,0,0,0,0,0,0,0
gengælde,1,0,0,0,0,1,0,0,0,0
repressalier,1,0,0,1,0,1,0,0,0,0
gengældelse,1,0,0,0,0,1,0,0,0,0
retard,0,0,1,1,0,1,0,1,0,0
retardering,0,0,0,0,0,1,0,0,0,0
tilbageholdelse,0,0,0,0,0,0,1,0,0,0
tilbageholdende,0,0,0,0,0,0,0,0,0,0
tilbageholdende,0,0,0,1,0,1,0,0,0,0
nethinden,0,0,0,0,0,0,0,0,0,0
pensioneret,0,0,0,0,0,0,0,0,0,0
pensionering,0,1,0,1,1,1,1,1,0,1
går på pension,0,0,0,0,0,0,0,0,0,0
genfortalt,0,0,0,0,0,0,0,0,0,0
replik,0,0,0,0,0,1,0,0,0,0
spore tilbage,0,0,0,0,0,0,0,0,0,0
trække tilbage,1,0,0,0,0,1,0,0,0,0
tilbagetrækning,0,0,0,0,0,1,0,0,0,0
nedlæggelse,0,0,0,1,0,1,0,0,0,0
gengældelse,1,0,0,1,0,1,0,1,0,0
hentning,0,0,0,0,0,0,0,0,0,0
hente,0,0,0,0,0,0,0,0,0,0
retriever,0,0,0,0,0,0,0,0,0,0
med tilbagevirkende kraft,0,0,0,0,0,0,0,0,0,0
retrograd,0,0,0,0,0,1,0,0,0,0
tilbageblik,0,0,0,0,0,0,0,0,0,0
tilbagevirkende kraft,0,0,0,0,0,0,0,0,0,0
retrospektivt,0,0,0,0,0,0,0,0,0,0
Vend tilbage,0,0,0,0,0,0,0,0,0,0
genforening,0,1,0,0,0,0,1,0,0,1
løfte sløret,0,0,0,0,0,0,0,0,0,0
svælge,0,0,0,0,1,0,1,0,0,0
åbenbaring,0,0,0,0,0,0,0,0,0,0
svælger,0,0,0,0,1,0,1,0,0,0
hævn,1,1,0,1,0,1,0,0,1,0
indtægter,0,0,0,0,0,0,0,0,0,0
efterklang,0,0,0,0,0,0,0,0,0,0
ære,0,1,0,0,1,0,1,0,0,1
ærbødighed,0,0,0,0,1,0,1,0,0,1
pastor,0,0,0,0,1,0,1,0,0,0
ærbødig,0,0,0,0,0,0,0,0,0,0
drømmeri,0,0,0,0,1,0,1,0,0,1
vending,1,0,1,0,0,1,0,0,1,0
baglæns,0,0,0,0,0,0,0,0,0,0
tilbagevenden,0,0,0,0,0,0,0,0,0,0
vende tilbage,0,0,0,0,0,0,0,0,0,0
vender tilbage,0,0,0,0,0,0,0,0,0,0
anmeldelse,0,0,0,0,0,0,0,0,0,0
anmelder,0,0,0,0,0,0,0,0,0,0
revidere,0,0,0,0,0,0,1,0,0,0
revision,0,0,0,0,0,0,0,0,0,0
genbesøg,0,0,0,0,0,0,0,0,0,0
vækkelse,0,1,0,0,1,0,1,0,0,1
genoplive,0,1,0,0,0,1,1,0,0,0
tilbagekaldelse,0,0,0,0,0,1,0,0,0,0
tilbagekalde,1,0,1,1,0,1,0,1,0,0
opstand,1,0,0,0,0,1,0,0,1,0
oprørende,1,0,1,1,0,1,0,0,0,0
revolution,1,1,0,1,0,1,1,1,1,0
revolutionær,0,0,0,0,0,0,1,0,0,0
revolutionere,0,0,0,0,0,0,0,0,0,0
dreje,0,0,0,0,0,0,0,0,0,0
revolver,1,0,0,1,0,1,0,1,0,0
afsky,1,0,1,1,0,1,0,0,0,0
belønning,0,1,0,0,1,0,1,0,1,1
retorik,0,0,0,0,0,0,0,0,0,0
retorisk,0,0,0,0,0,0,0,0,0,0
gigt,1,0,0,1,0,1,0,1,0,0
rime,0,0,0,0,0,0,0,0,0,0
rimer,0,0,0,0,0,0,0,0,0,0
rytme,0,0,0,0,0,0,1,0,0,0
rytmisk,0,0,0,0,1,0,1,0,1,0
ribben,0,0,0,0,0,0,0,0,0,0
ribbet,0,0,0,0,0,0,0,0,0,0
bånd,1,1,0,0,1,0,1,0,0,0
ris,0,0,0,0,0,0,0,0,0,0
rigdomme,0,0,0,0,0,0,0,0,0,0
rigdom,0,0,0,0,0,0,1,0,0,0
rick,0,0,0,0,0,0,0,0,0,0
vakkelvorn,0,0,0,0,0,1,0,0,0,0
slippe af,0,0,0,0,0,0,0,0,0,0
riddance,0,0,0,0,0,0,0,0,0,0
gåde,0,0,0,0,0,0,0,0,1,0
gådefuldt,0,0,0,0,0,1,0,0,0,0
ride,0,0,0,0,0,0,0,0,0,0
rytter,0,0,0,0,0,0,1,0,0,0
ryg,0,0,0,0,0,0,0,0,0,0
latterliggøre,1,0,1,0,0,1,0,1,0,0
latterlig,1,0,1,0,0,1,0,0,0,0
ridning,0,0,0,0,0,0,0,0,0,0
udbredt,0,0,0,0,0,1,0,0,0,0
riffel,1,0,0,1,0,1,0,0,0,0
rifler,0,0,0,0,0,0,0,0,0,0
rift,0,0,0,0,0,1,0,0,0,0
rig,0,0,0,0,0,0,0,0,0,0
rigning,0,0,0,0,0,0,0,0,0,0
retfærdig,0,0,0,0,0,0,1,0,0,0
retmæssige,0,0,0,0,0,0,1,0,0,0
med rette,0,0,0,0,0,0,1,0,0,0
stiv,0,0,0,0,0,1,0,0,0,0
stivhed,0,0,0,0,0,1,0,0,0,0
stringens,0,0,1,1,0,1,0,0,0,0
strenge,0,0,0,0,0,1,0,0,0,0
kant,0,0,0,0,0,0,0,0,0,0
skorpe,0,0,0,0,0,0,0,0,0,0
ring,0,0,0,0,0,0,0,0,0,0
ringetone,1,0,0,0,0,1,0,0,0,0
ringer,0,0,0,0,0,0,0,0,0,0
skøjtebane,0,0,0,0,0,0,0,0,0,0
skylle,0,0,0,0,0,0,0,0,0,0
optøjer,1,0,0,1,0,1,0,0,0,0
uroligt,1,0,0,1,0,1,0,0,1,0
river,0,0,0,0,0,0,0,0,0,0
moden,0,0,0,0,0,0,1,0,0,0
modnes,0,1,0,0,0,0,1,0,0,0
modning,0,0,0,0,0,0,0,0,0,0
krusning,0,0,0,0,0,0,0,0,0,0
stige,0,0,0,0,0,0,0,0,0,0
stigende,0,1,0,0,1,0,1,0,0,0
risiko,0,1,0,1,0,1,0,0,0,0
risikabel,0,1,0,1,0,1,0,0,0,0
rite,0,0,0,0,0,0,0,0,0,0
ritual,0,0,0,0,0,0,0,0,0,0
ritualistisk,0,0,0,0,0,0,0,0,0,0
konkurrerende,0,0,0,0,0,0,0,0,0,0
rivalisering,1,0,0,0,0,1,0,0,0,0
flod,0,0,0,0,0,0,0,0,0,0
flodbredden,0,0,0,0,0,0,0,0,0,0
nitte,0,0,0,0,0,0,0,0,0,0
nittet,0,0,0,0,0,0,0,0,0,0
medrivende,0,0,0,0,0,0,1,0,0,0
vej,0,0,0,0,0,0,0,0,0,0
veje,0,0,0,0,0,0,0,0,0,0
roadster,0,0,0,0,1,0,1,0,0,1
vejbane,0,0,0,0,0,0,0,0,0,0
strejfe rundt,0,0,0,0,0,0,0,0,0,0
brøl,0,0,0,0,0,0,0,0,0,0
stege,0,0,0,0,0,0,0,0,0,0
røve,1,0,1,1,0,1,0,1,0,0
røver,0,0,1,1,0,1,0,0,0,0
røveri,1,0,1,1,0,1,0,1,0,0
kappe,0,0,0,0,0,0,0,0,0,0
robot,0,0,0,0,0,0,0,0,0,0
robotteknologi,0,0,0,0,0,0,0,0,0,0
robust,0,0,0,0,0,0,1,0,0,0
roc,0,0,0,0,0,0,0,0,0,0
klippe,0,0,0,0,0,0,1,0,0,0
raket,1,0,0,0,0,0,0,0,0,0
klipper,0,0,0,0,0,0,0,0,0,0
stang,0,0,0,1,0,0,1,0,0,1
rogn,0,0,0,0,0,0,0,0,0,0
Rogue,0,0,1,0,0,1,0,0,0,0
rolle,0,0,0,0,0,0,0,0,0,0
rulle,0,0,0,0,0,0,0,0,0,0
rulle,0,0,0,0,0,0,0,0,0,0
ruller,0,0,0,0,0,0,0,0,0,0
rullende,0,0,0,0,1,0,1,0,0,0
rullende,0,0,0,0,0,0,0,0,0,0
romantik,0,1,0,1,1,0,1,1,1,1
romantisk,0,1,0,0,1,0,1,0,0,1
romantik,0,0,0,0,1,0,1,0,0,0
boltre sig,0,0,0,0,1,0,1,0,0,0
tag,0,0,0,0,0,0,0,0,0,0
tårn,1,0,1,0,0,1,0,0,0,0
værelse,0,0,0,0,0,0,0,0,0,0
rummelig,0,0,0,0,0,0,0,0,0,0
hvile,0,0,0,0,0,0,0,0,0,0
hane,0,0,0,0,0,0,0,0,0,0
rod,0,0,0,0,0,0,0,0,0,0
rodfæstet,0,0,0,0,0,0,1,0,0,1
reb,0,0,0,0,0,0,0,0,0,0
rosenkrans,0,0,0,0,0,0,0,0,0,0
Rose,0,0,0,0,0,0,0,0,0,0
rosmarin,0,0,0,0,0,0,0,0,0,0
roset,0,0,0,0,0,0,0,0,0,0
vagtplan,0,0,0,0,0,0,0,0,0,0
rosenrødt,0,0,0,0,0,0,1,0,0,0
rådne,0,0,1,1,0,1,0,1,0,0
rota,0,0,0,0,0,0,1,0,0,1
roterende,0,0,0,0,0,0,0,0,0,0
rotere,0,0,0,0,0,0,0,0,0,0
rotation,0,0,0,0,0,0,0,0,0,0
udenads,0,0,0,0,0,0,0,0,0,0
rotor,0,0,0,0,0,0,0,0,0,0
rådnende,0,0,1,0,0,1,0,0,0,0
rouge,0,0,0,0,0,0,0,0,0,0
ru,0,0,0,0,0,0,0,0,0,0
rundt regnet,0,0,0,0,0,0,0,0,0,0
ruhed,0,0,0,0,0,1,0,0,0,0
roulette,0,1,0,0,0,0,0,0,0,0
rund,0,0,0,0,0,0,0,0,0,0
rundkørsel,0,0,0,0,0,0,0,0,0,0
afrundet,0,0,0,0,0,0,0,0,0,0
runde op,0,0,0,0,0,0,0,0,0,0
vække,0,0,0,0,0,0,0,0,0,0
rouser,0,0,0,0,0,0,0,0,0,0
ophidsende,0,0,0,0,0,0,0,0,0,0
rute,0,0,0,0,0,1,0,0,0,0
rute,0,0,0,0,0,0,0,0,0,0
rutine,0,0,0,0,0,0,1,0,0,1
rover,0,0,0,0,0,0,0,0,0,0
roving,0,0,0,0,0,0,0,0,0,0
række,1,0,0,0,0,1,0,0,0,0
larmende,0,0,0,0,0,1,0,0,0,0
Royal,0,0,0,0,0,0,0,0,0,0
royalty,0,0,0,0,0,0,1,0,0,0
gnide,0,0,0,0,0,0,0,0,0,0
gummi,0,0,0,0,0,0,0,0,0,0
gummier,0,0,0,0,0,0,0,0,0,0
gnide,0,0,0,0,0,0,0,0,0,0
vrøvl,0,0,1,0,0,1,0,0,0,0
murbrokker,0,0,0,1,0,1,0,1,0,0
rubrik,0,0,0,0,0,0,1,0,0,0
rubin,0,0,0,0,0,0,0,0,0,0
ror,0,0,0,0,0,0,0,0,0,0
rødmosset,0,0,0,0,0,0,0,0,0,0
rudimentær,0,0,0,0,0,0,0,0,0,0
rudimenter,0,0,0,0,0,0,0,0,0,0
rue,0,0,0,0,0,1,0,1,0,0
ruff,0,0,0,0,0,0,0,0,0,0
flæse,0,0,0,0,0,1,0,0,0,0
tæppe,0,0,0,0,0,0,0,0,0,0
robust,0,0,0,0,0,1,0,0,0,0
ruin,0,0,0,1,0,1,0,1,0,0
ødelagt,1,0,1,1,0,1,0,1,0,0
ruinerende,1,0,1,1,0,1,0,1,0,0
ruiner,0,0,0,0,0,0,0,0,0,0
Herske,0,0,0,1,0,0,0,0,0,1
lineal,0,0,0,0,0,0,0,0,0,0
kendelse,0,0,0,0,0,0,0,0,0,0
rom,0,0,0,0,0,0,0,0,0,0
buldre,0,0,0,0,0,0,0,0,0,0
rode,0,0,0,0,0,0,0,0,0,0
rygte,0,0,0,0,0,1,0,1,0,0
rygtes,0,0,0,0,0,0,0,0,0,0
bagdel,0,0,0,0,0,0,0,0,0,0
løb væk,0,0,0,0,0,1,0,1,0,0
runer,0,0,0,0,0,0,0,0,0,0
trin,0,0,0,0,0,0,0,0,0,0
løber,0,0,0,0,0,0,0,0,0,0
løb,0,0,0,0,0,0,0,0,0,0
landingsbane,0,0,0,0,0,0,0,0,0,0
brud,0,0,0,1,0,1,0,1,1,0
landdistrikterne,0,0,0,0,0,0,0,0,0,0
list,0,0,0,0,0,1,0,0,0,0
siv,0,0,0,0,0,0,0,0,0,0
rust,0,0,0,0,0,1,0,0,0,0
rustik,0,0,0,0,0,0,0,0,0,0
raslen,0,0,0,0,0,0,0,0,0,0
rusten,0,0,0,0,0,1,0,0,0,0
brunst,0,0,0,0,0,0,0,0,0,0
ruth,0,0,0,0,0,0,1,0,0,0
ubarmhjertig,1,0,1,1,0,1,0,0,0,0
rug,0,0,0,0,0,0,0,0,0,0
sabel,1,0,0,1,0,1,0,0,0,0
sobel,0,0,0,0,0,0,0,0,0,0
sabotage,1,0,1,1,0,1,0,1,1,0
sæk,0,0,0,0,0,0,0,0,0,0
sæk,0,0,0,0,0,0,0,0,0,0
sakramente,0,0,0,0,0,0,0,0,0,0
hellig,0,0,0,0,0,0,0,0,0,0
ofre,0,0,1,1,0,1,0,1,0,0
sadel,0,0,0,0,0,0,0,0,0,0
desværre,0,0,0,0,0,1,0,1,0,0
sorg,0,0,0,0,0,1,0,1,0,1
sikker,0,0,0,0,1,0,1,0,0,1
sikring,0,0,0,0,0,0,1,0,0,1
opbevaring,0,0,0,0,0,0,0,0,0,1
sikkerhed,0,0,0,0,0,0,0,0,0,0
safran,0,0,0,0,0,0,0,0,0,0
synke,0,0,0,1,0,1,0,0,0,0
saga,0,0,0,0,0,0,0,0,0,0
salvie,0,0,0,0,0,0,1,0,0,1
sejle,0,0,0,0,0,0,0,0,0,0
sejlads,0,0,0,0,0,0,0,0,0,0
sømand,0,0,0,0,0,0,0,0,0,0
helgen,0,1,0,0,1,0,1,0,1,1
hellig,0,1,0,0,1,0,1,0,1,1
salat,0,0,0,0,0,0,0,0,0,0
salamander,0,0,0,0,0,0,0,0,0,0
løn,0,1,0,0,1,0,1,0,0,1
salg,0,0,0,0,0,0,0,0,0,0
en sælger,0,0,0,0,0,0,0,0,0,0
fremtrædende,0,0,0,0,0,0,1,0,0,0
saltvand,0,0,0,0,0,0,0,0,0,0
spyt,0,1,0,0,0,0,0,0,0,0
sally,0,0,0,0,0,0,0,0,1,0
salon,0,0,0,0,0,0,0,0,0,0
salon,1,0,0,0,0,0,0,0,0,0
salt,0,0,0,0,0,0,0,0,0,0
saltet,0,0,0,0,0,0,0,0,0,0
velgørende,0,0,0,0,1,0,1,0,0,1
hilsen,0,0,0,0,0,0,0,0,0,0
salut,0,0,0,0,1,0,1,0,0,0
bjærgning,0,0,0,0,0,0,0,0,0,0
frelse,0,1,0,0,1,0,1,0,0,1
salve,0,0,0,0,0,0,1,0,0,0
samba,0,0,0,0,0,0,0,0,0,0
ensartethed,0,0,0,0,0,0,0,0,0,0
samurai,0,0,0,1,0,0,1,0,0,0
helliggørelse,0,0,0,0,1,0,1,0,0,1
helliget,0,0,0,0,0,0,0,0,0,0
hellige,0,1,0,0,1,0,1,1,1,1
sanktion,0,0,0,0,0,0,0,0,0,0
sanktioneret,0,0,0,0,0,0,0,0,0,0
hellighed,0,0,0,0,0,0,0,0,0,0
helligdom,0,1,0,0,1,0,1,0,0,1
sand,0,0,0,0,0,0,0,0,0,0
sandal,0,0,0,0,0,0,0,0,0,0
slibemaskine,0,0,0,0,0,0,0,0,0,0
sand,0,0,0,0,0,0,0,0,0,0
sandet,0,0,0,0,0,0,0,0,0,0
tilregnelig,0,0,0,0,0,0,0,0,0,0
sangvinsk,0,0,0,0,0,0,1,0,0,0
sanitære,0,0,0,0,0,0,1,0,0,0
fornuft,0,0,0,0,0,0,0,0,0,0
sans,0,0,0,0,0,0,0,0,0,0
saft,0,0,0,0,0,1,0,1,0,0
safir,0,0,0,0,0,0,0,0,0,0
saftig,0,0,0,0,0,0,0,0,0,1
sarkasme,1,0,1,0,0,1,0,1,0,0
sarkom,0,0,0,1,0,1,0,1,0,0
sardonisk,0,0,0,0,0,1,0,0,0,0
skærf,0,0,0,0,0,0,0,0,0,0
satanisk,1,0,0,0,0,1,0,0,0,0
taske,0,0,0,0,0,0,0,0,0,0
sate,0,0,0,0,0,0,0,0,0,0
satellit,0,0,0,0,0,0,0,0,0,0
satin,0,0,0,0,0,0,1,0,0,0
Satire,0,0,0,0,0,0,0,0,0,0
satirisk,0,0,0,0,0,0,0,0,0,0
tilfredshed,0,0,0,0,0,0,0,0,0,0
tilfredsstillende,0,0,0,0,0,0,1,0,0,0
tilfreds,0,0,0,0,1,0,1,0,0,0
mætte,0,0,0,0,0,0,0,0,0,0
mættet,0,0,1,0,0,1,0,0,0,0
mætning,0,0,0,0,0,0,0,0,0,0
