Belarusian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
разетка,0,0,0,0,0,0,0,0,0,0
спіс,0,0,0,0,0,0,0,0,0,0
ружовы,0,0,0,0,0,0,1,0,0,0
гнілата,0,0,1,1,0,1,0,1,0,0
рота,0,0,0,0,0,0,1,0,0,1
паваротны,0,0,0,0,0,0,0,0,0,0
круціцца,0,0,0,0,0,0,0,0,0,0
кручэнне,0,0,0,0,0,0,0,0,0,0
на памяць,0,0,0,0,0,0,0,0,0,0
ротар,0,0,0,0,0,0,0,0,0,0
гніенне,0,0,1,0,0,1,0,0,0,0
румяны,0,0,0,0,0,0,0,0,0,0
грубы,0,0,0,0,0,0,0,0,0,0
прыкладна,0,0,0,0,0,0,0,0,0,0
шурпатасць,0,0,0,0,0,1,0,0,0,0
рулетка,0,1,0,0,0,0,0,0,0,0
круглы,0,0,0,0,0,0,0,0,0,0
кругазварот,0,0,0,0,0,0,0,0,0,0
круглявая,0,0,0,0,0,0,0,0,0,0
зганяць,0,0,0,0,0,0,0,0,0,0
абудзіць,0,0,0,0,0,0,0,0,0,0
бунтар,0,0,0,0,0,0,0,0,0,0
абуджаючы,0,0,0,0,0,0,0,0,0,0
разгром,0,0,0,0,0,1,0,0,0,0
маршрут,0,0,0,0,0,0,0,0,0,0
руціна,0,0,0,0,0,0,1,0,0,1
марсаход,0,0,0,0,0,0,0,0,0,0
вандроўныя,0,0,0,0,0,0,0,0,0,0
шэраг,1,0,0,0,0,1,0,0,0,0
хуліганіць,0,0,0,0,0,1,0,0,0,0
каралеўскі,0,0,0,0,0,0,0,0,0,0
роялці,0,0,0,0,0,0,1,0,0,0
руб,0,0,0,0,0,0,0,0,0,0
гумавая,0,0,0,0,0,0,0,0,0,0
гумы,0,0,0,0,0,0,0,0,0,0
расціранне,0,0,0,0,0,0,0,0,0,0
смецце,0,0,1,0,0,1,0,0,0,0
друз,0,0,0,1,0,1,0,1,0,0
рубрыка,0,0,0,0,0,0,1,0,0,0
рубін,0,0,0,0,0,0,0,0,0,0
руль,0,0,0,0,0,0,0,0,0,0
румяны,0,0,0,0,0,0,0,0,0,0
рудыментарны,0,0,0,0,0,0,0,0,0,0
рудыменты,0,0,0,0,0,0,0,0,0,0
рута,0,0,0,0,0,1,0,1,0,0
ярш,0,0,0,0,0,0,0,0,0,0
фальбонамі,0,0,0,0,0,1,0,0,0,0
дыван,0,0,0,0,0,0,0,0,0,0
трывалы,0,0,0,0,0,1,0,0,0,0
разбурэнне,0,0,0,1,0,1,0,1,0,0
разбураны,1,0,1,1,0,1,0,1,0,0
разбуральны,1,0,1,1,0,1,0,1,0,0
руіны,0,0,0,0,0,0,0,0,0,0
правіла,0,0,0,1,0,0,0,0,0,1
лінейка,0,0,0,0,0,0,0,0,0,0
пастанова,0,0,0,0,0,0,0,0,0,0
ром,0,0,0,0,0,0,0,0,0,0
грукат,0,0,0,0,0,0,0,0,0,0
корпацца,0,0,0,0,0,0,0,0,0,0
чуткі,0,0,0,0,0,1,0,1,0,0
па чутках,0,0,0,0,0,0,0,0,0,0
крупы,0,0,0,0,0,0,0,0,0,0
уцякаць,0,0,0,0,0,1,0,1,0,0
руны,0,0,0,0,0,0,0,0,0,0
званок,0,0,0,0,0,0,0,0,0,0
бягун,0,0,0,0,0,0,0,0,0,0
бег,0,0,0,0,0,0,0,0,0,0
узлётна-пасадачная паласа,0,0,0,0,0,0,0,0,0,0
разрыў,0,0,0,1,0,1,0,1,1,0
сельскі,0,0,0,0,0,0,0,0,0,0
хітрасць,0,0,0,0,0,1,0,0,0,0
спяшацца,0,0,0,0,0,0,0,0,0,0
іржа,0,0,0,0,0,1,0,0,0,0
вясковы,0,0,0,0,0,0,0,0,0,0
шоргат,0,0,0,0,0,0,0,0,0,0
іржавы,0,0,0,0,0,1,0,0,0,0
каляіна,0,0,0,0,0,0,0,0,0,0
Рут,0,0,0,0,0,0,1,0,0,0
бязлітасны,1,0,1,1,0,1,0,0,0,0
жыта,0,0,0,0,0,0,0,0,0,0
шабля,1,0,0,1,0,1,0,0,0,0
собаль,0,0,0,0,0,0,0,0,0,0
сабатаж,1,0,1,1,0,1,0,1,1,0
мяшочак,0,0,0,0,0,0,0,0,0,0
мяшок,0,0,0,0,0,0,0,0,0,0
сакрамэнт,0,0,0,0,0,0,0,0,0,0
сакральны,0,0,0,0,0,0,0,0,0,0
ахвяры,0,0,1,1,0,1,0,1,0,0
сядло,0,0,0,0,0,0,0,0,0,0
сумна,0,0,0,0,0,1,0,1,0,0
смутак,0,0,0,0,0,1,0,1,0,1
бяспечны,0,0,0,0,1,0,1,0,0,1
абарона,0,0,0,0,0,0,1,0,0,1
захаванне,0,0,0,0,0,0,0,0,0,1
бяспекі,0,0,0,0,0,0,0,0,0,0
шафран,0,0,0,0,0,0,0,0,0,0
правіснуць,0,0,0,1,0,1,0,0,0,0
сага,0,0,0,0,0,0,0,0,0,0
шалфей,0,0,0,0,0,0,1,0,0,1
ветразь,0,0,0,0,0,0,0,0,0,0
парусны спорт,0,0,0,0,0,0,0,0,0,0
матрос,0,0,0,0,0,0,0,0,0,0
святы,0,1,0,0,1,0,1,0,1,1
святы,0,1,0,0,1,0,1,0,1,1
салата,0,0,0,0,0,0,0,0,0,0
саламандра,0,0,0,0,0,0,0,0,0,0
зарплата,0,1,0,0,1,0,1,0,0,1
продаж,0,0,0,0,0,0,0,0,0,0
прадавец,0,0,0,0,0,0,0,0,0,0
прыкметны,0,0,0,0,0,0,1,0,0,0
фізіялагічны раствор,0,0,0,0,0,0,0,0,0,0
сліна,0,1,0,0,0,0,0,0,0,0
салі,0,0,0,0,0,0,0,0,1,0
салон,0,0,0,0,0,0,0,0,0,0
салон,1,0,0,0,0,0,0,0,0,0
соль,0,0,0,0,0,0,0,0,0,0
салёная,0,0,0,0,0,0,0,0,0,0
выратавальны,0,0,0,0,1,0,1,0,0,1
прывітанне,0,0,0,0,0,0,0,0,0,0
салют,0,0,0,0,1,0,1,0,0,0
выратаванне,0,0,0,0,0,0,0,0,0,0
выратаванне,0,1,0,0,1,0,1,0,0,1
мазь,0,0,0,0,0,0,1,0,0,0
самба,0,0,0,0,0,0,0,0,0,0
аднолькавасць,0,0,0,0,0,0,0,0,0,0
самурай,0,0,0,1,0,0,1,0,0,0
асвячэнне,0,0,0,0,1,0,1,0,0,1
асвечаны,0,0,0,0,0,0,0,0,0,0
асвяціць,0,1,0,0,1,0,1,1,1,1
санкцыя,0,0,0,0,0,0,0,0,0,0
санкцыянаваны,0,0,0,0,0,0,0,0,0,0
святасць,0,0,0,0,0,0,0,0,0,0
свяцілішча,0,1,0,0,1,0,1,0,0,1
пясок,0,0,0,0,0,0,0,0,0,0
сандалі,0,0,0,0,0,0,0,0,0,0
шліфавальная машынка,0,0,0,0,0,0,0,0,0,0
пяскі,0,0,0,0,0,0,0,0,0,0
пясчаны,0,0,0,0,0,0,0,0,0,0
разумны,0,0,0,0,0,0,0,0,0,0
сангвінік,0,0,0,0,0,0,1,0,0,0
санітарны,0,0,0,0,0,0,1,0,0,0
разумнасць,0,0,0,0,0,0,0,0,0,0
без,0,0,0,0,0,0,0,0,0,0
сок,0,0,0,0,0,1,0,1,0,0
сапфір,0,0,0,0,0,0,0,0,0,0
сакавіты,0,0,0,0,0,0,0,0,0,1
сарказм,1,0,1,0,0,1,0,1,0,0
саркома,0,0,0,1,0,1,0,1,0,0
сарданічны,0,0,0,0,0,1,0,0,0,0
створкі,0,0,0,0,0,0,0,0,0,0
сатанінскі,1,0,0,0,0,1,0,0,0,0
ранец,0,0,0,0,0,0,0,0,0,0
насычаць,0,0,0,0,0,0,0,0,0,0
спадарожнік,0,0,0,0,0,0,0,0,0,0
сацін,0,0,0,0,0,0,1,0,0,0
сатыр,0,0,0,0,0,0,0,0,0,0
сатырычны,0,0,0,0,0,0,0,0,0,0
задавальненне,0,0,0,0,0,0,0,0,0,0
здавальняюча,0,0,0,0,0,0,1,0,0,0
задаволены,0,0,0,0,1,0,1,0,0,0
насычаць,0,0,0,0,0,0,0,0,0,0
насычаны,0,0,1,0,0,1,0,0,0,0
насычанасць,0,0,0,0,0,0,0,0,0,0
соусам,0,0,0,0,0,0,0,0,0,0
рондаль,0,0,0,0,0,0,0,0,0,0
сподак,0,0,0,0,0,0,0,0,0,0
дзёрзкі,0,0,0,0,0,0,0,0,0,0
квашаная капуста,0,0,0,0,0,0,0,0,0,0
сауна,0,0,0,0,0,0,0,0,0,0
дзікун,1,0,0,1,0,1,0,0,0,0
дзікунства,1,0,0,1,0,1,0,0,0,0
саванна,0,0,0,0,0,0,0,0,0,0
захаваць,0,0,0,0,1,0,1,0,0,1
захаванне,0,0,0,0,0,0,0,0,0,0
зберажэнні,0,0,0,0,0,0,1,0,0,0
смакаваць,0,1,1,0,1,0,1,1,0,1
пікантны,0,0,0,0,0,0,1,0,0,0
кемлівы,0,0,0,0,0,0,1,0,0,0
пілавінне,0,0,0,0,0,0,0,0,0,0
саксафон,0,0,0,0,0,0,0,0,0,0
саксафон,0,0,0,0,0,0,0,0,0,0
кароста,0,0,0,0,0,1,0,0,0,0
ножны,0,0,0,0,0,0,0,0,0,0
эшафот,0,0,0,1,0,1,0,0,0,0
будаўнічыя лясы,0,0,0,0,0,0,0,0,0,0
маштаб,0,0,0,0,0,0,0,0,0,0
шалі,0,0,0,0,0,0,0,0,0,0
грабеньчык,0,0,0,0,0,0,0,0,0,0
скура галавы,0,0,0,0,0,0,0,0,0,0
скальпель,0,0,0,1,0,1,0,0,0,0
лускаваты,0,0,0,0,0,1,0,0,0,0
сканаваць,0,0,0,0,0,0,0,0,0,0
скандал,0,0,0,1,0,1,0,0,0,0
скандальна,1,0,0,0,0,1,0,0,0,0
мізэрны,0,0,0,0,0,1,0,0,0,0
пейзаж,0,0,0,0,0,0,0,0,0,0
казёл адпушчэння,1,0,0,1,0,1,0,0,0,0
шнар,1,0,1,1,0,1,0,1,0,0
скарабей,0,0,0,0,0,0,0,0,0,0
дэфіцытны,0,0,0,1,0,1,0,1,0,0
ледзьве,0,0,0,0,0,1,0,1,0,0
дэфіцыт,1,0,0,1,0,1,0,1,0,0
напалохаць,1,1,0,1,0,1,0,0,1,0
страшыдла,0,0,0,1,0,1,1,0,0,0
шалік,0,0,0,0,0,0,0,0,0,0
пунсовы,0,0,0,0,0,0,0,0,0,0
рассейваць,0,0,0,0,0,0,0,0,0,0
рассеяны,0,0,0,0,0,0,0,0,0,0
рассейванне,0,0,0,0,0,0,0,0,0,0
сметнік,0,0,0,0,0,1,0,0,0,0
сцэна,0,0,0,0,0,0,0,0,0,0
дэкарацыі,0,0,0,0,0,0,0,0,0,0
сцэнічны,0,0,0,0,0,0,0,0,0,0
водар,0,0,0,0,0,0,0,0,0,0
скептычна,0,0,0,0,0,0,0,0,0,1
скептыцызм,0,0,0,0,0,0,0,0,0,0
схематычны,0,0,0,0,0,0,0,0,0,0
схема,0,0,0,0,0,1,0,0,0,0
раскол,1,0,0,0,0,1,0,0,0,0
шызафрэнія,1,0,1,1,0,1,0,1,0,0
вучоны,0,0,0,0,0,0,1,0,0,0
вучоны,0,0,0,0,0,0,0,0,0,0
стыпендыя,0,0,0,0,1,0,1,0,0,0
школа,0,0,0,0,0,0,0,0,0,1
школьнік,0,0,0,0,0,0,0,0,0,0
навучанне ў школе,0,0,0,0,0,0,0,0,0,0
школьны настаўнік,0,0,0,0,0,0,0,0,0,0
шхуна,0,0,0,0,0,0,0,0,0,0
радыкуліт,0,0,0,0,0,1,0,0,0,0
навукі,0,0,0,0,0,0,0,0,0,0
навуковая,0,0,0,0,0,0,1,0,0,1
вучоны,0,1,0,0,0,0,1,0,0,1
сцынціла,0,0,0,0,0,0,1,0,0,0
мігаценне,0,0,0,0,0,0,0,0,0,0
сцынцілятар,0,0,0,0,0,0,0,0,0,0
атожылак,0,0,0,0,0,0,0,0,0,0
нажніцы,0,0,0,0,0,0,0,0,0,0
кпіць,1,0,1,0,0,1,0,0,0,0
лаяць,1,0,1,1,0,1,0,1,0,0
лаяць,1,0,0,0,0,1,0,0,0,0
савок,0,0,0,0,0,0,0,0,0,0
сфера прымянення,0,0,0,0,0,0,0,0,0,0
пякучы,1,0,0,0,0,1,0,0,0,0
адзнака,0,1,0,0,1,0,1,0,1,0
балы,0,0,0,0,0,0,0,0,0,0
пагарда,1,0,0,0,0,1,0,0,0,0
скарпіён,1,0,1,1,0,1,0,0,1,0
скотч,0,0,0,0,0,1,0,0,0,0
нягоднік,1,0,1,1,0,1,0,0,0,1
вычышчаць,0,0,0,0,0,0,0,0,0,0
біч,1,0,0,1,0,1,0,1,0,0
разведчык,0,0,0,0,0,0,0,0,0,0
скраббл,0,0,0,0,0,0,0,0,0,0
караскацца,0,0,0,0,0,0,0,0,0,0
карасканне,0,0,0,0,0,1,0,0,0,0
саскрабці,0,0,0,0,0,0,0,0,0,0
скрэпі,1,0,0,1,0,1,0,1,0,0
выскрабанне,0,0,0,0,0,0,0,0,0,0
драпаць,0,0,0,0,0,0,0,0,0,0
крычаць,1,0,1,1,0,1,0,0,1,0
крычаць,1,0,1,1,0,1,0,0,0,0
віск,0,0,0,1,0,1,0,0,1,0
экран,0,0,0,0,0,0,0,0,0,0
адвёртка,0,0,0,0,0,0,0,0,0,0
закручаны,1,0,0,0,0,1,0,0,0,0
каракулі,0,0,0,0,0,0,0,0,0,0
пісец,0,0,0,0,0,0,1,0,0,0
сутычка,0,0,0,0,0,1,0,0,1,0
скрыпт,0,0,0,0,0,0,0,0,0,0
сцэнар,0,0,0,0,0,0,1,0,0,0
біблейскі,0,0,0,0,0,0,0,0,0,0
пісанне,0,0,0,0,0,0,0,0,0,1
скрутак,0,0,0,0,0,0,0,0,0,0
скраб,0,0,1,0,0,1,0,0,0,0
смачна,0,0,0,0,0,0,1,0,0,0
скрупулёзны,0,0,0,0,0,0,0,0,0,0
пільна разглядаць,0,1,0,0,0,1,0,0,0,0
пільны агляд,0,0,0,0,0,1,0,0,0,0
скульптар,0,0,0,0,0,0,0,0,0,0
скульптура,0,0,0,0,0,0,1,0,0,0
скульптурныя,0,0,0,0,0,0,0,0,0,0
падонкі,0,0,1,0,0,1,0,0,0,0
мора,0,0,0,0,0,0,1,0,0,0
марское ўзбярэжжа,0,0,0,0,0,0,0,0,0,0
пячатка,0,0,0,0,0,0,1,0,0,1
пячатак,0,0,0,0,0,0,0,0,0,1
шво,0,0,0,0,0,0,0,0,0,0
марак,0,0,0,0,0,0,0,0,0,0
бясшвовыя,0,0,0,0,0,0,0,0,0,0
швачка,0,0,0,0,0,0,0,0,0,0
марскі порт,0,0,0,0,0,0,0,0,0,0
абсмажыць,0,0,0,0,0,1,0,0,0,0
пошук,0,0,0,0,0,0,0,0,0,0
пошук,0,0,0,0,0,0,0,0,0,0
абсмалены,0,0,0,0,0,0,0,0,0,0
прыморскі,0,0,0,0,0,0,0,0,0,0
сезон,0,0,0,0,0,0,0,0,0,0
запраўлены,0,0,0,0,0,0,1,0,0,0
заправа,0,0,0,0,0,0,0,0,0,0
сядзенне,0,0,0,0,0,0,0,0,0,0
аддзяленне,0,0,0,0,0,1,0,0,0,0
адасоблены,0,0,0,0,0,1,0,1,0,0
замкнёнасць,0,0,0,1,0,1,1,0,0,0
другасны,0,0,0,0,0,0,0,0,0,0
сэканд-хэнд,0,0,0,0,0,1,0,0,0,0
сакрэтнасць,0,0,0,0,0,0,0,0,1,1
сакрэт,0,0,0,0,0,0,0,0,0,1
сакратарыят,0,0,0,0,0,0,1,0,0,0
сакратар,0,0,0,0,0,0,0,0,0,0
вылучаць,0,0,1,0,0,0,0,0,0,0
сакрэцыі,0,0,1,0,0,1,0,0,0,0
скрытны,0,0,0,0,0,1,0,0,0,0
таемна,0,0,0,0,0,0,0,0,0,0
секта,0,0,0,0,0,0,0,0,0,0
сектанцкі,1,0,0,1,0,1,0,0,0,0
секцыйныя,0,0,0,0,0,0,0,0,0,0
сектар,0,0,0,0,0,0,0,0,0,0
свецкі,0,1,0,0,0,0,0,0,0,0
секулярызм,0,0,0,0,0,0,0,0,0,0
каштоўныя паперы,0,0,0,0,0,0,0,0,0,1
бяспекі,0,0,0,0,0,0,0,0,0,0
седан,0,0,0,0,0,0,0,0,0,0
спакойны,0,0,0,0,0,0,0,0,0,0
заспакойлівы сродак,0,0,0,0,0,0,0,0,0,0
маларухомы,0,0,0,0,0,0,0,0,0,0
асака,0,0,0,0,0,0,0,0,0,0
асадак,0,0,0,0,0,0,0,0,0,0
ападкавыя,0,0,0,0,0,0,0,0,0,0
крамола,1,0,0,0,0,1,0,1,0,0
спакушаць,0,0,0,0,0,1,0,0,0,0
спакушаючы,0,0,0,0,0,0,0,0,0,0
спакушэнне,0,0,0,0,0,1,0,0,0,0
панадлівы,0,1,0,0,0,0,0,0,0,0
насенне,0,0,0,0,0,0,0,0,0,0
расада,0,0,0,0,0,0,0,0,0,0
шукаць,0,1,0,0,0,0,0,0,0,0
шукальнік,0,0,0,0,0,0,0,0,0,0
здавалася б,0,0,0,0,0,0,0,0,0,0
празорлівец,0,0,0,0,0,0,0,0,0,0
бурлівы,0,0,0,0,0,0,0,0,0,0
сегмент,0,0,0,0,0,0,0,0,0,0
аддзяляць,1,0,1,0,0,1,0,1,0,0
сегрэгаваны,0,0,0,0,0,1,0,0,0,0
сегрэгацыя,0,0,0,0,0,0,0,0,0,0
схапіць,0,0,0,1,0,1,0,0,0,0
захоп,0,0,0,1,0,0,0,0,0,0
рэдка,0,0,0,0,0,0,0,0,0,0
выбраць,0,0,0,0,0,0,0,0,0,0
выбар,0,0,0,0,0,0,0,0,0,0
эгаістычны,1,0,1,0,0,1,0,0,0,0
эгаізм,0,0,0,0,0,1,0,0,0,0
прадаваць,0,0,0,0,0,0,0,0,0,0
прадавец,0,0,0,0,0,0,0,0,0,0
семафор,0,0,0,0,0,0,0,0,0,0
падабенства,0,0,0,0,0,0,0,0,0,0
сперма,0,0,0,0,0,0,0,0,0,0
кропка з коскай,0,0,0,0,0,0,0,0,0,0
насенных,0,0,0,0,0,0,0,0,0,0
семінар,0,0,0,0,0,0,0,0,0,0
семінарыя,0,0,0,0,0,0,0,0,0,0
семіётыка,0,0,0,0,0,0,0,0,0,0
сенат,0,0,0,0,0,0,0,0,0,1
сенатар,0,0,0,0,0,0,0,0,0,0
адправіць,0,0,0,0,0,0,0,0,0,0
старэнне,0,0,0,0,0,0,0,0,0,0
старэчы,0,0,0,1,0,1,0,1,0,0
старэйшы,0,0,0,0,0,0,0,0,0,0
стаж,0,0,0,0,0,0,1,0,0,1
сенсацыя,0,0,0,0,0,0,0,0,0,0
сенсацыйны,0,0,0,0,1,0,1,0,0,0
сэнс,0,0,0,0,0,0,1,0,0,0
бессэнсоўны,1,0,1,1,0,1,0,1,1,0
пачуцці,0,0,0,0,0,0,0,0,0,0
адчувальнасць,0,0,0,0,0,0,1,0,0,0
разумна,0,0,0,0,0,0,1,0,0,0
адчувальны,0,0,0,0,0,0,0,0,0,0
сэнсарны,0,0,0,0,0,0,0,0,0,0
пачуццёвы,0,1,0,0,1,1,1,0,1,1
пачуццёвасць,0,1,0,0,1,0,1,0,0,0
пачуццёвы,0,0,0,0,1,0,1,0,0,0
сказ,1,1,1,1,0,1,0,1,0,0
разумны,0,0,0,0,0,0,0,0,0,0
пачуццё,0,0,0,0,0,0,0,0,0,0
сентыментальны,0,0,0,0,0,0,1,0,0,0
сентыментальнасць,0,0,0,0,0,0,1,0,0,0
вартавы,0,0,0,0,0,0,1,0,0,1
вартавы,0,0,0,0,0,0,0,0,0,1
раздзельны,0,0,0,0,0,0,0,0,0,0
асобны,0,0,0,0,0,0,0,0,0,0
асобна,0,0,0,0,0,0,0,0,0,0
падзел,0,0,0,0,0,0,0,0,0,0
сепаратыст,1,0,1,0,0,1,0,0,0,0
сэпія,0,0,0,0,0,0,0,0,0,0
сэпсіс,0,0,0,1,0,1,0,1,0,0
вер,0,0,0,0,0,0,0,0,0,0
сэптычных,0,0,1,0,0,1,0,0,0,0
перагародка,0,0,0,0,0,0,0,0,0,0
працяг,0,1,0,0,0,0,0,0,0,0
паслядоўнасць,0,0,0,0,0,0,0,0,0,0
паслядоўны,0,0,0,0,0,0,0,0,0,0
секвестраваны,0,0,0,0,0,0,0,0,0,0
секвестр,0,0,0,0,0,1,0,1,0,0
ціхамірны,0,0,0,0,0,1,0,0,0,1
спакой,0,1,0,0,1,0,1,0,0,1
сяржант,0,0,0,0,0,0,0,0,0,0
серыял,0,1,0,0,0,0,0,0,0,0
серыял,0,0,0,0,0,0,0,0,0,1
з засечкамі,0,0,0,0,0,0,0,0,0,0
сур'ёзнасць,0,0,0,1,0,0,0,1,0,0
пропаведзь,0,0,0,0,0,0,1,0,0,1
змяя,0,0,1,1,0,1,0,0,0,0
серпантын,0,0,0,0,0,0,0,0,0,0
зубчастыя,0,0,0,0,0,0,0,0,0,0
сыроватка,0,0,0,0,0,0,1,0,0,0
прыслуга,0,0,0,0,0,1,0,0,0,1
служыць,0,0,0,0,0,1,0,0,0,1
абслугоўванне,0,0,0,0,0,0,0,0,0,0
спраўны,0,0,0,0,0,0,0,0,0,0
прыгонны,0,0,1,1,0,1,0,1,0,0
прыгон,0,0,0,0,0,1,0,0,0,0
сэс,0,0,0,0,0,0,0,0,0,0
сесія,0,0,0,0,0,0,0,0,0,0
сеансаў,0,0,0,0,0,0,0,0,0,0
набор,0,0,0,0,0,0,0,0,0,0
няўдача,0,0,0,0,0,1,0,1,0,0
усталяваць,0,0,0,0,0,0,0,0,0,0
сетэр,0,0,0,0,0,0,0,0,0,0
асядаць,0,0,0,0,0,0,0,0,0,0
аселі,0,0,0,0,0,0,0,0,0,0
асаднік,0,0,0,0,0,0,0,0,0,0
пасяленца,0,0,0,1,0,0,1,0,0,0
сёмае,0,0,0,0,0,0,0,0,0,0
семдзесят,0,0,0,0,0,0,0,0,0,0
разарваць,0,0,0,0,0,1,0,0,0,0
раздзяляльны,0,0,0,0,0,0,0,0,0,0
паасобку,0,0,0,0,0,0,0,0,0,0
разрыў,0,0,0,0,0,0,0,1,0,0
сур'ёзна,0,0,0,0,0,0,0,0,0,0
сур'ёзнасць,0,0,0,0,0,0,0,0,0,0
шыць,0,0,0,0,0,0,0,0,0,0
каналізацыя,0,0,1,0,0,1,0,0,0,0
каналізацыя,0,0,1,0,0,0,0,0,0,0
каналізацыя,0,0,1,0,0,1,0,0,0,0
сэкс,0,1,0,0,1,0,1,0,0,1
сэксуальнасць,0,0,0,0,0,0,0,0,0,0
сэксуальны,0,0,0,0,0,0,0,0,0,0
пашарпаны,0,0,1,0,0,1,0,0,0,0
халупа,0,0,1,0,0,1,0,1,0,0
хамут,1,1,1,1,0,1,0,1,0,0
адценне,0,0,0,0,0,0,0,0,0,0
адценні,0,0,0,0,0,0,0,0,0,0
зацяненне,0,0,0,0,0,0,0,0,0,0
цень,0,0,0,0,0,0,0,0,0,0
ценявы,0,0,0,0,0,0,0,0,0,0
цяністы,0,0,0,1,0,1,0,0,0,0
вал,0,0,0,0,0,0,0,0,0,0
махорка,0,0,0,0,0,0,0,0,0,0
кудлаты,0,0,0,0,0,0,0,0,0,0
страсянуць,0,0,0,0,0,0,0,0,0,0
узрушаны,0,0,0,0,0,0,0,0,0,0
устрэсванне,0,0,0,1,0,1,0,0,0,0
хісткі,1,1,0,1,0,1,0,0,0,0
бутафорыя,1,0,1,0,0,1,0,0,0,0
шаман,0,0,0,0,0,0,0,0,0,0
калатнеча,0,0,0,0,0,1,0,0,0,0
ганьба,0,0,1,1,0,1,0,1,0,0
ганебны,0,0,0,0,0,1,0,1,0,0
бессаромны,0,0,1,0,0,1,0,0,0,0
шанхай,0,0,1,1,0,1,0,0,0,0
хваставік,0,0,0,1,0,0,0,0,0,0
халупа,0,0,0,0,0,0,0,0,0,0
форма,0,0,0,0,0,0,1,0,0,0
стройны,0,0,0,0,0,0,1,0,0,0
доля,0,1,0,0,1,0,1,0,0,1
акцыянер,0,0,0,0,0,0,0,0,0,0
акула,0,0,0,0,0,1,0,0,0,0
вастрыць,1,1,0,0,0,0,0,0,0,0
завостраны,0,0,0,0,0,0,0,0,0,0
тачылка,0,0,0,0,0,0,0,0,0,0
рэзкасць,0,0,0,0,0,0,0,0,0,0
разбіваць,1,0,0,1,0,1,0,1,1,0
разбіта,0,0,0,0,0,1,0,1,0,0
галіцца,0,0,0,0,0,0,0,0,0,0
галенне,0,0,0,0,0,0,0,0,0,0
шаль,0,0,0,0,0,0,0,0,0,0
сноп,0,0,0,0,0,0,0,0,0,0
зрух,0,0,0,0,0,0,0,0,0,0
нажніцы,0,0,0,0,0,0,0,0,0,0
абалонка,0,0,0,0,0,0,0,0,0,0
ашалёўка,0,0,0,0,0,0,0,0,0,0
хлеў,0,0,0,0,0,1,0,0,0,0
бляск,0,0,0,0,0,0,0,0,0,0
авечкі,0,0,0,0,0,0,0,0,0,0
чысты,0,0,0,0,0,0,0,0,0,0
ліст,0,0,0,0,0,0,0,0,0,0
паліца,0,0,0,0,0,0,0,0,0,0
абалонка,1,0,0,1,0,1,0,1,1,0
малюскі,0,0,0,0,0,0,0,0,0,0
прытулак,0,0,0,0,0,0,1,0,0,1
паліцы,0,0,0,0,0,1,0,0,0,0
пастух,0,0,0,0,0,0,1,0,0,1
шэрыф,0,0,0,0,0,0,0,0,0,1
херас,0,0,0,0,0,0,0,0,0,0
шчыт,0,0,0,0,0,0,0,0,0,0
зрух,0,0,0,0,0,0,0,0,0,0
зрушэнне,0,0,0,0,0,0,0,0,0,0
шылінг,0,0,0,0,0,0,0,0,0,0
мігаценне,0,0,0,0,0,0,0,0,0,0
галёнка,0,0,0,0,0,0,0,0,0,0
бляск,0,0,0,0,0,0,1,0,0,0
чарапіца,0,0,0,0,0,0,0,0,0,0
зіхатлівы,0,1,0,0,1,0,1,0,0,0
бліскучы,0,0,0,0,0,0,0,0,0,0
карабель,0,1,0,0,0,0,0,0,0,0
адгрузка,0,0,0,0,0,0,0,0,0,0
дастаўка,0,0,0,0,0,0,0,0,0,0
караблекрушэнне,0,0,0,1,0,1,0,1,0,0
графства,0,0,0,0,0,0,0,0,0,0
кашуля,0,0,0,0,0,0,0,0,0,0
дзярмо,1,0,1,0,0,1,0,0,0,0
дрыжыкі,1,1,0,1,0,1,0,1,0,0
дрыжыкі,0,0,0,0,0,0,0,0,0,0
водмелі,0,0,0,0,0,0,0,0,0,0
шок,1,0,0,1,0,1,0,0,1,0
шакавальна,0,0,0,0,0,0,0,0,1,0
кепскі,1,0,1,0,0,1,0,0,0,0
абутак,0,0,0,0,0,0,0,0,0,0
шавец,0,0,0,0,0,0,0,0,0,0
страляць,1,0,0,1,0,1,0,0,0,0
стралок,0,0,0,1,0,0,0,0,0,0
стральба,1,0,0,1,0,1,0,0,0,0
крама,0,0,0,0,0,0,0,0,0,0
крамнік,0,0,0,0,0,0,0,0,0,1
крамныя крадзяжы,1,0,1,0,0,1,0,0,0,0
шопінг,0,1,0,0,1,0,1,0,1,1
бераг,0,0,0,0,0,0,0,0,0,0
стрыжаныя,0,0,0,0,0,0,0,0,0,0
кароткі,0,0,0,0,0,0,0,0,0,0
дэфіцыт,1,0,0,1,0,1,0,1,0,0
недахоп,0,0,0,0,0,1,0,0,0,0
скараціць,0,0,0,0,0,0,0,0,0,0
ўкарачэнне,0,0,0,0,0,0,0,0,0,0
стэнаграфія,0,0,0,0,0,0,0,0,0,0
неўзабаве,0,1,0,0,0,0,0,0,0,0
кароткасць,0,0,0,0,0,0,0,0,0,0
шорты,0,0,0,0,0,0,0,0,0,0
стрэл,1,0,0,1,0,1,0,1,1,0
драбавік,0,0,0,0,0,0,0,0,0,0
плячо,0,0,0,0,0,0,1,0,0,1
